START-OF-LOG: 3.0
CALLSIGN:  OK5SA
NAME:      Jan Otevrel
CONTEST:   CQ-WW-CW
CATEGORY-BAND:  ALL
CATEGORY-MODE:  CW
CATEGORY-POWER: LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 176076
SOAPBOX: Worked according the rules and the log is true.
QSO: 28064 CW 2011-11-26 1330 OK5SA         599 15     A73A          599 21
QSO: 28064 CW 2011-11-26 1331 OK5SA         599 15     W2XL          599 05
QSO: 28063 CW 2011-11-26 1333 OK5SA         599 15     W8AV          599 04
QSO: 28048 CW 2011-11-26 1343 OK5SA         599 15     K1RX          599 05
QSO: 28047 CW 2011-11-26 1343 OK5SA         599 15     NP4Z          599 08
QSO: 28046 CW 2011-11-26 1348 OK5SA         599 15     N4UU          599 05
QSO: 28044 CW 2011-11-26 1349 OK5SA         599 15     VY2ZM         599 05
QSO: 28044 CW 2011-11-26 1350 OK5SA         599 15     W1EQ          599 05
QSO: 28042 CW 2011-11-26 1354 OK5SA         599 15     K2LNS         599 05
QSO: 28039 CW 2011-11-26 1355 OK5SA         599 15     K8PO          599 05
QSO: 28029 CW 2011-11-26 1359 OK5SA         599 15     K2AX          599 05
QSO: 28021 CW 2011-11-26 1401 OK5SA         599 15     W2ID          599 05
QSO: 28019 CW 2011-11-26 1402 OK5SA         599 15     NY4A          599 05
QSO: 28013 CW 2011-11-26 1408 OK5SA         599 15     K4ZW          599 05
QSO: 28011 CW 2011-11-26 1410 OK5SA         599 15     9K2RA         599 21
QSO: 28005 CW 2011-11-26 1414 OK5SA         599 15     WC1M          599 05
QSO: 28005 CW 2011-11-26 1415 OK5SA         599 15     N1UR          599 05
QSO: 28004 CW 2011-11-26 1417 OK5SA         599 15     K2SSS         599 05
QSO: 28038 CW 2011-11-26 1419 OK5SA         599 15     K3CR          599 05
QSO: 28043 CW 2011-11-26 1423 OK5SA         599 15     K8AZ          599 04
QSO: 28045 CW 2011-11-26 1425 OK5SA         599 15     K1DG          599 05
QSO: 28050 CW 2011-11-26 1427 OK5SA         599 15     NN1N          599 05
QSO: 28062 CW 2011-11-26 1433 OK5SA         599 15     W0AIH         599 04
QSO: 28068 CW 2011-11-26 1434 OK5SA         599 15     PW2D          599 11
QSO: 28077 CW 2011-11-26 1436 OK5SA         599 15     WY3A          599 05
QSO: 28078 CW 2011-11-26 1436 OK5SA         599 15     K0KL          599 04
QSO: 28079 CW 2011-11-26 1437 OK5SA         599 15     KD2RD         599 05
QSO: 28080 CW 2011-11-26 1437 OK5SA         599 15     W5UE          599 04
QSO: 28081 CW 2011-11-26 1438 OK5SA         599 15     W3EF          599 05
QSO: 28087 CW 2011-11-26 1440 OK5SA         599 15     CS2C          599 14
QSO: 28131 CW 2011-11-26 1447 OK5SA         599 15     W9RE          599 04
QSO: 28134 CW 2011-11-26 1447 OK5SA         599 15     VE3JM         599 04
QSO: 28145 CW 2011-11-26 1448 OK5SA         599 15     WA0MHJ        599 04
QSO: 28152 CW 2011-11-26 1450 OK5SA         599 15     N2ED          599 05
QSO: 28153 CW 2011-11-26 1453 OK5SA         599 15     W1GD          599 05
QSO: 28159 CW 2011-11-26 1455 OK5SA         599 15     LT1F          599 13
QSO: 28171 CW 2011-11-26 1500 OK5SA         599 15     KB0EO         599 04
QSO: 28169 CW 2011-11-26 1501 OK5SA         599 15     OL6P          599 15
QSO: 28166 CW 2011-11-26 1501 OK5SA         599 15     K9DU          599 04
QSO: 28164 CW 2011-11-26 1502 OK5SA         599 15     K8MM          599 04
QSO: 28161 CW 2011-11-26 1503 OK5SA         599 15     K8MP          599 04
QSO: 28147 CW 2011-11-26 1507 OK5SA         599 15     N2WN          599 04
QSO: 28136 CW 2011-11-26 1514 OK5SA         599 15     K2NV          599 05
QSO: 28133 CW 2011-11-26 1516 OK5SA         599 15     YW4D          599 09
QSO: 28132 CW 2011-11-26 1516 OK5SA         599 15     K9CT          599 04
QSO: 28112 CW 2011-11-26 1529 OK5SA         599 15     WE1H          599 05
QSO: 28111 CW 2011-11-26 1530 OK5SA         599 15     N7AT          599 03
QSO: 28106 CW 2011-11-26 1532 OK5SA         599 15     K2EK          599 05
QSO: 28093 CW 2011-11-26 1535 OK5SA         599 15     OM7M          599 15
QSO: 28086 CW 2011-11-26 1538 OK5SA         599 15     K2SG          599 05
QSO: 28086 CW 2011-11-26 1539 OK5SA         599 15     VE3YAA        599 04
