START-OF-LOG: 3.0
CALLSIGN: B4R
CLUB: Jiangsu DX Club
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 4695381
OPERATORS: BA1DU, BA4RC, BA4RF, BA4T, BA4WI, BA4WW, BD5RV, BH4RQU
NAME: Jiangsu DX Club
CREATED-BY: N1MM Logger V11.11.3
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
QSO: 28023 CW 2011-11-26 0018 B4R           599 24     NK7K          599 03     0
QSO: 28023 CW 2011-11-26 0019 B4R           599 24     W7HY          599 03     0
QSO: 28023 CW 2011-11-26 0021 B4R           599 24     KF6I          599 03     0
QSO: 28023 CW 2011-11-26 0022 B4R           599 24     BD4WM         599 24     0
QSO: 28023 CW 2011-11-26 0023 B4R           599 24     W6QU          599 03     0
QSO: 28023 CW 2011-11-26 0023 B4R           599 24     K2RD          599 03     0
QSO: 28023 CW 2011-11-26 0023 B4R           599 24     RU0FM         599 19     0
QSO: 28023 CW 2011-11-26 0024 B4R           599 24     W7USA         599 03     0
QSO: 28023 CW 2011-11-26 0026 B4R           599 24     N3AIU         599 05     0
QSO: 28023 CW 2011-11-26 0027 B4R           599 24     AJ6T          599 03     0
QSO: 28023 CW 2011-11-26 0027 B4R           599 24     K7ABV         599 04     0
QSO: 28023 CW 2011-11-26 0028 B4R           599 24     VA5DX         599 04     0
QSO: 28023 CW 2011-11-26 0029 B4R           599 24     KO7AA         599 03     0
QSO: 28023 CW 2011-11-26 0030 B4R           599 24     LU5FF         599 13     0
QSO: 28023 CW 2011-11-26 0030 B4R           599 24     W7ZR          599 03     0
QSO: 28023 CW 2011-11-26 0032 B4R           599 24     WA6KHK        599 03     0
QSO: 28023 CW 2011-11-26 0033 B4R           599 24     XE2MX         599 06     0
QSO: 28023 CW 2011-11-26 0033 B4R           599 24     NG6X          599 03     0
QSO: 28023 CW 2011-11-26 0034 B4R           599 24     K6DJ          599 03     0
QSO: 28023 CW 2011-11-26 0035 B4R           599 24     W6SDM         599 03     0
QSO: 28023 CW 2011-11-26 0035 B4R           599 24     K7ZA          599 03     0
QSO: 28023 CW 2011-11-26 0036 B4R           599 24     KI7Y          599 03     0
QSO: 28023 CW 2011-11-26 0036 B4R           599 24     LU4FPZ        599 13     0
QSO: 28023 CW 2011-11-26 0037 B4R           599 24     N6PE          599 03     0
QSO: 28023 CW 2011-11-26 0037 B4R           599 24     K7JE          599 03     0
QSO: 28023 CW 2011-11-26 0039 B4R           599 24     WA2OCG        599 03     0
QSO: 28023 CW 2011-11-26 0040 B4R           599 24     AA6VX         599 03     0
QSO: 28023 CW 2011-11-26 0041 B4R           599 24     K6LPO         599 03     0
QSO: 28023 CW 2011-11-26 0042 B4R           599 24     CW2A          599 13     0
QSO: 28023 CW 2011-11-26 0042 B4R           599 24     K6YK          599 03     0
QSO: 28023 CW 2011-11-26 0043 B4R           599 24     AC6VN         599 03     0
QSO: 28023 CW 2011-11-26 0044 B4R           599 24     KT6LA         599 03     0
QSO: 28023 CW 2011-11-26 0044 B4R           599 24     KC6X          599 03     0
QSO: 28023 CW 2011-11-26 0044 B4R           599 24     K7WP          599 03     0
QSO: 14000 CW 2011-11-26 0044 B4R           599 24     W7WA          599 03     1
QSO: 28023 CW 2011-11-26 0045 B4R           599 24     N7WO          599 03     0
QSO: 28023 CW 2011-11-26 0045 B4R           599 24     W6UM          599 03     0
QSO: 28023 CW 2011-11-26 0046 B4R           599 24     L73D          599 13     0
QSO: 28023 CW 2011-11-26 0046 B4R           599 24     JR8QFG        599 25     0
QSO: 28023 CW 2011-11-26 0047 B4R           599 24     K6KQV         599 03     0
QSO: 28023 CW 2011-11-26 0047 B4R           599 24     K6OGO         599 03     0
QSO: 28023 CW 2011-11-26 0048 B4R           599 24     W6FA          599 03     0
QSO: 28023 CW 2011-11-26 0049 B4R           599 24     W6OEZ         599 03     0
QSO: 28023 CW 2011-11-26 0049 B4R           599 24     N6JV          599 03     0
QSO: 14000 CW 2011-11-26 0049 B4R           599 24     VE3UTT        599 04     1
QSO: 28023 CW 2011-11-26 0049 B4R           599 24     NE7D          599 03     0
QSO: 14000 CW 2011-11-26 0051 B4R           599 24     W4DQF         599 05     1
QSO: 28023 CW 2011-11-26 0054 B4R           599 24     WI7N          599 03     0
QSO: 28023 CW 2011-11-26 0055 B4R           599 24     DV1SDT        599 27     0
QSO: 28023 CW 2011-11-26 0056 B4R           599 24     K6LRN         599 03     0
QSO: 14000 CW 2011-11-26 0057 B4R           599 24     JA3YBK        599 25     1
QSO: 28023 CW 2011-11-26 0058 B4R           599 24     K7MH          599 03     0
