START-OF-LOG: 2.0
CALLSIGN: YL2IP
CLUB: Latvian Contest Club
CONTEST: CQ-WW-CW
Category-Operator: SINGLE-OP
Category-Transmitter: ONE
Category-Band: ALL
Category-Power: HIGH
Category-Assisted: NON-ASSISTED
CLAIMED-SCORE: 249232
OPERATORS: YL2IP
SOAPBOX: Tks for contest, 73 !
Name: Modris Sults
CREATED-BY: N1MM Logger V11.6.4
LOCATION: DX
QSO: 14000 CW 2011-11-26 0602 YL2IP         599 15     YT1T          599 15
QSO: 14000 CW 2011-11-26 0603 YL2IP         599 15     JT1T          599 23
QSO: 14000 CW 2011-11-26 0604 YL2IP         599 15     UN6LN         599 17
QSO: 14000 CW 2011-11-26 0605 YL2IP         599 15     LZ5R          599 20
QSO: 14000 CW 2011-11-26 0606 YL2IP         599 15     JA5FDJ        599 25
QSO: 14000 CW 2011-11-26 0607 YL2IP         599 15     RV9UP         599 18
QSO: 21000 CW 2011-11-26 0609 YL2IP         599 15     JN1NOP        599 25
QSO: 21000 CW 2011-11-26 0610 YL2IP         599 15     BY5CD         599 24
QSO: 21000 CW 2011-11-26 0611 YL2IP         599 15     VU2PTT        599 22
QSO: 21000 CW 2011-11-26 0612 YL2IP         599 15     RW0AJ         599 18
QSO: 21000 CW 2011-11-26 0612 YL2IP         599 15     JA5FDJ        599 25
QSO: 21000 CW 2011-11-26 0613 YL2IP         599 15     UA4W          599 16
QSO: 21000 CW 2011-11-26 0614 YL2IP         599 15     4O3A          599 15
QSO: 21000 CW 2011-11-26 0615 YL2IP         599 15     UK8AR         599 17
QSO: 21000 CW 2011-11-26 0616 YL2IP         599 15     UA0DC         599 19
QSO: 21000 CW 2011-11-26 0617 YL2IP         599 15     9K2HN         599 21
QSO: 21000 CW 2011-11-26 0622 YL2IP         599 15     JA1BJI        599 25
QSO: 21000 CW 2011-11-26 0623 YL2IP         599 15     JK3HLP        599 25
QSO: 21000 CW 2011-11-26 0624 YL2IP         599 15     9H3PP         599 15
QSO: 21000 CW 2011-11-26 0629 YL2IP         599 15     RW9A          599 17
QSO: 21000 CW 2011-11-26 0630 YL2IP         599 15     JH1FTL        599 25
QSO: 21000 CW 2011-11-26 0630 YL2IP         599 15     RN9RF         599 17
QSO: 21000 CW 2011-11-26 0631 YL2IP         599 15     JA1HNW        599 25
QSO: 21000 CW 2011-11-26 0631 YL2IP         599 15     UA4QK         599 16
QSO: 21000 CW 2011-11-26 0633 YL2IP         599 15     F6BEE         599 14
QSO: 21000 CW 2011-11-26 0634 YL2IP         599 15     JA1HOM        599 25
QSO: 21000 CW 2011-11-26 0635 YL2IP         599 15     JA2HNP        599 25
QSO: 21000 CW 2011-11-26 0636 YL2IP         599 15     RZ6HX         599 16
QSO: 21000 CW 2011-11-26 0640 YL2IP         599 15     JT1F          599 23
QSO: 21000 CW 2011-11-26 0642 YL2IP         599 15     JR2SCJ        599 25
QSO: 21000 CW 2011-11-26 0643 YL2IP         599 15     JN1ILK        599 25
QSO: 21000 CW 2011-11-26 0645 YL2IP         599 15     Z35X          599 15
QSO: 21000 CW 2011-11-26 0646 YL2IP         599 15     SK3W          599 14
QSO: 21000 CW 2011-11-26 0648 YL2IP         599 15     9M6NA         599 28
QSO: 21000 CW 2011-11-26 0650 YL2IP         599 15     JF3NKA        599 25
QSO: 21000 CW 2011-11-26 0650 YL2IP         599 15     EA5URS        599 14
QSO: 28000 CW 2011-11-26 0701 YL2IP         599 15     JH9KVF        599 25
QSO: 28000 CW 2011-11-26 0703 YL2IP         599 15     SU/HA3JB      599 34
QSO: 28000 CW 2011-11-26 0709 YL2IP         599 15     6M0HZ         599 25
QSO: 28000 CW 2011-11-26 0710 YL2IP         599 15     RV9YZ         599 18
QSO: 28000 CW 2011-11-26 0712 YL2IP         599 15     JT1CS         599 23
QSO: 28000 CW 2011-11-26 0713 YL2IP         599 15     BA8AG         599 24
QSO: 28000 CW 2011-11-26 0714 YL2IP         599 15     RW9DX         599 17
QSO: 28000 CW 2011-11-26 0715 YL2IP         599 15     BD6OT         599 24
QSO: 28000 CW 2011-11-26 0717 YL2IP         599 15     BA7IO         599 24
