START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      ON5WL
CLAIMED-SCORE: 39160
NAME:          Leon Welters
OPERATORS:     ON5WL
SOAPBOX:       Fine contest with much activity and 10 m was open.
SOAPBOX:       So I enjoyed the contest and the logging with SD
SOAPBOX:       Till next year
SOAPBOX:       73
SOAPBOX:       Leon  ON5WL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 28000 CW 2011-11-26 0921 ON5WL         599 14     UA9LAO        599 17
QSO: 28000 CW 2011-11-26 0923 ON5WL         599 14     9H9BH         599 15
QSO: 28000 CW 2011-11-26 0924 ON5WL         599 14     UA4HOX        599 16
QSO: 28000 CW 2011-11-26 0925 ON5WL         599 14     RC7A          599 16
QSO: 28000 CW 2011-11-26 1201 ON5WL         599 14     IK0YUT        599 15
QSO: 28000 CW 2011-11-26 1203 ON5WL         599 14     OP4K          599 14
QSO: 28000 CW 2011-11-26 1204 ON5WL         599 14     R7AW          599 16
QSO: 28000 CW 2011-11-26 1205 ON5WL         599 14     RA1OT         599 16
QSO: 28000 CW 2011-11-26 1205 ON5WL         599 14     RX3ZX         599 16
QSO: 28000 CW 2011-11-26 1206 ON5WL         599 14     UA5A          599 16
QSO: 28000 CW 2011-11-26 1208 ON5WL         599 14     UA3R          599 16
QSO: 28000 CW 2011-11-26 1208 ON5WL         599 14     R3ZV          599 16
QSO: 28000 CW 2011-11-26 1209 ON5WL         599 14     K2AX          599 05
QSO: 28000 CW 2011-11-26 1212 ON5WL         599 14     W3LPL         599 05
QSO: 28000 CW 2011-11-26 1221 ON5WL         599 14     UW1M          599 16
QSO: 28000 CW 2011-11-26 1222 ON5WL         599 14     N3RS          599 05
QSO: 28000 CW 2011-11-26 1222 ON5WL         599 14     RG6G          599 16
QSO: 28000 CW 2011-11-26 1223 ON5WL         599 14     RN3A          599 16
QSO: 28000 CW 2011-11-26 1224 ON5WL         599 14     IK1QBT        599 15
QSO: 28000 CW 2011-11-26 1226 ON5WL         599 14     VY2ZM         599 05
QSO: 28000 CW 2011-11-26 1228 ON5WL         599 14     PP5BZ         599 11
QSO: 28000 CW 2011-11-26 1229 ON5WL         599 14     K2SSS         599 05
QSO: 28000 CW 2011-11-26 1242 ON5WL         599 14     K2EK          599 05
QSO: 28000 CW 2011-11-26 1243 ON5WL         599 14     RT4F          599 16
QSO: 28000 CW 2011-11-26 1246 ON5WL         599 14     RM3F          599 16
QSO: 28000 CW 2011-11-26 1246 ON5WL         599 14     UU7J          599 16
QSO: 28000 CW 2011-11-26 1254 ON5WL         599 14     RZ3BW         599 16
QSO: 28000 CW 2011-11-26 1256 ON5WL         599 14     PI4KGL        599 14
QSO: 28000 CW 2011-11-26 1310 ON5WL         599 14     ZW5B          599 11
QSO: 28000 CW 2011-11-26 1333 ON5WL         599 14     K0TV          599 05
QSO: 28000 CW 2011-11-26 1402 ON5WL         599 14     WQ2N          599 05
QSO: 28000 CW 2011-11-26 1410 ON5WL         599 14     CR3E          599 33
QSO: 28000 CW 2011-11-26 1413 ON5WL         599 14     KD2RD         599 05
QSO: 28000 CW 2011-11-26 1414 ON5WL         599 14     W1WEF         599 05
QSO: 28000 CW 2011-11-26 1414 ON5WL         599 14     C4Z           599 20
QSO: 28000 CW 2011-11-26 1419 ON5WL         599 14     K8GL          599 04
QSO: 28000 CW 2011-11-26 1421 ON5WL         599 14     K3ZM          599 05
QSO: 28000 CW 2011-11-26 1422 ON5WL         599 14     DF9ZP         599 14
QSO: 28000 CW 2011-11-26 1430 ON5WL         599 14     KC3WX         599 05
QSO: 28000 CW 2011-11-26 1430 ON5WL         599 14     K1GQ          599 05
QSO: 28000 CW 2011-11-26 1431 ON5WL         599 14     C4N           599 20
QSO: 28000 CW 2011-11-26 1433 ON5WL         599 14     NR5M          599 04
QSO: 28000 CW 2011-11-26 1440 ON5WL         599 14     DF0DX         599 14
QSO: 28000 CW 2011-11-26 1443 ON5WL         599 14     VE3JM         599 04
QSO: 28000 CW 2011-11-26 1445 ON5WL         599 14     PV8DX         599 11
QSO: 14000 CW 2011-11-26 1930 ON5WL         599 14     W3LPL         599 05
QSO: 14000 CW 2011-11-26 1932 ON5WL         599 14     LN3Z          599 14
QSO: 14000 CW 2011-11-26 1932 ON5WL         599 14     W9SN          599 04
QSO: 14000 CW 2011-11-26 1933 ON5WL         599 14     N3UM          599 05
QSO: 14000 CW 2011-11-26 1936 ON5WL         599 14     K2QMF         599 05
QSO: 14000 CW 2011-11-26 1937 ON5WL         599 14     N3RS          599 05
QSO: 14000 CW 2011-11-26 1939 ON5WL         599 14     CF3A          599 04
QSO: 14000 CW 2011-11-26 1940 ON5WL         599 14     NY3A          599 05
QSO: 14000 CW 2011-11-26 1941 ON5WL         599 14     WE3C          599 05
QSO: 14000 CW 2011-11-26 1941 ON5WL         599 14     K0DQ          599 05
QSO: 14000 CW 2011-11-26 1942 ON5WL         599 14     K5ZD          599 05
QSO: 14000 CW 2011-11-26 1946 ON5WL         599 14     VY2ZM         599 05
QSO: 14000 CW 2011-11-26 1948 ON5WL         599 14     K9CT          599 04
QSO: 14000 CW 2011-11-26 1949 ON5WL         599 14     W9RE          599 04
QSO: 14000 CW 2011-11-26 1949 ON5WL         599 14     VE1RGB        599 05
QSO: 14000 CW 2011-11-26 1954 ON5WL         599 14     K9NR          599 04
QSO: 14000 CW 2011-11-26 1955 ON5WL         599 14     K4ZW          599 05
QSO:  7000 CW 2011-11-26 2000 ON5WL         599 14     EU1TX         599 16
QSO:  7000 CW 2011-11-26 2001 ON5WL         599 14     ES9C          599 15
QSO:  7000 CW 2011-11-26 2002 ON5WL         599 14     W3LPL         599 05
QSO:  7000 CW 2011-11-26 2002 ON5WL         599 14     HA2MN         599 15
QSO:  7000 CW 2011-11-26 2003 ON5WL         599 14     LN5O          599 14
QSO:  7000 CW 2011-11-26 2004 ON5WL         599 14     LZ1QZ         599 20
QSO:  7000 CW 2011-11-26 2005 ON5WL         599 14     RC3W          599 16
QSO:  7000 CW 2011-11-26 2007 ON5WL         599 14     4Z5TK         599 20
QSO:  7000 CW 2011-11-26 2008 ON5WL         599 14     RN3F          599 16
QSO:  7000 CW 2011-11-26 2008 ON5WL         599 14     HA9RT         599 15
QSO:  7000 CW 2011-11-26 2057 ON5WL         599 14     UW5U          599 16
QSO:  7000 CW 2011-11-26 2138 ON5WL         599 14     HG7T          599 15
QSO:  7000 CW 2011-11-26 2151 ON5WL         599 14     W2RE          599 05
QSO:  7000 CW 2011-11-26 2151 ON5WL         599 14     OM3IAG        599 15
QSO:  7000 CW 2011-11-26 2153 ON5WL         599 14     VE3EJ         599 04
QSO:  7000 CW 2011-11-26 2200 ON5WL         599 14     UP1G          599 17
QSO:  7000 CW 2011-11-26 2201 ON5WL         599 14     SO4M          599 15
QSO:  7000 CW 2011-11-26 2202 ON5WL         599 14     YT7A          599 15
QSO:  7000 CW 2011-11-26 2202 ON5WL         599 14     K1KP          599 05
QSO:  7000 CW 2011-11-26 2203 ON5WL         599 14     HA7A          599 15
QSO:  7000 CW 2011-11-26 2203 ON5WL         599 14     TC7B          599 20
QSO:  7000 CW 2011-11-26 2205 ON5WL         599 14     EE3T          599 14
QSO:  7000 CW 2011-11-26 2206 ON5WL         599 14     K0ZR          599 05
QSO:  7000 CW 2011-11-26 2226 ON5WL         599 14     EA5CW         599 14
QSO:  7000 CW 2011-11-26 2227 ON5WL         599 14     ER4A          599 16
QSO:  7000 CW 2011-11-26 2227 ON5WL         599 14     YP9W          599 20
QSO:  7000 CW 2011-11-26 2229 ON5WL         599 14     TC3A          599 20
QSO:  7000 CW 2011-11-26 2230 ON5WL         599 14     UA3AMZ        599 16
QSO:  7000 CW 2011-11-26 2235 ON5WL         599 14     K1RU          599 05
QSO:  7000 CW 2011-11-26 2241 ON5WL         599 14     F6KNB         599 14
QSO:  7000 CW 2011-11-26 2242 ON5WL         599 14     DL5RMH        599 14
QSO:  7000 CW 2011-11-26 2244 ON5WL         599 14     HA5SE         599 15
QSO:  7000 CW 2011-11-26 2246 ON5WL         599 14     TM6M          599 14
