START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.179
CALLSIGN: UA0SBQ
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 168336
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
OPERATORS: UA0SBQ
CLUB: RU-QRP CLUB
LOCATION: DX
NAME: VICTOR ANDRUSSHENKO
SOAPBOX: VERY GOOD PROPAGATION ON TEN METERS!
SOAPBOX: RIG(s): FT-817 POWER 5W; ANTENNA(s):   40/80/160M INVERTED VEE;  10/15/20M SPIDER.
QSO: 28025 CW 2011-11-26 0856 UA0SBQ        599 18     9A1A          599 15
QSO: 28000 CW 2011-11-26 0858 UA0SBQ        599 18     UN6P          599 17
QSO: 28004 CW 2011-11-26 0859 UA0SBQ        599 18     LZ1NG         599 20
QSO: 28008 CW 2011-11-26 0902 UA0SBQ        599 18     G3XTT         599 14
QSO: 28015 CW 2011-11-26 0907 UA0SBQ        599 18     UP2L          599 17
QSO: 28020 CW 2011-11-26 0909 UA0SBQ        599 18     EA5URS        599 14
QSO: 28021 CW 2011-11-26 0910 UA0SBQ        599 18     S57AL         599 15
QSO: 28023 CW 2011-11-26 0912 UA0SBQ        599 18     IR4X          599 15
QSO: 28021 CW 2011-11-26 0913 UA0SBQ        599 18     UA5A          599 16
QSO: 28030 CW 2011-11-26 0918 UA0SBQ        599 18     RV3ZN         599 16
QSO: 28035 CW 2011-11-26 0922 UA0SBQ        599 18     IK1QBT        599 15
QSO: 28046 CW 2011-11-26 0924 UA0SBQ        599 18     IR9Y          599 15
QSO: 28047 CW 2011-11-26 0926 UA0SBQ        599 18     R3PA          599 16
QSO: 28054 CW 2011-11-26 0931 UA0SBQ        599 18     EI2CN         599 14
QSO: 28056 CW 2011-11-26 0933 UA0SBQ        599 18     YR5T          599 20
QSO: 28060 CW 2011-11-26 0939 UA0SBQ        599 18     UX0HO         599 16
QSO: 28062 CW 2011-11-26 0941 UA0SBQ        599 18     YT9M          599 15
QSO: 28070 CW 2011-11-26 0942 UA0SBQ        599 18     UU7J          599 16
QSO: 28081 CW 2011-11-26 0951 UA0SBQ        599 18     CR6K          599 14
QSO: 28082 CW 2011-11-26 0953 UA0SBQ        599 18     DK0XB         599 14
QSO: 28083 CW 2011-11-26 0954 UA0SBQ        599 18     UN7LAN        599 17
QSO: 28085 CW 2011-11-26 0955 UA0SBQ        599 18     UU5WW         599 16
QSO: 28091 CW 2011-11-26 1001 UA0SBQ        599 18     UT1IM         599 16
QSO: 28091 CW 2011-11-26 1002 UA0SBQ        599 18     OK2PAY        599 15
QSO: 28097 CW 2011-11-26 1003 UA0SBQ        599 18     UT7L          599 16
QSO: 28103 CW 2011-11-26 1008 UA0SBQ        599 18     GM5X          599 14
QSO: 28113 CW 2011-11-26 1011 UA0SBQ        599 18     LY9Y          599 15
QSO: 28078 CW 2011-11-26 1022 UA0SBQ        599 18     OK1EP         599 15
QSO: 28047 CW 2011-11-26 1034 UA0SBQ        599 18     OE5OHO        599 15
QSO: 28017 CW 2011-11-26 1041 UA0SBQ        599 18     OM3IAG        599 15
QSO: 14028 CW 2011-11-26 1052 UA0SBQ        599 18     SN7Q          599 15
QSO: 14059 CW 2011-11-26 1056 UA0SBQ        599 18     SO9Q          599 15
QSO: 14070 CW 2011-11-26 1058 UA0SBQ        599 18     DL5RMH        599 14
QSO: 14060 CW 2011-11-26 1059 UA0SBQ        599 18     UR2P          599 16
QSO: 14056 CW 2011-11-26 1101 UA0SBQ        599 18     HG1S          599 15
QSO: 14058 CW 2011-11-26 1103 UA0SBQ        599 18     OZ5E          599 14
QSO: 14050 CW 2011-11-26 1104 UA0SBQ        599 18     R1NA          599 16
QSO: 14048 CW 2011-11-26 1107 UA0SBQ        599 18     SJ2W          599 14
QSO: 14043 CW 2011-11-26 1108 UA0SBQ        599 18     OM8A          599 15
QSO: 14036 CW 2011-11-26 1110 UA0SBQ        599 18     RM5A          599 16
QSO: 14040 CW 2011-11-26 1112 UA0SBQ        599 18     RL3A          599 16
QSO: 14022 CW 2011-11-26 1115 UA0SBQ        599 18     YL2SM         599 15
QSO: 14022 CW 2011-11-26 1116 UA0SBQ        599 18     RM3F          599 16
QSO: 14014 CW 2011-11-26 1118 UA0SBQ        599 18     RT5G          599 16
QSO: 14015 CW 2011-11-26 1120 UA0SBQ        599 18     HA8IH         599 15
QSO: 14017 CW 2011-11-26 1121 UA0SBQ        599 18     RT4F          599 16
QSO: 14027 CW 2011-11-26 1123 UA0SBQ        599 18     RU1A          599 16
QSO: 14032 CW 2011-11-26 1125 UA0SBQ        599 18     9A1P          599 15
QSO: 14032 CW 2011-11-26 1126 UA0SBQ        599 18     EW8DJ         599 16
QSO: 21046 CW 2011-11-26 1132 UA0SBQ        599 18     RT6A          599 16
QSO: 21066 CW 2011-11-26 1134 UA0SBQ        599 18     YT3A          599 15
QSO: 21081 CW 2011-11-26 1135 UA0SBQ        599 18     S53EO         599 15
QSO: 21092 CW 2011-11-26 1136 UA0SBQ        599 18     UA1OMS        599 16
QSO: 21085 CW 2011-11-26 1140 UA0SBQ        599 18     Z35F          599 15
QSO: 21062 CW 2011-11-26 1145 UA0SBQ        599 18     IR3W          599 15
QSO: 21059 CW 2011-11-26 1149 UA0SBQ        599 18     DL5JS         599 14
QSO: 21029 CW 2011-11-26 1154 UA0SBQ        599 18     S50K          599 15
QSO: 21002 CW 2011-11-26 1156 UA0SBQ        599 18     RW4W          599 16
QSO: 21037 CW 2011-11-26 1203 UA0SBQ        599 18     TC3A          599 20
QSO:  7031 CW 2011-11-26 1449 UA0SBQ        599 18     RW0CWA        599 19
QSO:  7039 CW 2011-11-26 1458 UA0SBQ        599 18     UB0A          599 18
QSO:  7008 CW 2011-11-26 1538 UA0SBQ        599 18     UP0L          599 17
QSO:  7009 CW 2011-11-26 1541 UA0SBQ        599 18     RW4W          599 16
QSO:  7011 CW 2011-11-26 1557 UA0SBQ        599 18     JA7BME        599 25
QSO:  7027 CW 2011-11-26 1600 UA0SBQ        599 18     JF1NHD        599 25
QSO:  7013 CW 2011-11-26 1622 UA0SBQ        599 18     JH5FDJ        599 25
QSO:  7033 CW 2011-11-26 1627 UA0SBQ        599 18     BY1OK         599 24
QSO:  7044 CW 2011-11-26 1637 UA0SBQ        599 18     JH4UYB        599 25
QSO:  7054 CW 2011-11-26 1653 UA0SBQ        599 18     JA1BPA        599 25
QSO:  7044 CW 2011-11-26 1657 UA0SBQ        599 18     RL3A          599 16
QSO:  7014 CW 2011-11-26 1710 UA0SBQ        599 18     UP2L          599 17
QSO:  7004 CW 2011-11-26 1712 UA0SBQ        599 18     RT4F          599 16
QSO:  3507 CW 2011-11-26 2256 UA0SBQ        599 18     RT3T          599 16
QSO:  3544 CW 2011-11-26 2302 UA0SBQ        599 18     RQ9I          599 18
QSO:  3534 CW 2011-11-26 2309 UA0SBQ        599 18     SK3W          599 14
QSO:  3520 CW 2011-11-26 2315 UA0SBQ        599 18     JT5DX         599 23
QSO:  3508 CW 2011-11-26 2330 UA0SBQ        599 18     UA6LCN        599 16
QSO:  3517 CW 2011-11-26 2338 UA0SBQ        599 18     PI4DX         599 14
QSO:  3539 CW 2011-11-26 2350 UA0SBQ        599 18     OH2BAH        599 15
QSO:  3530 CW 2011-11-27 0023 UA0SBQ        599 18     UZ2M          599 16
QSO: 28047 CW 2011-11-27 0639 UA0SBQ        599 18     SV1BJW        599 20
QSO: 28052 CW 2011-11-27 0642 UA0SBQ        599 18     YU2FG         599 15
QSO: 28055 CW 2011-11-27 0644 UA0SBQ        599 18     RA3EA         599 16
QSO: 28057 CW 2011-11-27 0646 UA0SBQ        599 18     LY5O          599 15
QSO: 28058 CW 2011-11-27 0648 UA0SBQ        599 18     UT4EK         599 16
QSO: 28060 CW 2011-11-27 0649 UA0SBQ        599 18     RT6A          599 16
QSO: 28081 CW 2011-11-27 0652 UA0SBQ        599 18     UA6AK         599 16
QSO: 28081 CW 2011-11-27 0654 UA0SBQ        599 18     RK1PWA        599 16
QSO: 28081 CW 2011-11-27 0654 UA0SBQ        599 18     UU6JJ         599 16
QSO: 28081 CW 2011-11-27 0655 UA0SBQ        599 18     LY5D          599 15
QSO: 28081 CW 2011-11-27 0656 UA0SBQ        599 18     UW7RV         599 16
QSO: 28081 CW 2011-11-27 0657 UA0SBQ        599 18     OK1NG         599 15
QSO: 28081 CW 2011-11-27 0659 UA0SBQ        599 18     OK5W          599 15
QSO: 28081 CW 2011-11-27 0700 UA0SBQ        599 18     HA6P          599 15
QSO: 28090 CW 2011-11-27 0702 UA0SBQ        599 18     SQ9UM         599 15
QSO: 28097 CW 2011-11-27 0704 UA0SBQ        599 18     9K2RA         599 21
QSO: 28100 CW 2011-11-27 0706 UA0SBQ        599 18     YR1C          599 20
QSO: 28102 CW 2011-11-27 0708 UA0SBQ        599 18     LY9A          599 15
QSO: 28102 CW 2011-11-27 0709 UA0SBQ        599 18     YL9T          599 15
QSO: 28102 CW 2011-11-27 0710 UA0SBQ        599 18     ES6DO         599 15
QSO: 28102 CW 2011-11-27 0713 UA0SBQ        599 18     ES1AN         599 15
QSO: 28102 CW 2011-11-27 0714 UA0SBQ        599 18     OK5MK         599 15
QSO: 28107 CW 2011-11-27 0720 UA0SBQ        599 18     EU1AA         599 16
QSO: 28108 CW 2011-11-27 0723 UA0SBQ        599 18     JR4GPA        599 25
QSO: 28109 CW 2011-11-27 0725 UA0SBQ        599 18     DL3DTH        599 14
QSO: 28110 CW 2011-11-27 0726 UA0SBQ        599 18     DF0DX         599 14
QSO: 28111 CW 2011-11-27 0727 UA0SBQ        599 18     YT6W          599 15
QSO: 28113 CW 2011-11-27 0728 UA0SBQ        599 18     UU2J          599 16
QSO: 28117 CW 2011-11-27 0731 UA0SBQ        599 18     Z35T          599 15
QSO: 28136 CW 2011-11-27 0733 UA0SBQ        599 18     4J5A          599 21
QSO: 28124 CW 2011-11-27 0736 UA0SBQ        599 18     OE3DSA        599 15
QSO: 28124 CW 2011-11-27 0736 UA0SBQ        599 18     R9TO          599 16
QSO: 28124 CW 2011-11-27 0737 UA0SBQ        599 18     YL2CP         599 15
QSO: 28124 CW 2011-11-27 0737 UA0SBQ        599 18     RT3A          599 16
QSO: 28124 CW 2011-11-27 0740 UA0SBQ        599 18     RA3DNC        599 16
QSO: 28124 CW 2011-11-27 0741 UA0SBQ        599 18     R3LB          599 16
QSO: 28124 CW 2011-11-27 0744 UA0SBQ        599 18     SM5CZQ        599 14
QSO: 28124 CW 2011-11-27 0745 UA0SBQ        599 18     UW3U          599 16
QSO: 28124 CW 2011-11-27 0747 UA0SBQ        599 18     ES7GN         599 15
QSO: 28124 CW 2011-11-27 0750 UA0SBQ        599 18     RK1AO         599 16
QSO: 28124 CW 2011-11-27 0751 UA0SBQ        599 18     S53OO         599 15
QSO: 28124 CW 2011-11-27 0752 UA0SBQ        599 18     RJ3A          599 16
QSO: 28124 CW 2011-11-27 0753 UA0SBQ        599 18     DK1FT         599 14
QSO: 28124 CW 2011-11-27 0757 UA0SBQ        599 18     PA1CC         599 14
QSO: 28114 CW 2011-11-27 0804 UA0SBQ        599 18     LA9BM         599 14
QSO: 28111 CW 2011-11-27 0807 UA0SBQ        599 18     RO5O          599 16
QSO: 28091 CW 2011-11-27 0812 UA0SBQ        599 18     DJ1MM         599 14
QSO: 28087 CW 2011-11-27 0814 UA0SBQ        599 18     DL4WA         599 14
QSO: 28083 CW 2011-11-27 0815 UA0SBQ        599 18     OQ5M          599 14
QSO: 28082 CW 2011-11-27 0816 UA0SBQ        599 18     CS2C          599 14
QSO: 28080 CW 2011-11-27 0819 UA0SBQ        599 18     SM4DQE        599 14
QSO: 28079 CW 2011-11-27 0822 UA0SBQ        599 18     HB9STEVE      599 14
QSO: 28079 CW 2011-11-27 0823 UA0SBQ        599 18     F5IN          599 14
QSO: 28078 CW 2011-11-27 0825 UA0SBQ        599 18     US2IR         599 16
QSO: 28073 CW 2011-11-27 0826 UA0SBQ        599 18     US1GBH/A      599 16
QSO: 28073 CW 2011-11-27 0829 UA0SBQ        599 18     P33W          599 20
QSO: 28066 CW 2011-11-27 0830 UA0SBQ        599 18     YP9W          599 20
QSO: 28066 CW 2011-11-27 0834 UA0SBQ        599 18     YO2DFA        599 20
QSO: 28041 CW 2011-11-27 0844 UA0SBQ        599 18     OH8L          599 15
QSO: 28021 CW 2011-11-27 0849 UA0SBQ        599 18     EW4AA         599 16
QSO: 28008 CW 2011-11-27 0852 UA0SBQ        599 18     OH1XT         599 15
QSO: 28025 CW 2011-11-27 0854 UA0SBQ        599 18     LZ3ZZ         599 20
QSO: 28127 CW 2011-11-27 0858 UA0SBQ        599 18     E74A          599 15
QSO: 28141 CW 2011-11-27 0901 UA0SBQ        599 18     OK1CZ         599 15
QSO: 28149 CW 2011-11-27 0904 UA0SBQ        599 18     RY7G          599 16
QSO: 28160 CW 2011-11-27 0906 UA0SBQ        599 18     HB9CA         599 14
QSO: 28163 CW 2011-11-27 0909 UA0SBQ        599 18     EY7BJ         599 17
QSO: 28123 CW 2011-11-27 0912 UA0SBQ        599 18     YP3A          599 20
QSO: 28120 CW 2011-11-27 0915 UA0SBQ        599 18     G0TSM         599 14
QSO: 28115 CW 2011-11-27 0916 UA0SBQ        599 18     YT4B          599 15
QSO: 28114 CW 2011-11-27 0917 UA0SBQ        599 18     UT3EW         599 16
QSO: 28093 CW 2011-11-27 0924 UA0SBQ        599 18     IV3UHL        599 15
QSO: 28091 CW 2011-11-27 0927 UA0SBQ        599 18     YL5W          599 15
QSO: 28081 CW 2011-11-27 0932 UA0SBQ        599 18     G1A           599 14
QSO: 28078 CW 2011-11-27 0934 UA0SBQ        599 18     SP9KDA        599 15
QSO: 28048 CW 2011-11-27 0938 UA0SBQ        599 18     DJ5QV         599 14
QSO: 28046 CW 2011-11-27 0939 UA0SBQ        599 18     EI5DI         599 14
QSO: 28042 CW 2011-11-27 0942 UA0SBQ        599 18     9A1P          599 15
QSO: 28025 CW 2011-11-27 0954 UA0SBQ        599 18     R6AF          599 16
QSO: 28013 CW 2011-11-27 0957 UA0SBQ        599 18     SE0X          599 14
QSO: 28010 CW 2011-11-27 0959 UA0SBQ        599 18     ER4A          599 16
QSO: 28006 CW 2011-11-27 1001 UA0SBQ        599 18     EW8DJ         599 16
QSO: 28004 CW 2011-11-27 1002 UA0SBQ        599 18     F8CRH         599 14
QSO: 28019 CW 2011-11-27 1006 UA0SBQ        599 18     HG1S          599 15
QSO: 28033 CW 2011-11-27 1011 UA0SBQ        599 18     IR8C          599 15
QSO: 28078 CW 2011-11-27 1017 UA0SBQ        599 18     TM4Q          599 14
QSO: 28089 CW 2011-11-27 1019 UA0SBQ        599 18     LY2PX         599 15
QSO: 28093 CW 2011-11-27 1021 UA0SBQ        599 18     DL1IAO        599 14
QSO: 28095 CW 2011-11-27 1024 UA0SBQ        599 18     DL5AN         599 14
QSO: 28111 CW 2011-11-27 1032 UA0SBQ        599 18     A71EM         599 21
QSO: 28125 CW 2011-11-27 1034 UA0SBQ        599 18     YR30DP        599 20
QSO: 28128 CW 2011-11-27 1036 UA0SBQ        599 18     OV3X          599 14
QSO: 28072 CW 2011-11-27 1042 UA0SBQ        599 18     S53EO         599 15
QSO: 28030 CW 2011-11-27 1100 UA0SBQ        599 18     SV1ENG        599 20
QSO: 21049 CW 2011-11-27 1108 UA0SBQ        599 18     RM3F          599 16
QSO: 21048 CW 2011-11-27 1110 UA0SBQ        599 18     LY2MM         599 15
QSO: 21038 CW 2011-11-27 1111 UA0SBQ        599 18     DK7AN         599 14
QSO: 21037 CW 2011-11-27 1112 UA0SBQ        599 18     ON6BR         599 14
QSO: 21032 CW 2011-11-27 1114 UA0SBQ        599 18     DR1A          599 14
QSO: 21026 CW 2011-11-27 1117 UA0SBQ        599 18     9A1A          599 15
QSO: 21003 CW 2011-11-27 1119 UA0SBQ        599 18     LZ9W          599 20
QSO: 21009 CW 2011-11-27 1122 UA0SBQ        599 18     DL4MCF        599 14
QSO: 21008 CW 2011-11-27 1124 UA0SBQ        599 18     IR4X          599 15
QSO: 21012 CW 2011-11-27 1126 UA0SBQ        599 18     UP2L          599 17
QSO: 21022 CW 2011-11-27 1131 UA0SBQ        599 18     SE0X          599 14
QSO: 21021 CW 2011-11-27 1134 UA0SBQ        599 18     RT5G          599 16
QSO: 21023 CW 2011-11-27 1134 UA0SBQ        599 18     RM5A          599 16
QSO: 21031 CW 2011-11-27 1139 UA0SBQ        599 18     G3PHO         599 14
