START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.9.1
CONTEST: CQ-WW-CW
LOCATION: NH
CALLSIGN: KC1XX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 35394375
OPERATORS: KC1XX W1UE W1FV WA1Z DL1MGB K1EA K1QX N1KWF K1TR W2RQ KM3T
QSO:  7001 CW 2011-11-26 0156 KC1XX         599 5      OH3GD         599 15     0
QSO:  1844 CW 2011-11-26 0156 KC1XX         599 5      DL5RMH        599 14     0
QSO:  3507 CW 2011-11-26 0156 KC1XX         599 5      EU6RO         599 16     0
QSO: 14014 CW 2011-11-26 0157 KC1XX         599 5      JA7IC         599 25     0
QSO:  7058 CW 2011-11-26 0157 KC1XX         599 5      YU0T          599 15     0
QSO:  7001 CW 2011-11-26 0157 KC1XX         599 5      UA3KA         599 16     0
QSO:  3507 CW 2011-11-26 0157 KC1XX         599 5      UT3I          599 16     0
QSO:  7001 CW 2011-11-26 0157 KC1XX         599 5      UT7TA         599 16     0
QSO:  7057 CW 2011-11-26 0157 KC1XX         599 5      YP9W          599 20     0
QSO:  7001 CW 2011-11-26 0157 KC1XX         599 5      SN3R          599 15     0
QSO:  7001 CW 2011-11-26 0158 KC1XX         599 5      W9GHX         599 04     0
QSO:  3507 CW 2011-11-26 0158 KC1XX         599 5      OH0Z          599 15     0
QSO:  7001 CW 2011-11-26 0158 KC1XX         599 5      OK5OK         599 15     0
QSO:  7001 CW 2011-11-26 0158 KC1XX         599 5      DJ4WM         599 14     0
QSO: 14033 CW 2011-11-26 0159 KC1XX         599 5      IR9Y          599 15     0
QSO:  1844 CW 2011-11-26 0159 KC1XX         599 5      UY0ZG         599 16     0
QSO:  7055 CW 2011-11-26 0159 KC1XX         599 5      HA7A          599 15     0
QSO:  3507 CW 2011-11-26 0159 KC1XX         599 5      G5O           599 14     0
QSO:  7055 CW 2011-11-26 0159 KC1XX         599 5      EA5URS        599 14     0
QSO: 14065 CW 2011-11-26 0159 KC1XX         599 5      PJ5G          599 08     0
QSO:  3507 CW 2011-11-26 0159 KC1XX         599 5      EA7GSU        599 14     0
QSO:  1844 CW 2011-11-26 0200 KC1XX         599 5      VE3SB         599 04     0
QSO:  3514 CW 2011-11-26 0200 KC1XX         599 5      C4N           599 20     0
QSO:  7054 CW 2011-11-26 0200 KC1XX         599 5      UU7J          599 16     0
QSO: 21000 CW 2011-11-26 0200 KC1XX         599 5      ZY2C          599 11     0
QSO:  7001 CW 2011-11-26 0200 KC1XX         599 5      VE2EZD        599 05     0
QSO: 14014 CW 2011-11-26 0201 KC1XX         599 5      RT0Q          599 19     0
QSO:  3507 CW 2011-11-26 0201 KC1XX         599 5      DL1RWS        599 14     0
QSO:  3507 CW 2011-11-26 0201 KC1XX         599 5      DL5ARM        599 14     0
QSO:  1844 CW 2011-11-26 0201 KC1XX         599 5      VO1TA         599 05     0
QSO:  7052 CW 2011-11-26 0201 KC1XX         599 5      SJ2W          599 14     0
QSO:  1844 CW 2011-11-26 0201 KC1XX         599 5      WE3C          599 05     0
QSO:  7052 CW 2011-11-26 0201 KC1XX         599 5      DD1A          599 14     0
QSO:  3507 CW 2011-11-26 0202 KC1XX         599 5      HA3PT         599 15     0
QSO:  7001 CW 2011-11-26 0202 KC1XX         599 5      PY4RGS        599 11     0
QSO:  7001 CW 2011-11-26 0202 KC1XX         599 5      RU4LM         599 16     0
QSO:  7051 CW 2011-11-26 0202 KC1XX         599 5      S52ZW         599 15     0
QSO:  3507 CW 2011-11-26 0202 KC1XX         599 5      SO1D          599 15     0
QSO:  7050 CW 2011-11-26 0202 KC1XX         599 5      EF8R          599 33     0
QSO:  7001 CW 2011-11-26 0202 KC1XX         599 5      F2MA          599 14     0
QSO:  7049 CW 2011-11-26 0203 KC1XX         599 5      ED8A          599 33     0
QSO:  3507 CW 2011-11-26 0203 KC1XX         599 5      RV3F          599 16     0
QSO: 21075 CW 2011-11-26 0203 KC1XX         599 5      LU5FR         599 13     0
QSO:  1844 CW 2011-11-26 0203 KC1XX         599 5      N4WW          599 05     0
QSO:  7001 CW 2011-11-26 0203 KC1XX         599 5      EU1DZ         599 16     0
QSO:  1844 CW 2011-11-26 0203 KC1XX         599 5      DL4MCF        599 14     0
QSO: 14010 CW 2011-11-26 0203 KC1XX         599 5      JA5FDJ        599 25     0
QSO:  3507 CW 2011-11-26 0204 KC1XX         599 5      RD3AD         599 16     0
QSO:  7001 CW 2011-11-26 0204 KC1XX         599 5      RA/SM6LRR     599 16     0
QSO:  3507 CW 2011-11-26 0204 KC1XX         599 5      RT9J          599 17     0
QSO: 21072 CW 2011-11-26 0205 KC1XX         599 5      LU7HF         599 13     0
QSO:  1844 CW 2011-11-26 0205 KC1XX         599 5      G3RLE         599 14     0
QSO:  7001 CW 2011-11-26 0205 KC1XX         599 5      SP8CGU        599 15     0
QSO:  3507 CW 2011-11-26 0205 KC1XX         599 5      UT2UU         599 16     0
QSO:  3507 CW 2011-11-26 0205 KC1XX         599 5      G4A           599 14     0
QSO: 28019 CW 2011-11-26 0206 KC1XX         599 5      AA1CA         599 05     0
QSO:  7001 CW 2011-11-26 0206 KC1XX         599 5      OK1FCA        599 15     0
QSO:  7049 CW 2011-11-26 0206 KC1XX         599 5      A71EM         599 21     0
QSO:  3507 CW 2011-11-26 0206 KC1XX         599 5      UT4EK         599 16     0
QSO:  7001 CW 2011-11-26 0206 KC1XX         599 5      OK1NZ         599 15     0
QSO:  1844 CW 2011-11-26 0207 KC1XX         599 5      N2TU          599 05     0
QSO:  7001 CW 2011-11-26 0207 KC1XX         599 5      LY2BKT        599 15     0
QSO:  3507 CW 2011-11-26 0207 KC1XX         599 5      RL6M          599 16     0
QSO:  7001 CW 2011-11-26 0207 KC1XX         599 5      S52A          599 15     0
QSO:  3507 CW 2011-11-26 0207 KC1XX         599 5      SP9IHP        599 15     0
QSO:  7001 CW 2011-11-26 0207 KC1XX         599 5      OK2PTS        599 15     0
QSO:  1844 CW 2011-11-26 0207 KC1XX         599 5      W2MF          599 05     0
QSO:  1844 CW 2011-11-26 0207 KC1XX         599 5      UW5U          599 16     0
QSO:  3507 CW 2011-11-26 0208 KC1XX         599 5      T70A          599 15     0
QSO:  7001 CW 2011-11-26 0208 KC1XX         599 5      YO4RDW        599 20     0
QSO:  3507 CW 2011-11-26 0208 KC1XX         599 5      F8UFT         599 14     0
QSO:  1844 CW 2011-11-26 0208 KC1XX         599 5      VE3FWF        599 04     0
QSO:  3507 CW 2011-11-26 0208 KC1XX         599 5      DL4ME         599 14     0
QSO:  3507 CW 2011-11-26 0208 KC1XX         599 5      UV5U          599 16     0
QSO:  7001 CW 2011-11-26 0208 KC1XX         599 5      UR7ZO         599 16     0
QSO: 14038 CW 2011-11-26 0208 KC1XX         599 5      6V7V          599 35     0
QSO:  3507 CW 2011-11-26 0209 KC1XX         599 5      K3UK          599 05     0
QSO: 14001 CW 2011-11-26 0209 KC1XX         599 5      C6AAW         599 08     0
QSO:  7001 CW 2011-11-26 0209 KC1XX         599 5      RU9UN         599 18     0
QSO: 14062 CW 2011-11-26 0209 KC1XX         599 5      OL9Z          599 15     0
QSO:  7001 CW 2011-11-26 0209 KC1XX         599 5      OK7MT         599 15     0
QSO:  7001 CW 2011-11-26 0210 KC1XX         599 5      OH3NU         599 15     0
QSO:  3507 CW 2011-11-26 0210 KC1XX         599 5      SP9LJD        599 15     0
QSO:  7095 CW 2011-11-26 0210 KC1XX         599 5      C6AQQ         599 08     0
QSO:  7001 CW 2011-11-26 0210 KC1XX         599 5      RT5Z          599 16     0
QSO: 14002 CW 2011-11-26 0210 KC1XX         599 5      4Z5MU         599 20     0
QSO:  7001 CW 2011-11-26 0210 KC1XX         599 5      RM3Q          599 16     0
QSO: 14048 CW 2011-11-26 0210 KC1XX         599 5      PY2NY         599 11     0
QSO:  3507 CW 2011-11-26 0210 KC1XX         599 5      E73ESP        599 15     0
QSO:  7001 CW 2011-11-26 0210 KC1XX         599 5      R7FF          599 16     0
QSO:  3507 CW 2011-11-26 0210 KC1XX         599 5      US5ELM        599 16     0
QSO:  7095 CW 2011-11-26 0211 KC1XX         599 5      C6AQQ         599 08     0
QSO:  3507 CW 2011-11-26 0211 KC1XX         599 5      DK3GI         599 14     0
QSO:  1826 CW 2011-11-26 0211 KC1XX         599 5      CE1/K7CA      599 12     0
QSO:  7099 CW 2011-11-26 0211 KC1XX         599 5      RT9A          599 17     0
QSO:  7001 CW 2011-11-26 0211 KC1XX         599 5      R7GX          599 16     0
QSO: 21069 CW 2011-11-26 0211 KC1XX         599 5      PY5FB         599 11     0
QSO:  7001 CW 2011-11-26 0211 KC1XX         599 5      RX6FJ         599 16     0
QSO:  3507 CW 2011-11-26 0211 KC1XX         599 5      DL5RMH        599 14     0
QSO:  3507 CW 2011-11-26 0212 KC1XX         599 5      MI6GTY        599 14     0
QSO: 14039 CW 2011-11-26 0212 KC1XX         599 5      II9T          599 15     0
QSO:  3507 CW 2011-11-26 0212 KC1XX         599 5      UT7MT         599 16     0
QSO:  7001 CW 2011-11-26 0213 KC1XX         599 5      UZ0U          599 16     0
QSO: 14023 CW 2011-11-26 0213 KC1XX         599 5      9A1A          599 15     0
QSO: 14050 CW 2011-11-26 0213 KC1XX         599 5      CR6T          599 14     0
QSO:  1811 CW 2011-11-26 0213 KC1XX         599 5      EI6IZ         599 14     0
QSO: 14029 CW 2011-11-26 0214 KC1XX         599 5      JF1NHD        599 25     0
QSO:  3507 CW 2011-11-26 0214 KC1XX         599 5      YO8DDP        599 20     0
QSO:  3507 CW 2011-11-26 0214 KC1XX         599 5      UX1UX         599 16     0
QSO:  3507 CW 2011-11-26 0214 KC1XX         599 5      DL4MCF        599 14     0
QSO:  7094 CW 2011-11-26 0214 KC1XX         599 5      3V8SS         599 33     0
QSO:  7001 CW 2011-11-26 0216 KC1XX         599 5      VE1RGB        599 05     0
QSO:  1836 CW 2011-11-26 0216 KC1XX         599 5      P40W          599 09     0
QSO:  7091 CW 2011-11-26 0216 KC1XX         599 5      G5O           599 14     0
QSO:  7001 CW 2011-11-26 0216 KC1XX         599 5      UY8IO         599 16     0
QSO:  7001 CW 2011-11-26 0216 KC1XX         599 5      DJ9MH         599 14     0
QSO:  7001 CW 2011-11-26 0217 KC1XX         599 5      UR5LAM        599 16     0
QSO:  1810 CW 2011-11-26 0217 KC1XX         599 5      GM4AFF        599 14     0
QSO: 14032 CW 2011-11-26 0217 KC1XX         599 5      SK3W          599 14     0
QSO:  7001 CW 2011-11-26 0217 KC1XX         599 5      SP4CQU        599 15     0
QSO:  7001 CW 2011-11-26 0217 KC1XX         599 5      LY9Y          599 15     0
QSO:  7001 CW 2011-11-26 0218 KC1XX         599 5      DL3HWM        599 14     0
QSO:  3507 CW 2011-11-26 0218 KC1XX         599 5      S50XX         599 15     0
QSO: 14030 CW 2011-11-26 0218 KC1XX         599 5      ES9C          599 15     0
QSO:  3507 CW 2011-11-26 0218 KC1XX         599 5      K9GS          599 04     0
QSO:  7034 CW 2011-11-26 0218 KC1XX         599 5      V31AO         599 07     0
QSO:  3507 CW 2011-11-26 0218 KC1XX         599 5      PA3GFE        599 14     0
QSO:  7090 CW 2011-11-26 0218 KC1XX         599 5      RL6M          599 16     0
QSO:  3507 CW 2011-11-26 0219 KC1XX         599 5      EF3A          599 14     0
QSO:  7001 CW 2011-11-26 0219 KC1XX         599 5      KK7YC         599 03     0
QSO:  3507 CW 2011-11-26 0219 KC1XX         599 5      LY6A          599 15     0
QSO:  3507 CW 2011-11-26 0219 KC1XX         599 5      OL6P          599 15     0
QSO:  1844 CW 2011-11-26 0219 KC1XX         599 5      K0RF          599 04     0
QSO:  7089 CW 2011-11-26 0219 KC1XX         599 5      SQ9UM         599 15     0
QSO:  7088 CW 2011-11-26 0219 KC1XX         599 5      RA0AY         599 18     0
QSO:  7001 CW 2011-11-26 0219 KC1XX         599 5      VE3RZ         599 04     0
QSO: 28051 CW 2011-11-26 0219 KC1XX         599 5      LU7HF         599 13     0
QSO:  3507 CW 2011-11-26 0219 KC1XX         599 5      DL6MHT        599 14     0
QSO:  7001 CW 2011-11-26 0220 KC1XX         599 5      DF7ZS         599 14     0
QSO:  3507 CW 2011-11-26 0220 KC1XX         599 5      KY7F          599 04     0
QSO:  7087 CW 2011-11-26 0220 KC1XX         599 5      I1NVU         599 15     0
QSO:  7001 CW 2011-11-26 0220 KC1XX         599 5      S57SU         599 15     0
QSO:  3507 CW 2011-11-26 0220 KC1XX         599 5      DJ5EU         599 14     0
QSO: 28054 CW 2011-11-26 0220 KC1XX         599 5      ZW5B          599 11     0
QSO:  3507 CW 2011-11-26 0220 KC1XX         599 5      OK1FOG        599 15     0
QSO:  3507 CW 2011-11-26 0221 KC1XX         599 5      DF2LH         599 14     0
QSO:  7084 CW 2011-11-26 0221 KC1XX         599 5      UB0A          599 18     0
QSO: 14006 CW 2011-11-26 0221 KC1XX         599 5      CX9AU         599 13     0
QSO:  1844 CW 2011-11-26 0221 KC1XX         599 5      SJ2W          599 14     0
QSO:  3507 CW 2011-11-26 0221 KC1XX         599 5      HG7T          599 15     0
QSO:  3507 CW 2011-11-26 0221 KC1XX         599 5      OM8FF         599 15     0
QSO:  7001 CW 2011-11-26 0221 KC1XX         599 5      LU8YE         599 13     0
QSO: 21039 CW 2011-11-26 0221 KC1XX         599 5      FY5PO         599 09     0
QSO:  7083 CW 2011-11-26 0222 KC1XX         599 5      OM5NS         599 15     0
QSO:  7001 CW 2011-11-26 0222 KC1XX         599 5      R7FO          599 16     0
QSO:  3507 CW 2011-11-26 0222 KC1XX         599 5      OK1DKO        599 15     0
QSO:  7082 CW 2011-11-26 0222 KC1XX         599 5      UW2ZM         599 16     0
QSO:  7001 CW 2011-11-26 0223 KC1XX         599 5      OG1M          599 15     0
QSO:  3507 CW 2011-11-26 0223 KC1XX         599 5      WA1AR         599 05     0
QSO:  7001 CW 2011-11-26 0223 KC1XX         599 5      UA4HLX        599 16     0
QSO:  3507 CW 2011-11-26 0223 KC1XX         599 5      EW8CY         599 16     0
QSO:  3507 CW 2011-11-26 0223 KC1XX         599 5      UU2CW         599 16     0
QSO:  7001 CW 2011-11-26 0223 KC1XX         599 5      N6IE          599 03     0
QSO:  3507 CW 2011-11-26 0224 KC1XX         599 5      RW1AI         599 16     0
QSO:  1844 CW 2011-11-26 0224 KC1XX         599 5      OZ7EA         599 14     0
QSO:  7082 CW 2011-11-26 0224 KC1XX         599 5      S58Q          599 15     0
QSO:  7001 CW 2011-11-26 0224 KC1XX         599 5      S51DI         599 15     0
QSO: 14006 CW 2011-11-26 0224 KC1XX         599 5      HL5UOG        599 25     0
QSO:  7001 CW 2011-11-26 0224 KC1XX         599 5      UP1G          599 17     0
QSO:  3507 CW 2011-11-26 0224 KC1XX         599 5      SQ2IHP        599 15     0
QSO:  1844 CW 2011-11-26 0225 KC1XX         599 5      OK1DKR        599 15     0
QSO:  3507 CW 2011-11-26 0225 KC1XX         599 5      DQ1V          599 14     0
QSO:  3507 CW 2011-11-26 0225 KC1XX         599 5      LZ2SX         599 20     0
QSO:  7001 CW 2011-11-26 0225 KC1XX         599 5      YO6DBL        599 20     0
QSO:  1844 CW 2011-11-26 0225 KC1XX         599 5      W0GJ          599 04     0
QSO:  3507 CW 2011-11-26 0225 KC1XX         599 5      UZ2M          599 16     0
QSO:  7001 CW 2011-11-26 0225 KC1XX         599 5      OK2BRS        599 15     0
QSO:  7001 CW 2011-11-26 0226 KC1XX         599 5      RA6FPV        599 16     0
QSO:  3548 CW 2011-11-26 0226 KC1XX         599 5      A45XR         599 21     0
QSO:  1844 CW 2011-11-26 0226 KC1XX         599 5      K1HTJ         599 05     0
QSO:  7001 CW 2011-11-26 0226 KC1XX         599 5      YL5M          599 15     0
QSO:  1844 CW 2011-11-26 0226 KC1XX         599 5      K1GGI         599 05     0
QSO:  3507 CW 2011-11-26 0227 KC1XX         599 5      UT2QQ         599 16     0
QSO:  1844 CW 2011-11-26 0227 KC1XX         599 5      WA2OAX        599 05     0
QSO:  1844 CW 2011-11-26 0227 KC1XX         599 5      VE1ZJ         599 05     0
QSO:  3507 CW 2011-11-26 0227 KC1XX         599 5      SQ9UM         599 15     0
QSO:  7001 CW 2011-11-26 0227 KC1XX         599 5      DL4ZA         599 14     0
QSO:  7077 CW 2011-11-26 0227 KC1XX         599 5      VE3JM         599 04     0
QSO:  3507 CW 2011-11-26 0227 KC1XX         599 5      EU4CQ         599 16     0
QSO:  1844 CW 2011-11-26 0227 KC1XX         599 5      EA5RS         599 14     0
QSO:  7001 CW 2011-11-26 0228 KC1XX         599 5      9A3GI         599 15     0
QSO:  3507 CW 2011-11-26 0228 KC1XX         599 5      DL7RKK        599 14     0
QSO:  3507 CW 2011-11-26 0229 KC1XX         599 5      EW8OM         599 16     0
QSO: 14015 CW 2011-11-26 0229 KC1XX         599 5      UA0ADX        599 18     0
QSO:  7079 CW 2011-11-26 0229 KC1XX         599 5      TI5A          599 07     0
QSO:  3507 CW 2011-11-26 0229 KC1XX         599 5      OZ8SW         599 14     0
QSO:  7001 CW 2011-11-26 0229 KC1XX         599 5      VE6EX         599 04     0
QSO:  1844 CW 2011-11-26 0229 KC1XX         599 5      G4ZCG         599 14     0
QSO:  3507 CW 2011-11-26 0230 KC1XX         599 5      ON4LEX        599 14     0
QSO:  7001 CW 2011-11-26 0230 KC1XX         599 5      LN8W          599 14     0
QSO:  7076 CW 2011-11-26 0230 KC1XX         599 5      YN2CC         599 07     0
QSO:  3507 CW 2011-11-26 0230 KC1XX         599 5      M0TDW         599 14     0
QSO:  1844 CW 2011-11-26 0230 KC1XX         599 5      VE3EWW        599 04     0
QSO:  7001 CW 2011-11-26 0230 KC1XX         599 5      YO8DOH        599 20     0
QSO:  1844 CW 2011-11-26 0230 KC1XX         599 5      PI4CC         599 14     0
QSO:  3507 CW 2011-11-26 0230 KC1XX         599 5      SP7JLH        599 15     0
QSO:  7076 CW 2011-11-26 0230 KC1XX         599 5      P40F          599 09     0
QSO: 14015 CW 2011-11-26 0231 KC1XX         599 5      VO1MP         599 05     0
QSO:  3507 CW 2011-11-26 0231 KC1XX         599 5      I3VJW         599 15     0
QSO:  7001 CW 2011-11-26 0231 KC1XX         599 5      W7DO          599 05     0
QSO:  3507 CW 2011-11-26 0232 KC1XX         599 5      OK2YT         599 15     0
QSO:  7001 CW 2011-11-26 0232 KC1XX         599 5      N1YX          599 05     0
QSO:  3507 CW 2011-11-26 0232 KC1XX         599 5      EA8CN         599 33     0
QSO: 14015 CW 2011-11-26 0232 KC1XX         599 5      RU9UC         599 18     0
QSO:  3507 CW 2011-11-26 0232 KC1XX         599 5      F5VKT         599 14     0
QSO:  3507 CW 2011-11-26 0232 KC1XX         599 5      S50A          599 15     0
QSO:  1818 CW 2011-11-26 0232 KC1XX         599 5      8P5A          599 08     0
QSO:  7001 CW 2011-11-26 0232 KC1XX         599 5      SP9IHP        599 15     0
QSO:  3507 CW 2011-11-26 0233 KC1XX         599 5      UA4YA         599 16     0
QSO:  7001 CW 2011-11-26 0233 KC1XX         599 5      PE9DX         599 14     0
QSO:  3507 CW 2011-11-26 0233 KC1XX         599 5      A65BR         599 21     0
QSO:  7001 CW 2011-11-26 0233 KC1XX         599 5      VA6AM         599 04     0
QSO:  7001 CW 2011-11-26 0234 KC1XX         599 5      RM0A          599 18     0
QSO: 14015 CW 2011-11-26 0234 KC1XX         599 5      RT0Q          599 19     0
QSO:  7001 CW 2011-11-26 0234 KC1XX         599 5      DM3F          599 14     0
QSO: 14015 CW 2011-11-26 0234 KC1XX         599 5      LU5FR         599 13     0
QSO:  3507 CW 2011-11-26 0234 KC1XX         599 5      EA2BVV        599 14     0
QSO:  7001 CW 2011-11-26 0234 KC1XX         599 5      DJ3CS         599 14     0
QSO:  7001 CW 2011-11-26 0235 KC1XX         599 5      UR6LAF        599 16     0
QSO:  3507 CW 2011-11-26 0235 KC1XX         599 5      RK3FY         599 16     0
QSO:  7068 CW 2011-11-26 0235 KC1XX         599 5      V26K          599 08     0
QSO:  7001 CW 2011-11-26 0236 KC1XX         599 5      OM4DN         599 15     0
QSO:  3507 CW 2011-11-26 0236 KC1XX         599 5      UT7NY         599 16     0
QSO:  7001 CW 2011-11-26 0236 KC1XX         599 5      S54X          599 15     0
QSO: 28011 CW 2011-11-26 0236 KC1XX         599 5      PP2EG         599 11     0
QSO:  7001 CW 2011-11-26 0237 KC1XX         599 5      R3OM          599 16     0
QSO:  3507 CW 2011-11-26 0237 KC1XX         599 5      OK1HX         599 15     0
QSO:  3507 CW 2011-11-26 0237 KC1XX         599 5      DL4ME         599 14     0
QSO:  7063 CW 2011-11-26 0237 KC1XX         599 5      J79WE         599 08     0
QSO: 28004 CW 2011-11-26 0237 KC1XX         599 5      PP1CZ         599 11     0
QSO:  7001 CW 2011-11-26 0237 KC1XX         599 5      9A3JH         599 15     0
QSO:  3507 CW 2011-11-26 0237 KC1XX         599 5      DD1JN         599 14     0
QSO:  3507 CW 2011-11-26 0238 KC1XX         599 5      UX4UL         599 16     0
QSO:  7001 CW 2011-11-26 0238 KC1XX         599 5      IR1X          599 15     0
QSO: 14015 CW 2011-11-26 0238 KC1XX         599 5      RK9UE         599 18     0
QSO:  7001 CW 2011-11-26 0238 KC1XX         599 5      F5KLE         599 14     0
QSO:  7001 CW 2011-11-26 0238 KC1XX         599 5      PR7HR         599 11     0
QSO: 14015 CW 2011-11-26 0238 KC1XX         599 5      AA1CA         599 05     0
QSO:  7001 CW 2011-11-26 0239 KC1XX         599 5      ZS2NF         599 38     0
QSO:  3507 CW 2011-11-26 0239 KC1XX         599 5      IS0/K7QB      599 15     0
QSO:  3507 CW 2011-11-26 0239 KC1XX         599 5      OM3IAG        599 15     0
QSO:  3507 CW 2011-11-26 0240 KC1XX         599 5      OZ7EA         599 14     0
QSO: 14015 CW 2011-11-26 0240 KC1XX         599 5      JA6BZI        599 25     0
QSO:  7001 CW 2011-11-26 0240 KC1XX         599 5      YO4AB         599 20     0
QSO:  3507 CW 2011-11-26 0240 KC1XX         599 5      DL1TRK        599 14     0
QSO: 14015 CW 2011-11-26 0240 KC1XX         599 5      RU0LL         599 19     0
QSO:  3507 CW 2011-11-26 0240 KC1XX         599 5      RO3DX         599 16     0
QSO:  1844 CW 2011-11-26 0240 KC1XX         599 5      VE3FH         599 04     0
QSO:  3507 CW 2011-11-26 0240 KC1XX         599 5      9A3W          599 15     0
QSO:  3507 CW 2011-11-26 0241 KC1XX         599 5      UR7ZO         599 16     0
QSO:  7001 CW 2011-11-26 0241 KC1XX         599 5      SP3POZ        599 15     0
QSO:  3507 CW 2011-11-26 0241 KC1XX         599 5      4K7Z          599 21     0
QSO:  1844 CW 2011-11-26 0242 KC1XX         599 5      W3UTD         599 05     0
QSO:  7001 CW 2011-11-26 0242 KC1XX         599 5      RT5R          599 16     0
QSO:  3507 CW 2011-11-26 0242 KC1XX         599 5      9A4WY         599 15     0
QSO:  3507 CW 2011-11-26 0242 KC1XX         599 5      EA8OM         599 33     0
QSO: 14011 CW 2011-11-26 0242 KC1XX         599 5      AH0S/KH2      599 27     0
QSO:  3507 CW 2011-11-26 0242 KC1XX         599 5      UC6A          599 16     0
QSO:  7071 CW 2011-11-26 0242 KC1XX         599 5      ZD8W          599 36     0
QSO:  7001 CW 2011-11-26 0243 KC1XX         599 5      HI3A          599 08     0
QSO: 28036 CW 2011-11-26 0243 KC1XX         599 5      PY4RGS        599 11     0
QSO:  1844 CW 2011-11-26 0243 KC1XX         599 5      G3TBK         599 14     0
QSO:  7001 CW 2011-11-26 0244 KC1XX         599 5      OM3R          599 15     0
QSO:  3568 CW 2011-11-26 0244 KC1XX         599 5      SV2BFN        599 20     0
QSO:  7055 CW 2011-11-26 0244 KC1XX         599 5      EE3T          599 14     0
QSO:  3507 CW 2011-11-26 0244 KC1XX         599 5      VE3FH         599 04     0
QSO:  7001 CW 2011-11-26 0245 KC1XX         599 5      LY4T          599 15     0
QSO:  3507 CW 2011-11-26 0245 KC1XX         599 5      S52W          599 15     0
QSO:  3507 CW 2011-11-26 0246 KC1XX         599 5      RC7A          599 16     0
QSO: 14027 CW 2011-11-26 0246 KC1XX         599 5      P40LS         599 09     0
QSO:  3507 CW 2011-11-26 0246 KC1XX         599 5      K3JXO         599 04     0
QSO: 14013 CW 2011-11-26 0246 KC1XX         599 5      RW0CWA        599 19     0
QSO:  1844 CW 2011-11-26 0246 KC1XX         599 5      W0IZL         599 04     0
QSO:  7001 CW 2011-11-26 0246 KC1XX         599 5      RT9A          599 17     0
QSO:  3507 CW 2011-11-26 0246 KC1XX         599 5      VE2FK         599 05     0
QSO:  7010 CW 2011-11-26 0246 KC1XX         599 5      OL3Z          599 15     0
QSO: 14027 CW 2011-11-26 0247 KC1XX         599 5      PJ4LS         599 09     0
QSO:  3507 CW 2011-11-26 0247 KC1XX         599 5      RM4R          599 16     0
QSO:  7001 CW 2011-11-26 0247 KC1XX         599 5      SP9GKM        599 15     0
QSO: 14028 CW 2011-11-26 0247 KC1XX         599 5      FM5CD         599 08     0
QSO: 14052 CW 2011-11-26 0247 KC1XX         599 5      PR7AR         599 11     0
QSO:  3507 CW 2011-11-26 0247 KC1XX         599 5      M5LRO         599 14     0
QSO:  7011 CW 2011-11-26 0247 KC1XX         599 5      IR4X          599 15     0
QSO:  3507 CW 2011-11-26 0247 KC1XX         599 5      VA1MM         599 05     0
QSO:  3507 CW 2011-11-26 0248 KC1XX         599 5      UW1WU         599 16     0
QSO:  7001 CW 2011-11-26 0248 KC1XX         599 5      LA2AB         599 14     0
QSO: 14014 CW 2011-11-26 0248 KC1XX         599 5      RA0UF         599 18     0
QSO:  7001 CW 2011-11-26 0248 KC1XX         599 5      US7IB         599 16     0
QSO:  3507 CW 2011-11-26 0248 KC1XX         599 5      SV8JE         599 20     0
QSO:  3507 CW 2011-11-26 0248 KC1XX         599 5      EA7MT         599 14     0
QSO:  7001 CW 2011-11-26 0249 KC1XX         599 5      RF9T          599 16     0
QSO:  3507 CW 2011-11-26 0249 KC1XX         599 5      DJ9CN         599 14     0
QSO:  3507 CW 2011-11-26 0249 KC1XX         599 5      SP1AEN        599 15     0
QSO:  7012 CW 2011-11-26 0249 KC1XX         599 5      YT7KM         599 15     0
QSO: 14017 CW 2011-11-26 0249 KC1XX         599 5      RZ0SZZ        599 18     0
QSO:  3507 CW 2011-11-26 0249 KC1XX         599 5      M0CSD         599 14     0
QSO:  3507 CW 2011-11-26 0250 KC1XX         599 5      RV6LX         599 16     0
QSO:  7001 CW 2011-11-26 0250 KC1XX         599 5      E73ECJ        599 15     0
QSO: 14054 CW 2011-11-26 0250 KC1XX         599 5      TI5A          599 07     0
QSO:  3507 CW 2011-11-26 0250 KC1XX         599 5      RX6LE         599 16     0
QSO:  7001 CW 2011-11-26 0250 KC1XX         599 5      EC1BA         599 14     0
QSO:  3507 CW 2011-11-26 0251 KC1XX         599 5      OK2SGW        599 15     0
QSO:  7012 CW 2011-11-26 0251 KC1XX         599 5      EA5RS         599 14     0
QSO:  3507 CW 2011-11-26 0251 KC1XX         599 5      G4RKO         599 14     0
QSO:  3507 CW 2011-11-26 0251 KC1XX         599 5      SP3DOF        599 15     0
QSO:  7001 CW 2011-11-26 0251 KC1XX         599 5      SV8JE         599 20     0
QSO:  3507 CW 2011-11-26 0251 KC1XX         599 5      OK2BXE        599 15     0
QSO:  7013 CW 2011-11-26 0252 KC1XX         599 5      OK5W          599 15     0
