START-OF-LOG: 3.0
CREATED-BY:    CT Version 9.89.003
CALLSIGN:      PI4ZOD
NAME:          Albert Bloeming
CLAIMED-SCORE: 17570
CONTEST:       CQ-WW-CW
OPERATORS:     PA0IKE, PA3GUD, PA3CVR, PA0ABE
OPERATORS:
SOAPBOX:       We used a FT-897 with abt 100 Watts and 2 antennas
QSO: 21025 CW 2011-11-27 0945 PI4ZOD        599 14     RA3SI         599 16     1
QSO: 21025 CW 2011-11-27 0946 PI4ZOD        599 14     ES7GM         599 15     1
QSO: 21025 CW 2011-11-27 0949 PI4ZOD        599 14     R8YP          599 19     1
QSO: 21025 CW 2011-11-27 0950 PI4ZOD        599 14     ES9C          599 15     1
QSO: 21025 CW 2011-11-27 0952 PI4ZOD        599 14     OG1M          599 15     1
QSO: 21025 CW 2011-11-27 0956 PI4ZOD        599 14     YU0T          599 15     1
QSO: 21025 CW 2011-11-27 0958 PI4ZOD        599 14     UR7ZQM        599 16     1
QSO: 21025 CW 2011-11-27 0958 PI4ZOD        599 14     UA3ABJ        599 16     1
QSO: 21025 CW 2011-11-27 1000 PI4ZOD        599 14     ED1R          599 14     1
QSO: 21025 CW 2011-11-27 1000 PI4ZOD        599 14     UA0RM         599 19     1
QSO: 21025 CW 2011-11-27 1001 PI4ZOD        599 14     RF4M          599 16     1
QSO: 21025 CW 2011-11-27 1002 PI4ZOD        599 14     UV0I          599 16     1
QSO: 21025 CW 2011-11-27 1003 PI4ZOD        599 14     CR3L          599 33     1
QSO: 21025 CW 2011-11-27 1004 PI4ZOD        599 14     UU2J          599 16     1
QSO: 21025 CW 2011-11-27 1006 PI4ZOD        599 14     YO7FB         599 20     1
QSO: 21025 CW 2011-11-27 1006 PI4ZOD        599 14     RA1AL         599 16     1
QSO: 21025 CW 2011-11-27 1007 PI4ZOD        599 14     EU6AF         599 16     1
QSO: 21025 CW 2011-11-27 1024 PI4ZOD        599 14     LY2M          599 15     1
QSO: 21025 CW 2011-11-27 1029 PI4ZOD        599 14     OH8X          599 15     1
QSO: 21025 CW 2011-11-27 1030 PI4ZOD        599 14     EF2A          599 14     1
QSO: 21025 CW 2011-11-27 1031 PI4ZOD        599 14     RW9QA         599 17     1
QSO: 21025 CW 2011-11-27 1033 PI4ZOD        599 14     ER1OO         599 16     1
QSO: 21025 CW 2011-11-27 1035 PI4ZOD        599 14     Z35F          599 15     1
QSO: 21025 CW 2011-11-27 1036 PI4ZOD        599 14     IO5O          599 15     1
QSO: 21025 CW 2011-11-27 1038 PI4ZOD        599 14     IZ8DVD        599 15     1
QSO: 21025 CW 2011-11-27 1038 PI4ZOD        599 14     RZ0SR         599 18     1
QSO: 21025 CW 2011-11-27 1039 PI4ZOD        599 14     RF2T          599 15     1
QSO: 21025 CW 2011-11-27 1046 PI4ZOD        599 14     FY5CE         599 09     1
QSO: 28025 CW 2011-11-27 1048 PI4ZOD        599 14     UA5A          599 16     1
QSO: 28025 CW 2011-11-27 1053 PI4ZOD        599 14     TC7D          599 20     1
QSO: 28025 CW 2011-11-27 1102 PI4ZOD        599 14     RK9QWM        599 17     1
QSO: 28025 CW 2011-11-27 1114 PI4ZOD        599 14     RC9JWR        599 17     1
QSO: 28025 CW 2011-11-27 1117 PI4ZOD        599 14     UA3EDQ        599 16     1
QSO: 28025 CW 2011-11-27 1120 PI4ZOD        599 14     TC3A          599 20     1
QSO: 28025 CW 2011-11-27 1126 PI4ZOD        599 14     EX2A          599 17     1
QSO: 28025 CW 2011-11-27 1129 PI4ZOD        599 14     RT5G          599 16     1
QSO: 28025 CW 2011-11-27 1136 PI4ZOD        599 14     RM3Q          599 16     1
QSO: 28025 CW 2011-11-27 1144 PI4ZOD        599 14     II9P          599 15     1
QSO: 21025 CW 2011-11-27 1244 PI4ZOD        599 14     LZ5R          599 20     1
QSO: 21025 CW 2011-11-27 1245 PI4ZOD        599 14     UT7EZ         599 16     1
QSO: 21025 CW 2011-11-27 1310 PI4ZOD        599 14     UT7L          599 17     1
QSO: 21025 CW 2011-11-27 1311 PI4ZOD        599 14     EA5CW         599 14     1
QSO: 21025 CW 2011-11-27 1313 PI4ZOD        599 14     W1KM          599 05     1
QSO: 21025 CW 2011-11-27 1315 PI4ZOD        599 14     YT3A          599 15     1
QSO: 21025 CW 2011-11-27 1316 PI4ZOD        599 14     YU1KT         599 15     1
QSO: 21025 CW 2011-11-27 1319 PI4ZOD        599 14     N2WKS         599 05     1
QSO: 21025 CW 2011-11-27 1323 PI4ZOD        599 14     NC4I          599 05     1
QSO: 21025 CW 2011-11-27 1324 PI4ZOD        599 14     LZ9W          599 20     1
QSO: 21025 CW 2011-11-27 1331 PI4ZOD        599 14     W2RE          599 05     1
QSO: 21025 CW 2011-11-27 1334 PI4ZOD        599 14     K2LR          599 05     1
QSO: 21025 CW 2011-11-27 1338 PI4ZOD        599 14     UA5A          599 16     1
QSO: 21025 CW 2011-11-27 1340 PI4ZOD        599 14     Z3HG          599 15     1
QSO: 21025 CW 2011-11-27 1342 PI4ZOD        599 14     UA3KA         599 16     1
QSO: 21025 CW 2011-11-27 1344 PI4ZOD        599 14     NR4M          599 05     1
QSO: 21025 CW 2011-11-27 1345 PI4ZOD        599 14     YO8DOH        599 20     1
QSO: 21025 CW 2011-11-27 1350 PI4ZOD        599 14     YQ6A          599 20     1
QSO: 28025 CW 2011-11-27 1412 PI4ZOD        599 14     K3LR          599 05     1
QSO: 28025 CW 2011-11-27 1416 PI4ZOD        599 14     KR5V          599 04     1
QSO: 28025 CW 2011-11-27 1435 PI4ZOD        599 14     W4US          599 05     1
END-OF-LOG:
