START-OF-LOG: 3.0
CREATED-BY:    CT Version 9.89.003
CALLSIGN:      PI4ZOD
NAME:          Albert Bloeming
CLAIMED-SCORE: 17570
CONTEST:       CQ-WW-CW
OPERATORS:     PA0IKE, PA3GUD, PA3CVR, PA0ABE
OPERATORS:
SOAPBOX:       We used a FT-897 with abt 100 Watts and 2 antennas
SOAPBOX:       1 vertical, fullsize at 80m, with 20 x 20m radials
SOAPBOx:       and a vertical delta 40m around at all bands.
SOAPBOX:
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
QSO: 28025 CW 2011-11-26 1200 PI4ZOD        599 14     EX2X          599 17     1
QSO: 28025 CW 2011-11-26 1204 PI4ZOD        599 14     UU5WW         599 16     1
QSO: 28025 CW 2011-11-26 1207 PI4ZOD        599 14     RY7G          599 16     1
QSO: 28025 CW 2011-11-26 1209 PI4ZOD        599 14     SV1XBG2       599 20     1
QSO: 28025 CW 2011-11-26 1217 PI4ZOD        599 14     TC7B          599 20     1
QSO: 28025 CW 2011-11-26 1233 PI4ZOD        599 14     R3RR          599 16     1
QSO: 28025 CW 2011-11-26 1242 PI4ZOD        599 14     RZ6G          599 16     1
QSO: 28025 CW 2011-11-26 1256 PI4ZOD        599 14     UT7E          599 16     1
QSO: 28025 CW 2011-11-26 1321 PI4ZOD        599 14     R7AW          599 17     1
QSO: 28025 CW 2011-11-26 1323 PI4ZOD        599 14     UA3R          599 16     1
QSO: 28025 CW 2011-11-26 1338 PI4ZOD        599 14     K1DG          599 05     1
QSO: 28025 CW 2011-11-26 1357 PI4ZOD        599 14     P3J           599 20     1
QSO: 28025 CW 2011-11-26 1408 PI4ZOD        599 14     RT6A          599 16     1
QSO: 28025 CW 2011-11-26 1431 PI4ZOD        599 14     K4ZW          599 05     1
QSO: 28025 CW 2011-11-26 1433 PI4ZOD        599 14     N8II          599 04     1
QSO: 28025 CW 2011-11-26 1446 PI4ZOD        599 14     W2PV          599 05     1
QSO: 28025 CW 2011-11-26 1448 PI4ZOD        599 14     N1UR          599 05     1
QSO: 28025 CW 2011-11-26 1449 PI4ZOD        599 14     WE3C          599 05     1
QSO: 28025 CW 2011-11-26 1450 PI4ZOD        599 14     K0Q           599 05     1
QSO: 28025 CW 2011-11-26 1453 PI4ZOD        599 14     KQ2M          599 05     1
QSO: 28025 CW 2011-11-26 1456 PI4ZOD        599 14     ZV4TX         599 28     1
QSO: 28025 CW 2011-11-26 1500 PI4ZOD        599 14     K3CR          599 5      1
QSO: 28025 CW 2011-11-26 1500 PI4ZOD        599 14     K8PO          599 05     1
QSO: 28025 CW 2011-11-26 1506 PI4ZOD        599 14     W2RE          599 05     1
QSO: 28025 CW 2011-11-26 1511 PI4ZOD        599 14     K0OF          599 04     1
QSO: 28025 CW 2011-11-26 1512 PI4ZOD        599 14     W4ZV          599 05     1
QSO: 28025 CW 2011-11-26 1513 PI4ZOD        599 14     N3UM          599 05     1
QSO: 28025 CW 2011-11-26 1515 PI4ZOD        599 14     K3LR          599 05     1
QSO: 28025 CW 2011-11-26 1516 PI4ZOD        599 14     K1TO          599 05     1
QSO: 28025 CW 2011-11-26 1521 PI4ZOD        599 14     K8GL          599 05     1
QSO: 28025 CW 2011-11-26 1522 PI4ZOD        599 14     K4RO          599 04     1
QSO: 21025 CW 2011-11-26 1530 PI4ZOD        599 14     EA4DRV        599 14     1
QSO: 21025 CW 2011-11-26 1531 PI4ZOD        599 14     W2FU          599 05     1
QSO: 21025 CW 2011-11-26 1535 PI4ZOD        599 14     SV1ENG        599 20     1
QSO: 21025 CW 2011-11-26 1536 PI4ZOD        599 14     C5A           599 35     1
QSO: 21025 CW 2011-11-26 1537 PI4ZOD        599 14     EA2IF         599 14     1
QSO: 21025 CW 2011-11-26 1539 PI4ZOD        599 14     KB1H          599 05     1
QSO: 21025 CW 2011-11-26 1540 PI4ZOD        599 14     EA5RS         599 14     1
QSO: 21025 CW 2011-11-26 1543 PI4ZOD        599 14     CN2R          599 33     1
QSO: 21025 CW 2011-11-26 1547 PI4ZOD        599 14     VY2TT         599 05     1
QSO: 21025 CW 2011-11-26 1548 PI4ZOD        599 14     9A5Y          599 15     1
QSO: 21025 CW 2011-11-26 1553 PI4ZOD        599 14     K1AR          599 05     1
QSO: 21025 CW 2011-11-26 1611 PI4ZOD        599 14     W2RX          599 05     1
QSO: 21025 CW 2011-11-26 1616 PI4ZOD        599 14     CT1BQS        599 14     1
QSO: 14000 CW 2011-11-26 1658 PI4ZOD        599 14     W1RM          599 05     1
QSO: 14000 CW 2011-11-26 1716 PI4ZOD        599 14     YT4W          599 15     1
QSO: 14000 CW 2011-11-26 1805 PI4ZOD        599 14     K8PO          599 05     1
QSO: 14000 CW 2011-11-26 1818 PI4ZOD        599 14     K2QMF         599 05     1
QSO: 14000 CW 2011-11-26 1820 PI4ZOD        599 14     N3RI          599 05     1
QSO: 14000 CW 2011-11-26 1826 PI4ZOD        599 14     W2FU          599 05     1
QSO: 14000 CW 2011-11-26 1828 PI4ZOD        599 14     K3ZO          599 05     1
QSO: 14000 CW 2011-11-26 1907 PI4ZOD        599 14     K1FWE         599 05     1
QSO: 14000 CW 2011-11-26 1929 PI4ZOD        599 14     KB1W          599 05     1
QSO: 14000 CW 2011-11-26 1931 PI4ZOD        599 14     K2LE          599 05     1
QSO:  3525 CW 2011-11-26 2002 PI4ZOD        599 14     DP9A          599 14     1
QSO:  3525 CW 2011-11-26 2003 PI4ZOD        599 14     RF9C          599 17     1
QSO:  3525 CW 2011-11-26 2005 PI4ZOD        599 14     LY7A          599 15     1
QSO:  3525 CW 2011-11-26 2006 PI4ZOD        599 14     HB9CA         599 14     1
QSO:  3525 CW 2011-11-26 2009 PI4ZOD        599 14     RL3A          599 16     1
QSO:  3525 CW 2011-11-26 2010 PI4ZOD        599 14     LY2W          599 15     1
QSO:  3525 CW 2011-11-26 2014 PI4ZOD        599 14     YL2SM         599 15     1
QSO:  3525 CW 2011-11-27 0821 PI4ZOD        599 14     W2FU          599 05     1
QSO:  3525 CW 2011-11-27 0827 PI4ZOD        599 14     OZ1AAR        599 14     1
QSO:  3525 CW 2011-11-27 0839 PI4ZOD        599 14     SK3W          599 14     1
QSO: 21025 CW 2011-11-27 0935 PI4ZOD        599 14     EF5F          599 14     1
QSO: 21025 CW 2011-11-27 0937 PI4ZOD        599 14     UA4ALI        599 16     1
QSO: 21025 CW 2011-11-27 0940 PI4ZOD        599 14     IK8TEO        599 15     1
QSO: 21025 CW 2011-11-27 0941 PI4ZOD        599 14     RA9A          599 17     1
QSO: 21025 CW 2011-11-27 0943 PI4ZOD        599 14     EA4CW         599 14     1
