START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.7.0
CONTEST: CQ-WW-CW
LOCATION: CO
CALLSIGN: K0RF
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 16187472
OPERATORS: K0RF W0DLE WB0GAZ W0UA W0ZP AD1C W1XE W2CO W2UP K7NV
NAME: chuck cullian
SOAPBOX: Been trying for a new zero-land M/M record for many years.
QSO: 28009 CW 2011-11-26 0010 K0RF          599 4      JH0NEC        599 25     0
QSO: 14010 CW 2011-11-26 0010 K0RF          599 4      RU1A          599 16     0
QSO: 21027 CW 2011-11-26 0010 K0RF          599 4      JA3YBK        599 25     0
QSO: 14010 CW 2011-11-26 0010 K0RF          599 4      UN6GK         599 17     0
QSO: 28009 CW 2011-11-26 0010 K0RF          599 4      VK6HG         599 29     0
QSO:  7006 CW 2011-11-26 0010 K0RF          599 4      IK2QIK        599 15     0
QSO: 14010 CW 2011-11-26 0010 K0RF          599 4      K0ZR          599 05     0
QSO: 21033 CW 2011-11-26 0011 K0RF          599 4      PJ2T          599 09     0
QSO: 14010 CW 2011-11-26 0011 K0RF          599 4      II9T          599 15     0
QSO: 28009 CW 2011-11-26 0011 K0RF          599 4      VK2AYD        599 30     0
QSO: 21035 CW 2011-11-26 0011 K0RF          599 4      JA5FDJ        599 25     0
QSO: 28009 CW 2011-11-26 0011 K0RF          599 4      JL1QOC        599 25     0
QSO: 21036 CW 2011-11-26 0011 K0RF          599 4      JA7NVF        599 25     0
QSO: 14010 CW 2011-11-26 0011 K0RF          599 4      VE3MH         599 04     0
QSO: 28009 CW 2011-11-26 0012 K0RF          599 4      JA1SJV        599 25     0
QSO: 21041 CW 2011-11-26 0012 K0RF          599 4      FY5KE         599 09     0
QSO: 21042 CW 2011-11-26 0012 K0RF          599 4      C5A           599 35     0
QSO: 28009 CW 2011-11-26 0012 K0RF          599 4      KH6OO         599 31     0
QSO: 14010 CW 2011-11-26 0012 K0RF          599 4      OH3NU         599 15     0
QSO:  3529 CW 2011-11-26 0013 K0RF          599 4      DR1A          599 14     0
QSO:  7006 CW 2011-11-26 0013 K0RF          599 4      IC8FBU        599 15     0
QSO:  7006 CW 2011-11-26 0014 K0RF          599 4      KE5FXE        599 04     0
QSO: 14010 CW 2011-11-26 0014 K0RF          599 4      WB9RFB        599 04     0
QSO: 28031 CW 2011-11-26 0012 K0RF          599 4      ZK2V          599 32     0
QSO:  7006 CW 2011-11-26 0014 K0RF          599 4      UR7QC         599 16     0
QSO: 21043 CW 2011-11-26 0014 K0RF          599 4      KL7RA         599 01     0
QSO:  7006 CW 2011-11-26 0015 K0RF          599 4      SP1NY         599 15     0
QSO: 28009 CW 2011-11-26 0015 K0RF          599 4      JA7OWD        599 25     0
QSO: 21047 CW 2011-11-26 0015 K0RF          599 4      XU7ACY        599 26     0
QSO: 21051 CW 2011-11-26 0016 K0RF          599 4      RW0CWA        599 19     0
QSO: 14010 CW 2011-11-26 0015 K0RF          599 4      W3FVT         599 05     0
QSO:  7006 CW 2011-11-26 0016 K0RF          599 4      JT5DX         599 23     0
QSO: 21055 CW 2011-11-26 0016 K0RF          599 4      JA1YPA        599 25     0
QSO: 14010 CW 2011-11-26 0016 K0RF          599 4      VA2OP         599 05     0
QSO: 21058 CW 2011-11-26 0017 K0RF          599 4      JR1BTG        599 25     0
QSO:  7006 CW 2011-11-26 0017 K0RF          599 4      PA3ACA        599 14     0
QSO: 28009 CW 2011-11-26 0017 K0RF          599 4      K7UA          599 03     0
QSO: 14010 CW 2011-11-26 0017 K0RF          599 4      YL3FT         599 15     0
QSO: 14010 CW 2011-11-26 0017 K0RF          599 4      JM1LRA        599 25     0
QSO: 21053 CW 2011-11-26 0018 K0RF          599 4      9V1RM         599 28     0
QSO: 14010 CW 2011-11-26 0018 K0RF          599 4      JA1YPA        599 25     0
QSO: 21050 CW 2011-11-26 0018 K0RF          599 4      NH2T          599 27     0
QSO: 28009 CW 2011-11-26 0018 K0RF          599 4      JH7RTQ        599 25     0
QSO: 14010 CW 2011-11-26 0018 K0RF          599 4      UA0LSK        599 19     0
QSO: 28009 CW 2011-11-26 0018 K0RF          599 4      VK7ZE         599 30     0
QSO: 14010 CW 2011-11-26 0019 K0RF          599 4      JL2LPX        599 25     0
QSO:  3532 CW 2011-11-26 0019 K0RF          599 4      LZ9W          599 20     0
QSO: 21031 CW 2011-11-26 0019 K0RF          599 4      HQ9R          599 07     0
QSO: 14010 CW 2011-11-26 0019 K0RF          599 4      VE3FJ         599 04     0
QSO:  7006 CW 2011-11-26 0019 K0RF          599 4      UZ2M          599 16     0
QSO: 21024 CW 2011-11-26 0020 K0RF          599 4      RU0FM         599 19     0
QSO:  7006 CW 2011-11-26 0019 K0RF          599 4      DP9A          599 14     0
QSO:  3502 CW 2011-11-26 0020 K0RF          599 4      K3LR          599 05     0
QSO: 28029 CW 2011-11-26 0018 K0RF          599 4      WH0E          599 27     0
QSO: 14010 CW 2011-11-26 0020 K0RF          599 4      7K4OOK        599 25     0
QSO: 21033 CW 2011-11-26 0020 K0RF          599 4      JA3HU         599 25     0
QSO:  7006 CW 2011-11-26 0021 K0RF          599 4      KK9N          599 04     0
QSO:  7006 CW 2011-11-26 0021 K0RF          599 4      VE2AXO        599 05     0
QSO: 28009 CW 2011-11-26 0021 K0RF          599 4      VK2BJ         599 30     0
QSO: 14010 CW 2011-11-26 0021 K0RF          599 4      LA2IR         599 14     0
QSO:  7006 CW 2011-11-26 0021 K0RF          599 4      HA5SE         599 15     0
QSO: 21033 CW 2011-11-26 0022 K0RF          599 4      BD2OB/7       599 24     0
QSO: 14010 CW 2011-11-26 0022 K0RF          599 4      UA9OD         599 18     0
QSO: 21033 CW 2011-11-26 0022 K0RF          599 4      JN1KWR        599 25     0
QSO: 21033 CW 2011-11-26 0023 K0RF          599 4      PY3AU         599 11     0
QSO: 14010 CW 2011-11-26 0023 K0RF          599 4      RM9I          599 18     0
QSO:  3522 CW 2011-11-26 0023 K0RF          599 4      VE1OP         599 05     0
QSO:  7006 CW 2011-11-26 0023 K0RF          599 4      YU1SV         599 15     0
QSO:  7006 CW 2011-11-26 0023 K0RF          599 4      AA1K          599 05     0
QSO: 21033 CW 2011-11-26 0024 K0RF          599 4      JA2AYP        599 25     0
QSO: 14010 CW 2011-11-26 0023 K0RF          599 4      JA1EM         599 25     0
QSO: 21033 CW 2011-11-26 0024 K0RF          599 4      JF2WME        599 25     0
QSO: 14010 CW 2011-11-26 0024 K0RF          599 4      JE1LPZ        599 25     0
QSO: 21033 CW 2011-11-26 0024 K0RF          599 4      HL1VAU        599 25     0
QSO: 21033 CW 2011-11-26 0025 K0RF          599 4      JA1PTJ        599 25     0
QSO: 28009 CW 2011-11-26 0025 K0RF          599 4      VK3FM         599 30     0
QSO: 21033 CW 2011-11-26 0025 K0RF          599 4      VE3CX         599 04     0
QSO: 21033 CW 2011-11-26 0025 K0RF          599 4      JH0NEC        599 25     0
QSO: 21033 CW 2011-11-26 0026 K0RF          599 4      JA3KNB        599 25     0
QSO: 14010 CW 2011-11-26 0026 K0RF          599 4      NJ3I          599 05     0
QSO:  7006 CW 2011-11-26 0026 K0RF          599 4      DL3YM         599 14     0
QSO: 14010 CW 2011-11-26 0026 K0RF          599 4      RA0QQ         599 19     0
QSO: 21033 CW 2011-11-26 0027 K0RF          599 4      7N1PRD/0      599 25     0
QSO: 14010 CW 2011-11-26 0026 K0RF          599 4      RN0JM         599 19     0
QSO:  3525 CW 2011-11-26 0027 K0RF          599 4      EF8S          599 33     0
QSO: 21041 CW 2011-11-26 0028 K0RF          599 4      RI1ANC        599 29     0
QSO: 14010 CW 2011-11-26 0028 K0RF          599 4      JE1TSD        599 25     0
QSO: 28009 CW 2011-11-26 0028 K0RF          599 4      JA7GYP        599 25     0
QSO: 14010 CW 2011-11-26 0028 K0RF          599 4      JA8CTO        599 25     0
QSO: 14010 CW 2011-11-26 0029 K0RF          599 4      VA3EC         599 04     0
QSO: 21048 CW 2011-11-26 0029 K0RF          599 4      RZ0SR         599 18     0
QSO: 28043 CW 2011-11-26 0027 K0RF          599 4      KL7RA         599 01     0
QSO: 21025 CW 2011-11-26 0030 K0RF          599 4      YE2S          599 28     0
QSO:  3522 CW 2011-11-26 0030 K0RF          599 4      VP9/N3AD      599 05     0
QSO: 21033 CW 2011-11-26 0031 K0RF          599 4      JN1BGP        599 25     0
QSO: 21033 CW 2011-11-26 0031 K0RF          599 4      JA1ETN        599 25     0
QSO: 21033 CW 2011-11-26 0031 K0RF          599 4      JR1NKN        599 25     0
QSO: 14010 CW 2011-11-26 0032 K0RF          599 4      JF9KVT        599 25     0
QSO: 14010 CW 2011-11-26 0032 K0RF          599 4      JF1QQK        599 25     0
QSO: 21043 CW 2011-11-26 0033 K0RF          599 4      AH7C          599 31     0
QSO: 21018 CW 2011-11-26 0033 K0RF          599 4      ZM1A          599 32     0
QSO: 14010 CW 2011-11-26 0033 K0RF          599 4      UA0SR         599 18     0
QSO:  7006 CW 2011-11-26 0033 K0RF          599 4      PA3ACA        599 14     0
QSO:  3531 CW 2011-11-26 0034 K0RF          599 4      9A1A          599 15     0
QSO: 14010 CW 2011-11-26 0034 K0RF          599 4      RU0SN         599 18     0
QSO: 21014 CW 2011-11-26 0034 K0RF          599 4      HC2SL         599 10     0
QSO: 14010 CW 2011-11-26 0034 K0RF          599 4      JR6LLN        599 25     0
QSO: 28009 CW 2011-11-26 0035 K0RF          599 4      VK3TDX        599 30     0
QSO: 14010 CW 2011-11-26 0035 K0RF          599 4      JH0NEC        599 25     0
QSO: 21045 CW 2011-11-26 0036 K0RF          599 4      VK4TI         599 30     0
QSO: 14010 CW 2011-11-26 0036 K0RF          599 4      JE1RRK        599 25     0
QSO: 14010 CW 2011-11-26 0036 K0RF          599 4      JG6N          599 25     0
QSO:  7002 CW 2011-11-26 0036 K0RF          599 4      TK4W          599 15     0
QSO: 14010 CW 2011-11-26 0036 K0RF          599 4      UA0QBR        599 19     0
QSO:  3536 CW 2011-11-26 0037 K0RF          599 4      C6AQQ         599 08     0
QSO: 21033 CW 2011-11-26 0037 K0RF          599 4      JA3WU         599 25     0
QSO: 14010 CW 2011-11-26 0037 K0RF          599 4      VE3MIS        599 04     0
QSO:  7006 CW 2011-11-26 0037 K0RF          599 4      F4DXW         599 14     0
QSO: 21033 CW 2011-11-26 0037 K0RF          599 4      JR3XEX        599 25     0
QSO:  3543 CW 2011-11-26 0037 K0RF          599 4      C5A           599 35     0
QSO: 28043 CW 2011-11-26 0036 K0RF          599 4      KH6/WJ2O      599 31     0
QSO: 14010 CW 2011-11-26 0038 K0RF          599 4      RS1WAA        599 16     0
QSO:  7005 CW 2011-11-26 0038 K0RF          599 4      OL7C          599 15     0
QSO: 14010 CW 2011-11-26 0039 K0RF          599 4      VE3BVA        599 04     0
QSO: 21043 CW 2011-11-26 0039 K0RF          599 4      AH0BT         599 27     0
QSO: 28036 CW 2011-11-26 0037 K0RF          599 4      ZM4T          599 32     0
QSO:  7006 CW 2011-11-26 0039 K0RF          599 4      YT1VP         599 15     0
QSO: 21033 CW 2011-11-26 0040 K0RF          599 4      JA1DKT        599 25     0
QSO: 28009 CW 2011-11-26 0040 K0RF          599 4      FO/N6JA       599 32     0
QSO: 21033 CW 2011-11-26 0040 K0RF          599 4      UA0IT         599 19     0
QSO:  7006 CW 2011-11-26 0040 K0RF          599 4      PY4HGS        599 11     0
QSO: 14045 CW 2011-11-26 0040 K0RF          599 4      CT3KN         599 33     0
QSO:  3546 CW 2011-11-26 0040 K0RF          599 4      DL0GL         599 14     0
QSO: 21033 CW 2011-11-26 0041 K0RF          599 4      7N4XIF        599 25     0
QSO: 14010 CW 2011-11-26 0041 K0RF          599 4      JH0OXS        599 25     0
QSO: 21033 CW 2011-11-26 0041 K0RF          599 4      LU7DNN        599 13     0
QSO: 21033 CW 2011-11-26 0042 K0RF          599 4      7K4XNN        599 25     0
QSO:  7006 CW 2011-11-26 0042 K0RF          599 4      OM8A          599 15     0
QSO:  7006 CW 2011-11-26 0042 K0RF          599 4      DP5W          599 14     0
QSO: 21034 CW 2011-11-26 0043 K0RF          599 4      V85SS         599 28     0
QSO: 21033 CW 2011-11-26 0044 K0RF          599 4      HS0ZDR        599 26     0
QSO:  7006 CW 2011-11-26 0044 K0RF          599 4      EF5F          599 14     0
QSO: 14010 CW 2011-11-26 0044 K0RF          599 4      JA2DGQ        599 25     0
QSO: 28025 CW 2011-11-26 0042 K0RF          599 4      VK4KW         599 30     0
QSO: 21033 CW 2011-11-26 0044 K0RF          599 4      JA2KPW        599 25     0
QSO: 14010 CW 2011-11-26 0044 K0RF          599 4      RT4RO         599 16     0
QSO: 21033 CW 2011-11-26 0045 K0RF          599 4      JA2VHO        599 25     0
QSO: 14010 CW 2011-11-26 0045 K0RF          599 4      RM9X          599 17     0
QSO: 21033 CW 2011-11-26 0045 K0RF          599 4      JA6CYL/6      599 25     0
QSO: 14010 CW 2011-11-26 0045 K0RF          599 4      JH1QAX        599 25     0
QSO: 14040 CW 2011-11-26 0045 K0RF          599 4      LT5X          599 13     0
QSO:  7011 CW 2011-11-26 0046 K0RF          599 4      YR8I          599 20     0
QSO: 28012 CW 2011-11-26 0044 K0RF          599 4      ZL2J          599 32     0
QSO: 14010 CW 2011-11-26 0046 K0RF          599 4      JH3MSA        599 25     0
QSO: 21003 CW 2011-11-26 0046 K0RF          599 4      XV9DX         599 26     0
QSO: 21033 CW 2011-11-26 0046 K0RF          599 4      JA1RPK        599 25     0
QSO:  3547 CW 2011-11-26 0046 K0RF          599 4      G5O           599 14     0
QSO: 28014 CW 2011-11-26 0044 K0RF          599 4      VK2IM         599 30     0
QSO:  7006 CW 2011-11-26 0046 K0RF          599 4      VE2FK         599 05     0
QSO: 14010 CW 2011-11-26 0046 K0RF          599 4      UA1OMS        599 16     0
QSO:  3543 CW 2011-11-26 0047 K0RF          599 4      ED1R          599 14     0
QSO: 21033 CW 2011-11-26 0047 K0RF          599 4      JA2KKA        599 25     0
QSO:  7006 CW 2011-11-26 0047 K0RF          599 4      UX4U          599 16     0
QSO: 14010 CW 2011-11-26 0047 K0RF          599 4      JF3KNW        599 25     0
QSO:  7006 CW 2011-11-26 0047 K0RF          599 4      K7BAN         599 03     0
QSO: 21016 CW 2011-11-26 0047 K0RF          599 4      JT1F          599 23     0
QSO:  3541 CW 2011-11-26 0048 K0RF          599 4      PI4DX         599 14     0
QSO: 21033 CW 2011-11-26 0048 K0RF          599 4      JA3MIO/1      599 25     0
QSO:  7006 CW 2011-11-26 0048 K0RF          599 4      N1UR          599 05     0
QSO: 14037 CW 2011-11-26 0048 K0RF          599 4      CW5W          599 13     0
QSO: 14010 CW 2011-11-26 0048 K0RF          599 4      KL7SAM        599 01     0
QSO:  7006 CW 2011-11-26 0048 K0RF          599 4      WA3F          599 05     0
QSO: 14010 CW 2011-11-26 0048 K0RF          599 4      UA0CNX        599 19     0
QSO: 21033 CW 2011-11-26 0049 K0RF          599 4      HL2DC         599 25     0
QSO: 14010 CW 2011-11-26 0049 K0RF          599 4      JA1AJK        599 25     0
QSO: 21033 CW 2011-11-26 0049 K0RF          599 4      7K1CPT        599 25     0
QSO: 21033 CW 2011-11-26 0050 K0RF          599 4      JA1KEB        599 25     0
QSO:  3536 CW 2011-11-26 0050 K0RF          599 4      CR3L          599 33     0
QSO:  7006 CW 2011-11-26 0050 K0RF          599 4      CS2W          599 14     0
QSO: 21033 CW 2011-11-26 0051 K0RF          599 4      JH1DYV        599 25     0
QSO:  3535 CW 2011-11-26 0051 K0RF          599 4      SK3W          599 14     0
QSO:  7006 CW 2011-11-26 0051 K0RF          599 4      VA2OP         599 05     0
QSO: 14010 CW 2011-11-26 0051 K0RF          599 4      R9XS          599 17     0
QSO: 14010 CW 2011-11-26 0051 K0RF          599 4      K7OM          599 05     0
QSO: 21033 CW 2011-11-26 0051 K0RF          599 4      HL5UOG        599 25     0
QSO: 28011 CW 2011-11-26 0050 K0RF          599 4      E51MAN        599 32     0
QSO: 14010 CW 2011-11-26 0052 K0RF          599 4      NI1L          599 05     0
QSO:  7013 CW 2011-11-26 0052 K0RF          599 4      LZ5R          599 20     0
QSO: 14010 CW 2011-11-26 0052 K0RF          599 4      JH8GEU        599 25     0
QSO: 21033 CW 2011-11-26 0053 K0RF          599 4      8J1ING        599 25     0
QSO:  3534 CW 2011-11-26 0053 K0RF          599 4      CO6CAC        599 08     0
QSO:  7006 CW 2011-11-26 0053 K0RF          599 4      EA8CN         599 33     0
QSO: 21033 CW 2011-11-26 0053 K0RF          599 4      N4NM          599 04     0
QSO: 14010 CW 2011-11-26 0053 K0RF          599 4      RT9J          599 17     0
QSO:  7006 CW 2011-11-26 0054 K0RF          599 4      EA3DU         599 14     0
QSO:  7006 CW 2011-11-26 0054 K0RF          599 4      W1NG          599 05     0
QSO: 14010 CW 2011-11-26 0054 K0RF          599 4      WB2KSP        599 05     0
QSO: 21033 CW 2011-11-26 0054 K0RF          599 4      JI4JGD        599 25     0
QSO: 21033 CW 2011-11-26 0055 K0RF          599 4      JA3GW         599 25     0
QSO:  7016 CW 2011-11-26 0055 K0RF          599 4      IH9R          599 33     0
QSO: 21033 CW 2011-11-26 0056 K0RF          599 4      BG5RSO        599 24     0
QSO: 28023 CW 2011-11-26 0054 K0RF          599 4      KH6LC         599 31     0
QSO: 14010 CW 2011-11-26 0056 K0RF          599 4      BD3OM         599 24     0
QSO:  7006 CW 2011-11-26 0056 K0RF          599 4      YO7ARY        599 20     0
QSO: 14057 CW 2011-11-26 0056 K0RF          599 4      YN2CC         599 07     0
QSO: 21033 CW 2011-11-26 0056 K0RF          599 4      JA0VTK/7      599 25     0
QSO:  3526 CW 2011-11-26 0056 K0RF          599 4      E71A          599 15     0
QSO: 14010 CW 2011-11-26 0057 K0RF          599 4      JJ5HUD        599 25     0
QSO: 21033 CW 2011-11-26 0057 K0RF          599 4      JI1RGF        599 25     0
QSO: 14010 CW 2011-11-26 0058 K0RF          599 4      UA4NCI        599 16     0
QSO: 21029 CW 2011-11-26 0058 K0RF          599 4      CX5TR         599 13     0
QSO: 21026 CW 2011-11-26 0058 K0RF          599 4      K0RF          599 05     0
QSO:  7018 CW 2011-11-26 0059 K0RF          599 4      LX7I          599 14     0
QSO: 14051 CW 2011-11-26 0059 K0RF          599 4      ZD8W          599 36     0
QSO: 21033 CW 2011-11-26 0059 K0RF          599 4      7N4QCQ        599 25     0
QSO:  7006 CW 2011-11-26 0059 K0RF          599 4      OK1NE         599 15     0
QSO: 21033 CW 2011-11-26 0100 K0RF          599 4      JA5CBU        599 25     0
QSO:  7006 CW 2011-11-26 0100 K0RF          599 4      UA3MIF        599 16     0
QSO:  7006 CW 2011-11-26 0100 K0RF          599 4      DD4DA         599 14     0
QSO: 21014 CW 2011-11-26 0100 K0RF          599 4      E51MAN        599 32     0
QSO:  7006 CW 2011-11-26 0101 K0RF          599 4      VE3CR         599 04     0
QSO:  3510 CW 2011-11-26 0101 K0RF          599 4      HB9CA         599 14     0
QSO: 14010 CW 2011-11-26 0101 K0RF          599 4      UA9QWM        599 17     0
QSO: 21033 CW 2011-11-26 0102 K0RF          599 4      JF3NKA        599 25     0
QSO: 14010 CW 2011-11-26 0102 K0RF          599 4      N4JT          599 05     0
QSO: 21033 CW 2011-11-26 0103 K0RF          599 4      JA9AFS        599 25     0
QSO: 21033 CW 2011-11-26 0103 K0RF          599 4      JA0FMU        599 25     0
QSO: 14010 CW 2011-11-26 0104 K0RF          599 4      W1WLW         599 05     0
QSO: 21033 CW 2011-11-26 0104 K0RF          599 4      JO1WIZ        599 25     0
QSO: 28051 CW 2011-11-26 0103 K0RF          599 4      JA5FDJ        599 25     0
QSO: 21033 CW 2011-11-26 0105 K0RF          599 4      JL1GXO        599 25     0
QSO: 14010 CW 2011-11-26 0105 K0RF          599 4      UA1ZZ         599 16     0
QSO: 14065 CW 2011-11-26 0105 K0RF          599 4      NP4G          599 08     0
QSO: 14010 CW 2011-11-26 0105 K0RF          599 4      K0RC          599 04     0
QSO:  3526 CW 2011-11-26 0106 K0RF          599 4      HF3R          599 15     0
QSO: 21033 CW 2011-11-26 0106 K0RF          599 4      JL4HOZ        599 25     0
QSO: 14010 CW 2011-11-26 0106 K0RF          599 4      R9XT          599 17     0
QSO: 21033 CW 2011-11-26 0106 K0RF          599 4      HK1R          599 09     0
QSO: 14010 CW 2011-11-26 0106 K0RF          599 4      JI1ALP        599 25     0
QSO: 21033 CW 2011-11-26 0107 K0RF          599 4      JH3BYX        599 25     0
QSO: 21033 CW 2011-11-26 0107 K0RF          599 4      JM1KNI        599 25     0
QSO: 14062 CW 2011-11-26 0107 K0RF          599 4      ZS2I          599 38     0
QSO: 21033 CW 2011-11-26 0108 K0RF          599 4      K0RF          599 12     0
QSO:  7006 CW 2011-11-26 0108 K0RF          599 4      NB4M          599 04     0
QSO: 14054 CW 2011-11-26 0108 K0RF          599 4      PR7AR         599 11     0
QSO:  7006 CW 2011-11-26 0108 K0RF          599 4      DL3VZL        599 14     0
QSO: 14010 CW 2011-11-26 0108 K0RF          599 4      JE2PMC        599 25     0
QSO: 21008 CW 2011-11-26 0109 K0RF          599 4      KH7X          599 31     0
QSO:  7006 CW 2011-11-26 0109 K0RF          599 4      N3AM          599 05     0
QSO: 14063 CW 2011-11-26 0109 K0RF          599 4      XR3A          599 12     0
QSO: 21006 CW 2011-11-26 0109 K0RF          599 4      YE1ZAW        599 28     0
QSO:  7006 CW 2011-11-26 0109 K0RF          599 4      VE1ZA         599 05     0
QSO: 21008 CW 2011-11-26 0110 K0RF          599 4      PY2YU         599 11     0
QSO: 21010 CW 2011-11-26 0110 K0RF          599 4      KH6/WJ2O      599 31     0
QSO: 14010 CW 2011-11-26 0111 K0RF          599 4      KB3MHB        599 05     0
QSO:  3511 CW 2011-11-26 0111 K0RF          599 4      HG7T          599 15     0
QSO:  7006 CW 2011-11-26 0112 K0RF          599 4      CT8/W1NN      599 14     0
QSO: 14010 CW 2011-11-26 0112 K0RF          599 4      VE3FDT        599 04     0
QSO: 14010 CW 2011-11-26 0112 K0RF          599 4      W1CCE         599 05     0
QSO: 21012 CW 2011-11-26 0112 K0RF          599 4      B1Z           599 24     0
QSO:  7006 CW 2011-11-26 0112 K0RF          599 4      W3LJ          599 05     0
QSO: 21015 CW 2011-11-26 0113 K0RF          599 4      N7AT          599 03     0
QSO: 14010 CW 2011-11-26 0113 K0RF          599 4      AL9A          599 01     0
QSO: 14010 CW 2011-11-26 0113 K0RF          599 4      K1PU          599 05     0
QSO: 28036 CW 2011-11-26 0111 K0RF          599 4      JA3YBK        599 25     0
QSO: 21016 CW 2011-11-26 0113 K0RF          599 4      PY2TIM        599 11     0
QSO: 21019 CW 2011-11-26 0114 K0RF          599 4      BA8AG         599 24     0
QSO:  1821 CW 2011-11-26 0115 K0RF          599 4      CN2R          599 33     0
QSO: 21026 CW 2011-11-26 0115 K0RF          599 4      B4TB          599 24     0
QSO: 14068 CW 2011-11-26 0115 K0RF          599 4      FY5FY         599 09     0
QSO:  3503 CW 2011-11-26 0115 K0RF          599 4      VY2TT         599 05     0
QSO: 21030 CW 2011-11-26 0116 K0RF          599 4      BY5AC         599 24     0
QSO: 21032 CW 2011-11-26 0116 K0RF          599 4      VK6AA         599 29     0
