START-OF-LOG: 3.0
CALLSIGN: VE3MMQ
CLUB: contest club ontario
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 3861513
OPERATORS: VE3MMQ
SOAPBOX: Lost 4 hours on Sunday when rotor jambed on south..Lowered tower,
SOAPBOX: threw line over steppir element and yanked hard....heard big
SOAPBOX: snap...rotor working again..may no longer have brake....Glad I did not
SOAPBOX: give up...Also happy it was 50F and not 32F..Other than this little
SOAPBOX: problem,   contest was fantastic..Thanks CQ.
NAME: BILL
CREATED-BY: N1MM Logger V11.10.2
LOCATION: ON
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 21030 CW 2011-11-26 0002 VE3MMQ        599 4      9M8/AI6V      599 28
QSO: 21024 CW 2011-11-26 0011 VE3MMQ        599 4      RU0FM         599 19
QSO: 21043 CW 2011-11-26 0014 VE3MMQ        599 4      AH7C          599 31
QSO: 21044 CW 2011-11-26 0017 VE3MMQ        599 4      AH0BT         599 27
QSO: 21051 CW 2011-11-26 0018 VE3MMQ        599 4      NH2T          599 27
QSO: 21052 CW 2011-11-26 0018 VE3MMQ        599 4      RW0CWA        599 19
QSO: 21056 CW 2011-11-26 0019 VE3MMQ        599 4      JA1YPA        599 25
QSO: 21043 CW 2011-11-26 0021 VE3MMQ        599 4      KL7RA         599 01
QSO: 14017 CW 2011-11-26 0027 VE3MMQ        599 4      JT5DX         599 23
QSO: 14025 CW 2011-11-26 0028 VE3MMQ        599 4      V26K          599 08
QSO: 14029 CW 2011-11-26 0029 VE3MMQ        599 4      FM5CD         599 08
QSO: 14040 CW 2011-11-26 0030 VE3MMQ        599 4      TO3A          599 08
QSO: 14047 CW 2011-11-26 0030 VE3MMQ        599 4      J6M           599 08
QSO: 14049 CW 2011-11-26 0031 VE3MMQ        599 4      P40W          599 09
QSO: 14052 CW 2011-11-26 0034 VE3MMQ        599 4      ZD8W          599 36
QSO: 14048 CW 2011-11-26 0035 VE3MMQ        599 4      C91NW         599 37
QSO: 14022 CW 2011-11-26 0037 VE3MMQ        599 4      PJ4A          599 09
QSO: 14025 CW 2011-11-26 0037 VE3MMQ        599 4      HK3TU         599 09
QSO: 14012 CW 2011-11-26 0037 VE3MMQ        599 4      NP4Z          599 08
QSO: 14012 CW 2011-11-26 0038 VE3MMQ        599 4      HI3A          599 08
QSO: 14002 CW 2011-11-26 0039 VE3MMQ        599 4      VP5CW         599 08
QSO: 14009 CW 2011-11-26 0041 VE3MMQ        599 4      C5A           599 35
QSO: 14017 CW 2011-11-26 0043 VE3MMQ        599 4      EL2A          599 35
QSO: 14026 CW 2011-11-26 0044 VE3MMQ        599 4      D4C           599 35
QSO: 14038 CW 2011-11-26 0044 VE3MMQ        599 4      6V7V          599 35
QSO: 14051 CW 2011-11-26 0045 VE3MMQ        599 4      PY2NY         599 11
QSO: 14054 CW 2011-11-26 0046 VE3MMQ        599 4      PR7AR         599 11
QSO: 14068 CW 2011-11-26 0047 VE3MMQ        599 4      ZP9EH         599 11
QSO: 14070 CW 2011-11-26 0048 VE3MMQ        599 4      9M2TO         599 28
QSO: 14059 CW 2011-11-26 0049 VE3MMQ        599 4      JG2KKG        599 25
QSO: 14057 CW 2011-11-26 0049 VE3MMQ        599 4      BA1G          599 24
QSO: 14045 CW 2011-11-26 0051 VE3MMQ        599 4      JA3YBK        599 25
QSO: 14041 CW 2011-11-26 0051 VE3MMQ        599 4      JA7FTR        599 25
QSO: 14037 CW 2011-11-26 0052 VE3MMQ        599 4      ST2AR         599 34
QSO: 14036 CW 2011-11-26 0053 VE3MMQ        599 4      B4TB          599 24
QSO: 14021 CW 2011-11-26 0056 VE3MMQ        599 4      V31AO         599 07
QSO: 14006 CW 2011-11-26 0100 VE3MMQ        599 4      LZ9W          599 20
QSO: 14011 CW 2011-11-26 0100 VE3MMQ        599 4      JA5RDP        599 25
QSO: 14028 CW 2011-11-26 0102 VE3MMQ        599 4      TF3CW         599 40
QSO: 14027 CW 2011-11-26 0102 VE3MMQ        599 4      OH8X          599 15
QSO: 14027 CW 2011-11-26 0104 VE3MMQ        599 4      6Y3M          599 08
QSO: 14032 CW 2011-11-26 0105 VE3MMQ        599 4      RU1A          599 16
QSO: 14033 CW 2011-11-26 0105 VE3MMQ        599 4      SK3W          599 14
QSO: 14034 CW 2011-11-26 0106 VE3MMQ        599 4      VK6LW         599 29
QSO: 14047 CW 2011-11-26 0107 VE3MMQ        599 4      8P5A          599 08
QSO: 14055 CW 2011-11-26 0107 VE3MMQ        599 4      OH0Z          599 15
QSO: 14060 CW 2011-11-26 0110 VE3MMQ        599 4      OH7M          599 15
QSO: 14064 CW 2011-11-26 0111 VE3MMQ        599 4      5B/RN3QO      599 20
QSO: 14066 CW 2011-11-26 0111 VE3MMQ        599 4      E21EIC        599 26
QSO: 14068 CW 2011-11-26 0115 VE3MMQ        599 4      FY5FY         599 09
QSO: 14063 CW 2011-11-26 0116 VE3MMQ        599 4      XR3A          599 12
QSO: 14058 CW 2011-11-26 0123 VE3MMQ        599 4      ZS2I          599 38
QSO: 14057 CW 2011-11-26 0124 VE3MMQ        599 4      9G5NP         599 35
QSO: 14045 CW 2011-11-26 0125 VE3MMQ        599 4      CT3KN         599 33
QSO:  7071 CW 2011-11-26 0215 VE3MMQ        599 4      SP4Z          599 15
QSO:  7071 CW 2011-11-26 0216 VE3MMQ        599 4      TM4Q          599 14
QSO:  7070 CW 2011-11-26 0216 VE3MMQ        599 4      EA8CN         599 33
QSO:  7066 CW 2011-11-26 0217 VE3MMQ        599 4      PJ2T          599 09
QSO:  7061 CW 2011-11-26 0218 VE3MMQ        599 4      OK3R          599 15
QSO:  7060 CW 2011-11-26 0219 VE3MMQ        599 4      YR1C          599 20
QSO:  7057 CW 2011-11-26 0219 VE3MMQ        599 4      EU1A          599 16
QSO:  7056 CW 2011-11-26 0221 VE3MMQ        599 4      HA7A          599 15
QSO:  7053 CW 2011-11-26 0221 VE3MMQ        599 4      DD1A          599 14
QSO:  7051 CW 2011-11-26 0221 VE3MMQ        599 4      DJ5QV         599 14
QSO:  7051 CW 2011-11-26 0222 VE3MMQ        599 4      EF8R          599 33
QSO:  7050 CW 2011-11-26 0223 VE3MMQ        599 4      G0WAT         599 14
QSO:  7049 CW 2011-11-26 0223 VE3MMQ        599 4      A71EM         599 21
QSO:  7048 CW 2011-11-26 0224 VE3MMQ        599 4      DD5M          599 14
QSO:  7046 CW 2011-11-26 0225 VE3MMQ        599 4      RT5G          599 16
QSO:  7047 CW 2011-11-26 0226 VE3MMQ        599 4      P40L          599 09
QSO:  7044 CW 2011-11-26 0227 VE3MMQ        599 4      S50R          599 15
QSO:  7043 CW 2011-11-26 0228 VE3MMQ        599 4      S57DX         599 15
QSO:  7042 CW 2011-11-26 0228 VE3MMQ        599 4      EA2DK         599 14
QSO:  7041 CW 2011-11-26 0229 VE3MMQ        599 4      F6KNB         599 14
QSO:  7039 CW 2011-11-26 0229 VE3MMQ        599 4      DL0GL         599 14
QSO:  7037 CW 2011-11-26 0230 VE3MMQ        599 4      DC4A          599 14
QSO:  7036 CW 2011-11-26 0233 VE3MMQ        599 4      VP2MWG        599 08
QSO:  7036 CW 2011-11-26 0233 VE3MMQ        599 4      YU2A          599 15
QSO:  7034 CW 2011-11-26 0235 VE3MMQ        599 4      V31AO         599 07
QSO:  7034 CW 2011-11-26 0235 VE3MMQ        599 4      VP2V/N3DXX    599 08
QSO:  7033 CW 2011-11-26 0236 VE3MMQ        599 4      YT7A          599 15
QSO:  7032 CW 2011-11-26 0236 VE3MMQ        599 4      S53MM         599 15
QSO:  7031 CW 2011-11-26 0236 VE3MMQ        599 4      IR4M          599 15
QSO:  7031 CW 2011-11-26 0237 VE3MMQ        599 4      EL2A          599 35
QSO:  7030 CW 2011-11-26 0237 VE3MMQ        599 4      EI6DX         599 14
QSO:  7027 CW 2011-11-26 0238 VE3MMQ        599 4      9A1A          599 15
QSO:  7027 CW 2011-11-26 0238 VE3MMQ        599 4      ZF1A          599 08
QSO:  7023 CW 2011-11-26 0240 VE3MMQ        599 4      OZ5E          599 14
QSO:  7024 CW 2011-11-26 0240 VE3MMQ        599 4      S52OP         599 15
QSO:  7021 CW 2011-11-26 0241 VE3MMQ        599 4      EA5CW         599 14
QSO:  7020 CW 2011-11-26 0242 VE3MMQ        599 4      CR6K          599 14
QSO:  7019 CW 2011-11-26 0242 VE3MMQ        599 4      LX7I          599 14
QSO:  7018 CW 2011-11-26 0243 VE3MMQ        599 4      N0NI          599 04
QSO:  7017 CW 2011-11-26 0244 VE3MMQ        599 4      IH9R          599 33
QSO:  7016 CW 2011-11-26 0245 VE3MMQ        599 4      KP2M          599 08
QSO:  7016 CW 2011-11-26 0246 VE3MMQ        599 4      II1A          599 15
QSO:  7015 CW 2011-11-26 0247 VE3MMQ        599 4      4O3A          599 15
QSO:  7009 CW 2011-11-26 0247 VE3MMQ        599 4      HK1X          599 09
QSO:  7008 CW 2011-11-26 0248 VE3MMQ        599 4      VP5CW         599 08
QSO:  7006 CW 2011-11-26 0248 VE3MMQ        599 4      YL2BJ         599 15
QSO:  7004 CW 2011-11-26 0249 VE3MMQ        599 4      PI4DX         599 14
QSO:  7003 CW 2011-11-26 0249 VE3MMQ        599 4      DF0HQ         599 14
QSO:  7002 CW 2011-11-26 0250 VE3MMQ        599 4      TK4W          599 15
QSO:  7007 CW 2011-11-26 0252 VE3MMQ        599 4      UW3U          599 16
QSO:  7007 CW 2011-11-26 0252 VE3MMQ        599 4      OM7A          599 15
QSO:  3514 CW 2011-11-26 0254 VE3MMQ        599 4      EU6AF         599 16
QSO:  3513 CW 2011-11-26 0255 VE3MMQ        599 4      CF3A          599 04
QSO:  3512 CW 2011-11-26 0255 VE3MMQ        599 4      HA3LI         599 15
QSO:  3512 CW 2011-11-26 0256 VE3MMQ        599 4      S59N          599 15
QSO:  3509 CW 2011-11-26 0257 VE3MMQ        599 4      YL2KO         599 15
QSO:  3509 CW 2011-11-26 0257 VE3MMQ        599 4      TK4W          599 15
QSO:  3508 CW 2011-11-26 0258 VE3MMQ        599 4      G5D           599 14
QSO:  3501 CW 2011-11-26 0259 VE3MMQ        599 4      VY2ZM         599 05
QSO:  3500 CW 2011-11-26 0300 VE3MMQ        599 4      TC2X          599 20
QSO:  3503 CW 2011-11-26 0301 VE3MMQ        599 4      UT7X          599 16
QSO:  3502 CW 2011-11-26 0301 VE3MMQ        599 4      K3LR          599 05
QSO:  3505 CW 2011-11-26 0302 VE3MMQ        599 4      F5NGA         599 14
QSO:  3505 CW 2011-11-26 0303 VE3MMQ        599 4      EV1R          599 16
QSO:  3506 CW 2011-11-26 0304 VE3MMQ        599 4      RF4M          599 16
QSO:  3511 CW 2011-11-26 0305 VE3MMQ        599 4      HG7T          599 15
QSO:  3515 CW 2011-11-26 0306 VE3MMQ        599 4      AD8P          599 04
QSO:  3515 CW 2011-11-26 0309 VE3MMQ        599 4      SN7Q          599 15
QSO:  3517 CW 2011-11-26 0311 VE3MMQ        599 4      OY1CT         599 14
QSO:  3518 CW 2011-11-26 0311 VE3MMQ        599 4      OL3Z          599 15
QSO:  3520 CW 2011-11-26 0313 VE3MMQ        599 4      DM8D          599 14
QSO:  3522 CW 2011-11-26 0315 VE3MMQ        599 4      LN8W          599 14
QSO:  3522 CW 2011-11-26 0316 VE3MMQ        599 4      DL7ON         599 14
QSO:  3523 CW 2011-11-26 0318 VE3MMQ        599 4      C5A           599 35
QSO:  3526 CW 2011-11-26 0318 VE3MMQ        599 4      EF8S          599 33
QSO:  3526 CW 2011-11-26 0319 VE3MMQ        599 4      HF3R          599 15
QSO:  3528 CW 2011-11-26 0320 VE3MMQ        599 4      IS0AFM        599 15
QSO:  3531 CW 2011-11-26 0321 VE3MMQ        599 4      9A1A          599 15
QSO:  3534 CW 2011-11-26 0322 VE3MMQ        599 4      PJ4A          599 09
QSO:  3536 CW 2011-11-26 0322 VE3MMQ        599 4      YT4T          599 15
QSO:  3537 CW 2011-11-26 0323 VE3MMQ        599 4      CR3L          599 33
QSO:  3537 CW 2011-11-26 0323 VE3MMQ        599 4      DL4MCF        599 14
QSO:  3539 CW 2011-11-26 0324 VE3MMQ        599 4      MD2C          599 14
QSO:  3546 CW 2011-11-26 0328 VE3MMQ        599 4      G5O           599 14
QSO:  3547 CW 2011-11-26 0328 VE3MMQ        599 4      DL5YM         599 14
QSO:  3548 CW 2011-11-26 0330 VE3MMQ        599 4      PA3GFE        599 14
QSO:  3548 CW 2011-11-26 0330 VE3MMQ        599 4      R7AW          599 16
QSO:  3549 CW 2011-11-26 0331 VE3MMQ        599 4      DC4A          599 14
QSO:  3549 CW 2011-11-26 0331 VE3MMQ        599 4      SM6CNN        599 14
QSO:  3551 CW 2011-11-26 0332 VE3MMQ        599 4      9A1AA         599 15
QSO:  3556 CW 2011-11-26 0333 VE3MMQ        599 4      LN9Z          599 14
QSO:  3557 CW 2011-11-26 0334 VE3MMQ        599 4      ER4A          599 16
QSO:  3559 CW 2011-11-26 0334 VE3MMQ        599 4      LN3Z          599 14
QSO:  3559 CW 2011-11-26 0336 VE3MMQ        599 4      SQ2IHP        599 15
QSO:  3560 CW 2011-11-26 0337 VE3MMQ        599 4      F5VBU         599 14
QSO:  3563 CW 2011-11-26 0338 VE3MMQ        599 4      UT0T          599 16
QSO:  3563 CW 2011-11-26 0338 VE3MMQ        599 4      HB9STEVE      599 14
QSO:  3563 CW 2011-11-26 0339 VE3MMQ        599 4      YT6T          599 15
QSO:  3565 CW 2011-11-26 0339 VE3MMQ        599 4      YL2SM         599 15
QSO:  3565 CW 2011-11-26 0340 VE3MMQ        599 4      HA6OA         599 15
QSO:  3566 CW 2011-11-26 0341 VE3MMQ        599 4      S53F          599 15
QSO:  3566 CW 2011-11-26 0341 VE3MMQ        599 4      PA5KT         599 14
QSO:  3574 CW 2011-11-26 0346 VE3MMQ        599 4      YR2X          599 20
QSO:  3560 CW 2011-11-26 0348 VE3MMQ        599 4      KP4EJ         599 08
QSO:  3557 CW 2011-11-26 0349 VE3MMQ        599 4      OM3RRC        599 15
QSO:  3551 CW 2011-11-26 0351 VE3MMQ        599 4      LZ5R          599 20
QSO:  3545 CW 2011-11-26 0352 VE3MMQ        599 4      UZ2M          599 16
QSO:  3543 CW 2011-11-26 0352 VE3MMQ        599 4      YU0T          599 15
QSO:  3543 CW 2011-11-26 0353 VE3MMQ        599 4      YP8T          599 20
QSO:  3542 CW 2011-11-26 0353 VE3MMQ        599 4      SP3GTS        599 15
QSO:  3539 CW 2011-11-26 0354 VE3MMQ        599 4      TM6X          599 14
QSO:  3532 CW 2011-11-26 0356 VE3MMQ        599 4      LZ9W          599 20
QSO:  3531 CW 2011-11-26 0357 VE3MMQ        599 4      DF0HQ         599 14
QSO:  3530 CW 2011-11-26 0357 VE3MMQ        599 4      SP4Z          599 15
QSO:  3530 CW 2011-11-26 0357 VE3MMQ        599 4      DR1A          599 14
QSO:  3529 CW 2011-11-26 0359 VE3MMQ        599 4      UT7EZ         599 16
QSO:  3528 CW 2011-11-26 0400 VE3MMQ        599 4      OK2D          599 15
QSO:  3528 CW 2011-11-26 0400 VE3MMQ        599 4      DL1A          599 14
QSO:  3527 CW 2011-11-26 0401 VE3MMQ        599 4      F6KNB         599 14
QSO:  3527 CW 2011-11-26 0401 VE3MMQ        599 4      RT5Z          599 16
QSO:  3521 CW 2011-11-26 0403 VE3MMQ        599 4      DF7ZS         599 14
QSO:  3520 CW 2011-11-26 0404 VE3MMQ        599 4      OM1BM         599 15
QSO:  3516 CW 2011-11-26 0405 VE3MMQ        599 4      ES9C          599 15
QSO:  3516 CW 2011-11-26 0406 VE3MMQ        599 4      ON4ALY        599 14
QSO:  3515 CW 2011-11-26 0407 VE3MMQ        599 4      SE0X          599 14
QSO:  3515 CW 2011-11-26 0408 VE3MMQ        599 4      LZ1195IR      599 20
QSO:  3514 CW 2011-11-26 0409 VE3MMQ        599 4      RN3F          599 16
QSO:  3502 CW 2011-11-26 0412 VE3MMQ        599 4      EI6IZ         599 14
QSO:  1835 CW 2011-11-26 0417 VE3MMQ        599 4      DR1A          599 14
QSO:  1833 CW 2011-11-26 0418 VE3MMQ        599 4      CR2X          599 14
QSO:  1832 CW 2011-11-26 0419 VE3MMQ        599 4      PJ2T          599 09
QSO:  1830 CW 2011-11-26 0420 VE3MMQ        599 4      C6AAW         599 08
QSO:  1827 CW 2011-11-26 0423 VE3MMQ        599 4      PA0O          599 14
QSO:  1826 CW 2011-11-26 0423 VE3MMQ        599 4      CE1/K7CA      599 12
QSO:  1824 CW 2011-11-26 0426 VE3MMQ        599 4      KV4FZ         599 08
QSO:  1823 CW 2011-11-26 0427 VE3MMQ        599 4      DL2F          599 14
