START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.8.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: DL6EZ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 118980
OPERATORS:
CLUB: Bavarian Contest Club
NAME: Hans Dieter Boeckenkamp
SOAPBOX:
QSO: 28094 CW 2011-11-27 1545 DL6EZ         599 14     CT8/W1NN      599 14     0
QSO: 28149 CW 2011-11-27 1546 DL6EZ         599 14     XE2B          599 06     0
QSO: 28097 CW 2011-11-27 1547 DL6EZ         599 14     KP2M          599 08     0
QSO: 28158 CW 2011-11-27 1549 DL6EZ         599 14     ZW5B          599 11     0
QSO: 28041 CW 2011-11-27 1550 DL6EZ         599 14     XE1CT         599 06     0
QSO: 28048 CW 2011-11-27 1551 DL6EZ         599 14     DK3KD         599 14     0
QSO: 28063 CW 2011-11-27 1553 DL6EZ         599 14     W4ZV          599 05     0
QSO: 28087 CW 2011-11-27 1554 DL6EZ         599 14     V31AO         599 07     0
QSO: 28103 CW 2011-11-27 1555 DL6EZ         599 14     P40W          599 09     0
QSO: 28126 CW 2011-11-27 1556 DL6EZ         599 14     W5MJ          599 04     0
QSO: 28142 CW 2011-11-27 1556 DL6EZ         599 14     N0IJ          599 04     0
QSO: 28172 CW 2011-11-27 1556 DL6EZ         599 14     EA5YU         599 14     0
QSO: 28117 CW 2011-11-27 1558 DL6EZ         599 14     PW2D          599 11     0
QSO: 28059 CW 2011-11-27 1559 DL6EZ         599 14     K8PO          599 05     0
QSO: 28059 CW 2011-11-27 1600 DL6EZ         599 14     K0HA          599 04     0
QSO: 28163 CW 2011-11-27 1600 DL6EZ         599 14     PY2NDX        599 11     0
QSO: 28115 CW 2011-11-27 1601 DL6EZ         599 14     TI5A          599 07     0
QSO: 28007 CW 2011-11-27 1602 DL6EZ         599 14     C5A           599 35     0
QSO: 28125 CW 2011-11-27 1604 DL6EZ         599 14     PP1CZ         599 11     0
QSO: 28068 CW 2011-11-27 1609 DL6EZ         599 14     EF8R          599 33     0
QSO: 28083 CW 2011-11-27 1611 DL6EZ         599 14     NE8P          599 04     0
QSO: 28069 CW 2011-11-27 1616 DL6EZ         599 14     V26K          599 08     0
QSO: 28009 CW 2011-11-27 1617 DL6EZ         599 14     KB1H          599 05     0
QSO: 28096 CW 2011-11-27 1622 DL6EZ         599 14     ZD8W          599 36     0
QSO: 28057 CW 2011-11-27 1626 DL6EZ         599 14     W3LPL         599 05     0
QSO: 28092 CW 2011-11-27 1628 DL6EZ         599 14     W3EF          599 05     0
QSO: 28099 CW 2011-11-27 1629 DL6EZ         599 14     K0RF          599 04     0
QSO: 28029 CW 2011-11-27 1631 DL6EZ         599 14     K5GO          599 04     0
QSO: 28039 CW 2011-11-27 1632 DL6EZ         599 14     K9NR          599 04     0
QSO: 28006 CW 2011-11-27 1633 DL6EZ         599 14     NQ4I          599 05     0
QSO: 28111 CW 2011-11-27 1633 DL6EZ         599 14     N5DO          599 04     0
QSO: 28112 CW 2011-11-27 1635 DL6EZ         599 14     N7DR          599 04     0
QSO: 28005 CW 2011-11-27 1638 DL6EZ         599 14     K0SR          599 04     0
QSO: 28060 CW 2011-11-27 1640 DL6EZ         599 14     MD4K          599 14     0
QSO: 28112 CW 2011-11-27 1641 DL6EZ         599 14     K0TV          599 05     0
QSO: 28167 CW 2011-11-27 1642 DL6EZ         599 14     NE3F          599 05     0
QSO: 28107 CW 2011-11-27 1642 DL6EZ         599 14     K8AZ          599 04     0
QSO: 28138 CW 2011-11-27 1644 DL6EZ         599 14     PY3OZ         599 11     0
QSO: 28048 CW 2011-11-27 1648 DL6EZ         599 14     KC1XX         599 05     0
QSO: 28012 CW 2011-11-27 1650 DL6EZ         599 14     W9SN          599 04     0
QSO: 14068 CW 2011-11-27 1659 DL6EZ         599 14     VY2TT         599 04     0
QSO: 14094 CW 2011-11-27 1700 DL6EZ         599 14     W7WA          599 03     0
QSO: 14062 CW 2011-11-27 1700 DL6EZ         599 14     YL2SM         599 15     0
QSO: 14025 CW 2011-11-27 1701 DL6EZ         599 14     W2FU          599 05     0
QSO: 14023 CW 2011-11-27 1702 DL6EZ         599 14     TK4W          599 15     0
QSO: 14066 CW 2011-11-27 1703 DL6EZ         599 14     UZ2M          599 16     0
QSO: 14029 CW 2011-11-27 1703 DL6EZ         599 14     LY5R          599 15     0
QSO: 14018 CW 2011-11-27 1705 DL6EZ         599 14     K3LR          599 05     0
QSO: 14021 CW 2011-11-27 1705 DL6EZ         599 14     RT4F          599 16     0
QSO: 14027 CW 2011-11-27 1706 DL6EZ         599 14     SP4YPB        599 15     0
QSO: 14017 CW 2011-11-27 1706 DL6EZ         599 14     IS0AFM        599 15     0
QSO: 14048 CW 2011-11-27 1707 DL6EZ         599 14     R7AW          599 16     0
QSO: 14081 CW 2011-11-27 1707 DL6EZ         599 14     SV1ENG        599 20     0
QSO: 14081 CW 2011-11-27 1708 DL6EZ         599 14     VK6LW         599 29     0
QSO: 14002 CW 2011-11-27 1710 DL6EZ         599 14     NR4M          599 05     0
QSO: 14010 CW 2011-11-27 1711 DL6EZ         599 14     WE3C          599 05     0
QSO: 14009 CW 2011-11-27 1712 DL6EZ         599 14     YL3FT         599 15     0
QSO: 14069 CW 2011-11-27 1713 DL6EZ         599 14     W1HIS         599 05     0
QSO: 14000 CW 2011-11-27 1713 DL6EZ         599 14     KC1XX         599 05     0
QSO: 14011 CW 2011-11-27 1714 DL6EZ         599 14     NQ4I          599 05     0
QSO: 14018 CW 2011-11-27 1715 DL6EZ         599 14     4X/UT7DK      599 20     0
QSO: 14065 CW 2011-11-27 1717 DL6EZ         599 14     P33W          599 20     0
QSO: 14025 CW 2011-11-27 1717 DL6EZ         599 14     OK1FZM        599 15     0
QSO: 14061 CW 2011-11-27 1718 DL6EZ         599 14     II9T          599 15     0
QSO: 14075 CW 2011-11-27 1719 DL6EZ         599 14     KP2MM         599 08     0
QSO: 14034 CW 2011-11-27 1720 DL6EZ         599 14     HG4F          599 15     0
QSO: 14001 CW 2011-11-27 1722 DL6EZ         599 14     W3LPL         599 05     0
QSO: 14003 CW 2011-11-27 1723 DL6EZ         599 14     UR7R          599 16     0
QSO: 14004 CW 2011-11-27 1724 DL6EZ         599 14     YT7A          599 15     0
QSO: 14004 CW 2011-11-27 1725 DL6EZ         599 14     SV8GKE        599 20     0
QSO: 14005 CW 2011-11-27 1726 DL6EZ         599 14     EA2IF         599 14     0
QSO: 14026 CW 2011-11-27 1730 DL6EZ         599 14     G6T           599 14     0
QSO: 14009 CW 2011-11-27 1731 DL6EZ         599 14     DK3GI         599 14     0
QSO: 14083 CW 2011-11-27 1732 DL6EZ         599 14     FY5FY         599 09     0
QSO: 14006 CW 2011-11-27 1733 DL6EZ         599 14     C5A           599 35     0
QSO: 14039 CW 2011-11-27 1734 DL6EZ         599 14     ES9C          599 15     0
QSO: 14024 CW 2011-11-27 1734 DL6EZ         599 14     S50U          599 15     0
QSO: 14007 CW 2011-11-27 1737 DL6EZ         599 14     N1UR          599 05     0
QSO: 14022 CW 2011-11-27 1741 DL6EZ         599 14     LY2W          599 15     0
QSO: 14051 CW 2011-11-27 1742 DL6EZ         599 14     N2MM          599 05     0
QSO: 14068 CW 2011-11-27 1744 DL6EZ         599 14     LZ1BJ         599 20     0
QSO: 14098 CW 2011-11-27 1744 DL6EZ         599 14     K2ONP         599 05     0
QSO: 14097 CW 2011-11-27 1746 DL6EZ         599 14     S58MU         599 15     0
QSO: 14095 CW 2011-11-27 1746 DL6EZ         599 14     IT9INO        599 15     0
QSO: 14092 CW 2011-11-27 1747 DL6EZ         599 14     YT6W          599 15     0
QSO: 14091 CW 2011-11-27 1747 DL6EZ         599 14     KS1J          599 05     0
QSO: 14089 CW 2011-11-27 1748 DL6EZ         599 14     N4VV          599 05     0
