START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.229 [RUS]
CALLSIGN: RA6C
CONTEST: CQ-WW-CW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TIME: 48-HOURS
CATEGORY-TRANSMITTER: ONE
OPERATORS: ra6c
LOCATION: KN93VP
NAME: Victor
QSO:  7000 CW 2011-11-26 0040 RA6C          599 16     TK4W          599 15
QSO:  7000 CW 2011-11-26 0051 RA6C          599 16     DF77S         599 14
QSO:  7000 CW 2011-11-26 0055 RA6C          599 16     N3RR          599 5
QSO:  7000 CW 2011-11-26 0056 RA6C          599 16     WC1M          599 5
QSO:  7000 CW 2011-11-26 0059 RA6C          599 16     W2PV          599 5
QSO:  7000 CW 2011-11-26 0100 RA6C          599 16     OM8A          599 15
QSO:  7000 CW 2011-11-26 0101 RA6C          599 16     W3KL          599 5
QSO:  7000 CW 2011-11-26 0102 RA6C          599 16     YU1LA         599 15
QSO:  7000 CW 2011-11-26 0113 RA6C          599 16     KC1XX         599 5
QSO:  7000 CW 2011-11-26 0115 RA6C          599 16     N3RS          599 5
QSO:  7000 CW 2011-11-26 0117 RA6C          599 16     NY4A          599 5
QSO:  7000 CW 2011-11-26 0120 RA6C          599 16     CR3L          599 33
QSO:  7000 CW 2011-11-26 0120 RA6C          599 16     W3UA          599 5
QSO:  7000 CW 2011-11-26 0122 RA6C          599 16     WE3C          599 5
QSO:  7000 CW 2011-11-26 0123 RA6C          599 16     W3LPL         599 5
QSO:  7000 CW 2011-11-26 0126 RA6C          599 16     4Z5TK         599 20
QSO:  7000 CW 2011-11-26 0127 RA6C          599 16     W2ID          599 5
QSO:  7000 CW 2011-11-26 0128 RA6C          599 16     LZ5R          599 20
QSO:  7000 CW 2011-11-26 0129 RA6C          599 16     YU1UN         599 15
