START-OF-LOG: 3.0
CALLSIGN: 7Z1HL
CLUB: None
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 1356225
OPERATORS: 7Z1HL
NAME: Heribert Lennertz
CREATED-BY: N1MM Logger V11.11.1
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 28037 CW 2011-11-26 1314 7Z1HL         599 21     DR1A          599 14
QSO: 28055 CW 2011-11-26 1317 7Z1HL         599 21     DR1D          599 14
QSO: 28000 CW 2011-11-26 1318 7Z1HL         599 21     PP1CZ         599 11
QSO: 28001 CW 2011-11-26 1319 7Z1HL         599 21     TM6M          599 14
QSO: 28001 CW 2011-11-26 1320 7Z1HL         599 21     UW3U          599 16
QSO: 28005 CW 2011-11-26 1321 7Z1HL         599 21     N1UR          599 05
QSO: 28006 CW 2011-11-26 1323 7Z1HL         599 21     LN8W          599 14
QSO: 28026 CW 2011-11-26 1324 7Z1HL         599 21     UA3R          599 16
QSO: 28027 CW 2011-11-26 1326 7Z1HL         599 21     LX7I          599 14
QSO: 28040 CW 2011-11-26 1328 7Z1HL         599 21     ER4A          599 16
QSO: 28044 CW 2011-11-26 1329 7Z1HL         599 21     VY2ZM         599 05
QSO: 28048 CW 2011-11-26 1330 7Z1HL         599 21     CT8/W1NN      599 14
QSO: 28053 CW 2011-11-26 1332 7Z1HL         599 21     MD4K          599 14
QSO: 28059 CW 2011-11-26 1333 7Z1HL         599 21     PA3S          599 14
QSO: 28061 CW 2011-11-26 1334 7Z1HL         599 21     G5O           599 14
QSO: 28061 CW 2011-11-26 1336 7Z1HL         599 21     LZ9A          599 14
QSO: 28063 CW 2011-11-26 1337 7Z1HL         599 21     ON4IA         599 14
QSO: 28071 CW 2011-11-26 1338 7Z1HL         599 21     K1ZR          599 05
QSO: 28076 CW 2011-11-26 1340 7Z1HL         599 21     V26K          599 08
QSO: 28084 CW 2011-11-26 1342 7Z1HL         599 21     DL0GL         599 14
QSO: 28081 CW 2011-11-26 1343 7Z1HL         599 21     V5/DJ4SO      599 38
QSO: 28061 CW 2011-11-26 1346 7Z1HL         599 21     OZ2TF         599 14
QSO: 28109 CW 2011-11-26 1348 7Z1HL         599 21     HZ1FI         599 21
QSO: 28058 CW 2011-11-26 1351 7Z1HL         599 21     UU5AF         599 16
QSO: 28058 CW 2011-11-26 1351 7Z1HL         599 21     CR3L          599 33
QSO: 28058 CW 2011-11-26 1351 7Z1HL         599 21     RM5A          599 16
QSO: 28058 CW 2011-11-26 1352 7Z1HL         599 21     YC3TKH        599 28
QSO: 28058 CW 2011-11-26 1353 7Z1HL         599 21     YP3A          599 20
QSO: 28058 CW 2011-11-26 1353 7Z1HL         599 21     W4UX          599 05
QSO: 28058 CW 2011-11-26 1354 7Z1HL         599 21     EW8DX         599 16
QSO: 28058 CW 2011-11-26 1355 7Z1HL         599 21     LZ9R          599 20
QSO: 28058 CW 2011-11-26 1355 7Z1HL         599 21     W5LE          599 04
QSO: 28058 CW 2011-11-26 1356 7Z1HL         599 21     G4RKO         599 14
QSO: 28058 CW 2011-11-26 1356 7Z1HL         599 21     N5RR          599 04
QSO: 28058 CW 2011-11-26 1358 7Z1HL         599 21     G3TBK         599 14
QSO: 28058 CW 2011-11-26 1359 7Z1HL         599 21     N4LF          599 05
QSO: 28058 CW 2011-11-26 1400 7Z1HL         599 21     N6AR          599 05
QSO: 28058 CW 2011-11-26 1401 7Z1HL         599 21     LZ3D          599 23
QSO: 28058 CW 2011-11-26 1402 7Z1HL         599 21     G3UFY         599 14
QSO: 28058 CW 2011-11-26 1402 7Z1HL         599 21     YO7MGG        599 20
QSO: 28058 CW 2011-11-26 1402 7Z1HL         599 21     KC1XX         599 05
QSO: 28058 CW 2011-11-26 1403 7Z1HL         599 21     IK2CIO        599 15
QSO: 28058 CW 2011-11-26 1403 7Z1HL         599 21     EF2A          599 14
QSO: 28058 CW 2011-11-26 1404 7Z1HL         599 21     OG6N          599 15
QSO: 28058 CW 2011-11-26 1404 7Z1HL         599 21     N3AF          599 05
QSO: 28058 CW 2011-11-26 1404 7Z1HL         599 21     EA5CW         599 14
QSO: 28058 CW 2011-11-26 1405 7Z1HL         599 21     AB4ZT         599 05
QSO: 28058 CW 2011-11-26 1405 7Z1HL         599 21     G4A           599 14
QSO: 28058 CW 2011-11-26 1405 7Z1HL         599 21     W2RD          599 05
QSO: 28058 CW 2011-11-26 1407 7Z1HL         599 21     W4KX          599 05
QSO: 28058 CW 2011-11-26 1407 7Z1HL         599 21     VE3EJ         599 04
QSO: 28058 CW 2011-11-26 1407 7Z1HL         599 21     K5NA          599 04
QSO: 28058 CW 2011-11-26 1408 7Z1HL         599 21     OK5MK         599 15
QSO: 28058 CW 2011-11-26 1408 7Z1HL         599 21     G3LPU         599 14
QSO: 28058 CW 2011-11-26 1409 7Z1HL         599 21     EA3GLB        599 14
QSO: 28058 CW 2011-11-26 1410 7Z1HL         599 21     OK1NI         599 15
QSO: 28058 CW 2011-11-26 1410 7Z1HL         599 21     YO2IS         599 20
QSO: 28058 CW 2011-11-26 1410 7Z1HL         599 21     EA5DKU        599 14
QSO: 28058 CW 2011-11-26 1411 7Z1HL         599 21     W1RM          599 05
QSO: 28058 CW 2011-11-26 1412 7Z1HL         599 21     LU5FF         599 13
QSO: 21036 CW 2011-11-26 1435 7Z1HL         599 21     4Z5KO         599 20
QSO: 21033 CW 2011-11-26 1436 7Z1HL         599 21     UT4ZG         599 16
QSO: 21026 CW 2011-11-26 1436 7Z1HL         599 21     YU5A          599 15
QSO: 21035 CW 2011-11-26 1440 7Z1HL         599 21     9A1A          599 15
QSO: 21035 CW 2011-11-26 1440 7Z1HL         599 21     9A5Y          599 15
QSO: 21035 CW 2011-11-26 1441 7Z1HL         599 21     UU2CW         599 16
QSO: 21035 CW 2011-11-26 1441 7Z1HL         599 21     RT5Z          599 16
QSO: 21035 CW 2011-11-26 1441 7Z1HL         599 21     N3RS          599 05
QSO: 21035 CW 2011-11-26 1442 7Z1HL         599 21     DC9ZP         599 14
QSO: 21035 CW 2011-11-26 1442 7Z1HL         599 21     OK5W          599 15
QSO: 21035 CW 2011-11-26 1442 7Z1HL         599 21     N5AU          599 04
QSO: 21035 CW 2011-11-26 1443 7Z1HL         599 21     EA1JK         599 14
QSO: 21035 CW 2011-11-26 1443 7Z1HL         599 21     WE3C          599 05
QSO: 21035 CW 2011-11-26 1443 7Z1HL         599 21     K9CT          599 04
QSO: 21035 CW 2011-11-26 1444 7Z1HL         599 21     OK6Y          599 15
QSO: 21035 CW 2011-11-26 1444 7Z1HL         599 21     G3TBK         599 14
QSO: 21035 CW 2011-11-26 1444 7Z1HL         599 21     DL1A          599 14
QSO: 21035 CW 2011-11-26 1445 7Z1HL         599 21     DO6SR         599 14
QSO: 21035 CW 2011-11-26 1445 7Z1HL         599 21     CR3L          599 33
QSO: 21035 CW 2011-11-26 1446 7Z1HL         599 21     WR5W          599 04
QSO: 21035 CW 2011-11-26 1446 7Z1HL         599 21     OE4A          599 15
QSO: 21035 CW 2011-11-26 1447 7Z1HL         599 21     DL3KVR        599 14
QSO: 21035 CW 2011-11-26 1448 7Z1HL         599 21     DH2URF        599 14
QSO: 21035 CW 2011-11-26 1449 7Z1HL         599 21     EA7/OH6XY     599 14
