START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA9CD
CLUB: 
CONTEST: EA-RTTY
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 50605
OPERATORS: EA9CD
NAME: JOSE ANTONIO MENDEZ
SOAPBOX: Buenas condiciones en 20,40 y 80 apertura con Norte America, una pena tener que dejar
SOAPBOX: el concurso por tema de trabajo, estaba disfrutándolo ..... Saludos
CREATED-BY: WinURECon 3.13 (Windows XP)
QSO:  7000 RY 2017-04-01 1726 EA9CD         599 CE     ED1R          599 AV
QSO: 14000 RY 2017-04-01 1730 EA9CD         599 CE     F4FCE         599 050
QSO: 14000 RY 2017-04-01 1730 EA9CD         599 CE     RK4FF         599 076
QSO: 14000 RY 2017-04-01 1731 EA9CD         599 CE     RU3OZ         599 022
QSO: 14000 RY 2017-04-01 1732 EA9CD         599 CE     IW1QN         599 047
QSO: 14000 RY 2017-04-01 1732 EA9CD         599 CE     PE1BNF        599 033
QSO: 14000 RY 2017-04-01 1733 EA9CD         599 CE     ON5GQ         599 032
QSO: 14000 RY 2017-04-01 1734 EA9CD         599 CE     PA3HGF        599 017
QSO: 14000 RY 2017-04-01 1734 EA9CD         599 CE     PA4B          599 035
QSO: 14000 RY 2017-04-01 1735 EA9CD         599 CE     DJ4MH         599 035
QSO: 14000 RY 2017-04-01 1736 EA9CD         599 CE     M0IEP         599 028
QSO: 14000 RY 2017-04-01 1737 EA9CD         599 CE     ON6NL         599 036
QSO: 14000 RY 2017-04-01 1738 EA9CD         599 CE     UR5LY         599 020
QSO: 14000 RY 2017-04-01 1738 EA9CD         599 CE     DL5KUD        599 029
QSO: 14000 RY 2017-04-01 1739 EA9CD         599 CE     DL2RH         599 022
QSO: 14000 RY 2017-04-01 1739 EA9CD         599 CE     LZ2BE         599 058
QSO: 14000 RY 2017-04-01 1740 EA9CD         599 CE     IZ3NVR        599 027
QSO: 14000 RY 2017-04-01 1741 EA9CD         599 CE     G8APB         599 043
QSO: 14000 RY 2017-04-01 1742 EA9CD         599 CE     YO3RU         599 051
QSO: 14000 RY 2017-04-01 1742 EA9CD         599 CE     E77C          599 027
QSO: 14000 RY 2017-04-01 1743 EA9CD         599 CE     PA3DBS        599 013
QSO: 14000 RY 2017-04-01 1744 EA9CD         599 CE     DL1ARJ        599 030
QSO: 14000 RY 2017-04-01 1745 EA9CD         599 CE     DL3DRN        599 028
QSO: 14000 RY 2017-04-01 1746 EA9CD         599 CE     DL1CW         599 055
QSO: 14000 RY 2017-04-01 1747 EA9CD         599 CE     OH2MQ         599 047
QSO: 14000 RY 2017-04-01 1748 EA9CD         599 CE     OF3P          599 035
QSO: 14000 RY 2017-04-01 1749 EA9CD         599 CE     PG5V          599 017
QSO: 14000 RY 2017-04-01 1749 EA9CD         599 CE     EM0I          599 096
QSO: 14000 RY 2017-04-01 1750 EA9CD         599 CE     PD0ME         599 022
QSO: 14000 RY 2017-04-01 1751 EA9CD         599 CE     UR7QM         599 025
QSO: 14000 RY 2017-04-01 1752 EA9CD         599 CE     OK2BEN        599 026
QSO: 14000 RY 2017-04-01 1752 EA9CD         599 CE     OE3RTB        599 041
QSO: 14000 RY 2017-04-01 1753 EA9CD         599 CE     YL2KO         599 047
QSO: 14000 RY 2017-04-01 1753 EA9CD         599 CE     IZ5CLJ        599 026
QSO: 14000 RY 2017-04-01 1754 EA9CD         599 CE     DL7UXG        599 029
QSO: 14000 RY 2017-04-01 1754 EA9CD         599 CE     W9ILY         599 097
QSO: 14000 RY 2017-04-01 1755 EA9CD         599 CE     EW6DM         599 022
QSO: 14000 RY 2017-04-01 1756 EA9CD         599 CE     PA4GDR        599 016
QSO: 14000 RY 2017-04-01 1757 EA9CD         599 CE     DL1DTL        599 041
QSO: 14000 RY 2017-04-01 1757 EA9CD         599 CE     OK1CT         599 030
QSO: 14000 RY 2017-04-01 1758 EA9CD         599 CE     OH2HAN        599 096
QSO: 14000 RY 2017-04-01 1758 EA9CD         599 CE     PA2W          599 042
QSO: 14000 RY 2017-04-01 1759 EA9CD         599 CE     SP6MLX        599 050
QSO: 14000 RY 2017-04-01 1800 EA9CD         599 CE     UA6LJB        599 062
QSO: 14000 RY 2017-04-01 1801 EA9CD         599 CE     PC1EMR        599 014
QSO: 14000 RY 2017-04-01 1802 EA9CD         599 CE     UR5FBM        599 070
QSO: 14000 RY 2017-04-01 1802 EA9CD         599 CE     IZ7FLP        599 081
QSO: 14000 RY 2017-04-01 1803 EA9CD         599 CE     W9RF          599 042
QSO: 14000 RY 2017-04-01 1805 EA9CD         599 CE     Z37M          599 072
QSO: 14000 RY 2017-04-01 1805 EA9CD         599 CE     EA8PT         599 GC
QSO: 14000 RY 2017-04-01 1806 EA9CD         599 CE     RG4A          599 066
QSO: 14000 RY 2017-04-01 1807 EA9CD         599 CE     UY5TE         599 015
QSO: 14000 RY 2017-04-01 1808 EA9CD         599 CE     EM2G          599 101
QSO: 14000 RY 2017-04-01 1808 EA9CD         599 CE     ON6HX         599 009
QSO: 14000 RY 2017-04-01 1809 EA9CD         599 CE     YU8NU         599 057
QSO: 14000 RY 2017-04-01 1811 EA9CD         599 CE     SP4TXI        599 066
QSO: 14000 RY 2017-04-01 1813 EA9CD         599 CE     EA2ASB        599 BI
QSO: 14000 RY 2017-04-01 1814 EA9CD         599 CE     US0MS         599 038
QSO: 14000 RY 2017-04-01 1814 EA9CD         599 CE     ON4AMP        599 048
QSO: 14000 RY 2017-04-01 1816 EA9CD         599 CE     DF2F          599 016
QSO: 14000 RY 2017-04-01 1816 EA9CD         599 CE     IK4ZIF        599 041
QSO: 14000 RY 2017-04-01 1817 EA9CD         599 CE     S58K          599 044
QSO: 14000 RY 2017-04-01 1817 EA9CD         599 CE     YO4UQ         599 022
QSO: 14000 RY 2017-04-01 1820 EA9CD         599 CE     YT5DEY        599 011
