START-OF-LOG: 3.0
CREATED-BY: HMRA public 9A HRS HF Robot downloader
CONTEST: 9A-CW
CALLSIGN: UN8PT
OPERATORS: UN8PT
CATEGORY: B09
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: HIGH
CLAIMED-SCORE: 26416
SOAPBOX: Recreated from 9A HRS HF Robot public QSO table for Croatian DX Contest 2025.
SOAPBOX: Public error-summary rows are ignored.
SOAPBOX: Source: https://www.hamradio.hr/hfrobot/hfcc_log.php?What=vloghtm&CID=2025-12-20&ID=UN8PT
SOAPBOX: Source category label: B09 - Single Operator, Two Bands, Mixed, High Power.
SOAPBOX: Published QSO count: 168.
QSO: 14024 CW 2025-12-21 0330 UN8PT         599 0001 30    RW0AJ         599 0000 32   
QSO: 14019 CW 2025-12-21 0343 UN8PT         599 0002 30    R0RG/9        599 0000 31   
QSO: 21027 CW 2025-12-21 0346 UN8PT         599 0003 30    RA0AR         599 0000 32   
QSO: 21012 CW 2025-12-21 0422 UN8PT         599 0004 30    RU0LL         599 0000 34   
QSO: 21027 CW 2025-12-21 0424 UN8PT         599 0005 30    BG0ETY        599 0000 42   
QSO: 21027 CW 2025-12-21 0425 UN8PT         599 0006 30    JR4FLW        599 0000 45   
QSO: 14024 CW 2025-12-21 0429 UN8PT         599 0007 30    UN7LV         599 0000 30   
QSO: 14024 CW 2025-12-21 0430 UN8PT         599 0008 30    RA9AP         599 0000 30   
QSO: 14024 CW 2025-12-21 0431 UN8PT         599 0009 30    RG9A          599 0000 30   
QSO: 14024 CW 2025-12-21 0431 UN8PT         599 0010 30    BG0ETY        599 0000 42   
QSO: 14017 CW 2025-12-21 0433 UN8PT         599 0011 30    RQ9O          599 0000 31   
QSO: 14023 CW 2025-12-21 0449 UN8PT         599 0012 30    R0KA/9        599 0000 31   
QSO: 14012 CW 2025-12-21 0451 UN8PT         599 0013 30    R7TW          599 0000 29   
QSO: 21027 CW 2025-12-21 0455 UN8PT         599 0014 30    RV3FF         599 0000 29   
QSO: 21027 CW 2025-12-21 0455 UN8PT         599 0015 30    RC0AT         599 0000 32   
QSO: 14011 CW 2025-12-21 0458 UN8PT         599 0016 30    RW0UM         599 0000 33   
QSO: 14013 CW 2025-12-21 0459 UN8PT         599 0017 30    RW9AV         599 0000 21   
QSO: 14019 CW 2025-12-21 0501 UN8PT         599 0018 30    RT8O          599 0000 31   
QSO: 21021 CW 2025-12-21 0504 UN8PT         599 0019 30    BI8CZM        599 0000 43   
QSO: 14015 CW 2025-12-21 0506 UN8PT         599 0020 30    4L8A          599 0000 29   
QSO: 14024 CW 2025-12-21 0507 UN8PT         599 0021 30    RG8U          599 0000 31   
QSO: 14024 CW 2025-12-21 0507 UN8PT         599 0022 30    RG6ZF         599 0000 29   
QSO: 14033 CW 2025-12-21 0510 UN8PT         599 0023 30    RZ4AZ         599 0000 29   
QSO: 14016 CW 2025-12-21 0511 UN8PT         599 0024 30    PY3TD         599 0000 15   
QSO: 14030 CW 2025-12-21 0512 UN8PT         599 0025 30    RA6MQ         599 0000 29   
QSO: 21016 CW 2025-12-21 0513 UN8PT         599 0026 30    BD4QA         599 0000 44   
QSO: 21013 CW 2025-12-21 0514 UN8PT         599 0027 30    UA4C          599 0000 29   
QSO: 14019 CW 2025-12-21 0514 UN8PT         599 0028 30    R9CX          599 0000 30   
QSO: 14025 CW 2025-12-21 0516 UN8PT         599 0029 30    YU7KW         599 0000 28   
QSO: 14034 CW 2025-12-21 0517 UN8PT         599 0030 30    LZ5QZ         599 0000 28   
QSO: 21013 CW 2025-12-21 0518 UN8PT         599 0031 30    JA3UWB        599 0000 45   
QSO: 21013 CW 2025-12-21 0518 UN8PT         599 0032 30    SJ2W          599 0000 18   
QSO: 21013 CW 2025-12-21 0519 UN8PT         599 0033 30    RA3V          599 0000 29   
QSO: 21013 CW 2025-12-21 0519 UN8PT         599 0034 30    RM4F          599 0000 29   
QSO: 21013 CW 2025-12-21 0520 UN8PT         599 0035 30    R4IO          599 0000 29   
QSO: 21013 CW 2025-12-21 0520 UN8PT         599 0036 30    RC2R          599 0000 29   
QSO: 14021 CW 2025-12-21 0524 UN8PT         599 0037 30    KP2B          599 0000 11   
QSO: 14180 PH 2025-12-21 0527 UN8PT         59  0038 30    E74A          59  0000 28   
QSO: 14225 PH 2025-12-21 0528 UN8PT         59  0039 30    RG9A          59  0000 30   
QSO: 14225 PH 2025-12-21 0529 UN8PT         59  0040 30    9A1LAF        59  0000 SK   
QSO: 14225 PH 2025-12-21 0530 UN8PT         59  0041 30    9A5W          59  0000 ZG   
QSO: 21011 CW 2025-12-21 0533 UN8PT         599 0042 30    FK8IK         599 0000 56   
QSO: 21018 CW 2025-12-21 0535 UN8PT         599 0043 30    BG5GEB        599 0000 44   
QSO: 21020 CW 2025-12-21 0536 UN8PT         599 0044 30    UN3M          599 0000 30   
QSO: 14225 PH 2025-12-21 0536 UN8PT         59  0045 30    9A2L          59  0000 VZ   
QSO: 14225 PH 2025-12-21 0537 UN8PT         59  0046 30    RA9SDT        59  0000 30   
