START-OF-LOG: 3.0
CREATED-BY: HMRA public 9A HRS HF Robot downloader
CONTEST: CROATIAN
CALLSIGN: F1ADG
OPERATORS: F1ADG
CATEGORY: B01
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: HIGH
CLAIMED-SCORE: 14700
SOAPBOX: Recreated from 9A HRS HF Robot public QSO table for Croatian DX Contest 2025.
SOAPBOX: Public error-summary rows are ignored.
SOAPBOX: Source: https://www.hamradio.hr/hfrobot/hfcc_log.php?What=vloghtm&CID=2025-12-20&ID=F1ADG
SOAPBOX: Source category label: B01 - Single Operator, All Bands, Mixed, High Power.
SOAPBOX: Published QSO count: 86.
QSO: 07198 PH 2025-12-20 1703 F1ADG         59  0001 27    9A1UN         59  0000 PU   
QSO: 07003 CW 2025-12-20 1707 F1ADG         599 0002 27    OQ5M          599 0000 27   
QSO: 07001 CW 2025-12-20 1707 F1ADG         599 0003 27    DF8AE         599 0000 28   
QSO: 07001 CW 2025-12-20 1708 F1ADG         599 0004 27    ON8GA         599 0000 27   
QSO: 07005 CW 2025-12-20 1709 F1ADG         599 0005 27    SM5ACQ        599 0000 18   
QSO: 07009 CW 2025-12-20 1710 F1ADG         599 0006 27    9A1UN         599 0000 PU   
QSO: 07175 PH 2025-12-20 1716 F1ADG         59  0007 27    9A3AXY        59  0000 ST   
QSO: 07000 CW 2025-12-20 1717 F1ADG         599 0008 27    E71A          599 0000 28   
QSO: 07003 CW 2025-12-20 1718 F1ADG         599 0009 27    YL2KO         599 0000 29   
QSO: 07141 PH 2025-12-20 1723 F1ADG         59  0010 27    9A5WA         59  0000 DA   
QSO: 07120 PH 2025-12-20 1723 F1ADG         59  0011 27    9A5W          59  0000 ZG   
QSO: 07192 PH 2025-12-20 1724 F1ADG         59  0012 27    9A5KW         59  0000 PU   
QSO: 07180 PH 2025-12-20 1724 F1ADG         59  0013 27    IT9CAR        59  0000 28   
QSO: 07172 PH 2025-12-20 1724 F1ADG         59  0014 27    YT1A          59  0000 28   
QSO: 07005 CW 2025-12-20 1727 F1ADG         599 0015 27    9A2L          599 0000 VZ   
QSO: 07014 CW 2025-12-20 1730 F1ADG         599 0016 27    S52AW         599 0000 28   
QSO: 14185 PH 2025-12-20 1733 F1ADG         59  0017 27    9A1LAF        59  0000 SK   
QSO: 14015 CW 2025-12-20 1734 F1ADG         599 0018 27    9A1AA         599 0000 OS   
QSO: 14021 CW 2025-12-20 1736 F1ADG         599 0019 27    9A7V          599 0000 VZ   
QSO: 14016 CW 2025-12-20 1739 F1ADG         599 0020 27    9A4V          599 0000 VK   
QSO: 14004 CW 2025-12-20 1740 F1ADG         599 0021 27    9A7RR         599 0000 ZD   
QSO: 14015 CW 2025-12-20 1742 F1ADG         599 0022 27    K2SSS         599 0000 08   
QSO: 07018 CW 2025-12-21 0847 F1ADG         599 0023 27    9A1LAF        599 0000 SK   
QSO: 07004 CW 2025-12-21 0849 F1ADG         599 0024 27    DL1MGB        599 0000 28   
QSO: 07005 CW 2025-12-21 0849 F1ADG         599 0025 27    PA3DBS        599 0000 27   
QSO: 07011 CW 2025-12-21 0851 F1ADG         599 0026 27    PA7F          599 0000 27   
QSO: 07012 CW 2025-12-21 0851 F1ADG         599 0027 27    DL5YM         599 0000 28   
QSO: 07013 CW 2025-12-21 0852 F1ADG         599 0028 27    LY2A          599 0000 29   
QSO: 07013 CW 2025-12-21 0853 F1ADG         599 0029 27    LA1TV         599 0000 18   
QSO: 07019 CW 2025-12-21 0855 F1ADG         599 0030 27    S51W          599 0000 28   
QSO: 07026 CW 2025-12-21 0856 F1ADG         599 0031 27    OE5TXF        599 0000 28   
QSO: 07027 CW 2025-12-21 0857 F1ADG         599 0032 27    IV3UHL        599 0000 28   
QSO: 07028 CW 2025-12-21 0857 F1ADG         599 0033 27    SQ5J          599 0000 28   
QSO: 07001 CW 2025-12-21 0858 F1ADG         599 0034 27    YT1A          599 0000 28   
QSO: 07007 CW 2025-12-21 0858 F1ADG         599 0035 27    LA5FJA        599 0000 18   
QSO: 07011 CW 2025-12-21 0900 F1ADG         599 0036 27    ON6FC         599 0000 27   
QSO: 07016 CW 2025-12-21 0902 F1ADG         599 0037 27    9A2X          599 0000 VZ   
QSO: 07022 CW 2025-12-21 0903 F1ADG         599 0038 27    E7DX          599 0000 28   
QSO: 14188 PH 2025-12-21 0905 F1ADG         59  0039 27    9A8DX         59  0000 NA   
QSO: 14267 PH 2025-12-21 0905 F1ADG         59  0040 27    9A5WA         59  0000 DA   
QSO: 14256 PH 2025-12-21 0906 F1ADG         59  0041 27    ER3CT         59  0000 29   
QSO: 14250 PH 2025-12-21 0907 F1ADG         59  0042 27    9A2L          59  0000 VZ   
QSO: 14246 PH 2025-12-21 0907 F1ADG         59  0043 27    HA4FB         59  0000 28   
QSO: 14242 PH 2025-12-21 0908 F1ADG         59  0044 27    SN7R          59  0000 28   
QSO: 14239 PH 2025-12-21 0909 F1ADG         59  0045 27    RM4F          59  0000 29   
QSO: 14226 PH 2025-12-21 0909 F1ADG         59  0046 27    E7Y           59  0000 28   
QSO: 14209 PH 2025-12-21 0910 F1ADG         59  0047 27    YT5M          59  0000 28   
QSO: 14195 PH 2025-12-21 0911 F1ADG         59  0048 27    9A1AA         59  0000 OS   
QSO: 14040 CW 2025-12-21 0912 F1ADG         599 0049 27    9A6C          599 0000 SI   
QSO: 14036 CW 2025-12-21 0913 F1ADG         599 0050 27    TA3D          599 0000 39   
QSO: 14010 CW 2025-12-21 0914 F1ADG         599 0051 27    LY7T          599 0000 29   
QSO: 14010 CW 2025-12-21 0915 F1ADG         599 0052 27    NA8V          599 0000 08   
QSO: 14011 CW 2025-12-21 0915 F1ADG         599 0053 27    IT9IVU        599 0000 28   
QSO: 14248 PH 2025-12-21 0918 F1ADG         59  0054 27    9A1MM         59  0000 VZ   
QSO: 14013 CW 2025-12-21 0930 F1ADG         599 0055 27    BI4VIP        599 0000 44   
QSO: 14017 CW 2025-12-21 0931 F1ADG         599 0056 27    MI4I          599 0000 27   
QSO: 14007 CW 2025-12-21 0932 F1ADG         599 0057 27    BA4TB         599 0000 44   
QSO: 14010 CW 2025-12-21 0933 F1ADG         599 0058 27    9A3SMS        599 0000 DU   
QSO: 14237 PH 2025-12-21 0937 F1ADG         59  0059 27    UA9CUA        59  0000 30   
QSO: 28016 CW 2025-12-21 1042 F1ADG         599 0060 27    9A3YT         599 0000 RI   
QSO: 28008 CW 2025-12-21 1043 F1ADG         599 0061 27    UN5G          599 0000 31   
QSO: 28028 CW 2025-12-21 1046 F1ADG         599 0062 27    R7HF          599 0000 29   
QSO: 28030 CW 2025-12-21 1047 F1ADG         599 0063 27    ZD7BG         599 0000 66   
QSO: 28038 CW 2025-12-21 1048 F1ADG         599 0064 27    RD4F          599 0000 29   
QSO: 28017 CW 2025-12-21 1225 F1ADG         599 0065 27    4Z5ML         599 0000 39   
QSO: 21003 CW 2025-12-21 1226 F1ADG         599 0066 27    UN3M          599 0000 30   
QSO: 21004 CW 2025-12-21 1227 F1ADG         599 0067 27    AA4NC         599 0000 08   
QSO: 21006 CW 2025-12-21 1227 F1ADG         599 0068 27    E70X          599 0000 28   
QSO: 21007 CW 2025-12-21 1228 F1ADG         599 0069 27    H25A          599 0000 39   
QSO: 21032 CW 2025-12-21 1231 F1ADG         599 0070 27    4L8A          599 0000 29   
QSO: 21033 CW 2025-12-21 1231 F1ADG         599 0071 27    K1ZZ          599 0000 08   
QSO: 21036 CW 2025-12-21 1232 F1ADG         599 0072 27    Z35F          599 0000 28   
QSO: 21038 CW 2025-12-21 1233 F1ADG         599 0073 27    LZ8T          599 0000 28   
QSO: 21040 CW 2025-12-21 1233 F1ADG         599 0074 27    OY1CT         599 0000 18   
QSO: 21042 CW 2025-12-21 1233 F1ADG         599 0075 27    OH3JF         599 0000 18   
QSO: 21046 CW 2025-12-21 1234 F1ADG         599 0076 27    EW1TO         599 0000 29   
QSO: 21290 PH 2025-12-21 1234 F1ADG         59  0077 27    SJ2W          59  0000 18   
QSO: 21049 CW 2025-12-21 1235 F1ADG         599 0078 27    UW5U          599 0000 29   
QSO: 21048 CW 2025-12-21 1236 F1ADG         599 0079 27    SV1CEI        599 0000 28   
QSO: 21031 CW 2025-12-21 1238 F1ADG         599 0080 27    NT6X          599 0000 08   
QSO: 14005 CW 2025-12-21 1239 F1ADG         599 0081 27    LB6VI         599 0000 18   
QSO: 14008 CW 2025-12-21 1240 F1ADG         599 0082 27    UP0L          599 0000 30   
QSO: 14314 PH 2025-12-21 1243 F1ADG         59  0083 27    TA3JOH        59  0000 39   
