START-OF-LOG: 3.0
CREATED-BY: HMRA public 9A HRS HF Robot downloader
CONTEST: 9A-DX
CALLSIGN: OM5CM
OPERATORS: OM5CM
CATEGORY: B05
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: LOW
CLAIMED-SCORE: 22800
SOAPBOX: Recreated from 9A HRS HF Robot public QSO table for Croatian DX Contest 2025.
SOAPBOX: Public error-summary rows are ignored.
SOAPBOX: Source: https://www.hamradio.hr/hfrobot/hfcc_log.php?What=vloghtm&CID=2025-12-20&ID=OM5CM
SOAPBOX: Source category label: B05 - Single Operator, All Bands, CW, Low Power.
SOAPBOX: Published QSO count: 192.
QSO: 28452 PH 2025-12-20 1405 OM5CM         59  0001 28    D4Z           59  0000 46   
QSO: 28458 PH 2025-12-20 1421 OM5CM         59  0002 28    E7DX          59  0000 28   
QSO: 28435 PH 2025-12-20 1423 OM5CM         59  0003 28    9A7V          59  0000 VZ   
QSO: 01820 CW 2025-12-21 0435 OM5CM         599 0004 28    S52ZW         599 0000 28   
QSO: 01824 CW 2025-12-21 0435 OM5CM         599 0005 28    HA6NL         599 0000 28   
QSO: 01827 CW 2025-12-21 0436 OM5CM         599 0006 28    S53R          599 0000 28   
QSO: 01830 CW 2025-12-21 0436 OM5CM         599 0007 28    9A4V          599 0000 VK   
QSO: 01830 CW 2025-12-21 0440 OM5CM         599 0008 28    N8OO          599 0000 07   
QSO: 01831 CW 2025-12-21 0441 OM5CM         599 0009 28    SP2R          599 0000 28   
QSO: 01831 CW 2025-12-21 0442 OM5CM         599 0010 28    SP6CIK        599 0000 28   
QSO: 01822 CW 2025-12-21 0443 OM5CM         599 0011 28    EI5KF         599 0000 27   
QSO: 01819 CW 2025-12-21 0443 OM5CM         599 0012 28    9A1LAF        599 0000 SK   
QSO: 01821 CW 2025-12-21 0444 OM5CM         599 0013 28    YQ6A          599 0000 28   
QSO: 01822 CW 2025-12-21 0444 OM5CM         599 0014 28    LZ6E          599 0000 28   
QSO: 01834 CW 2025-12-21 0445 OM5CM         599 0015 28    RK6OQ         599 0000 29   
QSO: 01826 CW 2025-12-21 0446 OM5CM         599 0016 28    UT2II         599 0000 29   
QSO: 01835 CW 2025-12-21 0447 OM5CM         599 0017 28    YT6T          599 0000 28   
QSO: 01832 CW 2025-12-21 0448 OM5CM         599 0018 28    SC7DX         599 0000 18   
QSO: 01823 CW 2025-12-21 0451 OM5CM         599 0019 28    RA3BQ         599 0000 29   
QSO: 01831 CW 2025-12-21 0503 OM5CM         599 0020 28    LC5A          599 0000 18   
QSO: 01827 CW 2025-12-21 0504 OM5CM         599 0021 28    OL7D          599 0000 28   
QSO: 01823 CW 2025-12-21 0504 OM5CM         599 0022 28    S53M          599 0000 28   
QSO: 01834 CW 2025-12-21 0507 OM5CM         599 0023 28    IT9IVU        599 0000 28   
QSO: 01836 CW 2025-12-21 0507 OM5CM         599 0024 28    RK3P          599 0000 29   
QSO: 01824 CW 2025-12-21 0510 OM5CM         599 0025 28    SJ2W          599 0000 18   
QSO: 01823 CW 2025-12-21 0511 OM5CM         599 0026 28    YT3D          599 0000 28   
QSO: 01825 CW 2025-12-21 0512 OM5CM         599 0027 28    E77EA         599 0000 28   
QSO: 01820 CW 2025-12-21 0514 OM5CM         599 0028 28    F8KCF         599 0000 27   
QSO: 01826 CW 2025-12-21 0516 OM5CM         599 0029 28    YR8R          599 0000 28   
QSO: 01821 CW 2025-12-21 0517 OM5CM         599 0030 28    YT6W          599 0000 28   
QSO: 01813 CW 2025-12-21 0521 OM5CM         599 0031 28    ES2MC         599 0000 29   
QSO: 01826 CW 2025-12-21 0522 OM5CM         599 0032 28    DL5YL         599 0000 28   
QSO: 01826 CW 2025-12-21 0523 OM5CM         599 0033 28    SN1T          599 0000 28   
QSO: 01829 CW 2025-12-21 0525 OM5CM         599 0034 28    SQ6MIH        599 0000 28   
QSO: 01828 CW 2025-12-21 0526 OM5CM         599 0035 28    OQ5M          599 0000 27   
QSO: 01831 CW 2025-12-21 0528 OM5CM         599 0036 28    YL3NU         599 0000 29   
QSO: 01831 CW 2025-12-21 0529 OM5CM         599 0037 28    9A5Y          599 0000 DA   
QSO: 01831 CW 2025-12-21 0529 OM5CM         599 0038 28    OK2MBP        599 0000 28   
QSO: 01831 CW 2025-12-21 0532 OM5CM         599 0039 28    E7DX          599 0000 28   
QSO: 01829 CW 2025-12-21 0533 OM5CM         599 0040 28    OH3JF         599 0000 18   
QSO: 01831 CW 2025-12-21 0536 OM5CM         599 0041 28    DL3YM         599 0000 28   
QSO: 01831 CW 2025-12-21 0536 OM5CM         599 0042 28    UA3MIF        599 0000 29   
QSO: 01831 CW 2025-12-21 0537 OM5CM         599 0043 28    EU8U          599 0000 29   
QSO: 01831 CW 2025-12-21 0538 OM5CM         599 0044 28    E7CW          599 0000 28   
QSO: 01833 CW 2025-12-21 0539 OM5CM         599 0045 28    9A2KI         599 0000 SB   
QSO: 01834 CW 2025-12-21 0553 OM5CM         599 0046 28    Z35M          599 0000 28   
QSO: 01820 CW 2025-12-21 0558 OM5CM         599 0047 28    DL8WN         599 0000 28   
QSO: 01831 CW 2025-12-21 0600 OM5CM         599 0048 28    IK3SWB        599 0000 28   
QSO: 03502 CW 2025-12-21 0602 OM5CM         599 0049 28    SP2FAP        599 0000 28   
QSO: 03510 CW 2025-12-21 0603 OM5CM         599 0050 28    S52AW         599 0000 28   
QSO: 03510 CW 2025-12-21 0604 OM5CM         599 0051 28    SP1C          599 0000 28   
QSO: 03510 CW 2025-12-21 0605 OM5CM         599 0052 28    SF6J          599 0000 18   
QSO: 03511 CW 2025-12-21 0607 OM5CM         599 0053 28    YL2KO         599 0000 29   
QSO: 03511 CW 2025-12-21 0608 OM5CM         599 0054 28    IT9IMJ        599 0000 28   
QSO: 03512 CW 2025-12-21 0610 OM5CM         599 0055 28    RT2F          599 0000 29   
QSO: 03512 CW 2025-12-21 0611 OM5CM         599 0056 28    NA9V          599 0000 08   
QSO: 03513 CW 2025-12-21 0611 OM5CM         599 0057 28    E7DX          599 0000 28   
QSO: 03514 CW 2025-12-21 0613 OM5CM         599 0058 28    SP4AWE        599 0000 28   
QSO: 03515 CW 2025-12-21 0614 OM5CM         599 0059 28    PA3FQA        599 0000 27   
QSO: 03514 CW 2025-12-21 0615 OM5CM         599 0060 28    9A3YT         599 0000 RI   
QSO: 03517 CW 2025-12-21 0616 OM5CM         599 0061 28    ON5WL         599 0000 27   
QSO: 03518 CW 2025-12-21 0617 OM5CM         599 0062 28    EI5KF         599 0000 27   
QSO: 03523 CW 2025-12-21 0617 OM5CM         599 0063 28    EA6NB         599 0000 37   
QSO: 03523 CW 2025-12-21 0618 OM5CM         599 0064 28    IN3MNS        599 0000 28   
QSO: 03524 CW 2025-12-21 0619 OM5CM         599 0065 28    HA7MF         599 0000 28   
QSO: 03525 CW 2025-12-21 0624 OM5CM         599 0066 28    WQ6X          599 0000 06   
QSO: 03525 CW 2025-12-21 0625 OM5CM         599 0067 28    NT6X          599 0000 06   
QSO: 03526 CW 2025-12-21 0626 OM5CM         599 0068 28    S57Q          599 0000 28   
QSO: 03531 CW 2025-12-21 0628 OM5CM         599 0069 28    OH3JF         599 0000 18   
QSO: 03529 CW 2025-12-21 0630 OM5CM         599 0070 28    OK4RQ         599 0000 28   
QSO: 03529 CW 2025-12-21 0630 OM5CM         599 0071 28    9A2EY         599 0000 ZG   
QSO: 03530 CW 2025-12-21 0632 OM5CM         599 0072 28    OL3M          599 0000 28   
QSO: 03530 CW 2025-12-21 0634 OM5CM         599 0073 28    F5LKK         599 0000 27   
QSO: 03530 CW 2025-12-21 0635 OM5CM         599 0074 28    SN5J          599 0000 28   
QSO: 03530 CW 2025-12-21 0636 OM5CM         599 0075 28    K1ZZ          599 0000 08   
QSO: 03530 CW 2025-12-21 0636 OM5CM         599 0076 28    ES7A          599 0000 29   
QSO: 03530 CW 2025-12-21 0637 OM5CM         599 0077 28    EU8U          599 0000 29   
QSO: 03530 CW 2025-12-21 0637 OM5CM         599 0078 28    IK0PXD        599 0000 28   
QSO: 03530 CW 2025-12-21 0638 OM5CM         599 0079 28    OH1TS         599 0000 18   
QSO: 03530 CW 2025-12-21 0639 OM5CM         599 0080 28    HA3GC         599 0000 28   
QSO: 03530 CW 2025-12-21 0639 OM5CM         599 0081 28    HG1A          599 0000 28   
QSO: 03530 CW 2025-12-21 0639 OM5CM         599 0082 28    SP6CIK        599 0000 28   
QSO: 03530 CW 2025-12-21 0640 OM5CM         599 0083 28    OM5R          599 0000 28   
QSO: 03530 CW 2025-12-21 0642 OM5CM         599 0084 28    EA8BW         599 0000 36   
QSO: 03530 CW 2025-12-21 0645 OM5CM         599 0085 28    YL3NU         599 0000 29   
QSO: 03530 CW 2025-12-21 0646 OM5CM         599 0086 28    YO7CKQ        599 0000 28   
QSO: 03530 CW 2025-12-21 0646 OM5CM         599 0087 28    EW1M          599 0000 29   
QSO: 03530 CW 2025-12-21 0646 OM5CM         599 0088 28    9A4WY         599 0000 PU   
QSO: 03520 CW 2025-12-21 0649 OM5CM         599 0089 28    ON8GA         599 0000 27   
QSO: 03518 CW 2025-12-21 0650 OM5CM         599 0090 28    HA5MA         599 0000 28   
QSO: 03518 CW 2025-12-21 0650 OM5CM         599 0091 28    LZ1ZJ         599 0000 28   
QSO: 03525 CW 2025-12-21 0652 OM5CM         599 0092 28    9A3SMS        599 0000 DU   
QSO: 03510 CW 2025-12-21 0655 OM5CM         599 0093 28    9A1LAF        599 0000 SK   
QSO: 03514 CW 2025-12-21 0656 OM5CM         599 0094 28    F5IN          599 0000 27   
QSO: 03514 CW 2025-12-21 0657 OM5CM         599 0095 28    DL5YM         599 0000 28   
QSO: 03515 CW 2025-12-21 0658 OM5CM         599 0096 28    ON6MG         599 0000 27   
QSO: 03516 CW 2025-12-21 0700 OM5CM         599 0097 28    IK1YDB        599 0000 28   
QSO: 03521 CW 2025-12-21 0701 OM5CM         599 0098 28    9A9A          599 0000 ZG   
QSO: 03523 CW 2025-12-21 0702 OM5CM         599 0099 28    9A3ST         599 0000 PU   
QSO: 03522 CW 2025-12-21 0703 OM5CM         599 0100 28    9A4V          599 0000 VK   
QSO: 03512 CW 2025-12-21 0706 OM5CM         599 0101 28    NA8V          599 0000 08   
QSO: 03513 CW 2025-12-21 0708 OM5CM         599 0102 28    DL6KWN        599 0000 28   
QSO: 03520 CW 2025-12-21 0710 OM5CM         599 0103 28    N4GO          599 0000 08   
QSO: 03523 CW 2025-12-21 0711 OM5CM         599 0104 28    F6JOE         599 0000 27   
QSO: 03521 CW 2025-12-21 0711 OM5CM         599 0105 28    YU1KT         599 0000 28   
QSO: 07025 CW 2025-12-21 1159 OM5CM         599 0106 28    OK5NZ         599 0000 28   
QSO: 07017 CW 2025-12-21 1203 OM5CM         599 0107 28    S52AW         599 0000 28   
QSO: 07017 CW 2025-12-21 1205 OM5CM         599 0108 28    YT1A          599 0000 28   
QSO: 07017 CW 2025-12-21 1205 OM5CM         599 0109 28    DF5EN         599 0000 28   
QSO: 07017 CW 2025-12-21 1206 OM5CM         599 0110 28    OK2FD         599 0000 28   
QSO: 07017 CW 2025-12-21 1206 OM5CM         599 0111 28    OQ0T          599 0000 27   
QSO: 07017 CW 2025-12-21 1207 OM5CM         599 0112 28    DG1YBN        599 0000 28   
QSO: 07017 CW 2025-12-21 1207 OM5CM         599 0113 28    IW3SSD        599 0000 28   
QSO: 07017 CW 2025-12-21 1207 OM5CM         599 0114 28    PA2TA         599 0000 27   
QSO: 07017 CW 2025-12-21 1208 OM5CM         599 0115 28    YO2NAA        599 0000 28   
QSO: 07017 CW 2025-12-21 1208 OM5CM         599 0116 28    DJ3RA         599 0000 28   
QSO: 07017 CW 2025-12-21 1209 OM5CM         599 0117 28    DM800KM       599 0000 28   
QSO: 07017 CW 2025-12-21 1209 OM5CM         599 0118 28    9A3K          599 0000 PU   
QSO: 07017 CW 2025-12-21 1209 OM5CM         599 0119 28    OM3TBG        599 0000 28   
QSO: 07017 CW 2025-12-21 1210 OM5CM         599 0120 28    LY4AA         599 0000 29   
QSO: 07017 CW 2025-12-21 1212 OM5CM         599 0121 28    HA5GF         599 0000 28   
QSO: 07017 CW 2025-12-21 1212 OM5CM         599 0122 28    YT6W          599 0000 28   
QSO: 07017 CW 2025-12-21 1213 OM5CM         599 0123 28    DL1AWC        599 0000 28   
QSO: 07017 CW 2025-12-21 1214 OM5CM         599 0124 28    EW1TZ         599 0000 29   
QSO: 07017 CW 2025-12-21 1215 OM5CM         599 0125 28    YT1DS         599 0000 28   
QSO: 07017 CW 2025-12-21 1216 OM5CM         599 0126 28    SN5J          599 0000 28   
QSO: 07017 CW 2025-12-21 1216 OM5CM         599 0127 28    DL2NBY        599 0000 28   
QSO: 07017 CW 2025-12-21 1217 OM5CM         599 0128 28    OK2BFN        599 0000 28   
QSO: 07017 CW 2025-12-21 1218 OM5CM         599 0129 28    SV8SXV        599 0000 28   
QSO: 07017 CW 2025-12-21 1221 OM5CM         599 0130 28    HA4FY         599 0000 28   
QSO: 07021 CW 2025-12-21 1223 OM5CM         599 0131 28    YP8T          599 0000 28   
QSO: 07021 CW 2025-12-21 1224 OM5CM         599 0132 28    HG100FO       599 0000 28   
QSO: 07021 CW 2025-12-21 1225 OM5CM         599 0133 28    YU1ED         599 0000 28   
QSO: 07021 CW 2025-12-21 1225 OM5CM         599 0134 28    R8TT          599 0000 30   
QSO: 07021 CW 2025-12-21 1226 OM5CM         599 0135 28    LZ1ZJ         599 0000 28   
QSO: 07021 CW 2025-12-21 1226 OM5CM         599 0136 28    YU1KW         599 0000 28   
QSO: 07021 CW 2025-12-21 1227 OM5CM         599 0137 28    I1HJT         599 0000 28   
QSO: 07021 CW 2025-12-21 1228 OM5CM         599 0138 28    SM6TOL        599 0000 18   
QSO: 07021 CW 2025-12-21 1229 OM5CM         599 0139 28    LY6A          599 0000 29   
QSO: 07021 CW 2025-12-21 1230 OM5CM         599 0140 28    F5UTN         599 0000 27   
QSO: 07021 CW 2025-12-21 1230 OM5CM         599 0141 28    OM6RM         599 0000 28   
QSO: 07021 CW 2025-12-21 1231 OM5CM         599 0142 28    OL7D          599 0000 28   
QSO: 07021 CW 2025-12-21 1231 OM5CM         599 0143 28    ON6MG         599 0000 27   
QSO: 07021 CW 2025-12-21 1232 OM5CM         599 0144 28    S51SL         599 0000 28   
QSO: 07021 CW 2025-12-21 1234 OM5CM         599 0145 28    OM6MS         599 0000 28   
QSO: 07021 CW 2025-12-21 1235 OM5CM         599 0146 28    Z32TO         599 0000 28   
QSO: 07021 CW 2025-12-21 1236 OM5CM         599 0147 28    E72U          599 0000 28   
QSO: 07021 CW 2025-12-21 1237 OM5CM         599 0148 28    OM0EE         599 0000 28   
QSO: 07021 CW 2025-12-21 1237 OM5CM         599 0149 28    LA5FJA        599 0000 18   
QSO: 07021 CW 2025-12-21 1238 OM5CM         599 0150 28    SN7F          599 0000 28   
QSO: 07021 CW 2025-12-21 1239 OM5CM         599 0151 28    SP1C          599 0000 28   
