START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-SSB
CALLSIGN: OK5IM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK5IM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-SSB SAC/SSB/2025.
QSO:  7155 PH 2025-10-11 1237 OK5IM         59 OZ4GM         59 20
QSO:  7166 PH 2025-10-11 1241 OK5IM         59 2 SM6YEC        59 31
QSO:  7182 PH 2025-10-11 1244 OK5IM         59 3 SK3W          59 16
QSO: 14193 PH 2025-10-11 1246 OK5IM         59 4 OH6RX         59 101
QSO: 14200 PH 2025-10-11 1246 OK5IM         59 5 SK6AW         59 29
QSO: 14234 PH 2025-10-11 1252 OK5IM         59 6 LN8W          59 72
QSO: 14250 PH 2025-10-11 1253 OK5IM         59 7 8S8S          59 110
QSO: 14256 PH 2025-10-11 1254 OK5IM         59 8 SM4ONW        59 77
QSO: 14297 PH 2025-10-11 1256 OK5IM         59 9 SE0X          59 88
QSO: 14299 PH 2025-10-11 1257 OK5IM         59 10 LN2T          59 70
QSO: 14286 PH 2025-10-11 1314 OK5IM         59 11 SA2T          59 28
QSO: 14267 PH 2025-10-11 1315 OK5IM         59 12 SJ2W          59 166
QSO: 14248 PH 2025-10-11 1317 OK5IM         59 13 OG3B          59 104
QSO: 14240 PH 2025-10-11 1318 OK5IM         59 15 LC6C          59 107
QSO: 14243 PH 2025-10-11 1318 OK5IM         59 14 OH8L          59 97
QSO: 14238 PH 2025-10-11 1319 OK5IM         59 16 SE5E          59 158
QSO: 14235 PH 2025-10-11 1323 OK5IM         59 17 LA1TV         59 106
QSO: 14210 PH 2025-10-11 1324 OK5IM         59 18 SJ3A          59 87
QSO: 14203 PH 2025-10-11 1325 OK5IM         59 19 SE4A          59 66
QSO: 14192 PH 2025-10-11 1331 OK5IM         59 20 LC7W          59 62
QSO: 14184 PH 2025-10-11 1333 OK5IM         59 21 OH1Z          59 78
QSO: 14167 PH 2025-10-11 1334 OK5IM         59 22 SA0IAT        59 56
QSO: 14164 PH 2025-10-11 1335 OK5IM         59 23 LB3AG         59 111
QSO: 14158 PH 2025-10-11 1337 OK5IM         59 24 OH6DX         59 211
QSO: 14250 PH 2025-10-11 1342 OK5IM         59 25 LA4ESA        59 62
QSO: 14260 PH 2025-10-11 1345 OK5IM         59 26 SC5C          59 78
QSO: 14245 PH 2025-10-11 1349 OK5IM         59 27 SG0X          59 157
QSO: 14217 PH 2025-10-11 1350 OK5IM         59 28 OG6N          59 130
QSO: 14200 PH 2025-10-11 1351 OK5IM         59 29 SK3W          59 142
QSO: 14172 PH 2025-10-11 1353 OK5IM         59 30 OG5O          59 103
QSO: 14161 PH 2025-10-11 1354 OK5IM         59 31 LA1UKA        59 123
QSO: 14164 PH 2025-10-11 1433 OK5IM         59 32 OY1R          59 177
QSO: 14184 PH 2025-10-11 1435 OK5IM         59 33 OH7JL         59 89
QSO: 14181 PH 2025-10-11 1436 OK5IM         59 34 SM6YEC        59 137
QSO: 14197 PH 2025-10-11 1437 OK5IM         59 35 -1 OZ3PY         59 101
QSO: 14203 PH 2025-10-11 1439 OK5IM         59 37 OH2R          59 275
QSO: 14207 PH 2025-10-11 1439 OK5IM         59 36 OH6OS         59 244
QSO: 14221 PH 2025-10-11 1444 OK5IM         59 38 OH8X          59 300
QSO: 14249 PH 2025-10-11 1445 OK5IM         59 39 LC5A          59 53
QSO: 14252 PH 2025-10-11 1446 OK5IM         59 40 LB4UH         59 89
QSO: 14275 PH 2025-10-11 1447 OK5IM         59 41 OZ5E          59 116
QSO: 14285 PH 2025-10-11 1454 OK5IM         59 43 OI5AY         59 71
QSO: 14293 PH 2025-10-11 1454 OK5IM         59 42 SD6D          59 87
QSO: 14282 PH 2025-10-11 1456 OK5IM         59 44 SM2S          59 161
QSO: 14236 PH 2025-10-11 1459 OK5IM         59 45 OH0V          59 170
QSO: 14191 PH 2025-10-11 1511 OK5IM         59 45 OH2XX         59 260
QSO: 14182 PH 2025-10-11 1512 OK5IM         59 46 OH1NA         59 203
QSO: 14174 PH 2025-10-11 1513 OK5IM         59 47 SM6TOL        59 95
QSO: 14188 PH 2025-10-11 1515 OK5IM         59 47 OH3JR         59 175
QSO: 14215 PH 2025-10-11 1516 OK5IM         59 49 OH2BKX        59 172
QSO: 14234 PH 2025-10-11 1518 OK5IM         59 50 SK0QO         59 157
QSO: 14236 PH 2025-10-11 1518 OK5IM         59 51 LC2D          59 110
QSO: 14282 PH 2025-10-11 1540 OK5IM         59 52 OH1TD         59 88
QSO: 14275 PH 2025-10-11 1542 OK5IM         59 54 OI3V          59 224
QSO: 14276 PH 2025-10-11 1542 OK5IM         59 52 OH2T          59 353
QSO: 14273 PH 2025-10-11 1543 OK5IM         59 55 LA8HGA        59 108
QSO: 14263 PH 2025-10-11 1544 OK5IM         59 56 OF9X          59 243
QSO: 14254 PH 2025-10-11 1546 OK5IM         59 58 OH7K          59 187
QSO: 14258 PH 2025-10-11 1546 OK5IM         59 57 SM9F          59 41
QSO: 14244 PH 2025-10-11 1548 OK5IM         59 60 OH0V          59 249
QSO: 14158 PH 2025-10-11 1556 OK5IM         59 61 OG100AA       59 168
QSO: 14210 PH 2025-10-11 1557 OK5IM         59 62 LA8OM         59 267
QSO: 14229 PH 2025-10-11 1559 OK5IM         59 63 SM8T          59 154
QSO: 14279 PH 2025-10-11 1617 OK5IM         59 64 8S0C          59 211
QSO: 14200 PH 2025-10-11 1618 OK5IM         59 65 SM6NT         59 131
QSO: 14241 PH 2025-10-11 1619 OK5IM         59 66 OG7A          59 175
QSO: 14180 PH 2025-10-11 1626 OK5IM         59 67 OZ0MF         59 299
QSO: 14170 PH 2025-10-11 1628 OK5IM         59 68 SE5N          59 83
QSO: 14299 PH 2025-10-11 1630 OK5IM         59 69 OH7Z          59 161
QSO: 14217 PH 2025-10-11 1634 OK5IM         59 70 OG1F          59 527
QSO: 14188 PH 2025-10-11 1648 OK5IM         59 71 SB7S          59 262
QSO:  7167 PH 2025-10-11 1701 OK5IM         59 72 SG0X          59 406
QSO:  7154 PH 2025-10-11 1703 OK5IM         59 73 SE5E          59 419
QSO:  7145 PH 2025-10-11 1704 OK5IM         59 74 OI5AY         59 31
QSO:  7112 PH 2025-10-11 1706 OK5IM         59 75 SB7S          59 274
QSO:  7136 PH 2025-10-11 1707 OK5IM         59 76 SK6AW         59 41
QSO:  7170 PH 2025-10-11 1711 OK5IM         59 77 OG3B          59 403
QSO:  7186 PH 2025-10-11 1712 OK5IM         59 78 OH1Z          59 231
QSO:  7199 PH 2025-10-11 1712 OK5IM         59 79 OG6N          59 360
QSO:  7157 PH 2025-10-11 1714 OK5IM         59 80 OH0V          59 313
QSO: 14165 PH 2025-10-11 1719 OK5IM         59 81 OH6MSZ        59 328
QSO: 14196 PH 2025-10-11 1757 OK5IM         59 82 SM5EPO        59 264
QSO:  7132 PH 2025-10-11 1806 OK5IM         59 83 OG5O          59 376
QSO:  7137 PH 2025-10-11 1807 OK5IM         59 84 OG1F          59 707
QSO:  7144 PH 2025-10-11 1807 OK5IM         59 85 OH2T          59 518
QSO:  7146 PH 2025-10-11 1808 OK5IM         59 86 OH8K          59 443
QSO:  7150 PH 2025-10-11 1810 OK5IM         59 88 OH2LZC        59 72
QSO:  7155 PH 2025-10-11 1810 OK5IM         59 87 OH2R          59 529
QSO:  7164 PH 2025-10-11 1811 OK5IM         59 89 OH2OA         59 258
QSO:  7172 PH 2025-10-11 1813 OK5IM         59 90 SM5EPO        59 271
QSO:  7175 PH 2025-10-11 1813 OK5IM         59 91 LN8W          59 124
QSO:  7178 PH 2025-10-11 1814 OK5IM         59 92 8S8S          59 463
QSO:  7180 PH 2025-10-11 1815 OK5IM         59 93 OH6DX         59 524
QSO:  7189 PH 2025-10-11 1816 OK5IM         59 94 SC5C          59 321
QSO:  7192 PH 2025-10-11 1816 OK5IM         59 95 OZ0MF         59 437
QSO:  7173 PH 2025-10-11 1818 OK5IM         59 96 OH6RX         59 679
QSO:  7194 PH 2025-10-11 1820 OK5IM         59 97 SJ3A          59 271
QSO:  7135 PH 2025-10-11 1823 OK5IM         59 98 SA0IAT        59 272
QSO:  7099 PH 2025-10-11 1825 OK5IM         59 99 OH1NA         59 406
QSO:  7094 PH 2025-10-11 1826 OK5IM         59 101 OH1RX         59 94
QSO:  7096 PH 2025-10-11 1826 OK5IM         59 100 LC6C          59 312
QSO:  7161 PH 2025-10-11 1844 OK5IM         59 102 LN2T          59 76
QSO:  7195 PH 2025-10-11 1846 OK5IM         59 103 LA8HGA        59 201
QSO:  3768 PH 2025-10-12 0444 OK5IM         59 104 OH6RX         59 1267
QSO:  3774 PH 2025-10-12 0444 OK5IM         59 105 SE0X          59 719
QSO:  3781 PH 2025-10-12 0445 OK5IM         59 106 SE4A          59 545
QSO:  3787 PH 2025-10-12 0445 OK5IM         59 107 SK3W          59 167
QSO:  3790 PH 2025-10-12 0446 OK5IM         59 108 SJ2W          59 1455
QSO:  3792 PH 2025-10-12 0446 OK5IM         59 109 OH2R          59 770
QSO:  3796 PH 2025-10-12 0446 OK5IM         59 110 OH1VR         59 36
QSO:  3784 PH 2025-10-12 0447 OK5IM         59 111 SM8T          59 410
QSO:  3777 PH 2025-10-12 0448 OK5IM         59 112 LN8W          59 140
QSO:  3771 PH 2025-10-12 0449 OK5IM         59 113 LC6C          59 354
QSO:  3500 PH 2025-10-12 0450 OK5IM         59 115 SK6BA         59 333
QSO:  3763 PH 2025-10-12 0450 OK5IM         59 114 OH1Z          59 427
QSO:  3747 PH 2025-10-12 0451 OK5IM         59 117 OG1F          59 1065
QSO:  3753 PH 2025-10-12 0451 OK5IM         59 116 8S8S          59 617
QSO:  3737 PH 2025-10-12 0452 OK5IM         59 118 OZ4NA         59 56
QSO:  3500 PH 2025-10-12 0453 OK5IM         59 120 SM6NT         59 258
QSO:  3734 PH 2025-10-12 0453 OK5IM         59 119 OF9X          59 644
QSO:  3712 PH 2025-10-12 0454 OK5IM         59 121 SB7S          59 576
QSO:  3751 PH 2025-10-12 0458 OK5IM         59 122 OG3B          59 702
QSO:  7160 PH 2025-10-12 0512 OK5IM         59 123 SJ2W          59 1476
QSO:  7176 PH 2025-10-12 0515 OK5IM         59 124 OH0Z          59 68
QSO:  7186 PH 2025-10-12 0516 OK5IM         59 125 SM8T          59 415
QSO:  7182 PH 2025-10-12 0608 OK5IM         59 126 SD6D          59 152
QSO:  7190 PH 2025-10-12 0609 OK5IM         59 127 SE4A          59 597
QSO:  7149 PH 2025-10-12 0614 OK5IM         59 129 SC3A          59 114
QSO:  7153 PH 2025-10-12 0614 OK5IM         59 128 OF9X          59 669
QSO:  7150 PH 2025-10-12 0615 OK5IM         59 130 SM6NT         59 279
QSO:  7134 PH 2025-10-12 0617 OK5IM         59 131 OG5B          59 397
QSO:  7000 PH 2025-10-12 0619 OK5IM         59 132 SM5INC        59 581
QSO:  7162 PH 2025-10-12 0620 OK5IM         59 133 OI3V          59 651
QSO:  7189 PH 2025-10-12 0738 OK5IM         59 134 OH6RE         59 59
QSO:  7160 PH 2025-10-12 0740 OK5IM         59 135 OZ5E          59 498
QSO:  7157 PH 2025-10-12 0741 OK5IM         59 136 -1 OZ3PY         59 241
QSO:  7099 PH 2025-10-12 0743 OK5IM         59 137 OH2KI         59 286
QSO:  7097 PH 2025-10-12 0744 OK5IM         59 138 LA8OM         59 560
QSO: 14000 PH 2025-10-12 0759 OK5IM         59 139 SM5INC        59 622
QSO: 14220 PH 2025-10-12 0800 OK5IM         59 140 OH3RF         59 400
QSO: 14285 PH 2025-10-12 0803 OK5IM         59 141 OH8WR         59 273
QSO: 14000 PH 2025-10-12 0819 OK5IM         59 142 OH2PQ         59 227
QSO:  7000 PH 2025-10-12 0823 OK5IM         59 143 SK6BA         59 373
QSO: 14200 PH 2025-10-12 0834 OK5IM         59 144 OH5NBJ        59 146
QSO: 14285 PH 2025-10-12 0835 OK5IM         59 145 SG0M          59 208
QSO: 14263 PH 2025-10-12 0901 OK5IM         59 146 OH3Z          59 444
QSO: 14253 PH 2025-10-12 0913 OK5IM         59 148 SK6D          59 272
QSO: 14275 PH 2025-10-12 0923 OK5IM         59 149 LC4C          59 124
QSO: 14232 PH 2025-10-12 0925 OK5IM         59 150 SM6MVE        59 377
QSO: 14200 PH 2025-10-12 0945 OK5IM         59 151 OZ2DAN        59 178
END-OF-LOG:
