START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-SSB
CALLSIGN: I0KHY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: I0KHY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-SSB SAC/SSB/2025.
QSO: 14210 PH 2025-10-12 0808 I0KHY         59 11 OG1F          59 1209
QSO: 14220 PH 2025-10-12 0809 I0KHY         59 12 OH3RF         59 423
QSO: 14200 PH 2025-10-12 0810 I0KHY         59 13 OZ2DAN        59 123
QSO: 14224 PH 2025-10-12 0811 I0KHY         59 14 SM6MVE        59 367
QSO: 14200 PH 2025-10-12 0813 I0KHY         59 15 SM6NT         59 372
QSO: 14255 PH 2025-10-12 0814 I0KHY         59 16 OG6N          59 808
QSO: 14257 PH 2025-10-12 0815 I0KHY         59 16 SA2T          59 244
QSO: 14270 PH 2025-10-12 0816 I0KHY         59 18 OG5O          59 602
QSO: 14276 PH 2025-10-12 0816 I0KHY         59 19 SK0QO         59 375
QSO: 14287 PH 2025-10-12 0817 I0KHY         59 20 8S8S          59 678
QSO: 14293 PH 2025-10-12 0818 I0KHY         59 21 SG0X          59 714
QSO: 14303 PH 2025-10-12 0819 I0KHY         59 23 OH3JR         59 354
QSO: 14170 PH 2025-10-12 0832 I0KHY         59 25 OZ0MF         59 700
QSO: 14198 PH 2025-10-12 0834 I0KHY         59 26 OH6DX         59 861
QSO: 14206 PH 2025-10-12 0835 I0KHY         59 27 LN2T          59 428
QSO: 14208 PH 2025-10-12 0837 I0KHY         59 28 SE4A          59 669
QSO: 14212 PH 2025-10-12 0838 I0KHY         59 29 SB7S          59 655
QSO: 14000 PH 2025-10-12 0839 I0KHY         59 30 SM5INC        59 656
QSO: 14221 PH 2025-10-12 0840 I0KHY         59 31 OH1TD         59 249
QSO: 14242 PH 2025-10-12 0841 I0KHY         59 32 SA0IAT        59 376
QSO: 14244 PH 2025-10-12 0841 I0KHY         59 33 OH1X          59 183
QSO: 14257 PH 2025-10-12 0843 I0KHY         59 34 OH2OA         59 306
QSO: 14272 PH 2025-10-12 0846 I0KHY         59 35 SC5C          59 486
QSO: 14277 PH 2025-10-12 1021 I0KHY         59 36 SE0X          59 848
QSO: 14281 PH 2025-10-12 1023 I0KHY         59 37 OI3V          59 774
QSO: 14282 PH 2025-10-12 1023 I0KHY         59 38 LA4ESA        59 293
QSO: 14292 PH 2025-10-12 1025 I0KHY         59 38 JW5X          59 321
QSO: 14313 PH 2025-10-12 1027 I0KHY         59 39 SM7SLU        59 124
QSO: 14335 PH 2025-10-12 1034 I0KHY         59 40 SM6TOL        59 150
QSO: 14185 PH 2025-10-12 1037 I0KHY         59 41 OH5GIO        59 287
QSO: 14202 PH 2025-10-12 1041 I0KHY         59 42 OH2BKX        59 375
QSO: 14206 PH 2025-10-12 1042 I0KHY         59 43 LA1TV         59 401
QSO: 14225 PH 2025-10-12 1046 I0KHY         59 44 OH8WW         59 545
QSO: 14237 PH 2025-10-12 1047 I0KHY         59 45 OZ1IKU        59 134
QSO: 14246 PH 2025-10-12 1049 I0KHY         59 45 LN8W          59 460
QSO: 14251 PH 2025-10-12 1050 I0KHY         59 47 OH6RX         59 1617
QSO: 14253 PH 2025-10-12 1051 I0KHY         59 48 SK6D          59 361
QSO: 14280 PH 2025-10-12 1057 I0KHY         59 49 OH2LZC        59 287
QSO: 14284 PH 2025-10-12 1100 I0KHY         59 50 OH2R          59 977
END-OF-LOG:
