START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.57.0
CONTEST: REF-SSB
LOCATION: 40
GRID-LOCATOR: IN94OH
CALLSIGN: F6IRA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 1550165
OPERATORS: F6IRA
NAME: Desansac Gilles
CERTIFICATE: YES
SOAPBOX: 
QSO: 14193 PH 2026-02-21 1527 F6IRA         59  40     ON3BEG        59  001   
QSO: 14193 PH 2026-02-21 1528 F6IRA         59  40     PE1FTV        59  004   
QSO: 14193 PH 2026-02-21 1529 F6IRA         59  40     TM9R          59  33    
QSO: 14193 PH 2026-02-21 1529 F6IRA         59  40     IT9CUE        59  041   
QSO: 14193 PH 2026-02-21 1530 F6IRA         59  40     2M0WJS        59  013   
QSO: 14193 PH 2026-02-21 1531 F6IRA         59  40     OH7MFO        59  029   
QSO: 14193 PH 2026-02-21 1533 F6IRA         59  40     F6BDE         59  63    
QSO: 14193 PH 2026-02-21 1533 F6IRA         59  40     IK4XQT        59  038   
QSO: 14193 PH 2026-02-21 1534 F6IRA         59  40     G8ZRE         59  034   
QSO: 14193 PH 2026-02-21 1534 F6IRA         59  40     OK2TS         59  066   
QSO: 14193 PH 2026-02-21 1535 F6IRA         59  40     PC2K          59  115   
QSO: 14193 PH 2026-02-21 1535 F6IRA         59  40     PD1TV         59  043   
QSO: 14193 PH 2026-02-21 1536 F6IRA         59  40     PD0HRY        59  025   
QSO: 14193 PH 2026-02-21 1536 F6IRA         59  40     SV3RPQ        59  181   
QSO: 14193 PH 2026-02-21 1537 F6IRA         59  40     YB5NBY        59  006   
QSO: 14193 PH 2026-02-21 1537 F6IRA         59  40     YB5NVE        59  012   
QSO: 14193 PH 2026-02-21 1538 F6IRA         59  40     DL1ROT        59  087   
QSO: 14193 PH 2026-02-21 1538 F6IRA         59  40     F4KKF         59  13    
QSO: 14193 PH 2026-02-21 1539 F6IRA         59  40     PA3GVQ        59  006   
