START-OF-LOG: 3.0
CALLSIGN: K1BX
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 1629138
NAME: Art Hambleton
LOCATION: NH
OPERATORS: K1BX
CLUB: Yankee Clipper Contest Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5251.0
SOAPBOX: I recorded the contest if you need the files
QSO: 14180 PH 2015-10-24 0001 K1BX          59  5      IT9STX        59  15
QSO: 14186 PH 2015-10-24 0001 K1BX          59  5      EF8U          59  33
QSO: 14192 PH 2015-10-24 0002 K1BX          59  5      YT5A          59  15
QSO: 14195 PH 2015-10-24 0003 K1BX          59  5      CE2MVF        59  12
QSO: 14200 PH 2015-10-24 0004 K1BX          59  5      4X6TT         59  20
QSO: 14203 PH 2015-10-24 0004 K1BX          59  5      OH1F          59  15
QSO: 14210 PH 2015-10-24 0005 K1BX          59  5      CN3A          59  33
QSO: 14213 PH 2015-10-24 0006 K1BX          59  5      YT1A          59  15
QSO: 14216 PH 2015-10-24 0007 K1BX          59  5      A71CV         59  21
QSO: 14220 PH 2015-10-24 0008 K1BX          59  5      A92AA         59  21
QSO: 14225 PH 2015-10-24 0010 K1BX          59  5      BY7MJ         59  24
QSO: 14228 PH 2015-10-24 0013 K1BX          59  5      T42US         59  08
QSO: 14232 PH 2015-10-24 0014 K1BX          59  5      OH8WW         59  15
QSO: 14234 PH 2015-10-24 0015 K1BX          59  5      LZ9W          59  20
QSO: 14237 PH 2015-10-24 0015 K1BX          59  5      TC3P          59  20
QSO: 14248 PH 2015-10-24 0017 K1BX          59  5      OH8L          59  15
QSO: 14253 PH 2015-10-24 0019 K1BX          59  5      KL7RA         59  01
QSO: 14263 PH 2015-10-24 0020 K1BX          59  5      9Y4D          59  09
QSO: 14266 PH 2015-10-24 0020 K1BX          59  5      PJ4Q          59  09
QSO: 14269 PH 2015-10-24 0020 K1BX          59  5      PJ4X          59  09
QSO: 14276 PH 2015-10-24 0021 K1BX          59  5      ZW5B          59  11
QSO: 14282 PH 2015-10-24 0023 K1BX          59  5      CB3W          59  12
QSO: 14284 PH 2015-10-24 0024 K1BX          59  5      P33W          59  20
QSO: 14296 PH 2015-10-24 0025 K1BX          59  5      TO4K          59  08
QSO: 14302 PH 2015-10-24 0026 K1BX          59  5      PR7AB         59  11
QSO: 14304 PH 2015-10-24 0027 K1BX          59  5      ZS1TMJ        59  38
QSO: 14308 PH 2015-10-24 0027 K1BX          59  5      NP2X          59  08
QSO: 14309 PH 2015-10-24 0028 K1BX          59  5      TF4X          59  40
QSO: 14317 PH 2015-10-24 0029 K1BX          59  5      6Y9X          59  08
QSO: 14320 PH 2015-10-24 0029 K1BX          59  5      SJ2W          59  14
QSO: 14322 PH 2015-10-24 0030 K1BX          59  5      VE4VT         59  04
QSO: 14328 PH 2015-10-24 0031 K1BX          59  5      8P5A          59  08
QSO: 14332 PH 2015-10-24 0032 K1BX          59  5      P40A          59  09
QSO: 14335 PH 2015-10-24 0033 K1BX          59  5      CX9AU         59  13
QSO: 14338 PH 2015-10-24 0033 K1BX          59  5      ZZ2T          59  11
QSO: 14343 PH 2015-10-24 0034 K1BX          59  5      8P9AL         59  08
QSO: 14346 PH 2015-10-24 0034 K1BX          59  5      PT2CM         59  11
QSO: 21220 PH 2015-10-24 0036 K1BX          59  5      KL7RA         59  01
QSO: 21246 PH 2015-10-24 0037 K1BX          59  5      VE6UM         59  04
QSO: 21279 PH 2015-10-24 0039 K1BX          59  5      VE5PV         59  04
QSO: 14161 PH 2015-10-24 0043 K1BX          59  5      NP2N          59  08
QSO: 14175 PH 2015-10-24 0044 K1BX          59  5      UC8U          59  18
QSO: 14201 PH 2015-10-24 0048 K1BX          59  5      FM5FJ         59  08
QSO: 14210 PH 2015-10-24 0051 K1BX          59  5      PY5FO         59  11
QSO: 14231 PH 2015-10-24 0056 K1BX          59  5      PY2KQ         59  11
QSO: 14235 PH 2015-10-24 0056 K1BX          59  5      KB7CSX        59  04
QSO: 14235 PH 2015-10-24 0057 K1BX          59  5      WA4RNN        59  05
QSO: 14258 PH 2015-10-24 0101 K1BX          59  5      CU4DX         59  14
QSO: 14260 PH 2015-10-24 0101 K1BX          59  5      CX7ACH        59  13
QSO: 14265 PH 2015-10-24 0102 K1BX          59  5      VE7NY         59  03
QSO: 14274 PH 2015-10-24 0104 K1BX          59  5      HO2C          59  07
QSO: 14289 PH 2015-10-24 0105 K1BX          59  5      PJ2T          59  09
QSO: 14298 PH 2015-10-24 0107 K1BX          59  5      LU8YE         59  13
QSO: 14301 PH 2015-10-24 0107 K1BX          59  5      PY2COY        59  11
QSO: 14306 PH 2015-10-24 0108 K1BX          59  5      PX2A          59  11
QSO: 14309 PH 2015-10-24 0109 K1BX          59  5      RK0UT         59  18
