START-OF-LOG: 3.0
CALLSIGN: MM3T
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 501426
NAME: Douglas Maxwell
LOCATION: DX
OPERATORS: GM0ELP
CLUB: Lanarkshire Contest Group
CERTIFICATE: NO
CREATED-BY: Win-Test 4.18.0
SOAPBOX: Elecraft K3 and OCFD. Lots of stations from Eastern Europe and Russia
SOAPBOX: with incredibly loud and clear audio on their frequency, but garbled
QSO: 14321 PH 2015-10-24 1415 MM3T          59  14     US0HZ         59  16     0
QSO: 14321 PH 2015-10-24 1416 MM3T          59  14     UX1CL         59  16     0
QSO: 14321 PH 2015-10-24 1416 MM3T          59  14     PA1CC         59  14     0
QSO: 14321 PH 2015-10-24 1417 MM3T          59  14     R9MJ          59  17     0
QSO: 14321 PH 2015-10-24 1417 MM3T          59  14     IZ8EFD        59  15     0
QSO: 14321 PH 2015-10-24 1417 MM3T          59  14     A71CV         59  21     0
QSO: 14321 PH 2015-10-24 1418 MM3T          59  14     VE5ZX         59  05     0
QSO: 14321 PH 2015-10-24 1418 MM3T          59  14     W3LPL         59  05     0
QSO: 14321 PH 2015-10-24 1418 MM3T          59  14     DL1GME        59  14     0
QSO: 14321 PH 2015-10-24 1418 MM3T          59  14     UR3AFS        59  16     0
QSO: 14321 PH 2015-10-24 1419 MM3T          59  14     LY4BP         59  15     0
QSO: 14321 PH 2015-10-24 1419 MM3T          59  14     F4GGQ         59  14     0
QSO: 14321 PH 2015-10-24 1419 MM3T          59  14     OE1HHB        59  15     0
QSO: 14321 PH 2015-10-24 1419 MM3T          59  14     LA8OKA        59  14     0
QSO: 14321 PH 2015-10-24 1420 MM3T          59  14     W6OZI         59  03     0
QSO: 14321 PH 2015-10-24 1420 MM3T          59  14     F8FWL         59  14     0
QSO: 14321 PH 2015-10-24 1420 MM3T          59  14     SP9GFI        59  15     0
QSO: 14321 PH 2015-10-24 1420 MM3T          59  14     OG7A          59  15     0
QSO: 14321 PH 2015-10-24 1421 MM3T          59  14     HG1VN         59  15     0
QSO: 14321 PH 2015-10-24 1421 MM3T          59  14     IK5BSC        59  15     0
QSO: 14321 PH 2015-10-24 1421 MM3T          59  14     UP2L          59  17     0
QSO: 14321 PH 2015-10-24 1422 MM3T          59  14     VA6CV         59  04     0
QSO: 14321 PH 2015-10-24 1422 MM3T          59  14     DL5YM         59  14     0
QSO: 14321 PH 2015-10-24 1423 MM3T          59  14     EW8R          59  16     0
QSO: 14321 PH 2015-10-24 1423 MM3T          59  14     K3LR          59  05     0
QSO: 14321 PH 2015-10-24 1424 MM3T          59  14     SQ8UPS        59  15     0
QSO: 14321 PH 2015-10-24 1424 MM3T          59  14     RD4F          59  16     0
QSO: 14321 PH 2015-10-24 1425 MM3T          59  14     DH8WR         59  14     0
QSO: 14321 PH 2015-10-24 1425 MM3T          59  14     EA1JO         59  14     0
QSO: 14321 PH 2015-10-24 1425 MM3T          59  14     VE5PV         59  04     0
QSO: 14321 PH 2015-10-24 1425 MM3T          59  14     DK6MP         59  14     0
QSO: 14321 PH 2015-10-24 1426 MM3T          59  14     EC8AQQ        59  33     0
QSO: 14321 PH 2015-10-24 1427 MM3T          59  14     HB9ERU        59  14     0
QSO: 14321 PH 2015-10-24 1427 MM3T          59  14     TF3DC         59  40     0
QSO: 14321 PH 2015-10-24 1428 MM3T          59  14     E76WO         59  15     0
QSO: 14321 PH 2015-10-24 1428 MM3T          59  14     VE6JY         59  04     0
QSO: 14321 PH 2015-10-24 1428 MM3T          59  14     SP3DRM        59  15     0
QSO: 14321 PH 2015-10-24 1429 MM3T          59  14     K7UA          59  03     0
QSO: 14321 PH 2015-10-24 1430 MM3T          59  14     OK2FD         59  15     0
QSO: 14321 PH 2015-10-24 1430 MM3T          59  14     UA9XL         59  17     0
QSO: 14321 PH 2015-10-24 1430 MM3T          59  14     RK9DM         59  17     0
QSO: 14321 PH 2015-10-24 1431 MM3T          59  14     K2RD          59  03     0
QSO: 14321 PH 2015-10-24 1431 MM3T          59  14     IU4AZC        59  15     0
QSO: 14321 PH 2015-10-24 1431 MM3T          59  14     UT1PG         59  16     0
QSO: 14321 PH 2015-10-24 1432 MM3T          59  14     DL5GCH        59  14     0
QSO: 14321 PH 2015-10-24 1432 MM3T          59  14     VE6SV         59  04     0
QSO: 14321 PH 2015-10-24 1432 MM3T          59  14     RQ9A          59  17     0
QSO: 14321 PH 2015-10-24 1432 MM3T          59  14     DL5GSM        59  14     0
QSO: 14321 PH 2015-10-24 1433 MM3T          59  14     R4FAN         59  16     0
QSO: 14321 PH 2015-10-24 1433 MM3T          59  14     WA3C          59  04     0
QSO: 14321 PH 2015-10-24 1433 MM3T          59  14     US1IV         59  16     0
QSO: 14321 PH 2015-10-24 1433 MM3T          59  14     HB9OK         59  14     0
QSO: 14321 PH 2015-10-24 1434 MM3T          59  14     IQ2DN         59  15     0
QSO: 14321 PH 2015-10-24 1434 MM3T          59  14     DL4DXF        59  14     0
QSO: 14321 PH 2015-10-24 1435 MM3T          59  14     DJ6TF         59  14     0
QSO: 14321 PH 2015-10-24 1435 MM3T          59  14     SP6ZT         59  15     0
QSO: 14321 PH 2015-10-24 1435 MM3T          59  14     EA8CSD        59  33     0
QSO: 14321 PH 2015-10-24 1435 MM3T          59  14     DK7GH         59  14     0
QSO: 14321 PH 2015-10-24 1435 MM3T          59  14     LZ9W          59  20     0
QSO: 14321 PH 2015-10-24 1436 MM3T          59  14     OZ1ELY        59  14     0
QSO: 14321 PH 2015-10-24 1436 MM3T          59  14     UA9XMC        59  17     0
QSO: 14321 PH 2015-10-24 1437 MM3T          59  14     K7RL          59  03     0
QSO: 14321 PH 2015-10-24 1437 MM3T          59  14     IK2YCW        59  15     0
QSO: 14321 PH 2015-10-24 1438 MM3T          59  14     K0GEO         59  04     0
QSO: 14321 PH 2015-10-24 1438 MM3T          59  14     IZ5NFD        59  15     0
QSO: 14321 PH 2015-10-24 1439 MM3T          59  14     OM6VF         59  15     0
QSO: 14321 PH 2015-10-24 1439 MM3T          59  14     DL1TKB        59  14     0
QSO: 14321 PH 2015-10-24 1439 MM3T          59  14     R3RR          59  16     0
QSO: 14321 PH 2015-10-24 1440 MM3T          59  14     SQ9FQY        59  15     0
QSO: 14321 PH 2015-10-24 1441 MM3T          59  14     W6LG          59  03     0
QSO: 14321 PH 2015-10-24 1442 MM3T          59  14     HB9DSE        59  14     0
QSO: 14321 PH 2015-10-24 1442 MM3T          59  14     SP6LMQ        59  15     0
QSO: 14321 PH 2015-10-24 1442 MM3T          59  14     DK1AX         59  14     0
QSO: 14321 PH 2015-10-24 1443 MM3T          59  14     SM6MSG        59  14     0
QSO: 14321 PH 2015-10-24 1443 MM3T          59  14     WE3C          59  05     0
QSO: 14321 PH 2015-10-24 1443 MM3T          59  14     IZ5YHD        59  15     0
QSO: 14321 PH 2015-10-24 1443 MM3T          59  14     YO5FMT        59  20     0
QSO: 14321 PH 2015-10-24 1443 MM3T          59  14     DL9LM         59  14     0
QSO: 14321 PH 2015-10-24 1444 MM3T          59  14     YU2DBZ        59  15     0
QSO: 14321 PH 2015-10-24 1444 MM3T          59  14     SM7E          59  14     0
QSO: 14321 PH 2015-10-24 1444 MM3T          59  14     US4AS         59  16     0
QSO: 14321 PH 2015-10-24 1445 MM3T          59  14     IZ8IQL        59  15     0
QSO: 14321 PH 2015-10-24 1445 MM3T          59  14     IW1CHX        59  15     0
QSO: 14321 PH 2015-10-24 1445 MM3T          59  14     DL4VAI        59  14     0
QSO: 14321 PH 2015-10-24 1446 MM3T          59  14     KC7OO         59  03     0
QSO: 28311 PH 2015-10-24 1524 MM3T          59  14     OK7Z          59  15     0
QSO: 28328 PH 2015-10-24 1527 MM3T          59  14     N4OX          59  05     0
QSO: 21185 PH 2015-10-24 1551 MM3T          59  14     IT9EWR        59  15     0
QSO: 21185 PH 2015-10-24 1552 MM3T          59  14     RT5K          59  16     0
QSO: 21185 PH 2015-10-24 1552 MM3T          59  14     YU7AOP        59  15     0
QSO: 21185 PH 2015-10-24 1555 MM3T          59  14     MM1E          59  14     0
QSO: 21185 PH 2015-10-24 1600 MM3T          59  14     YO6DBL        59  20     0
QSO: 21185 PH 2015-10-24 1601 MM3T          59  14     LZ2A          59  20     0
QSO: 21185 PH 2015-10-24 1602 MM3T          59  14     YO8BFC        59  20     0
QSO: 21185 PH 2015-10-24 1603 MM3T          59  14     US5MEU        59  16     0
QSO: 21245 PH 2015-10-24 1608 MM3T          59  14     RK3PWR        59  16     0
QSO: 21263 PH 2015-10-24 1609 MM3T          59  14     LZ3ZZ         59  20     0
QSO: 28618 PH 2015-10-24 1610 MM3T          59  14     OM7M          59  15     0
QSO: 28650 PH 2015-10-24 1611 MM3T          59  14     GM9N          59  14     0
QSO: 28666 PH 2015-10-24 1611 MM3T          59  14     OM1DK         59  15     0
QSO: 28559 PH 2015-10-24 1613 MM3T          59  14     PS2T          59  11     0
QSO: 28438 PH 2015-10-24 1615 MM3T          59  14     OE3K          59  15     0
QSO: 28408 PH 2015-10-24 1615 MM3T          59  14     SO9Q          59  15     0
QSO: 28312 PH 2015-10-24 1616 MM3T          59  14     US5D          59  16     0
QSO: 28310 PH 2015-10-24 1620 MM3T          59  14     CN8VO         59  33     0
QSO: 28442 PH 2015-10-24 1625 MM3T          59  14     DL7UXG        59  14     0
QSO: 28500 PH 2015-10-24 1627 MM3T          59  14     NR5M          59  04     0
QSO: 28737 PH 2015-10-24 1628 MM3T          59  14     ED8O          59  33     0
QSO: 28535 PH 2015-10-24 1630 MM3T          59  14     PY2VOX        59  11     0
QSO: 28512 PH 2015-10-24 1630 MM3T          59  14     EF8R          59  33     0
QSO: 28501 PH 2015-10-24 1631 MM3T          59  14     PX2A          59  11     0
QSO: 14324 PH 2015-10-24 1640 MM3T          59  14     LZ2YO         59  20     0
QSO: 14324 PH 2015-10-24 1640 MM3T          59  14     LY4Q          59  15     0
QSO: 14324 PH 2015-10-24 1641 MM3T          59  14     EU2MM         59  16     0
QSO: 14324 PH 2015-10-24 1642 MM3T          59  14     K6MW          59  03     0
QSO: 14324 PH 2015-10-24 1643 MM3T          59  14     DK3WE         59  14     0
QSO: 14324 PH 2015-10-24 1643 MM3T          59  14     SQ3OGP        59  15     0
QSO: 14324 PH 2015-10-24 1644 MM3T          59  14     IQ5FI         59  15     0
QSO: 14324 PH 2015-10-24 1645 MM3T          59  14     UX7MR         59  16     0
QSO: 14324 PH 2015-10-24 1646 MM3T          59  14     YO8THG        59  20     0
QSO:  7050 PH 2015-10-24 1649 MM3T          59  14     4X2M          59  20     0
QSO:  7052 PH 2015-10-24 1649 MM3T          59  14     RW3DU         59  16     0
QSO:  7059 PH 2015-10-24 1650 MM3T          59  14     A73A          59  21     0
QSO:  7070 PH 2015-10-24 1651 MM3T          59  14     PA9M          59  14     0
QSO:  7079 PH 2015-10-24 1651 MM3T          59  14     DF8AE         59  14     0
QSO:  7082 PH 2015-10-24 1652 MM3T          59  14     OL9R          59  15     0
QSO:  7098 PH 2015-10-24 1652 MM3T          59  14     F4DPW         59  14     0
QSO:  7104 PH 2015-10-24 1653 MM3T          59  14     F8ATS         59  14     0
QSO:  7109 PH 2015-10-24 1654 MM3T          59  14     UF5D          59  16     0
QSO:  7113 PH 2015-10-24 1655 MM3T          59  14     DC3RJ         59  14     0
QSO:  7116 PH 2015-10-24 1655 MM3T          59  14     RW0A          59  18     0
QSO:  7119 PH 2015-10-24 1655 MM3T          59  14     DK0L          59  14     0
QSO:  7127 PH 2015-10-24 1657 MM3T          59  14     RK4FD         59  16     0
QSO:  7136 PH 2015-10-24 1658 MM3T          59  14     HA3ITU        59  15     0
QSO:  7148 PH 2015-10-24 1702 MM3T          59  14     YT7A          59  15     0
QSO:  7154 PH 2015-10-24 1702 MM3T          59  14     OK1KSO        59  15     0
QSO:  7159 PH 2015-10-24 1704 MM3T          59  14     MM0GHM        59  14     0
QSO:  7159 PH 2015-10-24 1705 MM3T          59  14     ON4MHO        59  14     0
QSO:  7159 PH 2015-10-24 1705 MM3T          59  14     G4SQA         59  14     0
QSO:  7157 PH 2015-10-24 1706 MM3T          59  14     RC9O          59  18     0
QSO:  7166 PH 2015-10-24 1707 MM3T          59  14     CQ7X          59  14     0
QSO:  7173 PH 2015-10-24 1709 MM3T          59  14     PI4M          59  14     0
QSO:  7178 PH 2015-10-24 1710 MM3T          59  14     SN3A          59  15     0
QSO:  7199 PH 2015-10-24 1713 MM3T          59  14     RY3D          59  16     0
QSO:  7194 PH 2015-10-24 1955 MM3T          59  14     4L0A          59  21     0
QSO:  7177 PH 2015-10-24 1957 MM3T          59  14     CN2AA         59  33     0
QSO:  7182 PH 2015-10-24 1957 MM3T          59  14     OM2VL         59  15     0
QSO:  7172 PH 2015-10-24 1958 MM3T          59  14     EA6SX         59  14     0
QSO:  7170 PH 2015-10-24 1959 MM3T          59  14     TK/PB8DX      59  15     0
QSO:  7166 PH 2015-10-24 2001 MM3T          59  14     5Q2J          59  14     0
QSO:  7156 PH 2015-10-24 2003 MM3T          59  14     IZ8EFE        59  15     0
QSO:  7156 PH 2015-10-24 2003 MM3T          59  14     DR1E          59  14     0
QSO:  7156 PH 2015-10-24 2003 MM3T          59  14     SP1FPG        59  15     0
QSO:  7156 PH 2015-10-24 2004 MM3T          59  14     DD1JN         59  14     0
QSO:  7156 PH 2015-10-24 2004 MM3T          59  14     DL4ABR        59  14     0
QSO:  7156 PH 2015-10-24 2004 MM3T          59  14     OU2V          59  14     0
QSO:  7156 PH 2015-10-24 2005 MM3T          59  14     OL7T          59  15     0
QSO:  7156 PH 2015-10-24 2005 MM3T          59  14     DL4ZB         59  14     0
QSO:  7156 PH 2015-10-24 2006 MM3T          59  14     DD5AJ         59  14     0
QSO:  7156 PH 2015-10-24 2007 MM3T          59  14     DL4ZA         59  14     0
QSO:  7156 PH 2015-10-24 2008 MM3T          59  14     TM4E          59  14     0
QSO:  7156 PH 2015-10-24 2009 MM3T          59  14     S54I          59  15     0
QSO:  7156 PH 2015-10-24 2009 MM3T          59  14     DL0ML         59  14     0
QSO:  7156 PH 2015-10-24 2010 MM3T          59  14     SM5S          59  14     0
QSO:  7156 PH 2015-10-24 2012 MM3T          59  14     DJ0A          59  14     0
QSO:  7156 PH 2015-10-24 2013 MM3T          59  14     DL6O          59  14     0
QSO:  7156 PH 2015-10-24 2014 MM3T          59  14     SP2AYC        59  15     0
QSO:  7156 PH 2015-10-24 2014 MM3T          59  14     SQ2WHH        59  15     0
QSO:  7156 PH 2015-10-24 2015 MM3T          59  14     YO3APJ        59  20     0
QSO:  7158 PH 2015-10-24 2019 MM3T          59  14     DL7USW/P      59  14     0
QSO:  7158 PH 2015-10-24 2023 MM3T          59  14     SP5KAB        59  15     0
QSO:  7132 PH 2015-10-24 2025 MM3T          59  14     IK3SSW        59  15     0
QSO:  7132 PH 2015-10-24 2026 MM3T          59  14     SP2QG         59  15     0
QSO:  7123 PH 2015-10-24 2028 MM3T          59  14     EA3CI         59  14     0
QSO:  7119 PH 2015-10-24 2029 MM3T          59  14     YP0C          59  20     0
QSO:  7116 PH 2015-10-24 2031 MM3T          59  14     TF3CY         59  40     0
QSO:  7113 PH 2015-10-24 2032 MM3T          59  14     OK2BRS        59  15     0
QSO:  7113 PH 2015-10-24 2032 MM3T          59  14     VE9CB         59  05     0
QSO:  7113 PH 2015-10-24 2033 MM3T          59  14     OM2DT         59  15     0
QSO:  7112 PH 2015-10-24 2034 MM3T          59  14     UW2M          59  16     0
QSO:  7108 PH 2015-10-24 2034 MM3T          59  14     RU1A          59  16     0
QSO:  7075 PH 2015-10-24 2036 MM3T          59  14     IN3EQD        59  15     0
QSO:  7073 PH 2015-10-24 2037 MM3T          59  14     UP0L          59  17     0
QSO:  7071 PH 2015-10-24 2038 MM3T          59  14     LY5R          59  15     0
QSO:  7068 PH 2015-10-24 2039 MM3T          59  14     9A9R          59  15     0
QSO:  7061 PH 2015-10-24 2040 MM3T          59  14     SO4R          59  15     0
QSO:  7067 PH 2015-10-24 2045 MM3T          59  14     SZ1A          59  20     0
QSO:  7082 PH 2015-10-24 2045 MM3T          59  14     RC7KY         59  16     0
QSO:  7110 PH 2015-10-24 2047 MM3T          59  14     RT6A          59  16     0
QSO:  7146 PH 2015-10-24 2049 MM3T          59  14     S50W          59  15     0
QSO:  7149 PH 2015-10-24 2050 MM3T          59  14     LZ9W          59  20     0
QSO:  7151 PH 2015-10-24 2051 MM3T          59  14     WE3C          59  05     0
QSO:  7154 PH 2015-10-24 2051 MM3T          59  14     OE5T          59  15     0
QSO:  7159 PH 2015-10-24 2052 MM3T          59  14     SN8B          59  15     0
QSO:  7161 PH 2015-10-24 2052 MM3T          59  14     UW9I          59  16     0
QSO:  7167 PH 2015-10-24 2054 MM3T          59  14     OM0M          59  15     0
QSO:  7180 PH 2015-10-24 2055 MM3T          59  14     S52ZW         59  15     0
QSO:  7187 PH 2015-10-24 2057 MM3T          59  14     C37N          59  14     0
QSO:  7194 PH 2015-10-24 2058 MM3T          59  14     OM7M          59  15     0
QSO:  7197 PH 2015-10-24 2102 MM3T          59  14     P33W          59  20     0
QSO:  7199 PH 2015-10-24 2103 MM3T          59  14     YU7U          59  15     0
QSO:  7200 PH 2015-10-24 2103 MM3T          59  14     SO9T          59  15     0
QSO: 14271 PH 2015-10-24 2106 MM3T          59  14     K2LE          59  05     0
QSO: 14259 PH 2015-10-24 2106 MM3T          59  14     K1RM          59  05     0
QSO: 14252 PH 2015-10-24 2107 MM3T          59  14     N1MM          59  05     0
QSO: 14273 PH 2015-10-24 2108 MM3T          59  14     KC1XX         59  05     0
QSO: 14238 PH 2015-10-24 2109 MM3T          59  14     NY6DX         59  05     0
QSO: 14168 PH 2015-10-24 2113 MM3T          59  14     K3UL          59  05     0
QSO: 14152 PH 2015-10-24 2115 MM3T          59  14     K8AZ          59  04     0
QSO: 14135 PH 2015-10-24 2116 MM3T          59  14     CF3A          59  04     0
QSO:  3793 PH 2015-10-24 2335 MM3T          59  14     DF0HQ         59  14     0
QSO:  3787 PH 2015-10-24 2335 MM3T          59  14     CN3A          59  33     0
QSO:  3782 PH 2015-10-24 2336 MM3T          59  14     9A7A          59  15     0
QSO:  3780 PH 2015-10-24 2337 MM3T          59  14     OK5D          59  15     0
QSO:  3776 PH 2015-10-24 2337 MM3T          59  14     SO9T          59  15     0
QSO:  3773 PH 2015-10-24 2338 MM3T          59  14     OT5A          59  14     0
QSO:  3764 PH 2015-10-24 2339 MM3T          59  14     LX7I          59  14     0
QSO:  3761 PH 2015-10-24 2340 MM3T          59  14     CR6P          59  14     0
QSO:  3756 PH 2015-10-24 2340 MM3T          59  14     EU1WW         59  16     0
QSO:  3741 PH 2015-10-24 2342 MM3T          59  14     SO4B          59  15     0
QSO:  3739 PH 2015-10-24 2343 MM3T          59  14     ED1R          59  14     0
QSO:  3737 PH 2015-10-24 2343 MM3T          59  14     M4A           59  14     0
QSO:  3735 PH 2015-10-24 2344 MM3T          59  14     EA3GHZ        59  14     0
QSO:  3730 PH 2015-10-24 2344 MM3T          59  14     EI7M          59  14     0
QSO:  3727 PH 2015-10-24 2345 MM3T          59  14     PI4M          59  14     0
QSO:  3722 PH 2015-10-24 2346 MM3T          59  14     9K2HN         59  21     0
QSO:  3720 PH 2015-10-24 2347 MM3T          59  14     S51ZZ         59  15     0
QSO:  3718 PH 2015-10-24 2347 MM3T          59  14     EW8Y          59  16     0
QSO:  3714 PH 2015-10-24 2348 MM3T          59  14     4O3A          59  15     0
QSO:  3700 PH 2015-10-24 2349 MM3T          59  14     DL0CS         59  14     0
QSO:  3692 PH 2015-10-24 2349 MM3T          59  14     LY7A          59  15     0
QSO:  3679 PH 2015-10-24 2350 MM3T          59  14     HB9H          59  14     0
QSO:  3674 PH 2015-10-24 2351 MM3T          59  14     CT7ACG        59  14     0
QSO:  3660 PH 2015-10-24 2352 MM3T          59  14     ED7O          59  14     0
QSO:  3648 PH 2015-10-24 2353 MM3T          59  14     EW2W          59  16     0
QSO:  3633 PH 2015-10-24 2354 MM3T          59  14     5Q1A          59  14     0
QSO:  3623 PH 2015-10-24 2355 MM3T          59  14     S50W          59  15     0
QSO:  3621 PH 2015-10-24 2355 MM3T          59  14     YP0C          59  20     0
QSO:  3606 PH 2015-10-24 2356 MM3T          59  14     HB9OK         59  14     0
QSO:  3601 PH 2015-10-24 2356 MM3T          59  14     SO9Q          59  15     0
QSO:  3763 PH 2015-10-24 2357 MM3T          59  14     CR3A          59  33     0
QSO:  3771 PH 2015-10-24 2358 MM3T          59  14     RT6A          59  16     0
QSO:  3776 PH 2015-10-25 0000 MM3T          59  14     PE1EWR        59  14     0
QSO:  3776 PH 2015-10-25 0002 MM3T          59  14     W1HI          59  05     0
QSO:  3776 PH 2015-10-25 0002 MM3T          59  14     UI5F          59  16     0
QSO:  3776 PH 2015-10-25 0003 MM3T          59  14     DO6FC         59  14     0
QSO:  3776 PH 2015-10-25 0003 MM3T          59  14     DO6SI         59  14     0
QSO:  3776 PH 2015-10-25 0003 MM3T          59  14     HG1S          59  15     0
QSO:  3776 PH 2015-10-25 0005 MM3T          59  14     DL0LK         59  14     0
QSO:  3776 PH 2015-10-25 0006 MM3T          59  14     PA0EMO        59  14     0
QSO:  3785 PH 2015-10-25 0008 MM3T          59  14     HG2ITU        59  15     0
QSO:  3789 PH 2015-10-25 0010 MM3T          59  14     RJ4P          59  16     0
QSO:  3795 PH 2015-10-25 0017 MM3T          59  14     YT4A          59  15     0
QSO:  3798 PH 2015-10-25 0018 MM3T          59  14     LZ9W          59  20     0
QSO:  3627 PH 2015-10-25 0020 MM3T          59  14     WK1Q          59  05     0
QSO:  3641 PH 2015-10-25 0022 MM3T          59  14     WE3C          59  05     0
QSO:  3779 PH 2015-10-25 0030 MM3T          59  14     EA3CCN        59  14     0
QSO:  3777 PH 2015-10-25 0031 MM3T          59  14     C37N          59  14     0
QSO:  3767 PH 2015-10-25 0032 MM3T          59  14     EF8R          59  33     0
QSO:  3746 PH 2015-10-25 0032 MM3T          59  14     EI4KF         59  14     0
QSO:  3739 PH 2015-10-25 0033 MM3T          59  14     M0NKR         59  14     0
QSO:  3733 PH 2015-10-25 0034 MM3T          59  14     ED5O          59  14     0
QSO:  3731 PH 2015-10-25 0034 MM3T          59  14     DP6A          59  14     0
QSO:  3724 PH 2015-10-25 0035 MM3T          59  14     E73ESP        59  15     0
QSO:  3716 PH 2015-10-25 0043 MM3T          59  14     EE2K          59  14     0
QSO:  3713 PH 2015-10-25 0043 MM3T          59  14     HA8A          59  15     0
QSO:  3707 PH 2015-10-25 0044 MM3T          59  14     ED3X          59  14     0
QSO:  3704 PH 2015-10-25 0045 MM3T          59  14     ED9K          59  33     0
QSO: 21129 PH 2015-10-25 0758 MM3T          59  14     JR4OZR        59  25     0
QSO: 21153 PH 2015-10-25 0801 MM3T          59  14     JA0QNJ        59  25     0
QSO: 21166 PH 2015-10-25 0802 MM3T          59  14     JR3NZC        59  25     0
QSO: 21192 PH 2015-10-25 0804 MM3T          59  14     CR3A          59  33     0
QSO: 21200 PH 2015-10-25 0805 MM3T          59  14     3V8SS         59  33     0
QSO: 21202 PH 2015-10-25 0806 MM3T          59  14     JH4UYB        59  25     0
QSO: 21215 PH 2015-10-25 0807 MM3T          59  14     ED9K          59  33     0
QSO: 21220 PH 2015-10-25 0807 MM3T          59  14     ED1R          59  14     0
QSO: 21257 PH 2015-10-25 0812 MM3T          59  14     A73A          59  21     0
QSO: 21287 PH 2015-10-25 0813 MM3T          59  14     HG7T          59  15     0
QSO: 21293 PH 2015-10-25 0815 MM3T          59  14     TC0F          59  20     0
QSO: 21314 PH 2015-10-25 0819 MM3T          59  14     LZ5R          59  20     0
QSO: 21320 PH 2015-10-25 0821 MM3T          59  14     BD3CB         59  24     0
QSO: 21335 PH 2015-10-25 0821 MM3T          59  14     LZ5K          59  20     0
QSO: 21340 PH 2015-10-25 0822 MM3T          59  14     P33W          59  20     0
QSO: 21364 PH 2015-10-25 0824 MM3T          59  14     JA5FDJ        59  25     0
QSO: 21390 PH 2015-10-25 0826 MM3T          59  14     A92GE         59  21     0
QSO: 21411 PH 2015-10-25 0828 MM3T          59  14     JM4WUZ        59  25     0
QSO: 21413 PH 2015-10-25 0829 MM3T          59  14     JR5YCE        59  25     0
QSO: 21439 PH 2015-10-25 0831 MM3T          59  14     RD0W          59  18     0
QSO: 21442 PH 2015-10-25 0832 MM3T          59  14     JM1LPN        59  25     0
QSO: 28528 PH 2015-10-25 0833 MM3T          59  14     RQ4C          59  16     0
QSO: 28540 PH 2015-10-25 0834 MM3T          59  14     RW4WA         59  16     0
QSO: 28591 PH 2015-10-25 0834 MM3T          59  14     RY4F          59  16     0
QSO: 28685 PH 2015-10-25 0836 MM3T          59  14     AH0K          59  27     0
QSO: 28458 PH 2015-10-25 0840 MM3T          59  14     UX7MR         59  16     0
QSO: 28447 PH 2015-10-25 0846 MM3T          59  14     A93JA         59  21     0
QSO: 28444 PH 2015-10-25 0846 MM3T          59  14     RL4A          59  16     0
QSO: 28402 PH 2015-10-25 0857 MM3T          59  14     HS5NMF        59  26     0
QSO: 28397 PH 2015-10-25 0858 MM3T          59  14     EY7AD         59  17     0
QSO: 28396 PH 2015-10-25 0859 MM3T          59  14     HS0ZHC        59  26     0
QSO: 28386 PH 2015-10-25 0900 MM3T          59  14     TM2Y          59  14     0
QSO: 28361 PH 2015-10-25 0903 MM3T          59  14     UF5D          59  16     0
QSO: 28359 PH 2015-10-25 0904 MM3T          59  14     UT5EO         59  16     0
QSO: 28342 PH 2015-10-25 0905 MM3T          59  14     TA2AGO        59  20     0
QSO: 28322 PH 2015-10-25 0906 MM3T          59  14     UN9GD         59  17     0
QSO: 28315 PH 2015-10-25 0907 MM3T          59  14     R7NW          59  16     0
QSO: 28311 PH 2015-10-25 0909 MM3T          59  14     TC3P          59  20     0
QSO: 28302 PH 2015-10-25 0909 MM3T          59  14     UW5U          59  16     0
QSO: 28302 PH 2015-10-25 0911 MM3T          59  14     RZ3F          59  16     0
QSO: 28302 PH 2015-10-25 0912 MM3T          59  14     EA8AQV        59  33     0
QSO: 28302 PH 2015-10-25 0913 MM3T          59  14     SV1ELI        59  20     0
QSO: 28302 PH 2015-10-25 0914 MM3T          59  14     UV7V          59  16     0
QSO: 28302 PH 2015-10-25 0915 MM3T          59  14     YO8BFB        59  20     0
QSO: 28302 PH 2015-10-25 0915 MM3T          59  14     YO9BXE        59  20     0
QSO: 21399 PH 2015-10-25 1003 MM3T          59  14     YO2II         59  20     0
QSO: 21399 PH 2015-10-25 1004 MM3T          59  14     S50O          59  15     0
QSO: 21399 PH 2015-10-25 1004 MM3T          59  14     OK1BLU        59  15     0
QSO: 21129 PH 2015-10-25 1017 MM3T          59  14     OG7A          59  15     0
QSO: 28316 PH 2015-10-25 1020 MM3T          59  14     UX0LL         59  16     0
QSO: 28323 PH 2015-10-25 1020 MM3T          59  14     SP2HMN        59  15     0
QSO: 28330 PH 2015-10-25 1022 MM3T          59  14     CN3A          59  33     0
QSO: 28334 PH 2015-10-25 1023 MM3T          59  14     UT2T          59  16     0
QSO: 28334 PH 2015-10-25 1023 MM3T          59  14     RA3DQP        59  16     0
QSO: 28334 PH 2015-10-25 1023 MM3T          59  14     LZ8E          59  20     0
QSO: 28334 PH 2015-10-25 1024 MM3T          59  14     RL6K          59  16     0
QSO: 28334 PH 2015-10-25 1024 MM3T          59  14     SQ2WHH        59  15     0
