START-OF-LOG: 3.0
CALLSIGN: W8KNO
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 159732
NAME: Joseph L. Wehner
LOCATION: OH
OPERATORS: W8KNO
CLUB: Portage County Amateur Radio Service
CERTIFICATE: NO
CREATED-BY: WriteLog V10.77H
SOAPBOX: Saturday was "Fun, Fun, Fun till my wife took the
QSO: 21000 PH 2015-10-25 1435 W8KNO          59     04 MW0CRI         59     14
QSO: 28000 PH 2015-10-25 1436 W8KNO          59     04 TM6M           59     14
QSO: 28000 PH 2015-10-25 1437 W8KNO          59     04 9A7A           59     15
QSO: 28000 PH 2015-10-25 1438 W8KNO          59     04 DK3T           59     14
QSO: 28000 PH 2015-10-25 1440 W8KNO          59     04 SP4D           59     15
QSO: 28000 PH 2015-10-25 1441 W8KNO          59     04 9A1A           59     15
QSO: 21000 PH 2015-10-25 1443 W8KNO          59     04 EE2K           59     14
QSO: 21000 PH 2015-10-25 1444 W8KNO          59     04 DL8UAT         59     14
QSO: 21000 PH 2015-10-25 1446 W8KNO          59     04 SN7D           59     15
QSO: 21000 PH 2015-10-25 1448 W8KNO          59     04 CN3A           59     33
QSO: 21000 PH 2015-10-25 1450 W8KNO          59     04 OQ5M           59     14
QSO: 21000 PH 2015-10-25 1451 W8KNO          59     04 EW6W           59     16
QSO: 21000 PH 2015-10-25 1453 W8KNO          59     04 RM3DA          59     16
QSO: 21000 PH 2015-10-25 1456 W8KNO          59     04 EI1Y           59     14
QSO: 21000 PH 2015-10-25 1458 W8KNO          59     04 S54K           59     15
QSO: 21000 PH 2015-10-25 1500 W8KNO          59     04 RM3F           59     16
QSO: 21000 PH 2015-10-25 1501 W8KNO          59     04 IK0PHY         59     15
QSO: 21000 PH 2015-10-25 1503 W8KNO          59     04 SO9HQ          59     15
QSO: 21000 PH 2015-10-25 1505 W8KNO          59     04 DF0HQ          59     14
QSO: 21000 PH 2015-10-25 1517 W8KNO          59     04 EF8R           59     33
QSO: 21000 PH 2015-10-25 1518 W8KNO          59     04 RT5Z           59     16
QSO: 21000 PH 2015-10-25 1521 W8KNO          59     04 YU1EW          59     15
QSO: 21000 PH 2015-10-25 1523 W8KNO          59     04 LZ9W           59     20
QSO: 21000 PH 2015-10-25 1523 W8KNO          59     04 M9K            59     14
QSO: 21000 PH 2015-10-25 1525 W8KNO          59     04 IR8C           59     15
QSO: 21000 PH 2015-10-25 1527 W8KNO          59     04 UW7W           59     16
QSO: 21000 PH 2015-10-25 1529 W8KNO          59     04 YP8T           59     20
QSO: 21000 PH 2015-10-25 1530 W8KNO          59     04 OT5A           59     14
QSO: 21000 PH 2015-10-25 1532 W8KNO          59     04 YT1S           59     15
QSO: 21000 PH 2015-10-25 1533 W8KNO          59     04 ED8X           59     33
QSO: 28000 PH 2015-10-25 1537 W8KNO          59     04 IK2YCW         59     15
QSO: 14000 PH 2015-10-25 1545 W8KNO          59     04 PI4CC          59     14
QSO: 14000 PH 2015-10-25 1546 W8KNO          59     04 OK2RJC         59     15
QSO: 14000 PH 2015-10-25 1554 W8KNO          59     04 DF0HQ          59     14
QSO: 14000 PH 2015-10-25 1556 W8KNO          59     04 VE2CJR         59      5
QSO: 14000 PH 2015-10-25 1558 W8KNO          59     04 K3LR           59      5
QSO: 14000 PH 2015-10-25 1633 W8KNO          59     04 SQ6H           59     15
QSO: 28000 PH 2015-10-25 1636 W8KNO          59     04 ZF2AH          59      8
QSO: 21000 PH 2015-10-25 1644 W8KNO          59     04 UI2K           59     15
QSO: 21000 PH 2015-10-25 1646 W8KNO          59     04 DL0CS          59     14
QSO: 21000 PH 2015-10-25 1647 W8KNO          59     04 EI6JK          59     14
QSO: 21000 PH 2015-10-25 1652 W8KNO          59     04 EA1FDI         59     14
QSO: 21000 PH 2015-10-25 1654 W8KNO          59     04 SO2O           59     15
QSO: 21000 PH 2015-10-25 1655 W8KNO          59     04 ED1R           59     14
QSO: 21000 PH 2015-10-25 1656 W8KNO          59     04 EI9E           59     14
QSO: 21000 PH 2015-10-25 1701 W8KNO          59     04 G0JHC          59     14
QSO: 21000 PH 2015-10-25 1703 W8KNO          59     04 ED5O           59     14
QSO: 21000 PH 2015-10-25 1705 W8KNO          59     04 YV4NN          59      9
QSO: 21000 PH 2015-10-25 1706 W8KNO          59     04 S54ZZ          59     15
QSO: 21000 PH 2015-10-25 1712 W8KNO          59     04 PI4DX          59     14
QSO: 21000 PH 2015-10-25 1713 W8KNO          59     04 DJ7WW          59     14
QSO: 21000 PH 2015-10-25 1716 W8KNO          59     04 CR6P           59     14
QSO: 21000 PH 2015-10-25 1744 W8KNO          59     04 OR3A           59     14
QSO: 21000 PH 2015-10-25 1746 W8KNO          59     04 DM9EE          59     14
QSO: 21000 PH 2015-10-25 1751 W8KNO          59     04 OH0X           59     15
QSO: 14000 PH 2015-10-25 1754 W8KNO          59     04 G2F            59     14
QSO: 14000 PH 2015-10-25 1803 W8KNO          59     04 DJ5MW          59     14
QSO: 14000 PH 2015-10-25 1805 W8KNO          59     04 EC6AAA         59     14
QSO: 14000 PH 2015-10-25 1807 W8KNO          59     04 VA2WA          59      5
QSO: 14000 PH 2015-10-25 1810 W8KNO          59     04 OM2VL          59     15
QSO: 14000 PH 2015-10-25 1812 W8KNO          59     04 9A7A           59     15
QSO: 14000 PH 2015-10-25 1813 W8KNO          59     04 HG1S           59     15
QSO: 14000 PH 2015-10-25 1815 W8KNO          59     04 HG7T           59     15
QSO: 14000 PH 2015-10-25 1816 W8KNO          59     04 SI9AM          59     14
QSO: 14000 PH 2015-10-25 1820 W8KNO          59     04 EE7L           59     14
QSO: 14000 PH 2015-10-25 1821 W8KNO          59     04 HB9H           59     14
QSO: 14000 PH 2015-10-25 1824 W8KNO          59     04 S52NR          59     15
QSO: 14000 PH 2015-10-25 1825 W8KNO          59     04 DP7D           59     14
QSO: 14000 PH 2015-10-25 1828 W8KNO          59     04 RU1A           59     16
QSO: 14000 PH 2015-10-25 1829 W8KNO          59     04 IR8C           59     15
QSO: 14000 PH 2015-10-25 1832 W8KNO          59     04 EU1A           59     16
QSO: 14000 PH 2015-10-25 1834 W8KNO          59     04 OL9A           59     15
QSO: 14000 PH 2015-10-25 1836 W8KNO          59     04 PA4O           59     14
QSO: 14000 PH 2015-10-25 1837 W8KNO          59     04 HB2T           59     14
QSO: 14000 PH 2015-10-25 1840 W8KNO          59     04 YP0C           59     20
QSO: 21000 PH 2015-10-25 1850 W8KNO          59     04 DJ5AN          59     14
QSO: 21000 PH 2015-10-25 1851 W8KNO          59     04 KP2M           59      8
QSO: 21000 PH 2015-10-25 1853 W8KNO          59     04 EE1G           59     14
QSO: 21000 PH 2015-10-25 1857 W8KNO          59     04 G6MC           59     14
QSO: 21000 PH 2015-10-25 1858 W8KNO          59     04 ES5TV          59     15
QSO: 21000 PH 2015-10-25 1859 W8KNO          59     04 9A1A           59     15
QSO: 21000 PH 2015-10-25 1901 W8KNO          59     04 II9P           59     15
QSO: 21000 PH 2015-10-25 1904 W8KNO          59     04 9A1P           59     15
QSO: 21000 PH 2015-10-25 1905 W8KNO          59     04 6Y9X           59      8
QSO: 21000 PH 2015-10-25 1910 W8KNO          59     04 ED3X           59     14
QSO: 21000 PH 2015-10-25 1912 W8KNO          59     04 ED9K           59     33
QSO: 21000 PH 2015-10-25 1923 W8KNO          59     04 DJ8OG          59     14
QSO: 21000 PH 2015-10-25 1925 W8KNO          59     04 PI4CC          59     14
QSO: 21000 PH 2015-10-25 1927 W8KNO          59     04 OK7O           59     15
QSO: 21000 PH 2015-10-25 1928 W8KNO          59     04 VE6SV          59      4
QSO: 21000 PH 2015-10-25 1929 W8KNO          59     04 CU4HDX         59     14
QSO: 14000 PH 2015-10-25 1935 W8KNO          59     04 OH1F           59     15
QSO: 14000 PH 2015-10-25 1937 W8KNO          59     04 DL1A           59     14
QSO: 14000 PH 2015-10-25 1939 W8KNO          59     04 IB2A           59     15
QSO: 14000 PH 2015-10-25 1942 W8KNO          59     04 LB8IB          59     14
QSO: 14000 PH 2015-10-25 1945 W8KNO          59     04 IM0/IK0FMB     59     15
QSO: 14000 PH 2015-10-25 1946 W8KNO          59     04 OM7M           59     15
QSO: 14000 PH 2015-10-25 1947 W8KNO          59     04 CN2AA          59     33
QSO: 14000 PH 2015-10-25 1948 W8KNO          59     04 UA2F           59     15
QSO: 14000 PH 2015-10-25 1949 W8KNO          59     04 EF1W2          59     14
QSO: 14000 PH 2015-10-25 1953 W8KNO          59     04 8S0C           59     14
QSO: 14000 PH 2015-10-25 1954 W8KNO          59     04 IR4M           59     15
QSO: 14000 PH 2015-10-25 1955 W8KNO          59     04 G7Y            59     14
QSO: 14000 PH 2015-10-25 1956 W8KNO          59     04 IR4X           59     15
QSO: 14000 PH 2015-10-25 1959 W8KNO          59     04 S54ZZ          59     15
QSO: 14000 PH 2015-10-25 2000 W8KNO          59     04 9A1A           59     15
QSO: 14000 PH 2015-10-25 2011 W8KNO          59     04 DK0WRTC        59     14
QSO: 21000 PH 2015-10-25 2019 W8KNO          59     04 XE2ST          59      6
QSO: 21000 PH 2015-10-25 2021 W8KNO          59     04 YV4YC          59      9
QSO: 21000 PH 2015-10-25 2023 W8KNO          59     04 NP2P           59      8
QSO: 21000 PH 2015-10-25 2025 W8KNO          59     04 VE4VT          59      4
QSO: 21000 PH 2015-10-25 2031 W8KNO          59     04 TO4K           59      8
QSO: 21000 PH 2015-10-25 2035 W8KNO          59     04 V47T           59      8
QSO: 21000 PH 2015-10-25 2041 W8KNO          59     04 VP5DX          59      8
QSO: 21000 PH 2015-10-25 2042 W8KNO          59     04 ZW5B           59     11
QSO: 21000 PH 2015-10-25 2111 W8KNO          59     04 ZP5DBC         59     11
QSO: 21000 PH 2015-10-25 2112 W8KNO          59     04 CR6K           59     14
QSO: 21000 PH 2015-10-25 2113 W8KNO          59     04 XE2CQ          59      6
QSO: 21000 PH 2015-10-25 2116 W8KNO          59     04 PJ4Q           59      9
QSO: 21000 PH 2015-10-25 2117 W8KNO          59     04 XR6T           59     12
QSO: 21000 PH 2015-10-25 2119 W8KNO          59     04 VE5ZX          59      4
QSO: 21000 PH 2015-10-25 2121 W8KNO          59     04 CO8LY          59      8
QSO: 21000 PH 2015-10-25 2124 W8KNO          59     04 8P9EH          59      8
QSO: 21000 PH 2015-10-25 2127 W8KNO          59     04 PT2AC          59     11
QSO: 21000 PH 2015-10-25 2127 W8KNO          59     04 YV1KK          59      9
QSO: 14000 PH 2015-10-25 2131 W8KNO          59     04 FM5FJ          59      8
QSO: 14000 PH 2015-10-25 2136 W8KNO          59     04 HI8JSG         59      8
QSO: 14000 PH 2015-10-25 2137 W8KNO          59     04 PJ4Q           59      9
QSO: 14000 PH 2015-10-25 2138 W8KNO          59     04 9Y4D           59      9
QSO: 14000 PH 2015-10-25 2139 W8KNO          59     04 TO2A           59      9
QSO: 14000 PH 2015-10-25 2143 W8KNO          59     04 NP4DX          59      8
QSO: 14000 PH 2015-10-25 2145 W8KNO          59     04 HI3K           59      8
QSO: 14000 PH 2015-10-25 2146 W8KNO          59     04 CU4HDX         59     14
QSO: 14000 PH 2015-10-25 2147 W8KNO          59     04 ED1R           59     14
QSO: 21000 PH 2015-10-25 2201 W8KNO          59     04 PJ4X           59      9
QSO: 21000 PH 2015-10-25 2202 W8KNO          59     04 YV5EAH         59      9
QSO: 21000 PH 2015-10-25 2204 W8KNO          59     04 FY5KE          59      9
QSO: 21000 PH 2015-10-25 2207 W8KNO          59     04 9Y4W           59      9
QSO: 21000 PH 2015-10-25 2209 W8KNO          59     04 PY2HT          59     11
QSO: 21000 PH 2015-10-25 2210 W8KNO          59     04 PY2COY         59     11
QSO: 21000 PH 2015-10-25 2215 W8KNO          59     04 YN5Z           59      7
QSO: 21000 PH 2015-10-25 2225 W8KNO          59     04 LU8YE          59     13
QSO: 21000 PH 2015-10-25 2226 W8KNO          59     04 HK1NA          59      9
QSO: 21000 PH 2015-10-25 2233 W8KNO          59     04 KL7RA          59      1
QSO: 21000 PH 2015-10-25 2234 W8KNO          59     04 HI3TEJ         59      8
QSO: 21000 PH 2015-10-25 2237 W8KNO          59     04 RN0CT          59     19
QSO: 21000 PH 2015-10-25 2242 W8KNO          59     04 RT0C           59     19
QSO: 21000 PH 2015-10-25 2245 W8KNO          59     04 CX2CC          59     13
QSO: 21000 PH 2015-10-25 2245 W8KNO          59     04 PY5ZD          59     11
QSO: 14000 PH 2015-10-25 2248 W8KNO          59     04 6Y9X           59      8
QSO: 14000 PH 2015-10-25 2250 W8KNO          59     04 TO4K           59      8
QSO: 14000 PH 2015-10-25 2252 W8KNO          59     04 P40W           59      9
QSO: 14000 PH 2015-10-25 2255 W8KNO          59     04 VP2V/N3DXX     59      8
QSO: 14000 PH 2015-10-25 2255 W8KNO          59     04 CO2GG          59      8
QSO: 14000 PH 2015-10-25 2256 W8KNO          59     04 FY5KE          59      9
QSO: 14000 PH 2015-10-25 2258 W8KNO          59     04 ZW5B           59     11
QSO: 14000 PH 2015-10-25 2300 W8KNO          59     04 HK3C           59      9
QSO: 14000 PH 2015-10-25 2301 W8KNO          59     04 CO8DM          59      8
QSO: 14000 PH 2015-10-25 2302 W8KNO          59     04 P47T           59      9
QSO: 14000 PH 2015-10-25 2304 W8KNO          59     04 HC0E           59     10
QSO: 14000 PH 2015-10-25 2309 W8KNO          59     04 KP2M           59      8
QSO: 14000 PH 2015-10-25 2312 W8KNO          59     04 LT1F           59     13
QSO: 14000 PH 2015-10-25 2313 W8KNO          59     04 PQ5B           59     11
QSO: 14000 PH 2015-10-25 2315 W8KNO          59     04 YS1YS          59      7
QSO: 14000 PH 2015-10-25 2316 W8KNO          59     04 CX7ACH         59     13
QSO: 14000 PH 2015-10-25 2318 W8KNO          59     04 L77D           59     13
QSO: 14000 PH 2015-10-25 2321 W8KNO          59     04 YW5D           59      9
QSO:  7000 PH 2015-10-25 2323 W8KNO          59     04 HG1S           59     15
QSO: 21000 PH 2015-10-25 2327 W8KNO          59     04 JA7YRR         59     25
QSO: 21000 PH 2015-10-25 2331 W8KNO          59     04 JA1WTI         59     25
QSO: 21000 PH 2015-10-25 2336 W8KNO          59     04 JR3NZC         59     25
QSO: 21000 PH 2015-10-25 2338 W8KNO          59     04 JA2PAC         59     25
QSO: 21000 PH 2015-10-25 2345 W8KNO          59     04 JA5FDJ         59     25
QSO: 21000 PH 2015-10-25 2348 W8KNO          59     04 JA3NTE         59     25
QSO: 21000 PH 2015-10-25 2353 W8KNO          59     04 JA3YBK         59     25
END-OF-LOG:
