START-OF-LOG: 3.0
CALLSIGN: W8KNO
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 159732
NAME: Joseph L. Wehner
LOCATION: OH
OPERATORS: W8KNO
CLUB: Portage County Amateur Radio Service
CERTIFICATE: NO
CREATED-BY: WriteLog V10.77H
SOAPBOX: Saturday was "Fun, Fun, Fun till my wife took the
SOAPBOX: radio away!"  Not really, we went to see the
SOAPBOX: Beach Boys in concert and it took a good part of
SOAPBOX: the day and a short period on Sunday to recover.
QSO: 21000 PH 2015-10-24 0040 W8KNO          59     04 VE5PV          59      4
QSO: 21000 PH 2015-10-24 0045 W8KNO          59     04 K3LR           59      5
QSO: 21000 PH 2015-10-24 0046 W8KNO          59     04 VE6EM          59      4
QSO: 21000 PH 2015-10-24 0049 W8KNO          59     04 VA6MA          59      4
QSO: 14000 PH 2015-10-24 0102 W8KNO          59     04 TF3CW          59     40
QSO: 21000 PH 2015-10-24 0123 W8KNO          59     04 KH6J           59     31
QSO: 21000 PH 2015-10-24 0132 W8KNO          59     04 VK4KW          59     30
QSO: 21000 PH 2015-10-24 0144 W8KNO          59     04 VA7BEC         59      3
QSO: 21000 PH 2015-10-24 0146 W8KNO          59     04 K7RL           59      3
QSO: 14000 PH 2015-10-24 0152 W8KNO          59     04 EF8U           59     33
QSO: 14000 PH 2015-10-24 0153 W8KNO          59     04 PX2A           59     11
QSO: 14000 PH 2015-10-24 0155 W8KNO          59     04 CE3CT          59     12
QSO: 14000 PH 2015-10-24 0552 W8KNO          59     04 PJ2T           59      9
QSO:  1800 PH 2015-10-24 0553 W8KNO          59     04 K3LR           59      5
QSO:  1800 PH 2015-10-24 0556 W8KNO          59     04 VE4JM          59      4
QSO:  1800 PH 2015-10-24 0600 W8KNO          59     04 VE3CX          59      4
QSO:  3500 PH 2015-10-24 0607 W8KNO          59     04 CN2AA          59     33
QSO:  3500 PH 2015-10-24 0609 W8KNO          59     04 PJ2T           59      9
QSO:  3500 PH 2015-10-24 0614 W8KNO          59     04 VE3DZ          59      4
QSO:  3500 PH 2015-10-24 0615 W8KNO          59     04 VE3RA          59      4
QSO:  3500 PH 2015-10-24 0616 W8KNO          59     04 KN5TX          59      4
QSO:  3500 PH 2015-10-24 0618 W8KNO          59     04 VA2WA          59      5
QSO:  7000 PH 2015-10-24 1039 W8KNO          59     04 PJ2T           59      9
QSO:  7000 PH 2015-10-24 1040 W8KNO          59     04 K6NA           59      3
QSO:  7000 PH 2015-10-24 1042 W8KNO          59     04 K3LR           59      5
QSO:  7000 PH 2015-10-24 1045 W8KNO          59     04 6Y9X           59      8
QSO:  7000 PH 2015-10-24 1046 W8KNO          59     04 VB2T           59      2
QSO:  3500 PH 2015-10-24 1055 W8KNO          59     04 XE2X           59      6
QSO:  7000 PH 2015-10-24 1059 W8KNO          59     04 VE4VT          59      4
QSO: 14000 PH 2015-10-24 1114 W8KNO          59     04 TO2M           59      8
QSO: 14000 PH 2015-10-24 1118 W8KNO          59     04 CR6P           59     14
QSO: 14000 PH 2015-10-24 1244 W8KNO          59     04 EI9E           59     14
QSO: 14000 PH 2015-10-24 1246 W8KNO          59     04 SK3W           59     14
QSO: 21000 PH 2015-10-24 1303 W8KNO          59     04 LB8IB          59     14
QSO: 21000 PH 2015-10-24 1311 W8KNO          59     04 CN2AA          59     33
QSO: 21000 PH 2015-10-24 1319 W8KNO          59     04 CR6T           59     14
QSO: 21000 PH 2015-10-24 1323 W8KNO          59     04 RM5A           59     16
QSO: 21000 PH 2015-10-24 1339 W8KNO          59     04 DL2ARD         59     14
QSO: 21000 PH 2015-10-24 1340 W8KNO          59     04 PI4AMF         59     14
QSO: 21000 PH 2015-10-24 1343 W8KNO          59     04 YT5A           59     15
QSO: 21000 PH 2015-10-24 1344 W8KNO          59     04 IO4W           59     15
QSO: 21000 PH 2015-10-24 1346 W8KNO          59     04 EF8U           59     33
QSO: 21000 PH 2015-10-24 1347 W8KNO          59     04 S50K           59     15
QSO: 21000 PH 2015-10-24 1348 W8KNO          59     04 OK7M           59     15
QSO: 21000 PH 2015-10-24 1351 W8KNO          59     04 G2F            59     14
QSO: 21000 PH 2015-10-24 1354 W8KNO          59     04 TM6M           59     14
QSO: 21000 PH 2015-10-24 1355 W8KNO          59     04 GM2T           59     14
QSO: 21000 PH 2015-10-24 1356 W8KNO          59     04 EF1A           59     14
QSO: 21000 PH 2015-10-24 1358 W8KNO          59     04 UV5U           59     16
QSO: 21000 PH 2015-10-24 1400 W8KNO          59     04 RU1A           59     16
QSO: 21000 PH 2015-10-24 1405 W8KNO          59     04 IR4X           59     15
QSO: 21000 PH 2015-10-24 1407 W8KNO          59     04 SP9KAO         59     15
QSO: 21000 PH 2015-10-24 1407 W8KNO          59     04 9A8M           59     15
QSO: 21000 PH 2015-10-24 1416 W8KNO          59     04 LY5R           59     15
QSO: 21000 PH 2015-10-24 1418 W8KNO          59     04 RG9A           59     17
QSO: 21000 PH 2015-10-24 1420 W8KNO          59     04 S50O           59     15
QSO: 21000 PH 2015-10-24 1422 W8KNO          59     04 LZ6B           59     20
QSO: 21000 PH 2015-10-24 1423 W8KNO          59     04 HG1S           59     15
QSO: 21000 PH 2015-10-24 1424 W8KNO          59     04 N2IC           59      4
QSO: 14000 PH 2015-10-24 1458 W8KNO          59     04 IK2YCW         59     15
QSO: 14000 PH 2015-10-24 1459 W8KNO          59     04 G9W            59     14
QSO: 21000 PH 2015-10-24 1510 W8KNO          59     04 LY7Z           59     15
QSO: 21000 PH 2015-10-24 1512 W8KNO          59     04 OH5Z           59     15
QSO: 21000 PH 2015-10-24 1513 W8KNO          59     04 OG7A           59     15
QSO: 21000 PH 2015-10-24 1516 W8KNO          59     04 S56Y           59     15
QSO: 21000 PH 2015-10-24 1517 W8KNO          59     04 SP9LJD         59     15
QSO: 21000 PH 2015-10-24 1519 W8KNO          59     04 DM0Y           59     14
QSO: 21000 PH 2015-10-24 1520 W8KNO          59     04 S59A           59     15
QSO: 21000 PH 2015-10-24 1523 W8KNO          59     04 EC2DX          59     14
QSO: 21000 PH 2015-10-24 1527 W8KNO          59     04 SN5X           59     15
QSO: 21000 PH 2015-10-24 1530 W8KNO          59     04 SP3LPG         59     15
QSO: 28000 PH 2015-10-24 1534 W8KNO          59     04 W7FSL          59      3
QSO: 28000 PH 2015-10-24 1536 W8KNO          59     04 HI3K           59      8
QSO: 21000 PH 2015-10-24 1544 W8KNO          59     04 HG2ITU         59     15
QSO: 21000 PH 2015-10-24 1546 W8KNO          59     04 LX7I           59     14
QSO: 21000 PH 2015-10-24 1548 W8KNO          59     04 LY5Y           59     15
QSO: 21000 PH 2015-10-24 1550 W8KNO          59     04 SK3W           59     14
QSO: 21000 PH 2015-10-24 1551 W8KNO          59     04 DP7D           59     14
QSO: 21000 PH 2015-10-24 1552 W8KNO          59     04 UA2F           59     15
QSO: 21000 PH 2015-10-24 1602 W8KNO          59     04 EB5GC          59     14
QSO: 14000 PH 2015-10-24 1607 W8KNO          59     04 PI4COM         59     14
QSO: 14000 PH 2015-10-24 1720 W8KNO          59     04 YL2BJ          59     15
QSO: 28000 PH 2015-10-24 1732 W8KNO          59     04 VE7SZ          59      3
QSO: 28000 PH 2015-10-24 1735 W8KNO          59     04 CR6K           59     14
QSO: 21000 PH 2015-10-24 1739 W8KNO          59     04 DJ5MW          59     14
QSO: 21000 PH 2015-10-24 1743 W8KNO          59     04 EA3CCN         59     14
QSO: 21000 PH 2015-10-24 1747 W8KNO          59     04 IW2HAJ         59     15
QSO: 21000 PH 2015-10-24 1748 W8KNO          59     04 M2L            59     14
QSO: 21000 PH 2015-10-24 1755 W8KNO          59     04 DR5N           59     14
QSO: 21000 PH 2015-10-24 1758 W8KNO          59     04 P33W           59     20
QSO: 21000 PH 2015-10-24 1800 W8KNO          59     04 9A5Y           59     15
QSO: 21000 PH 2015-10-24 1803 W8KNO          59     04 GW4BLE         59     14
QSO: 21000 PH 2015-10-24 1807 W8KNO          59     04 T43US          59      8
QSO: 21000 PH 2015-10-24 1809 W8KNO          59     04 EA2KR          59     14
QSO: 21000 PH 2015-10-24 1813 W8KNO          59     04 EC1DBO         59     14
QSO: 21000 PH 2015-10-24 1814 W8KNO          59     04 CN2R           59     33
QSO: 28000 PH 2015-10-24 1817 W8KNO          59     04 CR3A           59     33
QSO: 28000 PH 2015-10-24 1819 W8KNO          59     04 HK1NA          59      9
QSO: 28000 PH 2015-10-24 1819 W8KNO          59     04 KP2XX          59      8
QSO: 28000 PH 2015-10-24 1900 W8KNO          59     04 EF8R           59     33
QSO: 28000 PH 2015-10-24 1903 W8KNO          59     04 XE1B           59      6
QSO: 28000 PH 2015-10-24 1904 W8KNO          59     04 CN2R           59     33
QSO:  7000 PH 2015-10-25 1017 W8KNO          59     04 VP9I           59      5
QSO:  7000 PH 2015-10-25 1020 W8KNO          59     04 P49Y           59      9
QSO:  7000 PH 2015-10-25 1024 W8KNO          59     04 VE3CX          59      4
QSO:  7000 PH 2015-10-25 1030 W8KNO          59     04 VE6SV          59      4
QSO:  7000 PH 2015-10-25 1033 W8KNO          59     04 TO4K           59      8
QSO:  7000 PH 2015-10-25 1035 W8KNO          59     04 N7AT           59      3
QSO:  7000 PH 2015-10-25 1040 W8KNO          59     04 NP2X           59      8
QSO:  7000 PH 2015-10-25 1043 W8KNO          59     04 VE6WQ          59      4
QSO:  1800 PH 2015-10-25 1045 W8KNO          59     04 VE3MGY         59      4
QSO:  7000 PH 2015-10-25 1103 W8KNO          59     04 VO2NS          59      2
QSO: 14000 PH 2015-10-25 1257 W8KNO          59     04 RT0F           59     19
QSO: 14000 PH 2015-10-25 1427 W8KNO          59     04 PI4DX          59     14
