START-OF-LOG: 3.0
LOCATION: ENY
CALLSIGN: KF2O
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1774440
CLUB: Yankee Clipper Contest Club
CONTEST: CQ-WW-SSB
CREATED-BY: WriteLog V11.02B
NAME: Henry Kiernan
OPERATORS: KF2O
SOAPBOX: high bands declining rapidly, sorry to see them go
QSO: 28599 PH 2015-10-24 1746 KF2O           59     05 FY5KE          59      9
QSO: 28458 PH 2015-10-24 1747 KF2O           59     05 ED9K           59     33
QSO: 28507 PH 2015-10-24 1748 KF2O           59     05 J62DX          59      8
QSO: 28392 PH 2015-10-24 1749 KF2O           59     05 VE6FI          59      4
QSO: 14342 PH 2015-10-24 1751 KF2O           59     05 HB2T           59     14
QSO: 14271 PH 2015-10-24 1752 KF2O           59     05 TK/PB8DX       59     15
QSO: 14318 PH 2015-10-24 1753 KF2O           59     05 LB8IB          59     14
QSO: 14326 PH 2015-10-24 1753 KF2O           59     05 EU1A           59     16
QSO: 14241 PH 2015-10-24 1754 KF2O           59     05 ES5TV          59     15
QSO: 14199 PH 2015-10-24 1756 KF2O           59     05 EK3GM          59     21
QSO: 21221 PH 2015-10-24 1757 KF2O           59     05 VE8EV          59      1
QSO: 21327 PH 2015-10-24 1758 KF2O           59     05 KL7RA          59      1
QSO: 21293 PH 2015-10-24 1803 KF2O           59     05 S0S            59     33
QSO: 21261 PH 2015-10-24 1804 KF2O           59     05 PJ4Q           59      9
QSO: 21258 PH 2015-10-24 1809 KF2O           59     05 VU2RCT         59     22
QSO: 21313 PH 2015-10-24 1811 KF2O           59     05 P49Y           59      9
QSO: 21443 PH 2015-10-24 1811 KF2O           59     05 TO1E           59      8
QSO: 21226 PH 2015-10-24 1812 KF2O           59     05 PT2AC          59     11
QSO: 14215 PH 2015-10-24 1816 KF2O           59     05 E73ESP         59     15
QSO: 14229 PH 2015-10-24 1822 KF2O           59     05 EC6AAE         59     14
QSO: 21275 PH 2015-10-24 1825 KF2O           59     05 GI7AXB         59     14
QSO: 21430 PH 2015-10-24 1830 KF2O           59     05 V3A            59      7
QSO: 28538 PH 2015-10-24 1833 KF2O           59     05 KH6J           59     31
QSO: 28530 PH 2015-10-24 1835 KF2O           59     05 V51WW          59     38
QSO: 21329 PH 2015-10-24 1844 KF2O           59     05 VU3TYG         59     22
QSO: 21416 PH 2015-10-24 1848 KF2O           59     05 VP2V/N3DXX     59      8
QSO: 28477 PH 2015-10-24 1850 KF2O           59     05 HI3K           59      8
QSO: 28484 PH 2015-10-24 1853 KF2O           59     05 ZF2AH          59      8
QSO: 14216 PH 2015-10-24 1900 KF2O           59     05 HO2C           59      7
QSO: 14273 PH 2015-10-24 1903 KF2O           59     05 VU2PAI         59     22
QSO: 14170 PH 2015-10-24 1903 KF2O           59     05 RQ7M           59     16
QSO: 14283 PH 2015-10-24 1905 KF2O           59     05 E7DX           59     15
QSO: 14268 PH 2015-10-24 1908 KF2O           59     05 4O3A           59     15
QSO: 14285 PH 2015-10-24 1908 KF2O           59     05 VU2RCT         59     22
QSO: 21349 PH 2015-10-24 1910 KF2O           59     05 CQ8CQ          59     14
QSO: 21334 PH 2015-10-24 1911 KF2O           59     05 VY1MAB         59      1
QSO: 21230 PH 2015-10-24 1919 KF2O           59     05 TO90R          59     39
QSO: 21300 PH 2015-10-24 1922 KF2O           59     05 ZS1VV          59     38
QSO: 21257 PH 2015-10-24 1926 KF2O           59     05 VP2MDG         59      8
QSO: 21302 PH 2015-10-24 1927 KF2O           59     05 CU4DX          59     14
QSO: 21237 PH 2015-10-24 1928 KF2O           59     05 CB1H           59     12
QSO: 28494 PH 2015-10-24 1934 KF2O           59     05 ZL1HD          59     32
QSO: 28425 PH 2015-10-24 1935 KF2O           59     05 5J0B           59      7
QSO: 28370 PH 2015-10-24 1936 KF2O           59     05 OA4SS          59     10
QSO: 28439 PH 2015-10-24 1936 KF2O           59     05 VP2V/N3DXX     59      8
QSO: 21297 PH 2015-10-24 1953 KF2O           59     05 YN5Z           59      7
QSO: 21379 PH 2015-10-24 1956 KF2O           59     05 TI2KAC         59      7
QSO: 28418 PH 2015-10-24 2011 KF2O           59     05 HC0E           59     10
QSO: 21231 PH 2015-10-24 2012 KF2O           59     05 LU1VM          59     13
QSO: 21261 PH 2015-10-24 2013 KF2O           59     05 V47T           59      8
QSO: 21431 PH 2015-10-24 2014 KF2O           59     05 HK3JJH         59      9
QSO: 21414 PH 2015-10-24 2015 KF2O           59     05 8P5A           59      8
QSO: 21411 PH 2015-10-24 2015 KF2O           59     05 YV6CR          59      9
QSO: 14318 PH 2015-10-24 2016 KF2O           59     05 LX7I           59     14
QSO: 14253 PH 2015-10-24 2017 KF2O           59     05 ZP9MCE         59     11
QSO: 28323 PH 2015-10-24 2030 KF2O           59     05 LQ7E           59     13
QSO: 21290 PH 2015-10-24 2034 KF2O           59     05 FY5KE          59      9
QSO: 21254 PH 2015-10-24 2037 KF2O           59     05 6Y9X           59      8
QSO: 21277 PH 2015-10-24 2040 KF2O           59     05 ZD7W           59     36
QSO: 14328 PH 2015-10-24 2041 KF2O           59     05 GI6K           59     14
QSO: 21364 PH 2015-10-24 2049 KF2O           59     05 J62DX          59      8
QSO: 21428 PH 2015-10-24 2052 KF2O           59     05 HC0E           59     10
QSO: 28330 PH 2015-10-24 2054 KF2O           59     05 VP5DX          59      8
QSO: 28455 PH 2015-10-24 2056 KF2O           59     05 VE5PV          59      4
QSO: 28567 PH 2015-10-24 2058 KF2O           59     05 KH6CJJ         59     31
QSO: 28495 PH 2015-10-24 2215 KF2O           59     05 VK4KW          59     30
QSO: 28466 PH 2015-10-24 2218 KF2O           59     05 KL7RA          59      1
QSO: 28352 PH 2015-10-24 2221 KF2O           59     05 AH0BT          59     27
QSO: 21372 PH 2015-10-24 2222 KF2O           59     05 RT0C           59     19
QSO: 21267 PH 2015-10-24 2224 KF2O           59     05 OA4SS          59     10
QSO: 21360 PH 2015-10-24 2226 KF2O           59     05 FG4KH          59      8
QSO: 21395 PH 2015-10-24 2227 KF2O           59     05 5J0B           59      7
QSO: 14278 PH 2015-10-24 2230 KF2O           59     05 V3A            59      7
QSO: 14342 PH 2015-10-24 2231 KF2O           59     05 VP9I           59      5
QSO: 21332 PH 2015-10-24 2238 KF2O           59     05 JA7YRR         59     25
QSO: 21309 PH 2015-10-24 2239 KF2O           59     05 XE2ST          59      6
QSO: 14319 PH 2015-10-24 2243 KF2O           59     05 JO3DDD         59     25
QSO: 14311 PH 2015-10-24 2243 KF2O           59     05 TF4X           59     40
QSO: 21347 PH 2015-10-24 2246 KF2O           59     05 AH2R           59     27
QSO: 21287 PH 2015-10-24 2249 KF2O           59     05 YS1YS          59      7
QSO: 14316 PH 2015-10-24 2250 KF2O           59     05 VP2V/N3DXX     59      8
QSO: 14218 PH 2015-10-24 2251 KF2O           59     05 TF2LL          59     40
QSO: 14343 PH 2015-10-24 2258 KF2O           59     05 HC2AO          59     10
QSO:  7225 PH 2015-10-24 2301 KF2O           59     05 VE9CB          59      5
QSO:  7159 PH 2015-10-24 2301 KF2O           59     05 EF8U           59     33
QSO:  7174 PH 2015-10-24 2302 KF2O           59     05 S51YI          59     15
QSO:  3758 PH 2015-10-24 2304 KF2O           59     05 CN2AA          59     33
QSO: 14173 PH 2015-10-24 2307 KF2O           59     05 BY5CD          59     24
QSO: 14270 PH 2015-10-24 2308 KF2O           59     05 YE2A           59     28
QSO: 14240 PH 2015-10-24 2310 KF2O           59     05 9V1YC          59     28
QSO: 21420 PH 2015-10-24 2316 KF2O           59     05 RN0CT          59     19
QSO: 21443 PH 2015-10-24 2318 KF2O           59     05 AH0K           59     27
QSO: 14201 PH 2015-10-24 2320 KF2O           59     05 VP2MDG         59      8
QSO: 14170 PH 2015-10-24 2324 KF2O           59     05 VE6EX          59      4
QSO: 14170 PH 2015-10-24 2325 KF2O           59     05 HI7SBR         59      8
QSO: 14170 PH 2015-10-24 2325 KF2O           59     05 UA0ACG         59     18
QSO: 14170 PH 2015-10-24 2326 KF2O           59     05 RV9UP          59     18
QSO: 14170 PH 2015-10-24 2326 KF2O           59     05 RK0UT          59     18
QSO: 14184 PH 2015-10-24 2330 KF2O           59     05 UP0L           59     17
QSO: 14181 PH 2015-10-24 2330 KF2O           59     05 VE7SCC         59      3
QSO: 14169 PH 2015-10-24 2331 KF2O           59     05 VY2ZM          59      5
QSO: 21210 PH 2015-10-24 2339 KF2O           59     05 V73D           59     31
QSO: 14200 PH 2015-10-24 2345 KF2O           59     05 9M2M           59     28
QSO: 14325 PH 2015-10-24 2348 KF2O           59     05 5J0B           59      7
QSO: 14259 PH 2015-10-24 2359 KF2O           59     05 OA4SS          59     10
QSO: 14186 PH 2015-10-25 0000 KF2O           59     05 CO6LC          59      8
QSO: 14206 PH 2015-10-25 0000 KF2O           59     05 VP5S           59      8
QSO: 14211 PH 2015-10-25 0000 KF2O           59     05 PJ4X           59      9
QSO: 14229 PH 2015-10-25 0001 KF2O           59     05 P49Y           59      9
QSO: 14213 PH 2015-10-25 0002 KF2O           59     05 HI3TT          59      8
QSO: 14232 PH 2015-10-25 0003 KF2O           59     05 B1Z            59     24
QSO: 14227 PH 2015-10-25 0003 KF2O           59     05 OH8WW          59     15
QSO: 21305 PH 2015-10-25 0017 KF2O           59     05 HR1AAB         59      7
QSO: 14310 PH 2015-10-25 0019 KF2O           59     05 PY0F/AA4NC     59     11
QSO: 14206 PH 2015-10-25 0025 KF2O           59     05 VR2XAN         59     24
QSO: 14200 PH 2015-10-25 0027 KF2O           59     05 JF8QNF         59     25
QSO: 14188 PH 2015-10-25 0028 KF2O           59     05 RW0BG          59     18
QSO: 14272 PH 2015-10-25 0028 KF2O           59     05 YL2SM          59     15
QSO: 14345 PH 2015-10-25 0030 KF2O           59     05 VE6JY          59      4
QSO: 14307 PH 2015-10-25 0138 KF2O           59     05 OD5ZZ          59     20
QSO: 14164 PH 2015-10-25 0140 KF2O           59     05 XE2B           59      6
QSO:  7074 PH 2015-10-25 0144 KF2O           59     05 A73A           59     21
QSO:  7167 PH 2015-10-25 0145 KF2O           59     05 C37N           59     14
QSO:  7089 PH 2015-10-25 0146 KF2O           59     05 VP9I           59      5
QSO:  7245 PH 2015-10-25 0147 KF2O           59     05 GM2T           59     14
QSO:  7229 PH 2015-10-25 0147 KF2O           59     05 YV5PM          59      9
QSO:  7262 PH 2015-10-25 0148 KF2O           59     05 PJ4Q           59      9
QSO:  7286 PH 2015-10-25 0151 KF2O           59     05 HK1NA          59      9
QSO:  3720 PH 2015-10-25 0154 KF2O           59     05 SP9RCL         59     15
QSO:  3711 PH 2015-10-25 0154 KF2O           59     05 PI4DX          59     14
QSO:  3744 PH 2015-10-25 0155 KF2O           59     05 ED1R           59     14
QSO:  3776 PH 2015-10-25 0156 KF2O           59     05 C37N           59     14
QSO:  3727 PH 2015-10-25 0157 KF2O           59     05 OM7M           59     15
QSO:  3725 PH 2015-10-25 0201 KF2O           59     05 NP2P           59      8
QSO:  3787 PH 2015-10-25 0202 KF2O           59     05 IB9T           59     15
QSO:  3686 PH 2015-10-25 0202 KF2O           59     05 S54ZZ          59     15
QSO:  3647 PH 2015-10-25 0204 KF2O           59     05 US5D           59     16
QSO:  3701 PH 2015-10-25 0206 KF2O           59     05 CR6P           59     14
QSO:  3749 PH 2015-10-25 0207 KF2O           59     05 TO2M           59      8
QSO:  1855 PH 2015-10-25 0209 KF2O           59     05 VP9I           59      5
QSO:  7147 PH 2015-10-25 0211 KF2O           59     05 OM2VL          59     15
QSO:  7254 PH 2015-10-25 0211 KF2O           59     05 C4A            59     20
QSO:  7219 PH 2015-10-25 0213 KF2O           59     05 XE2S           59      6
QSO:  7295 PH 2015-10-25 0214 KF2O           59     05 EA6SX          59     14
QSO:  7173 PH 2015-10-25 0215 KF2O           59     05 OE3K           59     15
QSO:  7177 PH 2015-10-25 0216 KF2O           59     05 CN2AA          59     33
QSO:  3797 PH 2015-10-25 0219 KF2O           59     05 A71CV          59     21
QSO:  3770 PH 2015-10-25 0221 KF2O           59     05 TO4K           59      8
QSO:  3707 PH 2015-10-25 0222 KF2O           59     05 VP5S           59      8
QSO:  3747 PH 2015-10-25 0222 KF2O           59     05 6Y9X           59      8
QSO:  7256 PH 2015-10-25 0224 KF2O           59     05 8P5A           59      8
QSO:  3765 PH 2015-10-25 0229 KF2O           59     05 VP2V/N3DXX     59      8
QSO:  3672 PH 2015-10-25 0229 KF2O           59     05 VP9I           59      5
QSO: 14310 PH 2015-10-25 0235 KF2O           59     05 5W1SA          59     32
QSO:  7154 PH 2015-10-25 0243 KF2O           59     05 HB9EOU         59     14
QSO:  7162 PH 2015-10-25 0243 KF2O           59     05 OK7O           59     15
QSO:  7157 PH 2015-10-25 0244 KF2O           59     05 TM6M           59     14
QSO:  7175 PH 2015-10-25 0244 KF2O           59     05 SN3A           59     15
QSO:  7267 PH 2015-10-25 0244 KF2O           59     05 9A7A           59     15
QSO:  7190 PH 2015-10-25 0244 KF2O           59     05 EF8R           59     33
QSO:  7200 PH 2015-10-25 0245 KF2O           59     05 CR5L           59     14
QSO:  7213 PH 2015-10-25 0246 KF2O           59     05 VE6SV          59      4
QSO:  7244 PH 2015-10-25 0247 KF2O           59     05 NP2P           59      8
QSO:  7199 PH 2015-10-25 0247 KF2O           59     05 A71CV          59     21
QSO:  7227 PH 2015-10-25 0249 KF2O           59     05 CN3A           59     33
QSO:  7267 PH 2015-10-25 0250 KF2O           59     05 J42T           59     20
QSO:  7210 PH 2015-10-25 0251 KF2O           59     05 RK4FD          59     16
QSO:  7243 PH 2015-10-25 0252 KF2O           59     05 EA3CCN         59     14
QSO:  3718 PH 2015-10-25 0253 KF2O           59     05 GM2T           59     14
QSO:  3639 PH 2015-10-25 0255 KF2O           59     05 KP3Z           59      8
QSO:  3748 PH 2015-10-25 0256 KF2O           59     05 9A1A           59     15
QSO: 14225 PH 2015-10-25 0257 KF2O           59     05 ZM2IO          59     32
QSO: 14213 PH 2015-10-25 0258 KF2O           59     05 FR4NT          59     39
QSO: 14241 PH 2015-10-25 0259 KF2O           59     05 RW0A           59     18
QSO: 14245 PH 2015-10-25 0303 KF2O           59     05 UI9I           59     18
QSO:  7211 PH 2015-10-25 0318 KF2O           59     05 EW6W           59     16
QSO:  7166 PH 2015-10-25 0319 KF2O           59     05 LY7A           59     15
QSO:  7129 PH 2015-10-25 0319 KF2O           59     05 3V8SS          59     33
QSO:  7216 PH 2015-10-25 0321 KF2O           59     05 V47T           59      8
QSO:  3735 PH 2015-10-25 0322 KF2O           59     05 PJ2T           59      9
QSO:  3725 PH 2015-10-25 0324 KF2O           59     05 J42T           59     20
QSO:  3783 PH 2015-10-25 0325 KF2O           59     05 8P5A           59      8
QSO:  3606 PH 2015-10-25 0328 KF2O           59     05 V26B           59      8
QSO:  3789 PH 2015-10-25 0331 KF2O           59     05 CN2R           59     33
QSO:  3627 PH 2015-10-25 0332 KF2O           59     05 FG4KH          59      8
QSO:  3696 PH 2015-10-25 0333 KF2O           59     05 M4A            59     14
QSO:  3755 PH 2015-10-25 0335 KF2O           59     05 EA3CCN         59     14
QSO:  3763 PH 2015-10-25 0336 KF2O           59     05 CF3A           59      4
QSO:  3768 PH 2015-10-25 0336 KF2O           59     05 VE3JAQ         59      4
QSO:  3777 PH 2015-10-25 0337 KF2O           59     05 9A7A           59     15
QSO:  3639 PH 2015-10-25 0338 KF2O           59     05 IV3SKB         59     15
QSO: 28447 PH 2015-10-25 1216 KF2O           59     05 A93JA          59     21
QSO: 28402 PH 2015-10-25 1224 KF2O           59     05 LZ5R           59     20
QSO: 28406 PH 2015-10-25 1225 KF2O           59     05 YT2R           59     15
QSO: 28460 PH 2015-10-25 1229 KF2O           59     05 ED1R           59     14
QSO: 28496 PH 2015-10-25 1229 KF2O           59     05 4X7R           59     20
QSO: 28608 PH 2015-10-25 1231 KF2O           59     05 DK0WRTC        59     14
QSO: 28577 PH 2015-10-25 1233 KF2O           59     05 EA3FZY         59     14
QSO: 28597 PH 2015-10-25 1233 KF2O           59     05 S53EO          59     15
QSO: 28700 PH 2015-10-25 1235 KF2O           59     05 C91C           59     37
QSO: 28436 PH 2015-10-25 1238 KF2O           59     05 SV9GPV         59     20
QSO: 28503 PH 2015-10-25 1245 KF2O           59     05 J43TR          59     20
QSO: 28718 PH 2015-10-25 1247 KF2O           59     05 IK2WZM         59     15
QSO: 28679 PH 2015-10-25 1247 KF2O           59     05 ED8W           59     33
QSO: 28668 PH 2015-10-25 1251 KF2O           59     05 EA5/LB7Q       59     14
QSO: 28590 PH 2015-10-25 1254 KF2O           59     05 3V8SS          59     33
QSO: 28308 PH 2015-10-25 1255 KF2O           59     05 EF8U           59     33
QSO: 28314 PH 2015-10-25 1256 KF2O           59     05 EF2O           59     14
QSO: 28320 PH 2015-10-25 1256 KF2O           59     05 EE3A           59     14
QSO: 28323 PH 2015-10-25 1256 KF2O           59     05 TM1T           59     14
QSO: 28345 PH 2015-10-25 1257 KF2O           59     05 TC0F           59     20
QSO: 28341 PH 2015-10-25 1257 KF2O           59     05 HA8RT          59     15
QSO: 28355 PH 2015-10-25 1258 KF2O           59     05 CN2AA          59     33
QSO: 28349 PH 2015-10-25 1259 KF2O           59     05 EA7HG          59     14
QSO: 28370 PH 2015-10-25 1259 KF2O           59     05 IR9W           59     15
QSO: 28388 PH 2015-10-25 1300 KF2O           59     05 EA5DFV         59     14
QSO: 28686 PH 2015-10-25 1303 KF2O           59     05 S50XX          59     15
QSO: 28647 PH 2015-10-25 1303 KF2O           59     05 IT9JOF         59     15
QSO: 28638 PH 2015-10-25 1304 KF2O           59     05 EA3CI          59     14
QSO: 28622 PH 2015-10-25 1305 KF2O           59     05 W1WEF          59      5
QSO: 28758 PH 2015-10-25 1306 KF2O           59     05 MU0GSY         59     14
QSO: 28766 PH 2015-10-25 1307 KF2O           59     05 EF1W           59     14
QSO: 28324 PH 2015-10-25 1308 KF2O           59     05 LZ4T           59     20
QSO: 28336 PH 2015-10-25 1309 KF2O           59     05 OK7K           59     15
QSO: 28360 PH 2015-10-25 1311 KF2O           59     05 KP2XX          59      8
QSO: 28373 PH 2015-10-25 1312 KF2O           59     05 IR6T           59     15
QSO: 28394 PH 2015-10-25 1312 KF2O           59     05 YP7A           59     20
QSO: 28428 PH 2015-10-25 1316 KF2O           59     05 IS0AML         59     15
QSO: 28545 PH 2015-10-25 1317 KF2O           59     05 HG2ITU         59     15
QSO: 28543 PH 2015-10-25 1318 KF2O           59     05 EE1G           59     14
QSO: 28532 PH 2015-10-25 1320 KF2O           59     05 ZS1TMJ         59     38
QSO: 28582 PH 2015-10-25 1321 KF2O           59     05 IV3SKB         59     15
QSO: 28595 PH 2015-10-25 1322 KF2O           59     05 J42T           59     20
QSO: 28599 PH 2015-10-25 1322 KF2O           59     05 ED3X           59     14
QSO: 28612 PH 2015-10-25 1323 KF2O           59     05 YT7R           59     15
QSO: 28609 PH 2015-10-25 1323 KF2O           59     05 CR5L           59     14
QSO: 28652 PH 2015-10-25 1324 KF2O           59     05 KP4BD          59      8
QSO: 28666 PH 2015-10-25 1324 KF2O           59     05 OK1KQH         59     15
QSO: 28678 PH 2015-10-25 1325 KF2O           59     05 EA1FDI         59     14
QSO: 28682 PH 2015-10-25 1325 KF2O           59     05 OK1XC          59     15
QSO: 28690 PH 2015-10-25 1325 KF2O           59     05 EA3LA          59     14
QSO: 28713 PH 2015-10-25 1326 KF2O           59     05 OR2F           59     14
QSO: 28708 PH 2015-10-25 1327 KF2O           59     05 E73S           59     15
QSO: 28788 PH 2015-10-25 1328 KF2O           59     05 OD5NJ          59     20
QSO: 28534 PH 2015-10-25 1331 KF2O           59     05 9A8M           59     15
QSO: 28515 PH 2015-10-25 1332 KF2O           59     05 CN2R           59     33
QSO: 28517 PH 2015-10-25 1333 KF2O           59     05 IK2YCW         59     15
QSO: 28526 PH 2015-10-25 1333 KF2O           59     05 C44C           59     20
QSO: 28533 PH 2015-10-25 1333 KF2O           59     05 HI8JSG         59      8
QSO: 28555 PH 2015-10-25 1335 KF2O           59     05 A92AA          59     21
QSO: 28593 PH 2015-10-25 1335 KF2O           59     05 EA7ZY          59     14
QSO: 28659 PH 2015-10-25 1336 KF2O           59     05 F5PCV          59     14
QSO: 28662 PH 2015-10-25 1336 KF2O           59     05 HB9TJR         59     14
QSO: 28465 PH 2015-10-25 1338 KF2O           59     05 9A7JCY         59     15
QSO: 28456 PH 2015-10-25 1338 KF2O           59     05 OE8Q           59     15
QSO: 28439 PH 2015-10-25 1339 KF2O           59     05 SQ6H           59     15
QSO: 28424 PH 2015-10-25 1340 KF2O           59     05 EE7Y           59     14
QSO: 28407 PH 2015-10-25 1340 KF2O           59     05 DL5L           59     14
QSO: 28405 PH 2015-10-25 1341 KF2O           59     05 EC2DX          59     14
QSO: 28808 PH 2015-10-25 1345 KF2O           59     05 EW2A           59     16
QSO: 21393 PH 2015-10-25 1348 KF2O           59     05 GZ5Y           59     14
QSO: 21372 PH 2015-10-25 1349 KF2O           59     05 M9K            59     14
QSO: 21378 PH 2015-10-25 1349 KF2O           59     05 DM0Y           59     14
QSO: 21382 PH 2015-10-25 1349 KF2O           59     05 RT5K           59     16
QSO: 21388 PH 2015-10-25 1349 KF2O           59     05 EF2A           59     14
QSO: 21391 PH 2015-10-25 1350 KF2O           59     05 SO2O           59     15
QSO: 21401 PH 2015-10-25 1350 KF2O           59     05 OK7O           59     15
QSO: 21402 PH 2015-10-25 1351 KF2O           59     05 DP6A           59     14
QSO: 21389 PH 2015-10-25 1351 KF2O           59     05 EA3CCN         59     14
QSO: 21407 PH 2015-10-25 1352 KF2O           59     05 SO4B           59     15
QSO: 21409 PH 2015-10-25 1352 KF2O           59     05 IQ2MI          59     15
QSO: 21415 PH 2015-10-25 1352 KF2O           59     05 RU1A           59     16
QSO: 21421 PH 2015-10-25 1353 KF2O           59     05 OH5BM          59     15
QSO: 21428 PH 2015-10-25 1353 KF2O           59     05 LY5R           59     15
QSO: 21443 PH 2015-10-25 1354 KF2O           59     05 ES7GM          59     15
QSO: 21438 PH 2015-10-25 1354 KF2O           59     05 UE25R          59     16
QSO: 21434 PH 2015-10-25 1354 KF2O           59     05 RM5A           59     16
QSO: 21249 PH 2015-10-25 1357 KF2O           59     05 SV9DJO         59     20
QSO: 21216 PH 2015-10-25 1400 KF2O           59     05 HS0ZHC         59     26
QSO: 21217 PH 2015-10-25 1401 KF2O           59     05 HB9EYP         59     14
QSO: 28368 PH 2015-10-25 1407 KF2O           59     05 PZ5RA          59      9
QSO: 28477 PH 2015-10-25 1420 KF2O           59     05 IR4M           59     15
QSO: 28422 PH 2015-10-25 1421 KF2O           59     05 EI7M           59     14
QSO: 28469 PH 2015-10-25 1422 KF2O           59     05 DK3T           59     14
QSO: 28577 PH 2015-10-25 1423 KF2O           59     05 HB0A           59     14
QSO: 28570 PH 2015-10-25 1423 KF2O           59     05 UF5D           59     16
QSO: 28556 PH 2015-10-25 1425 KF2O           59     05 ED5O           59     14
QSO: 28560 PH 2015-10-25 1425 KF2O           59     05 S54ZZ          59     15
QSO: 28571 PH 2015-10-25 1426 KF2O           59     05 YT8A           59     15
QSO: 28584 PH 2015-10-25 1426 KF2O           59     05 EA3NT          59     14
QSO: 28588 PH 2015-10-25 1427 KF2O           59     05 HG3R           59     15
QSO: 28597 PH 2015-10-25 1427 KF2O           59     05 OL7T           59     15
QSO: 28618 PH 2015-10-25 1427 KF2O           59     05 UA2F           59     15
QSO: 28646 PH 2015-10-25 1428 KF2O           59     05 SO2O           59     15
QSO: 28506 PH 2015-10-25 1430 KF2O           59     05 A61DA          59     21
QSO: 28777 PH 2015-10-25 1431 KF2O           59     05 SK7K           59     14
QSO: 28739 PH 2015-10-25 1431 KF2O           59     05 EU1AA          59     16
QSO: 28637 PH 2015-10-25 1433 KF2O           59     05 9A5Y           59     15
QSO: 28613 PH 2015-10-25 1434 KF2O           59     05 G5N            59     14
QSO: 28614 PH 2015-10-25 1434 KF2O           59     05 YT0Z           59     15
QSO: 28660 PH 2015-10-25 1435 KF2O           59     05 OK6DJ          59     15
QSO: 28678 PH 2015-10-25 1436 KF2O           59     05 S52ZW          59     15
QSO: 28540 PH 2015-10-25 1440 KF2O           59     05 TC2C           59     20
QSO: 28564 PH 2015-10-25 1440 KF2O           59     05 OM2VL          59     15
QSO: 28598 PH 2015-10-25 1440 KF2O           59     05 RU6K           59     16
QSO: 28586 PH 2015-10-25 1441 KF2O           59     05 HA8JV          59     15
QSO: 28571 PH 2015-10-25 1442 KF2O           59     05 DL1QW          59     14
QSO: 28342 PH 2015-10-25 1443 KF2O           59     05 VU2YVK         59     22
QSO: 28508 PH 2015-10-25 1516 KF2O           59     05 LA8HGA         59     14
QSO: 28375 PH 2015-10-25 1517 KF2O           59     05 YS1YS          59      7
QSO: 28853 PH 2015-10-25 1520 KF2O           59     05 5R8SV          59     39
QSO: 28517 PH 2015-10-25 1522 KF2O           59     05 SV5BYR         59     20
QSO: 28703 PH 2015-10-25 1524 KF2O           59     05 OE5T           59     15
QSO: 28417 PH 2015-10-25 1529 KF2O           59     05 ED2C           59     14
QSO: 28382 PH 2015-10-25 1532 KF2O           59     05 HR1AAB         59      7
QSO: 21245 PH 2015-10-25 1601 KF2O           59     05 Z60A           59     15
QSO: 14302 PH 2015-10-25 1608 KF2O           59     05 GZ5Y           59     14
QSO: 21223 PH 2015-10-25 1611 KF2O           59     05 YM7KA          59     20
QSO: 21273 PH 2015-10-25 1612 KF2O           59     05 EI1Y           59     14
QSO: 21236 PH 2015-10-25 1615 KF2O           59     05 EC7WR          59     14
QSO: 21278 PH 2015-10-25 1616 KF2O           59     05 DJ7WW          59     14
QSO: 21283 PH 2015-10-25 1618 KF2O           59     05 YT8WW          59     15
QSO: 21270 PH 2015-10-25 1619 KF2O           59     05 TF2LL          59     40
QSO: 21287 PH 2015-10-25 1619 KF2O           59     05 UW5Y           59     16
QSO: 21277 PH 2015-10-25 1620 KF2O           59     05 S54K           59     15
QSO: 21267 PH 2015-10-25 1620 KF2O           59     05 M6T            59     14
QSO: 21263 PH 2015-10-25 1620 KF2O           59     05 R7AB           59     16
QSO: 21286 PH 2015-10-25 1621 KF2O           59     05 GM0OQV         59     14
QSO: 21311 PH 2015-10-25 1622 KF2O           59     05 SO9T           59     15
QSO: 21323 PH 2015-10-25 1622 KF2O           59     05 S50K           59     15
QSO: 28308 PH 2015-10-25 1623 KF2O           59     05 P40W           59      9
QSO: 28344 PH 2015-10-25 1624 KF2O           59     05 DP6T           59     14
QSO: 28381 PH 2015-10-25 1625 KF2O           59     05 TI5/W3TB       59      7
QSO: 28384 PH 2015-10-25 1626 KF2O           59     05 TM7F           59     14
QSO: 28399 PH 2015-10-25 1627 KF2O           59     05 DJ8OG          59     14
QSO: 28400 PH 2015-10-25 1628 KF2O           59     05 OE9MON         59     15
QSO: 21225 PH 2015-10-25 1629 KF2O           59     05 R3KM           59     16
QSO: 21237 PH 2015-10-25 1630 KF2O           59     05 F4FFH          59     14
QSO: 21240 PH 2015-10-25 1630 KF2O           59     05 DL1A           59     14
QSO: 28347 PH 2015-10-25 1631 KF2O           59     05 ED7B           59     14
QSO: 28345 PH 2015-10-25 1632 KF2O           59     05 EE5M           59     14
QSO: 28353 PH 2015-10-25 1632 KF2O           59     05 PJ4X           59      9
QSO: 28367 PH 2015-10-25 1632 KF2O           59     05 EA1BLI         59     14
QSO: 28398 PH 2015-10-25 1634 KF2O           59     05 EG2ATU         59     14
