START-OF-LOG: 3.0
CALLSIGN: WB9KPT
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 450638
NAME: William Thomas
LOCATION: CO
OPERATORS: WB9KPT
CLUB: GRAND MESA CONTESTERS OF COLORADO
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5251.0
SOAPBOX: Made some great early morning contacts on 40 meters.
QSO: 14197 PH 2015-10-24 0000 WB9KPT        59  4      VP5/NU4Y      59  08
QSO: 14000 PH 2015-10-24 0008 WB9KPT        59  4      VE5PV         59  04
QSO: 14226 PH 2015-10-24 0014 WB9KPT        59  4      LU9MBY        59  13
QSO: 14253 PH 2015-10-24 0025 WB9KPT        59  4      KL7RA         59  01
QSO: 21269 PH 2015-10-24 0027 WB9KPT        59  4      JI1ICF        59  25
QSO: 21307 PH 2015-10-24 0035 WB9KPT        59  4      JI1BNU        59  25
QSO: 21309 PH 2015-10-24 0036 WB9KPT        59  4      JR3NZC        59  25
QSO: 21312 PH 2015-10-24 0041 WB9KPT        59  4      JA3BOA        59  25
QSO: 21322 PH 2015-10-24 0044 WB9KPT        59  4      JR1CBC        59  25
QSO: 21336 PH 2015-10-24 0045 WB9KPT        59  4      JL3JRY        59  25
QSO: 21337 PH 2015-10-24 0045 WB9KPT        59  4      JA7NVF        59  25
QSO: 21344 PH 2015-10-24 0046 WB9KPT        59  4      JH9KVF        59  25
QSO: 21347 PH 2015-10-24 0048 WB9KPT        59  4      JA5FDJ        59  25
QSO: 21349 PH 2015-10-24 0049 WB9KPT        59  4      JA2PAC        59  25
QSO: 21352 PH 2015-10-24 0054 WB9KPT        59  4      RT0C          59  19
QSO: 21357 PH 2015-10-24 0055 WB9KPT        59  4      CE3CT         59  12
QSO: 21362 PH 2015-10-24 0059 WB9KPT        59  4      JA3AOP        59  25
QSO: 21366 PH 2015-10-24 0100 WB9KPT        59  4      KH6J          59  31
QSO: 21374 PH 2015-10-24 0101 WB9KPT        59  4      N5ZC          59  04
QSO: 21380 PH 2015-10-24 0102 WB9KPT        59  4      JA3YBK        59  25
