START-OF-LOG: 3.0
CALLSIGN: GM9N
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 5766426
NAME: Stirling & District Amateur Radio Society
LOCATION: DX
OPERATORS: MM0OKG, GM1BSG, MM0HST, GM0OBX, MM0OPX, MM0GCF, 2M0GEK, MM0KFX,
OPERATORS: GM4UYE, MM0MWS, GM0BKC, MM6BJJ, MM6EJO,
CLUB: GMDX Group
CERTIFICATE: NO
CREATED-BY: Win-Test 4.17.0
SOAPBOX: Good to see 10m open on both days for the contest
QSO:  1840 PH 2015-10-24 0016 GM9N          59  14     CN2AA         59  33     0
QSO:  3724 PH 2015-10-24 0016 GM9N          59  14     S57MX         59  15     0
QSO:  3724 PH 2015-10-24 0017 GM9N          59  14     OM7M          59  15     0
QSO:  1833 PH 2015-10-24 0017 GM9N          59  14     9A1A          59  15     0
QSO:  3724 PH 2015-10-24 0018 GM9N          59  14     OK7Z          59  17     0
QSO:  7070 PH 2015-10-24 0018 GM9N          59  14     V26B          59  08     0
QSO:  1831 PH 2015-10-24 0018 GM9N          59  14     F6GOX         59  14     0
QSO:  3724 PH 2015-10-24 0018 GM9N          59  14     HB9PUE        59  14     0
QSO:  1827 PH 2015-10-24 0019 GM9N          59  14     LY8O          59  15     0
QSO:  3724 PH 2015-10-24 0020 GM9N          59  14     RM3F          59  16     0
QSO:  7126 PH 2015-10-24 0020 GM9N          59  14     TM7G          59  14     0
QSO:  3724 PH 2015-10-24 0020 GM9N          59  14     DK0WRTC       59  14     0
QSO:  3724 PH 2015-10-24 0020 GM9N          59  14     DK5D          59  14     0
QSO:  3724 PH 2015-10-24 0020 GM9N          59  14     IK2YCW        59  15     0
QSO:  1828 PH 2015-10-24 0020 GM9N          59  14     LA5YJ         59  14     0
QSO: 14179 PH 2015-10-24 0020 GM9N          59  14     9A1A          59  15     0
QSO:  3724 PH 2015-10-24 0020 GM9N          59  14     PI4COM        59  14     0
QSO:  3724 PH 2015-10-24 0021 GM9N          59  14     SP9RCL        59  15     0
QSO:  3724 PH 2015-10-24 0021 GM9N          59  14     SO4R          59  15     0
QSO:  7198 PH 2015-10-24 0021 GM9N          59  14     OE3K          59  15     0
QSO:  1828 PH 2015-10-24 0021 GM9N          59  14     TF2LL         59  40     0
QSO:  7195 PH 2015-10-24 0022 GM9N          59  14     HG2ITU        59  15     0
QSO:  1828 PH 2015-10-24 0022 GM9N          59  14     SK7K          59  14     0
QSO:  1828 PH 2015-10-24 0023 GM9N          59  14     SQ1OD         59  15     0
QSO:  7186 PH 2015-10-24 0023 GM9N          59  14     IR4X          59  15     0
QSO:  7184 PH 2015-10-24 0024 GM9N          59  14     CN2AA         59  33     0
QSO:  3724 PH 2015-10-24 0024 GM9N          59  14     S58M          59  15     0
QSO:  3724 PH 2015-10-24 0024 GM9N          59  14     DD9WG         59  14     0
QSO:  3724 PH 2015-10-24 0024 GM9N          59  14     G3B           59  14     0
QSO:  3724 PH 2015-10-24 0025 GM9N          59  14     LY5R          59  15     0
QSO:  7177 PH 2015-10-24 0025 GM9N          59  14     4O3A          59  15     0
QSO:  7178 PH 2015-10-24 0025 GM9N          59  14     YR8E          59  20     0
QSO:  3724 PH 2015-10-24 0025 GM9N          59  14     OH2LZC        59  15     0
QSO:  7172 PH 2015-10-24 0026 GM9N          59  14     S51YI         59  15     0
QSO:  3724 PH 2015-10-24 0026 GM9N          59  14     DF0AT         59  14     0
QSO: 14156 PH 2015-10-24 0026 GM9N          59  14     K1LZ          59  05     0
QSO:  3724 PH 2015-10-24 0027 GM9N          59  14     IR4M          59  15     0
QSO:  3724 PH 2015-10-24 0027 GM9N          59  14     M0BTZ         59  14     0
QSO:  3724 PH 2015-10-24 0027 GM9N          59  14     PI4YLC        59  14     0
QSO:  3724 PH 2015-10-24 0028 GM9N          59  14     MI0AYR        59  14     0
QSO:  1828 PH 2015-10-24 0029 GM9N          59  14     LA3ZPA        59  14     0
QSO:  7152 PH 2015-10-24 0029 GM9N          59  14     OK1KSO        59  15     0
QSO:  3724 PH 2015-10-24 0029 GM9N          59  14     E7DX          59  15     0
QSO:  7125 PH 2015-10-24 0029 GM9N          59  14     HB9EOU        59  14     0
QSO:  1828 PH 2015-10-24 0030 GM9N          59  14     ON7HM         59  14     0
QSO:  7115 PH 2015-10-24 0030 GM9N          59  14     OM7M          59  15     0
QSO:  3724 PH 2015-10-24 0030 GM9N          59  14     EA3CCN        59  14     0
QSO:  7103 PH 2015-10-24 0030 GM9N          59  14     C4A           59  20     0
QSO:  3724 PH 2015-10-24 0030 GM9N          59  14     DL5NAM        59  14     0
QSO:  7091 PH 2015-10-24 0030 GM9N          59  14     J42T          59  20     0
QSO:  3724 PH 2015-10-24 0031 GM9N          59  14     F4FFZ         59  14     0
QSO:  1828 PH 2015-10-24 0031 GM9N          59  14     GW3NAS        59  14     0
QSO:  3724 PH 2015-10-24 0032 GM9N          59  14     IN3EQD        59  15     0
QSO:  7083 PH 2015-10-24 0032 GM9N          59  14     VP2MDG        59  08     0
QSO:  1828 PH 2015-10-24 0033 GM9N          59  14     DK0WRTC       59  14     0
QSO:  1828 PH 2015-10-24 0033 GM9N          59  14     DR2P          59  14     0
QSO:  1828 PH 2015-10-24 0033 GM9N          59  14     G4L           59  14     0
QSO:  3724 PH 2015-10-24 0033 GM9N          59  14     S57S          59  15     0
QSO:  1828 PH 2015-10-24 0034 GM9N          59  14     F6GWV         59  14     0
QSO:  7071 PH 2015-10-24 0034 GM9N          59  14     RC9O          59  18     0
QSO:  1828 PH 2015-10-24 0034 GM9N          59  14     S57C          59  15     0
QSO:  1828 PH 2015-10-24 0035 GM9N          59  14     DL8LR         59  14     0
QSO:  1828 PH 2015-10-24 0035 GM9N          59  14     EI1Y          59  14     0
QSO:  7081 PH 2015-10-24 0036 GM9N          59  14     P3F           59  20     0
QSO:  1828 PH 2015-10-24 0036 GM9N          59  14     HB9AWS        59  14     0
QSO:  3724 PH 2015-10-24 0037 GM9N          59  14     DD8SM         59  14     0
QSO:  7137 PH 2015-10-24 0038 GM9N          59  14     K6ND          59  05     0
QSO:  3724 PH 2015-10-24 0038 GM9N          59  14     DL0NM         59  14     0
QSO:  1828 PH 2015-10-24 0039 GM9N          59  14     EU2EU         59  16     0
QSO:  3724 PH 2015-10-24 0041 GM9N          59  14     SE3X          59  14     0
QSO:  3643 PH 2015-10-24 0044 GM9N          59  14     SK7K          59  14     0
QSO:  7180 PH 2015-10-24 0044 GM9N          59  14     RT6A          59  16     0
QSO:  7168 PH 2015-10-24 0044 GM9N          59  14     DF0HQ         59  14     0
QSO:  1828 PH 2015-10-24 0044 GM9N          59  14     OH5Z          59  15     0
QSO:  3645 PH 2015-10-24 0044 GM9N          59  14     S58MU         59  15     0
QSO:  3668 PH 2015-10-24 0045 GM9N          59  14     UW7LL         59  16     0
QSO:  3669 PH 2015-10-24 0045 GM9N          59  14     PA3AAV        59  14     0
QSO:  1828 PH 2015-10-24 0045 GM9N          59  14     DL1WA         59  14     0
QSO:  1828 PH 2015-10-24 0046 GM9N          59  14     DL6O          59  14     0
QSO:  3675 PH 2015-10-24 0046 GM9N          59  14     IQ2MI         59  15     0
QSO:  1828 PH 2015-10-24 0046 GM9N          59  14     ED3X          59  14     0
QSO:  3678 PH 2015-10-24 0046 GM9N          59  14     S53EA         59  15     0
QSO:  7130 PH 2015-10-24 0046 GM9N          59  14     ES5TV         59  15     0
QSO:  3688 PH 2015-10-24 0047 GM9N          59  14     ED7O          59  14     0
QSO:  7132 PH 2015-10-24 0047 GM9N          59  14     YT5A          59  15     0
QSO:  1828 PH 2015-10-24 0047 GM9N          59  14     EI1A          59  14     0
QSO:  3708 PH 2015-10-24 0047 GM9N          59  14     LY9Y          59  15     0
QSO:  1828 PH 2015-10-24 0048 GM9N          59  14     P33W          59  20     0
QSO:  3715 PH 2015-10-24 0049 GM9N          59  14     G5W           59  14     0
QSO: 14168 PH 2015-10-24 0049 GM9N          59  14     UA0SE         59  18     0
QSO:  3734 PH 2015-10-24 0049 GM9N          59  14     YT7AW         59  15     0
QSO:  1828 PH 2015-10-24 0049 GM9N          59  14     OL1Z          59  15     0
QSO:  3737 PH 2015-10-24 0050 GM9N          59  14     9A1A          59  15     0
QSO:  3749 PH 2015-10-24 0050 GM9N          59  14     OK7O          59  15     0
QSO:  7090 PH 2015-10-24 0050 GM9N          59  14     Z39A          59  15     0
QSO:  7076 PH 2015-10-24 0051 GM9N          59  14     PI4DX         59  14     0
QSO:  3752 PH 2015-10-24 0051 GM9N          59  14     DL1A          59  14     0
QSO:  7048 PH 2015-10-24 0051 GM9N          59  14     OH0X          59  15     0
QSO:  1828 PH 2015-10-24 0052 GM9N          59  14     SM6FJY        59  14     0
QSO:  1828 PH 2015-10-24 0053 GM9N          59  14     SP9NLX        59  15     0
QSO:  7050 PH 2015-10-24 0053 GM9N          59  14     PJ4Q          59  09     0
QSO:  3803 PH 2015-10-24 0053 GM9N          59  14     W3LPL         59  05     0
QSO:  1828 PH 2015-10-24 0054 GM9N          59  14     UT6UD         59  16     0
QSO:  1828 PH 2015-10-24 0054 GM9N          59  14     SP3GTS        59  15     0
QSO:  3713 PH 2015-10-24 0054 GM9N          59  14     4U5F          59  15     0
QSO:  3747 PH 2015-10-24 0055 GM9N          59  14     SI9AM         59  14     0
QSO:  1828 PH 2015-10-24 0055 GM9N          59  14     HG7T          59  15     0
QSO:  3787 PH 2015-10-24 0055 GM9N          59  14     DF0HQ         59  14     0
QSO:  1828 PH 2015-10-24 0056 GM9N          59  14     9A5Y          59  15     0
QSO:  1828 PH 2015-10-24 0056 GM9N          59  14     HB9H          59  14     0
QSO:  3619 PH 2015-10-24 0056 GM9N          59  14     KC1XX         59  05     0
QSO:  1828 PH 2015-10-24 0057 GM9N          59  14     SQ5ASR        59  15     0
QSO:  1828 PH 2015-10-24 0057 GM9N          59  14     LY2W          59  15     0
QSO:  7074 PH 2015-10-24 0057 GM9N          59  14     PJ2T          59  09     0
QSO:  1828 PH 2015-10-24 0057 GM9N          59  14     EA3CCN        59  14     0
QSO:  3801 PH 2015-10-24 0058 GM9N          59  14     K3LR          59  05     0
QSO:  1828 PH 2015-10-24 0058 GM9N          59  14     GM2T          59  14     0
QSO:  1828 PH 2015-10-24 0058 GM9N          59  14     S58N          59  15     0
QSO:  3797 PH 2015-10-24 0058 GM9N          59  14     SP3LPG        59  15     0
QSO:  1828 PH 2015-10-24 0058 GM9N          59  14     G4CWH         59  14     0
QSO:  7100 PH 2015-10-24 0059 GM9N          59  14     HB9H          59  14     0
QSO:  7105 PH 2015-10-24 0059 GM9N          59  14     9A9R          59  15     0
QSO:  1828 PH 2015-10-24 0059 GM9N          59  14     UV7V          59  16     0
QSO:  3794 PH 2015-10-24 0059 GM9N          59  14     EA3GHZ        59  14     0
QSO:  7108 PH 2015-10-24 0059 GM9N          59  14     9A5Y          59  15     0
QSO:  1828 PH 2015-10-24 0059 GM9N          59  14     SN7D          59  15     0
QSO: 14194 PH 2015-10-24 0100 GM9N          59  14     TM4L          59  14     0
QSO:  7135 PH 2015-10-24 0100 GM9N          59  14     SO2O          59  15     0
QSO:  3782 PH 2015-10-24 0100 GM9N          59  14     M6T           59  14     0
QSO:  1828 PH 2015-10-24 0100 GM9N          59  14     OK1K          59  15     0
QSO:  1828 PH 2015-10-24 0100 GM9N          59  14     EF2A          59  14     0
QSO:  7139 PH 2015-10-24 0101 GM9N          59  14     UW2M          59  16     0
QSO:  3772 PH 2015-10-24 0101 GM9N          59  14     YT5A          59  15     0
QSO:  7155 PH 2015-10-24 0101 GM9N          59  14     US1I          59  16     0
QSO:  7141 PH 2015-10-24 0101 GM9N          59  14     IR8C          59  15     0
QSO:  1828 PH 2015-10-24 0101 GM9N          59  14     OK2KQH        59  15     0
QSO:  3760 PH 2015-10-24 0102 GM9N          59  14     HG6ITU        59  15     0
QSO:  1828 PH 2015-10-24 0102 GM9N          59  14     OG7O          59  15     0
QSO:  7146 PH 2015-10-24 0102 GM9N          59  14     YP7P          59  20     0
QSO:  1828 PH 2015-10-24 0102 GM9N          59  14     OK1JOK        59  15     0
QSO: 14154 PH 2015-10-24 0103 GM9N          59  14     WE3C          59  05     0
QSO:  3730 PH 2015-10-24 0103 GM9N          59  14     HG1S          59  15     0
QSO:  1828 PH 2015-10-24 0103 GM9N          59  14     M6T           59  14     0
QSO:  3725 PH 2015-10-24 0103 GM9N          59  14     RK9AX         59  17     0
QSO:  3701 PH 2015-10-24 0103 GM9N          59  14     SK3W          59  14     0
QSO:  1828 PH 2015-10-24 0104 GM9N          59  14     OM2VL         59  15     0
QSO: 14172 PH 2015-10-24 0104 GM9N          59  14     YW4D          59  09     0
QSO:  3667 PH 2015-10-24 0104 GM9N          59  14     TK/PB8DX      59  15     0
QSO:  1828 PH 2015-10-24 0104 GM9N          59  14     ES5RY         59  15     0
QSO:  1828 PH 2015-10-24 0105 GM9N          59  14     OH1Z          59  15     0
QSO:  3662 PH 2015-10-24 0105 GM9N          59  14     IO9A          59  15     0
QSO:  1828 PH 2015-10-24 0105 GM9N          59  14     II9P          59  15     0
QSO:  3641 PH 2015-10-24 0105 GM9N          59  14     S53F          59  15     0
QSO:  7203 PH 2015-10-24 0105 GM9N          59  14     K1KP          59  05     0
QSO:  1828 PH 2015-10-24 0105 GM9N          59  14     UA2F          59  15     0
QSO:  3637 PH 2015-10-24 0105 GM9N          59  14     9A3B          59  15     0
QSO:  1828 PH 2015-10-24 0106 GM9N          59  14     OZ7EA         59  14     0
QSO:  1828 PH 2015-10-24 0106 GM9N          59  14     SP2TQI        59  15     0
QSO:  1828 PH 2015-10-24 0107 GM9N          59  14     DP6A          59  14     0
QSO:  1828 PH 2015-10-24 0107 GM9N          59  14     OH6ECM        59  15     0
QSO:  1828 PH 2015-10-24 0108 GM9N          59  14     EW6W          59  16     0
QSO:  7058 PH 2015-10-24 0108 GM9N          59  14     HA5MK         59  15     0
QSO:  1828 PH 2015-10-24 0109 GM9N          59  14     G5O           59  14     0
QSO:  7066 PH 2015-10-24 0109 GM9N          59  14     4X2M          59  20     0
QSO:  3695 PH 2015-10-24 0109 GM9N          59  14     CR5T          59  14     0
QSO:  1828 PH 2015-10-24 0111 GM9N          59  14     S50A          59  15     0
QSO:  7085 PH 2015-10-24 0112 GM9N          59  14     HK1NA         59  09     0
QSO:  1828 PH 2015-10-24 0112 GM9N          59  14     VE1ZZ         59  05     0
QSO:  7117 PH 2015-10-24 0113 GM9N          59  14     VY2TT         59  05     0
QSO:  1828 PH 2015-10-24 0113 GM9N          59  14     TM7F          59  14     0
QSO:  7127 PH 2015-10-24 0114 GM9N          59  14     KC1XX         59  05     0
QSO:  3698 PH 2015-10-24 0115 GM9N          59  14     UA9FLK        59  17     0
QSO: 14150 PH 2015-10-24 0115 GM9N          59  14     K3LR          59  05     0
QSO:  3721 PH 2015-10-24 0115 GM9N          59  14     IB9T          59  15     0
QSO:  3743 PH 2015-10-24 0115 GM9N          59  14     PI4DX         59  14     0
QSO:  7145 PH 2015-10-24 0116 GM9N          59  14     K3LR          59  05     0
QSO: 14146 PH 2015-10-24 0117 GM9N          59  14     OZ7X          59  14     0
QSO:  3794 PH 2015-10-24 0118 GM9N          59  14     SO9T          59  15     0
QSO:  3790 PH 2015-10-24 0118 GM9N          59  14     YT4A          59  15     0
QSO:  3792 PH 2015-10-24 0118 GM9N          59  14     UW5ZM         59  16     0
QSO:  3761 PH 2015-10-24 0119 GM9N          59  14     UA2F          59  15     0
QSO:  3716 PH 2015-10-24 0119 GM9N          59  14     OK5D          59  15     0
QSO:  7172 PH 2015-10-24 0120 GM9N          59  14     ED1R          59  14     0
QSO:  1828 PH 2015-10-24 0120 GM9N          59  14     OH10A         59  15     0
QSO:  7105 PH 2015-10-24 0121 GM9N          59  14     SQ6H          59  15     0
QSO:  3685 PH 2015-10-24 0121 GM9N          59  14     CR6P          59  14     0
QSO:  3683 PH 2015-10-24 0121 GM9N          59  14     SN1D          59  15     0
QSO: 14236 PH 2015-10-24 0121 GM9N          59  14     K1KI          59  05     0
QSO:  7095 PH 2015-10-24 0123 GM9N          59  14     F4GVE         59  14     0
QSO:  7095 PH 2015-10-24 0124 GM9N          59  14     EA4TA         59  14     0
QSO:  7095 PH 2015-10-24 0125 GM9N          59  14     S58Q          59  15     0
QSO:  7095 PH 2015-10-24 0125 GM9N          59  14     OM6H          59  15     0
QSO:  7095 PH 2015-10-24 0126 GM9N          59  14     DL1MAJ        59  14     0
QSO:  7095 PH 2015-10-24 0127 GM9N          59  14     IZ4VQS        59  15     0
QSO:  7095 PH 2015-10-24 0127 GM9N          59  14     LY5I          59  15     0
QSO:  7095 PH 2015-10-24 0127 GM9N          59  14     LZ7A          59  20     0
QSO:  1828 PH 2015-10-24 0128 GM9N          59  14     M1GEO         59  14     0
QSO:  1828 PH 2015-10-24 0129 GM9N          59  14     YT8A          59  15     0
QSO:  7099 PH 2015-10-24 0129 GM9N          59  14     RW0A          59  18     0
QSO: 14295 PH 2015-10-24 0129 GM9N          59  14     W1YK          59  05     0
QSO:  7114 PH 2015-10-24 0130 GM9N          59  14     ED9K          59  33     0
QSO:  3676 PH 2015-10-24 0130 GM9N          59  14     WK1Q          59  05     0
QSO:  3676 PH 2015-10-24 0130 GM9N          59  14     SN7D          59  15     0
QSO:  7125 PH 2015-10-24 0131 GM9N          59  14     EE2K          59  14     0
QSO:  3676 PH 2015-10-24 0131 GM9N          59  14     DL6O          59  14     0
QSO: 14247 PH 2015-10-24 0131 GM9N          59  14     N1UR          59  05     0
QSO:  3676 PH 2015-10-24 0132 GM9N          59  14     W1FQ          59  05     0
QSO:  7129 PH 2015-10-24 0132 GM9N          59  14     W3LPL         59  05     0
QSO:  3676 PH 2015-10-24 0132 GM9N          59  14     W1CSM         59  05     0
QSO:  7154 PH 2015-10-24 0133 GM9N          59  14     RK4FD         59  16     0
QSO:  3676 PH 2015-10-24 0133 GM9N          59  14     EI1A          59  14     0
QSO:  7157 PH 2015-10-24 0134 GM9N          59  14     SN3A          59  15     0
QSO:  7159 PH 2015-10-24 0134 GM9N          59  14     EU1WW         59  16     0
QSO:  3676 PH 2015-10-24 0134 GM9N          59  14     WA1TAC        59  05     0
QSO: 14232 PH 2015-10-24 0135 GM9N          59  14     RC9X          59  17     0
QSO:  7165 PH 2015-10-24 0135 GM9N          59  14     S57AL         59  15     0
QSO:  3676 PH 2015-10-24 0135 GM9N          59  14     G4CWH         59  14     0
QSO: 14232 PH 2015-10-24 0135 GM9N          59  14     RW9LL         59  17     0
QSO:  7169 PH 2015-10-24 0135 GM9N          59  14     EW2W          59  16     0
QSO: 14232 PH 2015-10-24 0136 GM9N          59  14     RF9C          59  17     0
QSO:  3676 PH 2015-10-24 0136 GM9N          59  14     LZ8E          59  20     0
QSO:  7050 PH 2015-10-24 0137 GM9N          59  14     YR5N          15  20     0
QSO:  7053 PH 2015-10-24 0138 GM9N          59  14     SQ7NSN        59  15     0
QSO: 14232 PH 2015-10-24 0138 GM9N          59  14     S57AW         59  15     0
QSO:  7056 PH 2015-10-24 0138 GM9N          59  14     SJ2W          59  14     0
QSO:  3676 PH 2015-10-24 0139 GM9N          59  14     MM1E          59  14     0
QSO:  7060 PH 2015-10-24 0139 GM9N          59  14     SP9LJD        59  15     0
QSO:  7088 PH 2015-10-24 0141 GM9N          59  14     A61BK         59  21     0
QSO:  3676 PH 2015-10-24 0143 GM9N          59  14     DL9GWD        59  14     0
QSO:  7119 PH 2015-10-24 0143 GM9N          59  14     DK0WRTC       59  14     0
QSO:  1828 PH 2015-10-24 0143 GM9N          59  14     OH7WN         59  15     0
QSO:  1828 PH 2015-10-24 0143 GM9N          59  14     LA4C          59  14     0
QSO:  3676 PH 2015-10-24 0144 GM9N          59  14     DL7URH        59  14     0
QSO:  1828 PH 2015-10-24 0144 GM9N          59  14     IR4M          59  15     0
QSO:  3676 PH 2015-10-24 0144 GM9N          59  14     VE3JM         59  04     0
QSO:  3676 PH 2015-10-24 0145 GM9N          59  14     ON3DE         59  14     0
QSO:  1828 PH 2015-10-24 0145 GM9N          59  14     YR5AS         59  20     0
QSO:  3676 PH 2015-10-24 0146 GM9N          59  14     I0LYO         59  15     0
QSO:  3676 PH 2015-10-24 0147 GM9N          59  14     S56A          59  15     0
QSO:  1828 PH 2015-10-24 0147 GM9N          59  14     LA6VQ         59  14     0
QSO: 14154 PH 2015-10-24 0147 GM9N          59  14     WE3C          59  05     0
QSO:  1828 PH 2015-10-24 0147 GM9N          59  14     SP9DLY        59  15     0
QSO:  1828 PH 2015-10-24 0148 GM9N          59  14     OM4WW         59  15     0
QSO:  3676 PH 2015-10-24 0148 GM9N          59  14     EA4AII        59  14     0
QSO:  3676 PH 2015-10-24 0149 GM9N          59  14     LY6A          59  15     0
QSO:  7036 PH 2015-10-24 0149 GM9N          59  14     W4RM          59  05     0
QSO:  3676 PH 2015-10-24 0149 GM9N          59  14     EU3AA         59  16     0
QSO:  3676 PH 2015-10-24 0149 GM9N          59  14     WA1NPZ        59  05     0
QSO:  1828 PH 2015-10-24 0150 GM9N          59  14     DL6NDW        59  14     0
QSO:  1828 PH 2015-10-24 0150 GM9N          59  14     GW6J          59  14     0
QSO:  7041 PH 2015-10-24 0151 GM9N          59  14     OG7O          59  15     0
QSO:  1828 PH 2015-10-24 0151 GM9N          59  14     PA3AAV        59  14     0
QSO:  1828 PH 2015-10-24 0151 GM9N          59  14     OZ4MD         59  14     0
QSO:  1828 PH 2015-10-24 0152 GM9N          59  14     OO7P          59  14     0
QSO:  3676 PH 2015-10-24 0152 GM9N          59  14     G5O           59  14     0
QSO:  3676 PH 2015-10-24 0152 GM9N          59  14     TM2G          59  14     0
QSO:  1828 PH 2015-10-24 0152 GM9N          59  14     OZ1IKY        59  14     0
QSO:  3676 PH 2015-10-24 0152 GM9N          59  14     ED1WW         59  14     0
