START-OF-LOG: 3.0
CALLSIGN: J42T
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 11603592
NAME: Leo Fiskas
LOCATION: DX
OPERATORS: IK0EFR SV2BFN SV2BXZ SV2CLJ SV2DCD SV2DSJ SV2JAO SV2NRU SV5DKL SV7CLI
CLUB: Northern Greece Contest Team
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5251.0
SOAPBOX: New record for SV in M/2 category from our team www.j42t.org
QSO:  7092 PH 2015-10-24 0017 J42T          59  20     YM7KA         59  20     0
QSO: 14162 PH 2015-10-24 0017 J42T          59  20     NQ4I          59  05     1
QSO:  7092 PH 2015-10-24 0018 J42T          59  20     EA4CFY        59  14     0
QSO:  7092 PH 2015-10-24 0018 J42T          59  20     IK2YYL        59  15     0
QSO:  7092 PH 2015-10-24 0018 J42T          59  20     VA2HP         59  05     0
QSO:  7092 PH 2015-10-24 0018 J42T          59  20     MM0GHM        59  14     0
QSO:  7092 PH 2015-10-24 0018 J42T          59  20     IZ6SFB        59  15     0
QSO: 14157 PH 2015-10-24 0018 J42T          59  20     K1LZ          59  05     1
QSO:  7092 PH 2015-10-24 0019 J42T          59  20     PD0CQ         59  14     0
QSO:  7092 PH 2015-10-24 0019 J42T          59  20     EA3CI         59  14     0
QSO:  7092 PH 2015-10-24 0019 J42T          59  20     SE6N          59  14     0
QSO:  7092 PH 2015-10-24 0020 J42T          59  20     M4A           59  14     0
QSO:  7092 PH 2015-10-24 0020 J42T          59  20     DL1NKS        59  14     0
QSO:  7092 PH 2015-10-24 0020 J42T          59  20     IK4CCE        59  15     0
QSO: 14202 PH 2015-10-24 0020 J42T          59  20     SV9FBG        59  20     1
QSO: 14222 PH 2015-10-24 0020 J42T          59  20     K2JMY         59  05     1
QSO:  7092 PH 2015-10-24 0020 J42T          59  20     SN3A          59  15     0
QSO:  7092 PH 2015-10-24 0020 J42T          59  20     CR3A          59  33     0
QSO: 14222 PH 2015-10-24 0020 J42T          59  20     DL1AG         59  14     1
QSO:  7092 PH 2015-10-24 0021 J42T          59  20     CT1EAV        59  14     0
QSO:  7092 PH 2015-10-24 0021 J42T          59  20     IZ8IEV        59  15     0
QSO: 14222 PH 2015-10-24 0021 J42T          59  20     IV3OSC        59  15     1
QSO:  7092 PH 2015-10-24 0021 J42T          59  20     EF8R          59  33     0
QSO:  7092 PH 2015-10-24 0021 J42T          59  20     9A8M          59  15     0
QSO:  7092 PH 2015-10-24 0021 J42T          59  20     NY6DX         59  05     0
QSO:  7092 PH 2015-10-24 0022 J42T          59  20     SP9KDA        59  15     0
QSO: 14222 PH 2015-10-24 0022 J42T          59  20     N1DD          59  05     1
QSO:  7092 PH 2015-10-24 0022 J42T          59  20     ED5O          59  14     0
QSO:  7092 PH 2015-10-24 0022 J42T          59  20     DJ7MH         59  14     0
QSO:  7092 PH 2015-10-24 0022 J42T          59  20     9A7A          59  15     0
QSO:  7092 PH 2015-10-24 0022 J42T          59  20     OT5A          59  14     0
QSO:  7092 PH 2015-10-24 0023 J42T          59  20     DK0EE         59  14     0
QSO: 14222 PH 2015-10-24 0023 J42T          59  20     OK1K          59  15     1
QSO:  7092 PH 2015-10-24 0023 J42T          59  20     UT7QL         59  16     0
QSO:  7092 PH 2015-10-24 0023 J42T          59  20     HG7T          59  15     0
QSO: 14222 PH 2015-10-24 0023 J42T          59  20     K1JB          59  05     1
QSO:  7092 PH 2015-10-24 0023 J42T          59  20     IW0EAC        59  15     0
QSO:  7092 PH 2015-10-24 0023 J42T          59  20     EC1DD         59  14     0
QSO:  7092 PH 2015-10-24 0023 J42T          59  20     M0NKR         59  14     0
QSO:  7092 PH 2015-10-24 0024 J42T          59  20     EI1A          59  14     0
QSO:  7092 PH 2015-10-24 0024 J42T          59  20     US0HZ         59  16     0
QSO:  7092 PH 2015-10-24 0024 J42T          59  20     RU1A          59  16     0
QSO: 14222 PH 2015-10-24 0024 J42T          59  20     W9IU          59  04     1
QSO:  7092 PH 2015-10-24 0025 J42T          59  20     II9P          59  15     0
QSO: 14222 PH 2015-10-24 0025 J42T          59  20     IZ0DXD        59  15     1
QSO:  7092 PH 2015-10-24 0025 J42T          59  20     PI4M          59  14     0
QSO:  7092 PH 2015-10-24 0025 J42T          59  20     DR5N          59  14     0
QSO: 14222 PH 2015-10-24 0025 J42T          59  20     9A6V          59  15     1
QSO:  7092 PH 2015-10-24 0025 J42T          59  20     PI4AMF        59  14     0
QSO: 14165 PH 2015-10-24 0025 J42T          59  20     VE3JM         59  04     1
QSO:  7092 PH 2015-10-24 0025 J42T          59  20     CN2R          59  33     0
QSO:  7092 PH 2015-10-24 0025 J42T          59  20     RM5A          59  16     0
QSO:  7092 PH 2015-10-24 0025 J42T          59  20     DP6A          59  14     0
QSO: 14222 PH 2015-10-24 0026 J42T          59  20     KE1Q          59  05     1
QSO:  7092 PH 2015-10-24 0026 J42T          59  20     VP5DX         59  08     0
QSO:  7092 PH 2015-10-24 0026 J42T          59  20     9A1A          59  15     0
QSO: 14222 PH 2015-10-24 0026 J42T          59  20     IZ4VYY        59  15     1
QSO:  7092 PH 2015-10-24 0026 J42T          59  20     F4GVE         59  14     0
QSO:  7092 PH 2015-10-24 0027 J42T          59  20     TI1K          59  07     0
QSO:  7092 PH 2015-10-24 0027 J42T          59  20     HI8KW         59  08     0
QSO:  7092 PH 2015-10-24 0027 J42T          59  20     UA4ATB        59  16     0
QSO:  7092 PH 2015-10-24 0027 J42T          59  20     EE5M          59  14     0
QSO: 14222 PH 2015-10-24 0027 J42T          59  20     IQ2WU         59  15     1
QSO:  7092 PH 2015-10-24 0027 J42T          59  20     VA2KF         59  05     0
QSO:  7092 PH 2015-10-24 0028 J42T          59  20     UW5Y          59  16     0
QSO:  7092 PH 2015-10-24 0028 J42T          59  20     DK7VW         59  14     0
QSO:  7092 PH 2015-10-24 0028 J42T          59  20     SK2T          59  14     0
QSO:  7092 PH 2015-10-24 0028 J42T          59  20     HG1S          59  15     0
QSO:  7092 PH 2015-10-24 0028 J42T          59  20     RK4HYT        59  16     0
QSO: 14222 PH 2015-10-24 0028 J42T          59  20     IB9T          59  15     1
QSO:  7092 PH 2015-10-24 0029 J42T          59  20     EI6JK         59  14     0
QSO: 14222 PH 2015-10-24 0029 J42T          59  20     IB1B          59  15     1
QSO:  7092 PH 2015-10-24 0029 J42T          59  20     G0GHK         59  14     0
QSO:  7092 PH 2015-10-24 0029 J42T          59  20     K3MA          59  05     0
QSO:  7092 PH 2015-10-24 0029 J42T          59  20     YQ6A          59  20     0
QSO: 14222 PH 2015-10-24 0029 J42T          59  20     WA2NHA        59  05     1
QSO:  7092 PH 2015-10-24 0029 J42T          59  20     A73A          59  21     0
QSO:  7092 PH 2015-10-24 0029 J42T          59  20     F4DPW         59  14     0
QSO:  7092 PH 2015-10-24 0030 J42T          59  20     NC3Y          59  05     0
QSO: 14222 PH 2015-10-24 0030 J42T          59  20     IK2YYL        59  15     1
QSO: 14222 PH 2015-10-24 0030 J42T          59  20     IU0CXK        59  15     1
QSO:  7092 PH 2015-10-24 0030 J42T          59  20     OH5Z          59  15     0
QSO:  7092 PH 2015-10-24 0030 J42T          59  20     GM9N          59  14     0
QSO: 14222 PH 2015-10-24 0031 J42T          59  20     IR5A          59  15     1
QSO:  7092 PH 2015-10-24 0031 J42T          59  20     VA2EW         59  05     0
QSO:  7092 PH 2015-10-24 0031 J42T          59  20     LA6VQ         59  14     0
QSO: 14222 PH 2015-10-24 0031 J42T          59  20     IK4PKN        59  15     1
QSO: 14222 PH 2015-10-24 0031 J42T          59  20     IZ4TNM        59  15     1
QSO:  7092 PH 2015-10-24 0031 J42T          59  20     IT9BFE        59  15     0
QSO:  7092 PH 2015-10-24 0031 J42T          59  20     UA1AFZ        59  16     0
QSO:  7092 PH 2015-10-24 0031 J42T          59  20     EE1G          59  14     0
QSO:  7092 PH 2015-10-24 0032 J42T          59  20     RA4AAT        59  16     0
QSO:  7092 PH 2015-10-24 0032 J42T          59  20     ZW5B          59  11     0
QSO:  7092 PH 2015-10-24 0032 J42T          59  20     IR4M          59  15     0
QSO:  7092 PH 2015-10-24 0033 J42T          59  20     V47T          59  08     0
QSO:  7092 PH 2015-10-24 0033 J42T          59  20     EU1A          59  16     0
QSO:  7092 PH 2015-10-24 0033 J42T          59  20     HB2T          59  14     0
QSO:  7092 PH 2015-10-24 0034 J42T          59  20     SP3JUN        59  15     0
QSO:  7092 PH 2015-10-24 0034 J42T          59  20     EF1W          59  14     0
QSO:  7092 PH 2015-10-24 0034 J42T          59  20     R3WR          59  16     0
QSO:  7092 PH 2015-10-24 0034 J42T          59  20     SO4B          59  15     0
QSO:  7092 PH 2015-10-24 0035 J42T          59  20     HG1G          59  15     0
QSO:  7092 PH 2015-10-24 0035 J42T          59  20     RC9AR         59  17     0
QSO:  7092 PH 2015-10-24 0035 J42T          59  20     EI7M          59  14     0
QSO:  7092 PH 2015-10-24 0035 J42T          59  20     EA1CQ         59  14     0
QSO:  7092 PH 2015-10-24 0036 J42T          59  20     A65BP         59  21     0
QSO:  7092 PH 2015-10-24 0036 J42T          59  20     IR4X          59  15     0
QSO:  7092 PH 2015-10-24 0036 J42T          59  20     RT0R          59  18     0
QSO:  7092 PH 2015-10-24 0036 J42T          59  20     PI4COM        59  14     0
QSO:  7092 PH 2015-10-24 0036 J42T          59  20     F6KDL         59  14     0
QSO:  7092 PH 2015-10-24 0037 J42T          59  20     UR5WCQ        59  16     0
QSO:  7092 PH 2015-10-24 0037 J42T          59  20     UT8AS         59  16     0
QSO:  7092 PH 2015-10-24 0037 J42T          59  20     LZ8E          59  20     0
QSO:  7092 PH 2015-10-24 0037 J42T          59  20     DJ4JF         59  14     0
QSO:  7092 PH 2015-10-24 0038 J42T          59  20     W1EG          59  05     0
QSO: 14222 PH 2015-10-24 0038 J42T          59  20     EB1ADD        59  14     1
QSO: 14222 PH 2015-10-24 0038 J42T          59  20     W1UK          59  05     1
QSO:  7092 PH 2015-10-24 0038 J42T          59  20     PD7M          59  14     0
QSO: 14222 PH 2015-10-24 0038 J42T          59  20     N2UN          59  05     1
QSO: 14222 PH 2015-10-24 0038 J42T          59  20     N1EU          59  05     1
QSO:  7092 PH 2015-10-24 0039 J42T          59  20     S55RD         59  15     0
QSO: 14222 PH 2015-10-24 0039 J42T          59  20     NA2U          59  05     1
QSO:  7092 PH 2015-10-24 0039 J42T          59  20     ED5N          59  14     0
QSO:  7092 PH 2015-10-24 0039 J42T          59  20     F6HMQ         59  14     0
QSO: 14222 PH 2015-10-24 0039 J42T          59  20     WA3C          59  04     1
QSO:  7092 PH 2015-10-24 0039 J42T          59  20     W2FU          59  05     0
QSO: 14154 PH 2015-10-24 0039 J42T          59  20     WE3C          59  05     1
QSO: 14222 PH 2015-10-24 0039 J42T          59  20     II9W          59  15     1
QSO:  7092 PH 2015-10-24 0039 J42T          59  20     IK8XFR        59  15     0
QSO: 14222 PH 2015-10-24 0040 J42T          59  20     WA3EKL        59  05     1
QSO:  7092 PH 2015-10-24 0040 J42T          59  20     M1U           59  14     0
QSO: 14222 PH 2015-10-24 0040 J42T          59  20     W2GDJ         59  05     1
QSO:  7092 PH 2015-10-24 0040 J42T          59  20     DK0TU         59  14     0
QSO: 14222 PH 2015-10-24 0040 J42T          59  20     K3WW          59  05     1
QSO: 14222 PH 2015-10-24 0040 J42T          59  20     W3KB          59  05     1
QSO:  7092 PH 2015-10-24 0040 J42T          59  20     G2F           59  14     0
QSO:  7092 PH 2015-10-24 0041 J42T          59  20     YO5FMT        59  20     0
QSO: 14222 PH 2015-10-24 0041 J42T          59  20     K3IPK         59  05     1
QSO:  7092 PH 2015-10-24 0041 J42T          59  20     IZ8VMV        59  15     0
QSO: 14222 PH 2015-10-24 0041 J42T          59  20     K2LE          59  05     1
QSO:  7092 PH 2015-10-24 0041 J42T          59  20     IK2YCW        59  15     0
QSO:  7092 PH 2015-10-24 0041 J42T          59  20     DL7URH        59  14     0
QSO: 14222 PH 2015-10-24 0041 J42T          59  20     KK4OK         59  05     1
QSO:  7092 PH 2015-10-24 0041 J42T          59  20     DL0CS         59  14     0
QSO: 14222 PH 2015-10-24 0041 J42T          59  20     N2GA          59  05     1
QSO:  7092 PH 2015-10-24 0042 J42T          59  20     HB9ZZ         59  14     0
QSO: 14222 PH 2015-10-24 0042 J42T          59  20     KK4OW         59  05     1
QSO:  7092 PH 2015-10-24 0042 J42T          59  20     9A6V          59  15     0
QSO:  7092 PH 2015-10-24 0042 J42T          59  20     US5D          59  16     0
QSO: 14222 PH 2015-10-24 0042 J42T          59  20     W5CT          59  04     1
QSO:  7092 PH 2015-10-24 0042 J42T          59  20     IZ8TVS        59  15     0
QSO: 14222 PH 2015-10-24 0042 J42T          59  20     WB2WPM        59  05     1
QSO:  7092 PH 2015-10-24 0043 J42T          59  20     R8WF          59  16     0
QSO: 14222 PH 2015-10-24 0043 J42T          59  20     K1KA          59  05     1
QSO:  7092 PH 2015-10-24 0043 J42T          59  20     DK3WE         59  14     0
QSO: 14222 PH 2015-10-24 0043 J42T          59  20     K3LR          59  05     1
QSO:  7092 PH 2015-10-24 0043 J42T          59  20     CR6K          59  14     0
QSO: 14222 PH 2015-10-24 0043 J42T          59  20     N3RS          59  05     1
QSO: 14299 PH 2015-10-24 0043 J42T          59  20     DJ5MW         59  14     1
QSO: 14222 PH 2015-10-24 0043 J42T          59  20     W3GM          59  05     1
QSO:  7092 PH 2015-10-24 0044 J42T          59  20     US5MEU        59  16     0
QSO:  7092 PH 2015-10-24 0044 J42T          59  20     F6FTB         59  14     0
QSO:  7092 PH 2015-10-24 0044 J42T          59  20     DL0ML         59  14     0
QSO:  7092 PH 2015-10-24 0044 J42T          59  20     IS0FFV        59  15     0
QSO:  7092 PH 2015-10-24 0045 J42T          59  20     PD5CW         59  14     0
QSO:  7092 PH 2015-10-24 0045 J42T          59  20     G5H           59  14     0
QSO:  7092 PH 2015-10-24 0045 J42T          59  20     3Z1K          59  15     0
QSO: 14222 PH 2015-10-24 0045 J42T          59  20     W0BR          59  05     1
QSO:  7092 PH 2015-10-24 0045 J42T          59  20     MI0AYR        59  14     0
QSO: 14222 PH 2015-10-24 0046 J42T          59  20     SP9IVD        59  15     1
QSO:  7092 PH 2015-10-24 0046 J42T          59  20     EI9CN         59  14     0
QSO:  7092 PH 2015-10-24 0046 J42T          59  20     IS0M          59  15     0
QSO:  7092 PH 2015-10-24 0046 J42T          59  20     I4XNN         59  15     0
QSO:  7092 PH 2015-10-24 0046 J42T          59  20     EI9HX         59  14     0
QSO: 14222 PH 2015-10-24 0047 J42T          59  20     K2CX          59  05     1
QSO:  7092 PH 2015-10-24 0047 J42T          59  20     VE2PGI        59  05     0
QSO:  7092 PH 2015-10-24 0047 J42T          59  20     G1T           59  14     0
QSO: 14222 PH 2015-10-24 0047 J42T          59  20     IU8FRE        59  15     1
QSO: 14222 PH 2015-10-24 0048 J42T          59  20     N2DVQ         59  05     1
QSO:  7092 PH 2015-10-24 0048 J42T          59  20     TI1K          59  07     0
QSO: 14222 PH 2015-10-24 0048 J42T          59  20     VE3MT         59  04     1
QSO:  7092 PH 2015-10-24 0048 J42T          59  20     K3LR          59  05     0
QSO: 14198 PH 2015-10-24 0048 J42T          59  20     K4PV          59  05     1
QSO: 14222 PH 2015-10-24 0049 J42T          59  20     NN1SS         59  05     1
QSO:  7092 PH 2015-10-24 0049 J42T          59  20     VE2CVI        59  05     0
QSO:  7092 PH 2015-10-24 0049 J42T          59  20     YO2LEA        59  20     0
QSO:  7092 PH 2015-10-24 0049 J42T          59  20     HA8LMZ        59  15     0
QSO: 14222 PH 2015-10-24 0049 J42T          59  20     NY6DX         59  05     1
QSO:  7092 PH 2015-10-24 0049 J42T          59  20     RC3W          59  16     0
QSO:  7092 PH 2015-10-24 0050 J42T          59  20     LA3T          59  14     0
QSO:  7092 PH 2015-10-24 0050 J42T          59  20     G3YNN         59  14     0
QSO: 14222 PH 2015-10-24 0050 J42T          59  20     N1MM          59  05     1
QSO:  7092 PH 2015-10-24 0050 J42T          59  20     DD8SM         59  14     0
QSO: 14222 PH 2015-10-24 0050 J42T          59  20     KE3X          59  05     1
QSO:  7092 PH 2015-10-24 0050 J42T          59  20     EA1FA         59  14     0
QSO:  7092 PH 2015-10-24 0050 J42T          59  20     SJ2W          59  14     0
QSO:  7092 PH 2015-10-24 0051 J42T          59  20     MM4D          59  14     0
QSO: 14222 PH 2015-10-24 0051 J42T          59  20     K3SU          59  05     1
QSO:  7092 PH 2015-10-24 0051 J42T          59  20     RC7KY         59  16     0
QSO: 14222 PH 2015-10-24 0051 J42T          59  20     W8JGU         59  04     1
QSO:  7092 PH 2015-10-24 0052 J42T          59  20     SQ6ROA        59  15     0
QSO:  7092 PH 2015-10-24 0052 J42T          59  20     UY2Q          59  16     0
QSO: 14216 PH 2015-10-24 0052 J42T          59  20     A71CV         59  21     1
QSO:  7092 PH 2015-10-24 0052 J42T          59  20     RT4D          59  16     0
QSO:  7092 PH 2015-10-24 0052 J42T          59  20     NP2X          59  08     0
QSO:  7092 PH 2015-10-24 0053 J42T          59  20     ON3AR         59  14     0
QSO:  7092 PH 2015-10-24 0053 J42T          59  20     UY3CC         59  16     0
QSO:  7092 PH 2015-10-24 0053 J42T          59  20     ES7GM         59  15     0
QSO: 14222 PH 2015-10-24 0053 J42T          59  20     NW2M          59  05     1
QSO: 14222 PH 2015-10-24 0054 J42T          59  20     VE3VEE        59  04     1
QSO:  7092 PH 2015-10-24 0054 J42T          59  20     TA2LP         59  20     0
QSO: 14222 PH 2015-10-24 0054 J42T          59  20     IZ4IRX        59  15     1
QSO: 14222 PH 2015-10-24 0054 J42T          59  20     K3BZ          59  05     1
QSO: 14222 PH 2015-10-24 0055 J42T          59  20     WK1Q          59  05     1
QSO:  7092 PH 2015-10-24 0055 J42T          59  20     SU9IG         59  34     0
QSO:  7092 PH 2015-10-24 0056 J42T          59  20     F/OM2ZA       59  14     0
QSO:  7092 PH 2015-10-24 0056 J42T          59  20     OK1DVK        59  15     0
QSO:  7092 PH 2015-10-24 0056 J42T          59  20     ON4FG         59  14     0
QSO:  7092 PH 2015-10-24 0056 J42T          59  20     ON3PU         59  14     0
QSO:  7092 PH 2015-10-24 0057 J42T          59  20     SQ7NSN        59  15     0
QSO: 14222 PH 2015-10-24 0057 J42T          59  20     N2BEG         59  05     1
QSO:  7092 PH 2015-10-24 0057 J42T          59  20     UW7W          59  16     0
QSO:  7092 PH 2015-10-24 0057 J42T          59  20     EE7R          59  14     0
QSO: 14222 PH 2015-10-24 0057 J42T          59  20     YT2AZD        59  15     1
QSO:  7092 PH 2015-10-24 0057 J42T          59  20     IW0QO         59  15     0
QSO: 14222 PH 2015-10-24 0058 J42T          59  20     KF2O          59  05     1
QSO: 14222 PH 2015-10-24 0058 J42T          59  20     W2CG          59  05     1
QSO: 14222 PH 2015-10-24 0058 J42T          59  20     NA3E          59  05     1
QSO: 14222 PH 2015-10-24 0059 J42T          59  20     P33W          59  20     1
QSO: 14222 PH 2015-10-24 0059 J42T          59  20     K1RH          59  05     1
QSO: 14222 PH 2015-10-24 0100 J42T          59  20     KA8Q          59  05     1
QSO:  7092 PH 2015-10-24 0100 J42T          59  20     DF7EF         59  14     0
QSO:  7092 PH 2015-10-24 0101 J42T          59  20     HA8VI         59  15     0
QSO:  7092 PH 2015-10-24 0101 J42T          59  20     DK5D          59  14     0
QSO: 14222 PH 2015-10-24 0101 J42T          59  20     WA3SRU        59  05     1
QSO:  7092 PH 2015-10-24 0101 J42T          59  20     TO1E          59  08     0
QSO:  7092 PH 2015-10-24 0101 J42T          59  20     YT6T          59  15     0
QSO:  7092 PH 2015-10-24 0102 J42T          59  20     DK0WRTC       59  14     0
QSO:  7092 PH 2015-10-24 0102 J42T          59  20     MI0RRE        59  14     0
QSO:  7092 PH 2015-10-24 0103 J42T          59  20     IZ3NYG        59  15     0
QSO:  7092 PH 2015-10-24 0103 J42T          59  20     YO2CMI        59  20     0
QSO:  7092 PH 2015-10-24 0104 J42T          59  20     IQ4AD         59  15     0
