START-OF-LOG: 3.0
CALLSIGN: I1DXD
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 52728
NAME: MARCO PENSO
LOCATION: DX
CLUB:
CERTIFICATE: YES
CREATED-BY: QARTest 5.8.1
SOAPBOX: First time with "high" power ... 300 W !! Hi
QSO: 28318 PH 2015-10-24 0825 I1DXD         59  15     UC8U          59  18
QSO: 28340 PH 2015-10-24 0827 I1DXD         59  15     RL4F          59  16
QSO: 28487 PH 2015-10-24 0830 I1DXD         59  15     B7M           59  24
QSO: 28498 PH 2015-10-24 0830 I1DXD         59  15     UT7E          59  16
QSO: 28522 PH 2015-10-24 0833 I1DXD         59  15     UW2M          59  16
QSO: 28547 PH 2015-10-24 0837 I1DXD         59  15     AH0BT         59  27
QSO: 28550 PH 2015-10-24 0839 I1DXD         59  15     UI9I          59  18
QSO: 28567 PH 2015-10-24 0840 I1DXD         59  15     JH3EDG        59  25
QSO: 28573 PH 2015-10-24 0843 I1DXD         59  15     VR2XAN        59  24
QSO: 21166 PH 2015-10-24 0847 I1DXD         59  15     TC0F          59  20
QSO: 21151 PH 2015-10-24 0849 I1DXD         59  15     CN2AA         59  33
QSO: 21148 PH 2015-10-24 0850 I1DXD         59  15     RN2F          59  15
QSO: 21156 PH 2015-10-24 0850 I1DXD         59  15     YL3CW         59  15
QSO: 21161 PH 2015-10-24 0852 I1DXD         59  15     BY5CD         59  24
QSO: 21164 PH 2015-10-24 0853 I1DXD         59  15     RT0C          59  19
QSO: 21179 PH 2015-10-24 0854 I1DXD         59  15     A73A          59  21
QSO: 21184 PH 2015-10-24 0855 I1DXD         59  15     JR3NZC        59  25
QSO: 21185 PH 2015-10-24 0855 I1DXD         59  15     LB8IB         59  14
QSO: 21193 PH 2015-10-24 0857 I1DXD         59  15     LY2PX         59  15
QSO: 21229 PH 2015-10-24 0858 I1DXD         59  15     UP2L          59  17
QSO: 21235 PH 2015-10-24 0859 I1DXD         59  15     UP0L          59  17
QSO: 21249 PH 2015-10-24 0901 I1DXD         59  15     ES4RD         59  15
QSO: 21254 PH 2015-10-24 0903 I1DXD         59  15     UA1ORK        59  16
QSO: 21258 PH 2015-10-24 0903 I1DXD         59  15     RU1A          59  16
QSO: 21276 PH 2015-10-24 0904 I1DXD         59  15     SK2T          59  14
QSO: 21277 PH 2015-10-24 0905 I1DXD         59  15     LY5Y          59  15
QSO: 21292 PH 2015-10-24 0906 I1DXD         59  15     UW5ZM         59  16
QSO: 21305 PH 2015-10-24 0908 I1DXD         59  15     ED9K          59  33
QSO: 21318 PH 2015-10-24 0909 I1DXD         59  15     R7AB          59  16
QSO: 21331 PH 2015-10-24 0911 I1DXD         59  15     UP9L          59  17
QSO: 21334 PH 2015-10-24 0912 I1DXD         59  15     CN2R          59  33
QSO: 21342 PH 2015-10-24 0914 I1DXD         59  15     UT7E          59  16
QSO: 21352 PH 2015-10-24 0918 I1DXD         59  15     OH8X          59  15
QSO: 21375 PH 2015-10-24 0919 I1DXD         59  15     YL7A          59  15
QSO: 21377 PH 2015-10-24 0919 I1DXD         59  15     C4A           59  20
QSO: 21404 PH 2015-10-24 0923 I1DXD         59  15     UK9AA         59  17
QSO: 21407 PH 2015-10-24 0924 I1DXD         59  15     OT5A          59  14
QSO: 21419 PH 2015-10-24 0925 I1DXD         59  15     LZ9V          59  20
QSO: 21428 PH 2015-10-24 0926 I1DXD         59  15     YP8T          59  20
