START-OF-LOG: 3.0
CALLSIGN: FY5KE
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 14415452
NAME: Radio Amateurs Club de Kourou
LOCATION: DX
OPERATORS: FY5FY F1HAR F5HRY F5UII F6FVY
CLUB: BAVARIAN CONTEST CLUB
CERTIFICATE: NO
CREATED-BY: Win-Test 4.20.0-dev
SOAPBOX: Our come back to M/S in LP category. Great fun!
QSO: 21398 PH 2015-10-24 0041 FY5KE         59  09     JA8DNV        59  25     0
QSO: 21398 PH 2015-10-24 0041 FY5KE         59  09     JH1GEX        59  25     0
QSO: 21398 PH 2015-10-24 0041 FY5KE         59  09     JA1XPQ        59  25     0
QSO: 21398 PH 2015-10-24 0041 FY5KE         59  09     W8PR          59  04     0
QSO: 21398 PH 2015-10-24 0042 FY5KE         59  09     JL1IEO        59  25     0
QSO: 21398 PH 2015-10-24 0042 FY5KE         59  09     JH1XYB        59  25     0
QSO: 21398 PH 2015-10-24 0042 FY5KE         59  09     N4WW          59  05     0
QSO: 21398 PH 2015-10-24 0043 FY5KE         59  09     PJ2T          59  09     0
QSO: 21398 PH 2015-10-24 0043 FY5KE         59  09     JL1MTY        59  25     0
QSO: 21398 PH 2015-10-24 0043 FY5KE         59  09     ZP5DBC        59  11     0
QSO: 21398 PH 2015-10-24 0044 FY5KE         59  09     JA7ZFN        59  25     0
QSO: 21398 PH 2015-10-24 0044 FY5KE         59  09     JR7NXM        59  25     0
QSO: 21398 PH 2015-10-24 0044 FY5KE         59  09     JE3GRQ        59  25     0
QSO: 21398 PH 2015-10-24 0045 FY5KE         59  09     JG3RPL        59  25     0
QSO: 28376 PH 2015-10-24 0045 FY5KE         59  09     CN2AA         59  33     1
QSO: 21398 PH 2015-10-24 0045 FY5KE         59  09     JH1VRB        59  25     0
QSO: 28352 PH 2015-10-24 0045 FY5KE         59  09     ZM2IO         59  32     1
QSO: 21398 PH 2015-10-24 0045 FY5KE         59  09     JA0FMU        59  25     0
QSO: 21398 PH 2015-10-24 0046 FY5KE         59  09     JH4JNG        59  25     0
QSO: 21398 PH 2015-10-24 0046 FY5KE         59  09     JE2ILG        59  25     0
QSO: 21398 PH 2015-10-24 0047 FY5KE         59  09     JH1VUO        59  25     0
QSO: 21398 PH 2015-10-24 0047 FY5KE         59  09     CO8AW         59  08     0
QSO: 21398 PH 2015-10-24 0047 FY5KE         59  09     JK1KSB        59  25     0
QSO: 21398 PH 2015-10-24 0047 FY5KE         59  09     JM1LPN        59  25     0
QSO: 21398 PH 2015-10-24 0048 FY5KE         59  09     YV2CAR        59  09     0
QSO: 21398 PH 2015-10-24 0048 FY5KE         59  09     BY5CD         59  24     0
QSO: 21398 PH 2015-10-24 0048 FY5KE         59  09     JA3YBK        59  25     0
QSO: 21398 PH 2015-10-24 0049 FY5KE         59  09     JG3UVN        59  25     0
QSO: 21398 PH 2015-10-24 0049 FY5KE         59  09     JH1XFR        59  25     0
QSO: 21398 PH 2015-10-24 0049 FY5KE         59  09     WP3EF         59  08     0
QSO: 21398 PH 2015-10-24 0049 FY5KE         59  09     JA6GCE        59  25     0
QSO: 21398 PH 2015-10-24 0050 FY5KE         59  09     JR4KJW        59  25     0
QSO: 21398 PH 2015-10-24 0050 FY5KE         59  09     JK1OPL        59  25     0
QSO: 21398 PH 2015-10-24 0050 FY5KE         59  09     RN0CT         59  19     0
QSO: 28432 PH 2015-10-24 0050 FY5KE         59  09     PJ2T          59  09     1
QSO: 21398 PH 2015-10-24 0051 FY5KE         59  09     JI2FBG        59  25     0
QSO: 21398 PH 2015-10-24 0051 FY5KE         59  09     JA1USO        59  25     0
QSO: 21398 PH 2015-10-24 0051 FY5KE         59  09     JA1SYY        59  25     0
QSO: 21398 PH 2015-10-24 0051 FY5KE         59  09     JH1XUM        59  25     0
QSO: 21398 PH 2015-10-24 0052 FY5KE         59  09     KK4PTE        59  04     0
QSO: 21398 PH 2015-10-24 0052 FY5KE         59  09     K0CN          59  04     0
QSO: 21398 PH 2015-10-24 0052 FY5KE         59  09     VE4YU         59  04     0
QSO: 21398 PH 2015-10-24 0053 FY5KE         59  09     JL1EDB        59  25     0
QSO: 28540 PH 2015-10-24 0053 FY5KE         59  09     ZP6DYA        59  11     1
QSO: 21398 PH 2015-10-24 0053 FY5KE         59  09     N0HR          59  04     0
QSO: 21398 PH 2015-10-24 0054 FY5KE         59  09     K7UA          59  03     0
QSO: 21398 PH 2015-10-24 0054 FY5KE         59  09     JR1FBX        59  25     0
QSO: 21398 PH 2015-10-24 0054 FY5KE         59  09     JR1EMO        59  25     0
QSO: 21398 PH 2015-10-24 0055 FY5KE         59  09     JJ0JML        59  25     0
QSO: 21398 PH 2015-10-24 0055 FY5KE         59  09     JF1BJD        59  25     0
QSO: 21398 PH 2015-10-24 0056 FY5KE         59  09     JH0MXV        59  25     0
QSO: 21398 PH 2015-10-24 0057 FY5KE         59  09     JH1FNU        59  25     0
QSO: 21398 PH 2015-10-24 0057 FY5KE         59  09     8P9EH         59  08     0
QSO: 21398 PH 2015-10-24 0057 FY5KE         59  09     JR6GUU        59  25     0
QSO: 21398 PH 2015-10-24 0057 FY5KE         59  09     EF8C          59  33     0
QSO:  7130 PH 2015-10-24 0057 FY5KE         59  09     ES5TV         59  15     1
QSO: 21398 PH 2015-10-24 0058 FY5KE         59  09     KQ0C          59  04     0
QSO: 21398 PH 2015-10-24 0058 FY5KE         59  09     K9NW          59  04     0
QSO: 21398 PH 2015-10-24 0059 FY5KE         59  09     JM3ROY        59  25     0
QSO: 21398 PH 2015-10-24 0101 FY5KE         59  09     W7SE          59  04     0
QSO: 21398 PH 2015-10-24 0104 FY5KE         59  09     WP3GW         59  08     0
QSO:  7161 PH 2015-10-24 0104 FY5KE         59  09     TM6M          59  14     1
QSO: 21398 PH 2015-10-24 0105 FY5KE         59  09     W6YI          59  03     0
QSO:  7169 PH 2015-10-24 0105 FY5KE         59  09     S54ZZ         59  15     1
QSO: 21398 PH 2015-10-24 0105 FY5KE         59  09     VE3CX         59  04     0
QSO: 21398 PH 2015-10-24 0106 FY5KE         59  09     W2FU          59  05     0
QSO: 21398 PH 2015-10-24 0106 FY5KE         59  09     W2FU          59  05     0
QSO: 21398 PH 2015-10-24 0106 FY5KE         59  09     AI4CJ         59  05     0
QSO: 21398 PH 2015-10-24 0107 FY5KE         59  09     PX2A          59  11     0
QSO: 21398 PH 2015-10-24 0109 FY5KE         59  09     JA9BXN        59  25     0
QSO: 21398 PH 2015-10-24 0109 FY5KE         59  09     K0JJR         59  04     0
QSO: 21398 PH 2015-10-24 0109 FY5KE         59  09     K3EST         59  03     0
QSO: 28493 PH 2015-10-24 0110 FY5KE         59  09     YE2A          59  28     1
QSO: 28417 PH 2015-10-24 0111 FY5KE         59  09     HK1NA         59  09     1
QSO: 28418 PH 2015-10-24 0112 FY5KE         59  09     HC2AO         59  10     1
QSO: 21398 PH 2015-10-24 0113 FY5KE         59  09     VA6CV         59  04     0
QSO: 21398 PH 2015-10-24 0114 FY5KE         59  09     HK1NA         59  09     0
QSO: 28522 PH 2015-10-24 0115 FY5KE         59  09     VK4KW         59  30     1
QSO: 21398 PH 2015-10-24 0115 FY5KE         59  09     KC0JFY        59  04     0
QSO: 21398 PH 2015-10-24 0116 FY5KE         59  09     KB0QEF        59  04     0
QSO: 21398 PH 2015-10-24 0116 FY5KE         59  09     HI3TEJ        59  08     0
QSO: 21398 PH 2015-10-24 0119 FY5KE         59  09     CT1BWU        59  14     0
QSO: 14187 PH 2015-10-24 0122 FY5KE         59  09     HI3TEJ        59  08     0
QSO: 14187 PH 2015-10-24 0123 FY5KE         59  09     N5RZ          59  04     0
QSO: 14166 PH 2015-10-24 0125 FY5KE         59  09     N1UR          59  05     0
QSO: 14166 PH 2015-10-24 0125 FY5KE         59  09     WO9Z          59  04     0
QSO: 14166 PH 2015-10-24 0126 FY5KE         59  09     IB9T          59  15     0
QSO: 14166 PH 2015-10-24 0126 FY5KE         59  09     WD8S          59  04     0
QSO: 14166 PH 2015-10-24 0126 FY5KE         59  09     OH5BM         59  15     0
QSO: 14166 PH 2015-10-24 0127 FY5KE         59  09     CN2AA         59  33     0
QSO: 14166 PH 2015-10-24 0127 FY5KE         59  09     P40W          59  09     0
QSO: 14166 PH 2015-10-24 0127 FY5KE         59  09     VE3RA         59  04     0
QSO: 14166 PH 2015-10-24 0127 FY5KE         59  09     W3FW          59  05     0
QSO: 28435 PH 2015-10-24 0128 FY5KE         59  09     YY1YLY        59  09     1
QSO: 14166 PH 2015-10-24 0128 FY5KE         59  09     II9P          59  15     0
QSO: 14166 PH 2015-10-24 0128 FY5KE         59  09     CR5C          59  14     0
QSO: 14166 PH 2015-10-24 0128 FY5KE         59  09     W8BI          59  04     0
QSO: 14166 PH 2015-10-24 0128 FY5KE         59  09     RQ7M          59  16     0
QSO: 14166 PH 2015-10-24 0129 FY5KE         59  09     K0JE          59  04     0
QSO: 14166 PH 2015-10-24 0129 FY5KE         59  09     VE3VEE        59  04     0
QSO: 14166 PH 2015-10-24 0129 FY5KE         59  09     VE6SV         59  04     0
QSO: 14166 PH 2015-10-24 0129 FY5KE         59  09     WE9V          59  04     0
QSO: 14166 PH 2015-10-24 0129 FY5KE         59  09     CN2R          59  33     0
QSO: 14166 PH 2015-10-24 0130 FY5KE         59  09     W9PA          59  04     0
QSO: 14166 PH 2015-10-24 0130 FY5KE         59  09     CQ8M          59  14     0
QSO: 14166 PH 2015-10-24 0130 FY5KE         59  09     W4GE          59  05     0
QSO: 14166 PH 2015-10-24 0131 FY5KE         59  09     N8SBE         59  04     0
QSO: 14166 PH 2015-10-24 0131 FY5KE         59  09     K3LR          59  05     0
QSO: 14166 PH 2015-10-24 0131 FY5KE         59  09     W8KX          59  04     0
QSO: 14166 PH 2015-10-24 0132 FY5KE         59  09     K5KG          59  05     0
QSO: 21435 PH 2015-10-24 0132 FY5KE         59  09     VK4TL         59  30     1
QSO: 14166 PH 2015-10-24 0132 FY5KE         59  09     WB2WPM        59  05     0
QSO: 14166 PH 2015-10-24 0132 FY5KE         59  09     VE3DZ         59  04     0
QSO: 14166 PH 2015-10-24 0133 FY5KE         59  09     K9CT          59  04     0
QSO: 14166 PH 2015-10-24 0133 FY5KE         59  09     KB4DX         59  05     0
QSO: 14166 PH 2015-10-24 0133 FY5KE         59  09     KF2O          59  05     0
QSO: 14166 PH 2015-10-24 0134 FY5KE         59  09     WS5W          59  04     0
QSO: 14166 PH 2015-10-24 0134 FY5KE         59  09     VE5ZX         59  04     0
QSO: 14166 PH 2015-10-24 0134 FY5KE         59  09     W9GIG         59  04     0
QSO: 14166 PH 2015-10-24 0134 FY5KE         59  09     NQ4I          59  05     0
QSO: 14166 PH 2015-10-24 0135 FY5KE         59  09     VE3CX         59  04     0
QSO: 14166 PH 2015-10-24 0135 FY5KE         59  09     HI3K          59  08     0
QSO: 14166 PH 2015-10-24 0135 FY5KE         59  09     N0NI          59  04     0
QSO: 14166 PH 2015-10-24 0135 FY5KE         59  09     AC0B          59  04     0
QSO: 14166 PH 2015-10-24 0136 FY5KE         59  09     K0IR          59  04     0
QSO: 14166 PH 2015-10-24 0136 FY5KE         59  09     KC9QQ         59  04     0
QSO: 14166 PH 2015-10-24 0136 FY5KE         59  09     VE3JAQ        59  04     0
QSO: 14166 PH 2015-10-24 0136 FY5KE         59  09     W1CTN         59  05     0
QSO: 14166 PH 2015-10-24 0137 FY5KE         59  09     K8GL          59  04     0
QSO: 14166 PH 2015-10-24 0137 FY5KE         59  09     EA7JXZ        59  14     0
QSO: 14166 PH 2015-10-24 0137 FY5KE         59  09     K4LM          59  05     0
QSO: 14166 PH 2015-10-24 0137 FY5KE         59  09     R3ZV          59  16     0
QSO: 14166 PH 2015-10-24 0137 FY5KE         59  09     N6WS          59  03     0
QSO: 14166 PH 2015-10-24 0138 FY5KE         59  09     K2RD          59  05     0
QSO: 14166 PH 2015-10-24 0138 FY5KE         59  09     VE3MIS        59  04     0
QSO: 14166 PH 2015-10-24 0139 FY5KE         59  09     EF8R          59  33     0
QSO: 14166 PH 2015-10-24 0139 FY5KE         59  09     K0CN          59  04     0
QSO: 14166 PH 2015-10-24 0139 FY5KE         59  09     WA3C          59  04     0
QSO: 14166 PH 2015-10-24 0139 FY5KE         59  09     WW9F          59  04     0
QSO: 14166 PH 2015-10-24 0139 FY5KE         59  09     KP4BD         59  08     0
QSO: 14166 PH 2015-10-24 0140 FY5KE         59  09     K8ET          59  04     0
QSO: 14166 PH 2015-10-24 0140 FY5KE         59  09     K7RI          59  03     0
QSO: 14166 PH 2015-10-24 0140 FY5KE         59  09     NN1SS         59  05     0
QSO: 14166 PH 2015-10-24 0140 FY5KE         59  09     OG6N          59  15     0
QSO: 14166 PH 2015-10-24 0140 FY5KE         59  09     AD4ES         59  05     0
QSO: 14166 PH 2015-10-24 0141 FY5KE         59  09     K0MPH         59  04     0
QSO: 14166 PH 2015-10-24 0141 FY5KE         59  09     K3WW          59  05     0
QSO: 14166 PH 2015-10-24 0141 FY5KE         59  09     N0AV          59  04     0
QSO: 14166 PH 2015-10-24 0142 FY5KE         59  09     6W1SR         59  35     0
QSO: 14166 PH 2015-10-24 0142 FY5KE         59  09     K9OR          59  04     0
QSO: 14166 PH 2015-10-24 0142 FY5KE         59  09     WE6C          59  05     0
QSO: 21310 PH 2015-10-24 0142 FY5KE         59  09     6W1SR         59  35     1
QSO: 14166 PH 2015-10-24 0143 FY5KE         59  09     RC9X          59  17     0
QSO: 14166 PH 2015-10-24 0143 FY5KE         59  09     W5GN          59  04     0
QSO: 14166 PH 2015-10-24 0143 FY5KE         59  09     NA2U          59  05     0
QSO: 14166 PH 2015-10-24 0144 FY5KE         59  09     N0HR          59  04     0
QSO: 14166 PH 2015-10-24 0144 FY5KE         59  09     ED1R          59  14     0
QSO:  7104 PH 2015-10-24 0144 FY5KE         59  09     6W1SR         59  35     1
QSO: 14166 PH 2015-10-24 0144 FY5KE         59  09     AA1ON         59  05     0
QSO: 14166 PH 2015-10-24 0145 FY5KE         59  09     CR5L          59  14     0
QSO: 14166 PH 2015-10-24 0145 FY5KE         59  09     K5KU          59  04     0
QSO: 14166 PH 2015-10-24 0145 FY5KE         59  09     PJ2T          59  09     0
QSO: 14166 PH 2015-10-24 0145 FY5KE         59  09     K7UA          59  03     0
QSO:  7088 PH 2015-10-24 0146 FY5KE         59  09     A61BK         59  21     1
QSO: 14166 PH 2015-10-24 0146 FY5KE         59  09     WB7S          59  04     0
QSO: 14166 PH 2015-10-24 0146 FY5KE         59  09     K1KA          59  05     0
QSO: 14166 PH 2015-10-24 0146 FY5KE         59  09     N9RV          59  04     0
QSO: 14166 PH 2015-10-24 0146 FY5KE         59  09     N7WY          59  04     0
QSO: 14166 PH 2015-10-24 0146 FY5KE         59  09     N1MM          59  05     0
QSO: 14166 PH 2015-10-24 0147 FY5KE         59  09     EC1DD         59  14     0
QSO: 14166 PH 2015-10-24 0147 FY5KE         59  09     W2IRT         59  05     0
QSO: 14166 PH 2015-10-24 0147 FY5KE         59  09     N6AR          59  05     0
QSO: 14166 PH 2015-10-24 0148 FY5KE         59  09     CT2HTM        59  14     0
QSO: 14166 PH 2015-10-24 0148 FY5KE         59  09     W4NC          59  05     0
QSO: 14166 PH 2015-10-24 0148 FY5KE         59  09     K3ZU          59  05     0
QSO: 14166 PH 2015-10-24 0148 FY5KE         59  09     W9VW          59  04     0
QSO: 14166 PH 2015-10-24 0149 FY5KE         59  09     KL7HRN        59  01     0
QSO: 14166 PH 2015-10-24 0149 FY5KE         59  09     II9W          59  15     0
QSO: 14166 PH 2015-10-24 0149 FY5KE         59  09     N2BJ          59  04     0
QSO: 14166 PH 2015-10-24 0149 FY5KE         59  09     K9IMM         59  04     0
QSO: 14166 PH 2015-10-24 0150 FY5KE         59  09     AA4R          59  04     0
QSO: 14166 PH 2015-10-24 0150 FY5KE         59  09     AA5BE         59  04     0
QSO:  7146 PH 2015-10-24 0150 FY5KE         59  09     YP7P          59  20     1
QSO: 14166 PH 2015-10-24 0150 FY5KE         59  09     K5EK          59  05     0
QSO: 14166 PH 2015-10-24 0151 FY5KE         59  09     K1JB          59  05     0
QSO: 14166 PH 2015-10-24 0151 FY5KE         59  09     KC1XX         59  05     0
QSO: 14166 PH 2015-10-24 0151 FY5KE         59  09     UA0W          59  18     0
QSO: 14166 PH 2015-10-24 0151 FY5KE         59  09     N9ZM          59  04     0
QSO: 14166 PH 2015-10-24 0151 FY5KE         59  09     RV6CC         59  16     0
QSO: 14166 PH 2015-10-24 0152 FY5KE         59  09     SV9FBG        59  20     0
QSO:  7177 PH 2015-10-24 0152 FY5KE         59  09     4O3A          59  15     1
QSO: 14166 PH 2015-10-24 0152 FY5KE         59  09     W2FU          59  05     0
QSO: 14166 PH 2015-10-24 0152 FY5KE         59  09     NW3Y          59  05     0
QSO: 14166 PH 2015-10-24 0153 FY5KE         59  09     N6ED          59  03     0
QSO:  7196 PH 2015-10-24 0153 FY5KE         59  09     E7DX          59  15     1
QSO: 14166 PH 2015-10-24 0153 FY5KE         59  09     K4DMR         59  05     0
QSO: 14166 PH 2015-10-24 0153 FY5KE         59  09     K0GEO         59  04     0
QSO:  7192 PH 2015-10-24 0153 FY5KE         59  09     LX7I          59  14     1
QSO: 14166 PH 2015-10-24 0153 FY5KE         59  09     W4FS          59  05     0
QSO: 14166 PH 2015-10-24 0154 FY5KE         59  09     VP5DX         59  08     0
QSO: 14166 PH 2015-10-24 0154 FY5KE         59  09     AA9RR         59  04     0
QSO: 14166 PH 2015-10-24 0155 FY5KE         59  09     OZ1LCW        59  14     0
QSO: 21222 PH 2015-10-24 0155 FY5KE         59  09     ZM2IO         59  32     1
QSO: 14166 PH 2015-10-24 0155 FY5KE         59  09     FG4NO         59  08     0
QSO: 14166 PH 2015-10-24 0155 FY5KE         59  09     EI9E          59  14     0
QSO: 14166 PH 2015-10-24 0155 FY5KE         59  09     G0DWV         59  14     0
QSO: 14166 PH 2015-10-24 0156 FY5KE         59  09     RT6A          59  16     0
QSO: 14166 PH 2015-10-24 0156 FY5KE         59  09     K9NW          59  04     0
QSO: 14166 PH 2015-10-24 0156 FY5KE         59  09     N8VY          59  04     0
QSO: 14166 PH 2015-10-24 0157 FY5KE         59  09     C37N          59  14     0
QSO: 14166 PH 2015-10-24 0157 FY5KE         59  09     VA2WA         59  05     0
QSO: 14166 PH 2015-10-24 0157 FY5KE         59  09     RU7A          59  16     0
QSO: 14166 PH 2015-10-24 0158 FY5KE         59  09     W0GG          59  04     0
QSO: 14166 PH 2015-10-24 0158 FY5KE         59  09     K1LT          59  04     0
QSO: 14166 PH 2015-10-24 0158 FY5KE         59  09     UT7E          59  16     0
QSO: 14166 PH 2015-10-24 0158 FY5KE         59  09     EX8M          59  17     0
QSO: 14166 PH 2015-10-24 0159 FY5KE         59  09     RA4AAT        59  16     0
QSO: 14166 PH 2015-10-24 0159 FY5KE         59  09     WP3GW         59  08     0
QSO: 14166 PH 2015-10-24 0159 FY5KE         59  09     K3BZ          59  05     0
QSO: 14166 PH 2015-10-24 0159 FY5KE         59  09     VA6CV         59  04     0
QSO: 14166 PH 2015-10-24 0200 FY5KE         59  09     R7MM          59  16     0
QSO: 14166 PH 2015-10-24 0200 FY5KE         59  09     N5DX          59  04     0
QSO: 14166 PH 2015-10-24 0200 FY5KE         59  09     W9MK          59  04     0
QSO: 14166 PH 2015-10-24 0200 FY5KE         59  09     N4PD          59  05     0
QSO: 14166 PH 2015-10-24 0200 FY5KE         59  09     UA1AFT        59  16     0
QSO: 14166 PH 2015-10-24 0201 FY5KE         59  09     AD8J          59  05     0
QSO: 14166 PH 2015-10-24 0201 FY5KE         59  09     N0AB          59  04     0
QSO: 14166 PH 2015-10-24 0201 FY5KE         59  09     V47T          59  08     0
QSO: 14166 PH 2015-10-24 0201 FY5KE         59  09     K9DU          59  04     0
QSO: 14166 PH 2015-10-24 0202 FY5KE         59  09     G2F           59  14     0
QSO: 14166 PH 2015-10-24 0202 FY5KE         59  09     RV9UP         59  18     0
QSO: 14166 PH 2015-10-24 0202 FY5KE         59  09     KC5FP         59  04     0
QSO: 14166 PH 2015-10-24 0203 FY5KE         59  09     WX4F          59  05     0
QSO: 14166 PH 2015-10-24 0203 FY5KE         59  09     N5ZC          59  04     0
QSO: 14166 PH 2015-10-24 0203 FY5KE         59  09     EE5T          59  14     0
QSO: 14166 PH 2015-10-24 0203 FY5KE         59  09     4L8A          59  21     0
QSO: 14166 PH 2015-10-24 0204 FY5KE         59  09     RZ3Z          59  16     0
QSO: 14166 PH 2015-10-24 0204 FY5KE         59  09     N0IJ          59  04     0
QSO: 14166 PH 2015-10-24 0204 FY5KE         59  09     W3LPL         59  05     0
QSO: 14166 PH 2015-10-24 0204 FY5KE         59  09     N4TT          59  05     0
QSO: 14166 PH 2015-10-24 0205 FY5KE         59  09     K3XT          59  05     0
QSO: 21360 PH 2015-10-24 0205 FY5KE         59  09     KH7T          59  31     1
QSO: 14166 PH 2015-10-24 0205 FY5KE         59  09     OZ1BCG        59  14     0
QSO: 14166 PH 2015-10-24 0205 FY5KE         59  09     W7CT          59  03     0
QSO: 14166 PH 2015-10-24 0206 FY5KE         59  09     KF4ZS         59  05     0
QSO: 14166 PH 2015-10-24 0206 FY5KE         59  09     W6KH          59  03     0
QSO: 14166 PH 2015-10-24 0206 FY5KE         59  09     W6SMT         59  03     0
QSO: 14166 PH 2015-10-24 0206 FY5KE         59  09     G4UJS         59  14     0
QSO: 14166 PH 2015-10-24 0207 FY5KE         59  09     HK1NA         59  09     0
QSO: 14166 PH 2015-10-24 0207 FY5KE         59  09     CT1IW         59  14     0
QSO: 14166 PH 2015-10-24 0207 FY5KE         59  09     CT1IW         59  14     0
QSO: 14166 PH 2015-10-24 0207 FY5KE         59  09     W3CF          59  05     0
QSO: 14166 PH 2015-10-24 0207 FY5KE         59  09     WV4Z          59  05     0
QSO: 14166 PH 2015-10-24 0208 FY5KE         59  09     K5TR          59  04     0
QSO: 14166 PH 2015-10-24 0208 FY5KE         59  09     W4AAW         59  05     0
QSO: 14166 PH 2015-10-24 0208 FY5KE         59  09     N1KM          59  05     0
QSO: 14166 PH 2015-10-24 0208 FY5KE         59  09     NP2N          59  08     0
QSO: 14166 PH 2015-10-24 0209 FY5KE         59  09     KC3D          59  05     0
QSO: 14166 PH 2015-10-24 0209 FY5KE         59  09     KM2O          59  05     0
QSO: 14166 PH 2015-10-24 0209 FY5KE         59  09     NK3Y          59  05     0
QSO: 14166 PH 2015-10-24 0209 FY5KE         59  09     W6HDG         59  03     0
QSO: 14166 PH 2015-10-24 0209 FY5KE         59  09     W3GK          59  05     0
