START-OF-LOG: 3.0
CALLSIGN: GI4SJQ
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 316065
NAME: George Frazer
LOCATION: DX
OPERATORS: GI4SJQ
CLUB: None
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5251.0
SOAPBOX: Good contest with some nice DX about but got started late on Saturday.
SOAPBOX: 10m not in as good a shape as last year.
QSO: 28301 PH 2015-10-24 1052 GI4SJQ        59  14     LZ1NG         59  20
QSO: 28312 PH 2015-10-24 1053 GI4SJQ        59  14     ES2MC         59  15
QSO: 28319 PH 2015-10-24 1054 GI4SJQ        59  14     TC0F          59  20
QSO: 28348 PH 2015-10-24 1056 GI4SJQ        59  14     EF8R          59  33
QSO: 28404 PH 2015-10-24 1058 GI4SJQ        59  14     YT5A          59  15
QSO: 28401 PH 2015-10-24 1104 GI4SJQ        59  14     EU1AA         59  16
QSO: 28475 PH 2015-10-24 1203 GI4SJQ        59  14     OD5NJ         59  20
QSO: 28477 PH 2015-10-24 1447 GI4SJQ        59  14     RU6AV         59  16
QSO: 28648 PH 2015-10-24 1450 GI4SJQ        59  14     V47T          59  08
QSO: 28694 PH 2015-10-24 1451 GI4SJQ        59  14     K4OV          59  05
QSO: 28779 PH 2015-10-24 1452 GI4SJQ        59  14     N4OX          59  05
QSO: 28785 PH 2015-10-24 1452 GI4SJQ        59  14     KP2M          59  08
QSO: 28792 PH 2015-10-24 1452 GI4SJQ        59  14     K5TR          59  04
QSO: 28767 PH 2015-10-24 1453 GI4SJQ        59  14     N5NU          59  04
QSO: 28763 PH 2015-10-24 1454 GI4SJQ        59  14     KP2XX         59  08
QSO: 28730 PH 2015-10-24 1455 GI4SJQ        59  14     K3ZM          59  05
QSO: 28726 PH 2015-10-24 1455 GI4SJQ        59  14     K4JPD         59  05
QSO: 28720 PH 2015-10-24 1456 GI4SJQ        59  14     CX5UA         59  13
QSO: 28660 PH 2015-10-24 1457 GI4SJQ        59  14     NR3X          59  05
QSO: 28637 PH 2015-10-24 1458 GI4SJQ        59  14     N6AR          59  05
QSO: 28632 PH 2015-10-24 1458 GI4SJQ        59  14     KA1R          59  05
QSO: 28628 PH 2015-10-24 1459 GI4SJQ        59  14     NP2X          59  08
QSO: 28611 PH 2015-10-24 1500 GI4SJQ        59  14     M9K           59  14
QSO: 28602 PH 2015-10-24 1502 GI4SJQ        59  14     TF2LL         59  40
QSO: 28595 PH 2015-10-24 1503 GI4SJQ        59  14     W4LT          59  05
QSO: 28585 PH 2015-10-24 1504 GI4SJQ        59  14     LP1H          59  13
QSO: 28587 PH 2015-10-24 1504 GI4SJQ        59  14     K3LR          59  05
QSO: 28579 PH 2015-10-24 1506 GI4SJQ        59  14     CX2DK         59  13
QSO: 28566 PH 2015-10-24 1508 GI4SJQ        59  14     NP2N          59  08
QSO: 28561 PH 2015-10-24 1510 GI4SJQ        59  14     PY2MC         59  11
QSO: 28539 PH 2015-10-24 1512 GI4SJQ        59  14     ZY2B          59  11
QSO: 28535 PH 2015-10-24 1512 GI4SJQ        59  14     LU8YE         59  13
QSO: 28499 PH 2015-10-24 1517 GI4SJQ        59  14     KA5CJJ        59  04
QSO: 28484 PH 2015-10-24 1520 GI4SJQ        59  14     ZF2AH         59  08
QSO: 28469 PH 2015-10-24 1522 GI4SJQ        59  14     DK3T          59  14
QSO: 28464 PH 2015-10-24 1522 GI4SJQ        59  14     ED1R          59  14
QSO: 28461 PH 2015-10-24 1523 GI4SJQ        59  14     SV9GPV        59  20
QSO: 28455 PH 2015-10-24 1526 GI4SJQ        59  14     ZV10M         59  11
QSO: 28359 PH 2015-10-24 1540 GI4SJQ        59  14     NQ4I          59  05
QSO: 28351 PH 2015-10-24 1541 GI4SJQ        59  14     HG7T          59  15
QSO: 28311 PH 2015-10-24 1549 GI4SJQ        59  14     OK7Z          59  15
QSO: 28307 PH 2015-10-24 1550 GI4SJQ        59  14     PJ4X          59  09
QSO: 28345 PH 2015-10-24 1550 GI4SJQ        59  14     6Y9X          59  08
QSO: 28412 PH 2015-10-24 1552 GI4SJQ        59  14     KC1XX         59  05
QSO: 28738 PH 2015-10-24 1553 GI4SJQ        59  14     ED8O          59  33
QSO: 21135 PH 2015-10-24 1705 GI4SJQ        59  14     VE3JM         59  04
QSO: 14105 PH 2015-10-24 1708 GI4SJQ        59  14     IZ5NFD        59  15
QSO: 14112 PH 2015-10-24 1708 GI4SJQ        59  14     Z35W          59  15
QSO: 14116 PH 2015-10-24 1709 GI4SJQ        59  14     HB9PUE        59  14
QSO: 14123 PH 2015-10-24 1711 GI4SJQ        59  14     UP0L          59  17
QSO: 14124 PH 2015-10-24 1712 GI4SJQ        59  14     UR4RWW        59  16
QSO: 14126 PH 2015-10-24 1712 GI4SJQ        59  14     YT2ISM        59  15
QSO: 14128 PH 2015-10-24 1714 GI4SJQ        59  14     YM7KA         59  20
QSO: 14129 PH 2015-10-24 1714 GI4SJQ        59  14     UZ0U          59  16
QSO: 14133 PH 2015-10-24 1715 GI4SJQ        59  14     UT5EO         59  16
QSO: 14137 PH 2015-10-24 1716 GI4SJQ        59  14     4X7R          59  20
QSO: 14139 PH 2015-10-24 1719 GI4SJQ        59  14     EA9KB         59  33
QSO: 14141 PH 2015-10-24 1719 GI4SJQ        59  14     ES5TV         59  15
QSO: 14142 PH 2015-10-24 1721 GI4SJQ        59  14     IT9STX        59  15
QSO: 14146 PH 2015-10-24 1722 GI4SJQ        59  14     R7CA          59  16
QSO: 14148 PH 2015-10-24 1723 GI4SJQ        59  14     UT7E          59  16
QSO: 14151 PH 2015-10-24 1731 GI4SJQ        59  14     K3LR          59  05
QSO: 14152 PH 2015-10-24 1731 GI4SJQ        59  14     K8AZ          59  04
QSO: 14154 PH 2015-10-24 1732 GI4SJQ        59  14     YP7P          59  20
QSO: 14156 PH 2015-10-24 1733 GI4SJQ        59  14     IB9P          59  15
QSO: 14158 PH 2015-10-24 1733 GI4SJQ        59  14     R1AK          59  16
QSO: 14160 PH 2015-10-24 1737 GI4SJQ        59  14     K1KP          59  05
QSO: 14161 PH 2015-10-24 1743 GI4SJQ        59  14     KH6J          59  31
