START-OF-LOG: 3.0
CALLSIGN: KG8CW
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 170208
NAME: Mike Flynn
LOCATION: MI
OPERATORS: KG8CW
CLUB: BAY AREA DXERS
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5251.0
SOAPBOX: Good Band Conditions Friday night. Saturday AC power started cutting
SOAPBOX: on and off at a rate of 3 times per 20 min.  At 2 pm It was lights
SOAPBOX: out.  So 9 hours and a Mexican meal at the Roadhouse (they had power)
SOAPBOX: later.
QSO: 14175 PH 2015-10-24 0007 KG8CW         59  4      YT2DDK        59  15
QSO: 14175 PH 2015-10-24 0008 KG8CW         59  4      V47T          59  08
QSO: 14180 PH 2015-10-24 0011 KG8CW         59  4      IT9STX        59  15
QSO: 14184 PH 2015-10-24 0014 KG8CW         59  4      VA6UK         59  04
QSO: 14186 PH 2015-10-24 0015 KG8CW         59  4      EF8U          59  33
QSO: 14188 PH 2015-10-24 0015 KG8CW         59  4      VE6JY         59  04
QSO: 14190 PH 2015-10-24 0017 KG8CW         59  4      ZV10M         59  11
QSO: 14197 PH 2015-10-24 0019 KG8CW         59  4      VP5DX         59  08
QSO: 14206 PH 2015-10-24 0029 KG8CW         59  4      VE5PV         59  04
QSO: 14201 PH 2015-10-24 0044 KG8CW         59  4      FM5FJ         59  08
QSO: 14228 PH 2015-10-24 0044 KG8CW         59  4      T42US         59  08
QSO: 14265 PH 2015-10-24 0045 KG8CW         59  4      VE7NY         59  03
QSO: 14317 PH 2015-10-24 0048 KG8CW         59  4      6Y9X          59  08
QSO: 14267 PH 2015-10-24 0048 KG8CW         59  4      PJ4Q          59  09
QSO: 14204 PH 2015-10-24 0050 KG8CW         59  4      TF3CW         59  40
QSO: 14214 PH 2015-10-24 0053 KG8CW         59  4      PY1FI         59  11
QSO: 14215 PH 2015-10-24 0055 KG8CW         59  4      KP2M          59  08
QSO: 14220 PH 2015-10-24 0056 KG8CW         59  4      YV4AW         59  09
QSO: 14248 PH 2015-10-24 0058 KG8CW         59  4      OH8L          59  15
QSO: 14248 PH 2015-10-24 0101 KG8CW         59  4      VE3KTB/VY0    59  02
QSO: 14252 PH 2015-10-24 0102 KG8CW         59  4      UP2L          59  17
QSO: 14255 PH 2015-10-24 0103 KG8CW         59  4      RC9O          59  18
QSO: 14279 PH 2015-10-24 0105 KG8CW         59  4      EF8R          59  33
QSO: 14288 PH 2015-10-24 0106 KG8CW         59  4      R0AEE         59  18
QSO: 14288 PH 2015-10-24 0108 KG8CW         59  4      DJ8OG         59  14
QSO: 14288 PH 2015-10-24 0108 KG8CW         59  4      RK0W          59  18
QSO: 14288 PH 2015-10-24 0109 KG8CW         59  4      LY7A          59  15
QSO: 14288 PH 2015-10-24 0110 KG8CW         59  4      RK9CYA        59  17
QSO: 14288 PH 2015-10-24 0110 KG8CW         59  4      OH0X          59  15
QSO: 14288 PH 2015-10-24 0111 KG8CW         59  4      R8UT          59  18
QSO: 14288 PH 2015-10-24 0113 KG8CW         59  4      S57DX         59  15
QSO: 14288 PH 2015-10-24 0114 KG8CW         59  4      4Z5OZ         59  20
QSO: 14288 PH 2015-10-24 0115 KG8CW         59  4      R8CT          59  17
QSO: 14288 PH 2015-10-24 0116 KG8CW         59  4      RK9QWM        59  17
QSO: 14288 PH 2015-10-24 0118 KG8CW         59  4      K5CD          59  04
QSO: 14288 PH 2015-10-24 0120 KG8CW         59  4      EE5T          59  14
QSO: 14288 PH 2015-10-24 0120 KG8CW         59  4      EU1A          59  16
QSO: 14288 PH 2015-10-24 0124 KG8CW         59  4      RU1A          59  16
QSO: 14288 PH 2015-10-24 0126 KG8CW         59  4      DJ6TF         59  14
QSO: 14288 PH 2015-10-24 0126 KG8CW         59  4      4Z5LY         59  20
QSO: 14288 PH 2015-10-24 0127 KG8CW         59  4      LB8IB         59  14
QSO: 14288 PH 2015-10-24 0128 KG8CW         59  4      EI9E          59  14
QSO: 14288 PH 2015-10-24 0129 KG8CW         59  4      N5XJT         59  04
QSO: 14288 PH 2015-10-24 0130 KG8CW         59  4      RV9UP         59  18
QSO: 14288 PH 2015-10-24 0131 KG8CW         59  4      P33W          59  20
QSO: 14288 PH 2015-10-24 0132 KG8CW         59  4      G9W           59  14
QSO: 14288 PH 2015-10-24 0133 KG8CW         59  4      EA8BGO        59  33
QSO: 14288 PH 2015-10-24 0134 KG8CW         59  4      RW4WA         59  16
QSO: 14157 PH 2015-10-24 0136 KG8CW         59  4      RT0F          59  19
QSO: 14178 PH 2015-10-24 0137 KG8CW         59  4      UP0L          59  17
QSO: 14187 PH 2015-10-24 0138 KG8CW         59  4      RT8U          59  18
QSO: 14193 PH 2015-10-24 0139 KG8CW         59  4      RM3F          59  16
