START-OF-LOG: 3.0
CALLSIGN: IQ5FI
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 200250
NAME: ARI Sezione di Firenze
LOCATION: DX
OPERATORS: IZ5HQB IW5EDI IW5EIJ IK5GQK IZ5IMA IW5EHL IZ5ZBZ I5IHE IZ5YBK IZ5XRC IK5XVV IW5EHC
CLUB: ITALIAN CONTEST CLUB
CERTIFICATE: NO
CREATED-BY: QARTest 5.8.1
SOAPBOX: More than contest a occasion for our members to meet together,
SOAPBOX: two nice days with friends.
QSO: 28000 PH 2015-10-24 1213 IQ5FI         59  15     K1JB          59  05     0
QSO: 28000 PH 2015-10-24 1215 IQ5FI         59  15     RX4W          59  16     0
QSO: 28000 PH 2015-10-24 1215 IQ5FI         59  15     OD5NJ         59  20     0
QSO: 28000 PH 2015-10-24 1217 IQ5FI         59  15     NP4DX         59  08     0
QSO: 28000 PH 2015-10-24 1218 IQ5FI         59  15     CU2AF         59  14     0
QSO: 28000 PH 2015-10-24 1220 IQ5FI         59  15     ED8O          59  33     0
QSO: 28000 PH 2015-10-24 1221 IQ5FI         59  15     UA4ACP        59  16     0
QSO: 28000 PH 2015-10-24 1223 IQ5FI         59  15     HZ1HZ         59  21     0
QSO: 28000 PH 2015-10-24 1226 IQ5FI         59  15     EE7Y          59  14     0
QSO: 28000 PH 2015-10-24 1228 IQ5FI         59  15     KC1XX         59  05     0
QSO: 28000 PH 2015-10-24 1234 IQ5FI         59  15     AA3B          59  05     0
QSO: 28000 PH 2015-10-24 1236 IQ5FI         59  15     4X7R          59  20     0
QSO: 28000 PH 2015-10-24 1238 IQ5FI         59  15     PR7AB         59  11     0
QSO: 28000 PH 2015-10-24 1241 IQ5FI         59  15     TF2LL         59  40     0
