START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.19.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: A71CV
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 24620080
OPERATORS: A71AM A71CV A71BX A71CO 7Z1SJ HZ1MX HZ1TL HZ1BW HZ1DG HZ1HN SQ9CNN
QSO:  7086 PH 2015-10-24 0022 A71CV         59  21     R4FO          59  16     0
QSO: 14216 PH 2015-10-24 0021 A71CV         59  21     K4FS          59  05     0
QSO: 14216 PH 2015-10-24 0021 A71CV         59  21     S57DX         59  15     0
QSO: 14216 PH 2015-10-24 0022 A71CV         59  21     EA1FDI        59  14     0
QSO:  3732 PH 2015-10-24 0020 A71CV         59  21     RM3F          59  16     0
QSO: 14216 PH 2015-10-24 0022 A71CV         59  21     W4RM          59  05     0
QSO: 14216 PH 2015-10-24 0022 A71CV         59  21     K3IPK         59  05     0
QSO: 14216 PH 2015-10-24 0022 A71CV         59  21     OK1K          59  15     0
QSO:  7086 PH 2015-10-24 0023 A71CV         59  21     ED1R          59  14     0
QSO: 14216 PH 2015-10-24 0023 A71CV         59  21     HG4F          59  14     0
QSO:  7086 PH 2015-10-24 0023 A71CV         59  21     IZ8FPK        59  15     0
QSO:  3732 PH 2015-10-24 0021 A71CV         59  21     SP9LJD        59  15     0
QSO: 14216 PH 2015-10-24 0023 A71CV         59  21     OE5PSO        59  15     0
QSO:  3732 PH 2015-10-24 0021 A71CV         59  21     C4A           59  20     0
QSO:  7086 PH 2015-10-24 0024 A71CV         59  21     DJ7MH         59  14     0
QSO:  3732 PH 2015-10-24 0022 A71CV         59  21     SP2KPD        59  15     0
QSO:  3732 PH 2015-10-24 0022 A71CV         59  21     DJ8OG         59  14     0
QSO:  3732 PH 2015-10-24 0022 A71CV         59  21     UY7MM         59  16     0
QSO: 14216 PH 2015-10-24 0024 A71CV         59  21     DD5FM         59  15     0
QSO:  3732 PH 2015-10-24 0023 A71CV         59  21     OK7Z          59  15     0
QSO:  7086 PH 2015-10-24 0026 A71CV         59  21     US0HZ         59  16     0
QSO: 14216 PH 2015-10-24 0025 A71CV         59  21     KB1W          59  05     0
QSO: 14216 PH 2015-10-24 0025 A71CV         59  21     AB1NE         59  05     0
QSO: 14216 PH 2015-10-24 0026 A71CV         59  21     IK5BSC        59  15     0
QSO: 14216 PH 2015-10-24 0026 A71CV         59  21     HI8JSG        59  08     0
QSO:  7086 PH 2015-10-24 0027 A71CV         59  21     SK2T          59  14     0
QSO:  3732 PH 2015-10-24 0024 A71CV         59  21     R9GM          59  17     0
QSO:  3732 PH 2015-10-24 0024 A71CV         59  21     EA3YK         59  14     0
QSO:  7086 PH 2015-10-24 0028 A71CV         59  21     RN4SN         59  16     0
QSO:  3732 PH 2015-10-24 0025 A71CV         59  21     R9UA          59  18     0
QSO:  7086 PH 2015-10-24 0028 A71CV         59  21     RU3C          59  16     0
QSO: 14216 PH 2015-10-24 0028 A71CV         59  21     W2GDJ         59  05     0
QSO:  3732 PH 2015-10-24 0026 A71CV         59  21     S53F          59  15     0
QSO: 14216 PH 2015-10-24 0028 A71CV         59  21     KD3RF         59  05     0
QSO: 14216 PH 2015-10-24 0029 A71CV         59  21     5P1B          59  14     0
QSO: 14216 PH 2015-10-24 0029 A71CV         59  21     Z35W          59  15     0
QSO:  1854 PH 2015-10-24 0030 A71CV         59  21     LZ9W          59  20     0
QSO: 14216 PH 2015-10-24 0029 A71CV         59  21     KB3Z          59  05     0
QSO:  7086 PH 2015-10-24 0030 A71CV         59  21     RW4HFH        59  16     0
QSO:  3732 PH 2015-10-24 0027 A71CV         59  21     IK2YCW        59  15     0
QSO: 14216 PH 2015-10-24 0030 A71CV         59  21     IW1CHX        59  15     0
QSO:  3732 PH 2015-10-24 0028 A71CV         59  21     SP4SHD        59  15     0
QSO: 14216 PH 2015-10-24 0030 A71CV         59  21     KW3Z          59  05     0
QSO:  3732 PH 2015-10-24 0029 A71CV         59  21     RW4HZ         59  16     0
QSO: 14216 PH 2015-10-24 0030 A71CV         59  21     W4GHS         59  05     0
QSO: 14216 PH 2015-10-24 0031 A71CV         59  21     HA3LN         59  15     0
QSO: 14216 PH 2015-10-24 0031 A71CV         59  21     W2OSR         59  05     0
QSO:  7086 PH 2015-10-24 0032 A71CV         59  21     RK4HYT        59  16     0
QSO:  3732 PH 2015-10-24 0030 A71CV         59  21     RW4WA         59  16     0
QSO: 14216 PH 2015-10-24 0032 A71CV         59  21     IK4PKN        59  15     0
QSO:  3732 PH 2015-10-24 0030 A71CV         59  21     RT9S          59  16     0
QSO: 14216 PH 2015-10-24 0032 A71CV         59  21     VE3JM         59  04     0
QSO: 14216 PH 2015-10-24 0032 A71CV         59  21     UR2Y          59  16     0
QSO: 14216 PH 2015-10-24 0033 A71CV         59  21     IR8C          59  15     0
QSO:  1905 PH 2015-10-24 0034 A71CV         59  21     SP2TQI        59  15     0
QSO: 14216 PH 2015-10-24 0033 A71CV         59  21     IU2DQH        59  15     0
QSO:  7086 PH 2015-10-24 0034 A71CV         59  21     HB2T          59  14     0
QSO: 14216 PH 2015-10-24 0033 A71CV         59  21     9A8M          59  15     0
QSO:  7086 PH 2015-10-24 0035 A71CV         59  21     UT8AS         59  16     0
QSO: 14216 PH 2015-10-24 0034 A71CV         59  21     IZ8YAA        59  15     0
QSO:  7086 PH 2015-10-24 0036 A71CV         59  21     UW5ZM         59  16     0
QSO: 14216 PH 2015-10-24 0035 A71CV         59  21     WK1Q          59  05     0
QSO:  7086 PH 2015-10-24 0036 A71CV         59  21     YP8T          59  20     0
QSO: 14216 PH 2015-10-24 0036 A71CV         59  21     N2GC          59  05     0
QSO:  7086 PH 2015-10-24 0038 A71CV         59  21     OK2ILD        59  15     0
QSO:  3732 PH 2015-10-24 0035 A71CV         59  21     S57S          59  15     0
QSO:  3732 PH 2015-10-24 0035 A71CV         59  21     SK3W          59  14     0
QSO: 14216 PH 2015-10-24 0037 A71CV         59  21     II9W          59  15     0
QSO:  7086 PH 2015-10-24 0038 A71CV         59  21     ED5N          59  14     0
QSO: 14216 PH 2015-10-24 0037 A71CV         59  21     IR5A          59  15     0
QSO: 14216 PH 2015-10-24 0038 A71CV         59  21     OE2S          59  15     0
QSO:  7086 PH 2015-10-24 0039 A71CV         59  21     LZ8E          59  20     0
QSO:  3732 PH 2015-10-24 0037 A71CV         59  21     M5B           59  14     0
QSO:  7086 PH 2015-10-24 0040 A71CV         59  21     R8WF          59  16     0
QSO:  3732 PH 2015-10-24 0038 A71CV         59  21     R3KF          59  16     0
QSO: 14216 PH 2015-10-24 0039 A71CV         59  21     SP9TPZ        59  15     0
QSO:  3732 PH 2015-10-24 0038 A71CV         59  21     EI9E          59  14     0
QSO:  3732 PH 2015-10-24 0038 A71CV         59  21     RT4D          59  16     0
QSO:  3732 PH 2015-10-24 0038 A71CV         59  21     YP8T          59  20     0
QSO: 14216 PH 2015-10-24 0040 A71CV         59  21     TI5M          59  07     0
QSO:  3732 PH 2015-10-24 0039 A71CV         59  21     RW9AS         59  17     0
QSO: 14216 PH 2015-10-24 0041 A71CV         59  21     K1TR          59  05     0
QSO:  3732 PH 2015-10-24 0039 A71CV         59  21     IR8C          59  15     0
QSO:  3732 PH 2015-10-24 0040 A71CV         59  21     EI7M          59  14     0
QSO:  7086 PH 2015-10-24 0042 A71CV         59  21     IS0FFV        59  15     0
QSO:  7086 PH 2015-10-24 0043 A71CV         59  21     UA1AFZ        59  16     0
QSO:  7086 PH 2015-10-24 0043 A71CV         59  21     YM7KA         59  20     0
QSO:  7086 PH 2015-10-24 0044 A71CV         59  21     OH2CK         59  15     0
QSO: 14172 PH 2015-10-24 0043 A71CV         59  21     YW4D          59  09     0
QSO:  3732 PH 2015-10-24 0041 A71CV         59  21     S51A          59  15     0
QSO: 14187 PH 2015-10-24 0043 A71CV         59  21     SZ1A          59  20     0
QSO:  7086 PH 2015-10-24 0044 A71CV         59  21     SP3CMX        59  15     0
QSO:  7086 PH 2015-10-24 0044 A71CV         59  21     OH1Z          59  15     0
QSO:  1877 PH 2015-10-24 0044 A71CV         59  21     UR5AS         59  16     0
QSO:  7086 PH 2015-10-24 0045 A71CV         59  21     9K2HN         59  21     0
QSO:  7086 PH 2015-10-24 0046 A71CV         59  21     KP2M          59  08     0
QSO:  7086 PH 2015-10-24 0046 A71CV         59  21     EI7M          59  14     0
QSO:  7086 PH 2015-10-24 0046 A71CV         59  21     HA8LMZ        59  15     0
QSO:  3732 PH 2015-10-24 0044 A71CV         59  21     R8T           59  16     0
QSO:  7086 PH 2015-10-24 0047 A71CV         59  21     HG7T          59  15     0
QSO:  7086 PH 2015-10-24 0048 A71CV         59  21     DG1VL         59  14     0
QSO: 14245 PH 2015-10-24 0048 A71CV         59  21     K8AZ          59  04     0
QSO:  3732 PH 2015-10-24 0046 A71CV         59  21     IB9T          59  15     0
QSO:  3732 PH 2015-10-24 0047 A71CV         59  21     OR4M          59  15     0
QSO: 14216 PH 2015-10-24 0049 A71CV         59  21     KE3X          59  05     0
QSO: 14216 PH 2015-10-24 0049 A71CV         59  21     KE3X          59  05     0
QSO:  3732 PH 2015-10-24 0047 A71CV         59  21     EA2KB         59  14     0
QSO:  7086 PH 2015-10-24 0050 A71CV         59  21     HA7I          59  15     0
QSO:  3732 PH 2015-10-24 0047 A71CV         59  21     4X6TT         59  20     0
QSO:  7086 PH 2015-10-24 0050 A71CV         59  21     RM3F          59  16     0
QSO:  7086 PH 2015-10-24 0050 A71CV         59  21     OM2VL         59  15     0
QSO: 14216 PH 2015-10-24 0050 A71CV         59  21     OZ7X          59  14     0
QSO:  7086 PH 2015-10-24 0051 A71CV         59  21     UR5E          59  16     0
QSO:  7086 PH 2015-10-24 0051 A71CV         59  21     RA9Y          59  18     0
QSO:  7086 PH 2015-10-24 0051 A71CV         59  21     DJ8OG         59  14     0
QSO:  7086 PH 2015-10-24 0052 A71CV         59  21     LA6UL         59  14     0
QSO: 14216 PH 2015-10-24 0051 A71CV         59  21     J42T          59  20     0
QSO:  7086 PH 2015-10-24 0052 A71CV         59  21     SJ2W          59  14     0
QSO: 14216 PH 2015-10-24 0051 A71CV         59  21     E71AGA        59  15     0
QSO:  7086 PH 2015-10-24 0053 A71CV         59  21     UV3QF         59  16     0
QSO: 14216 PH 2015-10-24 0052 A71CV         59  21     OM6H          59  15     0
QSO:  7086 PH 2015-10-24 0053 A71CV         59  21     UR6EA         59  16     0
QSO: 14216 PH 2015-10-24 0052 A71CV         59  21     DK0SU         59  14     0
QSO: 14216 PH 2015-10-24 0052 A71CV         59  21     W5CT          59  04     0
QSO:  7086 PH 2015-10-24 0053 A71CV         59  21     CQ7X          59  14     0
QSO: 14216 PH 2015-10-24 0052 A71CV         59  21     OZ1ZD         59  14     0
QSO: 14216 PH 2015-10-24 0053 A71CV         59  21     DD2ML         59  14     0
QSO: 14216 PH 2015-10-24 0053 A71CV         59  21     9A3MBM        59  15     0
QSO:  7086 PH 2015-10-24 0054 A71CV         59  21     SP4XX         59  15     0
QSO:  7086 PH 2015-10-24 0054 A71CV         59  21     LY2W          59  15     0
QSO: 14216 PH 2015-10-24 0054 A71CV         59  21     OH1F          59  15     0
QSO:  7086 PH 2015-10-24 0055 A71CV         59  21     YT6T          59  15     0
QSO:  7086 PH 2015-10-24 0055 A71CV         59  21     HA6BET        59  15     0
QSO:  7086 PH 2015-10-24 0055 A71CV         59  21     ES7GM         59  15     0
QSO:  7086 PH 2015-10-24 0055 A71CV         59  21     RC7KY         59  16     0
QSO: 14216 PH 2015-10-24 0055 A71CV         59  21     AA3B          59  05     0
QSO:  7086 PH 2015-10-24 0056 A71CV         59  21     DL7URH        59  14     0
QSO: 14216 PH 2015-10-24 0055 A71CV         59  21     WA3EKL        59  05     0
QSO: 21200 PH 2015-10-24 0056 A71CV         59  21     XV2CJB        59  26     0
QSO:  7086 PH 2015-10-24 0056 A71CV         59  21     4K4K          59  21     0
QSO:  3691 PH 2015-10-24 0053 A71CV         59  21     EU6AF         59  16     0
QSO: 14216 PH 2015-10-24 0055 A71CV         59  21     K3MD          59  05     0
QSO: 14216 PH 2015-10-24 0056 A71CV         59  21     W3KB          59  05     0
QSO:  7086 PH 2015-10-24 0057 A71CV         59  21     4X6TT         59  20     0
QSO: 14216 PH 2015-10-24 0056 A71CV         59  21     WW4LL         59  05     0
QSO:  3732 PH 2015-10-24 0054 A71CV         59  21     DG1W          59  14     0
QSO: 14216 PH 2015-10-24 0056 A71CV         59  21     OH2FNR        59  15     0
QSO: 14216 PH 2015-10-24 0056 A71CV         59  21     OL9A          59  15     0
QSO:  7086 PH 2015-10-24 0057 A71CV         59  21     RK0TU         59  18     0
QSO: 14216 PH 2015-10-24 0056 A71CV         59  21     P40W          59  09     0
QSO:  7086 PH 2015-10-24 0057 A71CV         59  21     S50A          59  15     0
QSO: 14216 PH 2015-10-24 0057 A71CV         59  21     WA0MHJ        59  04     0
QSO:  7086 PH 2015-10-24 0058 A71CV         59  21     LZ2PS         59  20     0
QSO: 14216 PH 2015-10-24 0057 A71CV         59  21     N5AN          59  05     0
QSO:  7086 PH 2015-10-24 0058 A71CV         59  21     RN4NF         59  16     0
QSO:  7086 PH 2015-10-24 0058 A71CV         59  21     ES6RW         59  15     0
QSO: 14216 PH 2015-10-24 0057 A71CV         59  21     N1IBM         59  05     0
QSO: 14216 PH 2015-10-24 0058 A71CV         59  21     WE9V          59  04     0
QSO: 14216 PH 2015-10-24 0058 A71CV         59  21     K3ZO          59  05     0
QSO:  3751 PH 2015-10-24 0056 A71CV         59  21     UP0L          59  17     0
QSO: 14216 PH 2015-10-24 0058 A71CV         59  21     KD3TB         59  05     0
QSO:  7086 PH 2015-10-24 0059 A71CV         59  21     DK0WRTC       59  14     0
QSO: 14216 PH 2015-10-24 0059 A71CV         59  21     K2LE          59  05     0
QSO:  3760 PH 2015-10-24 0057 A71CV         59  21     HG6ITU        59  15     0
QSO: 14216 PH 2015-10-24 0059 A71CV         59  21     KF2O          59  05     0
QSO:  7086 PH 2015-10-24 0100 A71CV         59  21     EC1DD         59  14     0
QSO:  3732 PH 2015-10-24 0057 A71CV         59  21     UT7AW         59  15     0
QSO: 14216 PH 2015-10-24 0059 A71CV         59  21     KA1TM         59  05     0
QSO: 14216 PH 2015-10-24 0059 A71CV         59  21     N2FU          59  05     0
QSO:  3732 PH 2015-10-24 0058 A71CV         59  21     LY9Y          59  15     0
QSO: 14216 PH 2015-10-24 0100 A71CV         59  21     N0NI          59  04     0
