START-OF-LOG: 3.0
CREATED-BY: QARTest 5.8.1
CONTEST: CQ-WW-SSB
CALLSIGN: IK8JDH
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-MODE: SSB
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 51330
NAME: Lucio Petrone
CLUB: Italian contest club
SOAPBOX: anche quest'anno contest favoloso, ho potuto dedicare più tempo alla
QSO: 14000 PH 2015-10-25 1101 IK8JDH        59  15     EW8OP         59  16
QSO: 21000 PH 2015-10-25 1103 IK8JDH        59  15     EE2K          59  14
QSO: 21000 PH 2015-10-25 1103 IK8JDH        59  15     CN2R          59  33
QSO: 21000 PH 2015-10-25 1105 IK8JDH        59  15     EC1DBO        59  14
QSO: 21000 PH 2015-10-25 1106 IK8JDH        59  15     G6MC          59  14
QSO: 21000 PH 2015-10-25 1113 IK8JDH        59  15     A73A          59  21
QSO: 21000 PH 2015-10-25 1114 IK8JDH        59  15     ES7GM         59  15
QSO: 21000 PH 2015-10-25 1116 IK8JDH        59  15     P3F           59  20
QSO: 21000 PH 2015-10-25 1117 IK8JDH        59  15     LY7A          59  15
QSO: 21000 PH 2015-10-25 1118 IK8JDH        59  15     DF0HQ         59  14
QSO: 21000 PH 2015-10-25 1118 IK8JDH        59  15     CN3A          59  33
QSO: 21000 PH 2015-10-25 1119 IK8JDH        59  15     DL2ARD        59  14
QSO: 21000 PH 2015-10-25 1119 IK8JDH        59  15     SK2T          59  14
QSO: 21000 PH 2015-10-25 1122 IK8JDH        59  15     EC7WR         59  14
QSO: 21000 PH 2015-10-25 1124 IK8JDH        59  15     EE5M          59  14
QSO: 21000 PH 2015-10-25 1124 IK8JDH        59  15     EF8R          59  33
QSO: 21000 PH 2015-10-25 1127 IK8JDH        59  15     OH5Z          59  15
QSO: 21000 PH 2015-10-25 1129 IK8JDH        59  15     UZ4I          59  16
QSO: 21000 PH 2015-10-25 1131 IK8JDH        59  15     M6T           59  14
QSO: 21000 PH 2015-10-25 1132 IK8JDH        59  15     AA3B          59  05
QSO: 21000 PH 2015-10-25 1132 IK8JDH        59  15     YL0A          59  15
QSO: 21000 PH 2015-10-25 1133 IK8JDH        59  15     C4A           59  20
QSO: 21000 PH 2015-10-25 1134 IK8JDH        59  15     OG6N          59  15
QSO: 21000 PH 2015-10-25 1134 IK8JDH        59  15     EA8MT         59  33
QSO: 21000 PH 2015-10-25 1135 IK8JDH        59  15     F5ASD         59  14
QSO: 21000 PH 2015-10-25 1138 IK8JDH        59  15     CT7AIU        59  14
QSO: 21000 PH 2015-10-25 1139 IK8JDH        59  15     RG9A          59  17
QSO: 21000 PH 2015-10-25 1140 IK8JDH        59  15     RC9O          59  18
QSO: 21000 PH 2015-10-25 1141 IK8JDH        59  15     UT5EO         59  16
QSO: 21000 PH 2015-10-25 1143 IK8JDH        59  15     UC7A          59  16
QSO: 21000 PH 2015-10-25 1145 IK8JDH        59  15     EW2W          59  16
QSO: 21000 PH 2015-10-25 1146 IK8JDH        59  15     KC1XX         59  05
QSO: 28000 PH 2015-10-25 1150 IK8JDH        59  15     RT8U          59  18
QSO: 28000 PH 2015-10-25 1151 IK8JDH        59  15     A61ZX         59  21
QSO: 28000 PH 2015-10-25 1152 IK8JDH        59  15     PI4D          59  14
QSO: 28000 PH 2015-10-25 1153 IK8JDH        59  15     RA1OHX        59  16
QSO: 28000 PH 2015-10-25 1155 IK8JDH        59  15     SI9AM         59  14
QSO: 28000 PH 2015-10-25 1156 IK8JDH        59  15     HZ1HZ         59  21
QSO: 28000 PH 2015-10-25 1157 IK8JDH        59  15     RJ4P          59  16
QSO: 28000 PH 2015-10-25 1157 IK8JDH        59  15     K1KP          59  05
QSO: 28000 PH 2015-10-25 1158 IK8JDH        59  15     EI7M          59  14
QSO: 28000 PH 2015-10-25 1159 IK8JDH        59  15     KC1XX         59  05
QSO: 28000 PH 2015-10-25 1200 IK8JDH        59  15     RM4HZ         59  16
QSO: 28000 PH 2015-10-25 1201 IK8JDH        59  15     RL4F          59  16
QSO: 28000 PH 2015-10-25 1202 IK8JDH        59  15     EA1BD         59  14
QSO: 28000 PH 2015-10-25 1208 IK8JDH        59  15     K1LZ          59  05
QSO: 28000 PH 2015-10-25 1210 IK8JDH        59  15     CN8VO         59  33
QSO: 28000 PH 2015-10-25 1212 IK8JDH        59  15     CN2AA         59  33
QSO: 28000 PH 2015-10-25 1317 IK8JDH        59  15     UA3VFS        59  16
QSO: 28000 PH 2015-10-25 1320 IK8JDH        59  15     PX2A          59  11
QSO: 28000 PH 2015-10-25 1322 IK8JDH        59  15     CN2R          59  33
QSO: 28000 PH 2015-10-25 1326 IK8JDH        59  15     ZV10M         59  11
QSO: 28000 PH 2015-10-25 1513 IK8JDH        59  15     CR3A          59  33
QSO: 28000 PH 2015-10-25 1514 IK8JDH        59  15     W2RD          59  05
QSO: 28000 PH 2015-10-25 1517 IK8JDH        59  15     K8AZ          59  04
QSO: 28000 PH 2015-10-25 1518 IK8JDH        59  15     W5CT          59  04
QSO: 28000 PH 2015-10-25 1521 IK8JDH        59  15     PY2MC         59  11
QSO: 28000 PH 2015-10-25 1525 IK8JDH        59  15     MM0AMW        59  14
QSO: 28000 PH 2015-10-25 1528 IK8JDH        59  15     NT5V          59  04
QSO: 28000 PH 2015-10-25 1529 IK8JDH        59  15     K6ND          59  05
QSO: 28000 PH 2015-10-25 1530 IK8JDH        59  15     K1KP          59  05
QSO: 28000 PH 2015-10-25 1532 IK8JDH        59  15     K3OO          59  05
QSO: 28000 PH 2015-10-25 1533 IK8JDH        59  15     VA2WA         59  05
QSO: 28000 PH 2015-10-25 1535 IK8JDH        59  15     CN3A          59  33
QSO: 28000 PH 2015-10-25 1539 IK8JDH        59  15     KC1XX         59  05
QSO: 28000 PH 2015-10-25 1540 IK8JDH        59  15     K3LR          59  05
QSO: 28000 PH 2015-10-25 1545 IK8JDH        59  15     AK1N          59  05
QSO: 28000 PH 2015-10-25 1546 IK8JDH        59  15     NR5M          59  04
QSO: 28000 PH 2015-10-25 1550 IK8JDH        59  15     K2CYE         59  05
QSO: 28000 PH 2015-10-25 1552 IK8JDH        59  15     VY2ZM         59  05
QSO: 28000 PH 2015-10-25 1554 IK8JDH        59  15     VE3UTT        59  04
QSO: 28000 PH 2015-10-25 1554 IK8JDH        59  15     N4DX          59  05
QSO: 28000 PH 2015-10-25 1555 IK8JDH        59  15     NN1N          59  05
QSO: 28000 PH 2015-10-25 1557 IK8JDH        59  15     K2SSS         59  05
QSO: 28000 PH 2015-10-25 1559 IK8JDH        59  15     K8CX          59  04
QSO: 28000 PH 2015-10-25 1559 IK8JDH        59  15     KM2O          59  05
QSO: 28000 PH 2015-10-25 1600 IK8JDH        59  15     W5PR          59  04
QSO: 28000 PH 2015-10-25 1601 IK8JDH        59  15     K1BX          59  05
QSO: 28000 PH 2015-10-25 1602 IK8JDH        59  15     W3LPL         59  05
QSO: 28000 PH 2015-10-25 1603 IK8JDH        59  15     EA8TX         59  33
QSO: 28000 PH 2015-10-25 1604 IK8JDH        59  15     CQ3L          59  33
QSO: 28000 PH 2015-10-25 1606 IK8JDH        59  15     EA8CSD        59  33
QSO:  7000 PH 2015-10-25 1608 IK8JDH        59  15     LZ1W          59  20
QSO:  7000 PH 2015-10-25 1609 IK8JDH        59  15     9A1A          59  15
QSO:  7000 PH 2015-10-25 1610 IK8JDH        59  15     TM7G          59  14
QSO:  7000 PH 2015-10-25 1611 IK8JDH        59  15     RC9O          59  18
QSO:  7000 PH 2015-10-25 1612 IK8JDH        59  15     EA6SX         59  14
QSO:  7000 PH 2015-10-25 1613 IK8JDH        59  15     HA7I          59  15
QSO:  7000 PH 2015-10-25 1613 IK8JDH        59  15     Z39A          59  15
QSO:  7000 PH 2015-10-25 1615 IK8JDH        59  15     F4DPW         59  14
QSO:  7000 PH 2015-10-25 1619 IK8JDH        59  15     IZ8FWN        59  15
QSO:  7000 PH 2015-10-25 1622 IK8JDH        59  15     LZ9W          59  20
QSO: 14000 PH 2015-10-25 1629 IK8JDH        59  15     OH5Z          59  15
QSO: 14000 PH 2015-10-25 1631 IK8JDH        59  15     YL2BJ         59  15
QSO: 14000 PH 2015-10-25 1633 IK8JDH        59  15     OH0V          59  15
QSO: 14000 PH 2015-10-25 1634 IK8JDH        59  15     R1AK          59  16
QSO: 14000 PH 2015-10-25 1636 IK8JDH        59  15     GW9X          59  14
QSO: 14000 PH 2015-10-25 1639 IK8JDH        59  15     RT6A          59  16
QSO: 14000 PH 2015-10-25 1641 IK8JDH        59  15     CN2AA         59  33
QSO: 14000 PH 2015-10-25 1642 IK8JDH        59  15     SV3AQR        59  20
QSO: 14000 PH 2015-10-25 1643 IK8JDH        59  15     UA9JDP        59  17
QSO: 14000 PH 2015-10-25 1645 IK8JDH        59  15     EC6AAE        59  14
QSO: 14000 PH 2015-10-25 1646 IK8JDH        59  15     RU3C          59  16
QSO: 14000 PH 2015-10-25 1649 IK8JDH        59  15     EA4IF         59  14
QSO:  3500 PH 2015-10-25 1655 IK8JDH        59  15     LZ1W          59  20
QSO:  3500 PH 2015-10-25 1657 IK8JDH        59  15     HA8A          59  15
QSO:  3500 PH 2015-10-25 1658 IK8JDH        59  15     9A1A          59  15
QSO: 28000 PH 2015-10-25 1703 IK8JDH        59  15     PY2MC         59  11
QSO: 28000 PH 2015-10-25 1708 IK8JDH        59  15     EF8R          59  33
QSO: 28000 PH 2015-10-25 1709 IK8JDH        59  15     PR7AA         59  11
QSO: 28000 PH 2015-10-25 1716 IK8JDH        59  15     CR3A          59  33
QSO: 28000 PH 2015-10-25 1718 IK8JDH        59  15     PP5UP         59  11
QSO: 28000 PH 2015-10-25 1721 IK8JDH        59  15     ZW5B          59  11
QSO: 14000 PH 2015-10-25 1727 IK8JDH        59  15     MM3T          59  14
QSO: 14000 PH 2015-10-25 1729 IK8JDH        59  15     F8DVD         59  14
QSO: 14000 PH 2015-10-25 1733 IK8JDH        59  15     A73A          59  21
QSO: 14000 PH 2015-10-25 1734 IK8JDH        59  15     TC2C          59  20
QSO: 14000 PH 2015-10-25 1736 IK8JDH        59  15     P33W          59  20
QSO: 14000 PH 2015-10-25 1738 IK8JDH        59  15     OH1F          59  15
QSO: 14000 PH 2015-10-25 1747 IK8JDH        59  15     EA5DFV        59  14
QSO: 14000 PH 2015-10-25 1748 IK8JDH        59  15     EA3CCN        59  14
QSO: 14000 PH 2015-10-25 1749 IK8JDH        59  15     DF0HQ         59  14
QSO: 14000 PH 2015-10-25 1751 IK8JDH        59  15     GI6K          59  14
QSO: 14000 PH 2015-10-25 1756 IK8JDH        59  15     G4HYG         59  14
QSO: 14000 PH 2015-10-25 1757 IK8JDH        59  15     MW0GRX        59  14
QSO: 14000 PH 2015-10-25 1758 IK8JDH        59  15     RM5A          59  16
QSO: 14000 PH 2015-10-25 1759 IK8JDH        59  15     RQ7M          59  16
QSO:  7000 PH 2015-10-25 1916 IK8JDH        59  15     CN2AA         59  33
QSO:  7000 PH 2015-10-25 1918 IK8JDH        59  15     HG7T          59  15
QSO:  7000 PH 2015-10-25 1920 IK8JDH        59  15     II1W          59  15
QSO:  7000 PH 2015-10-25 1921 IK8JDH        59  15     TM0T          59  14
QSO:  7000 PH 2015-10-25 1922 IK8JDH        59  15     DF0HQ         59  14
QSO:  7000 PH 2015-10-25 1923 IK8JDH        59  15     SP9KDA        59  15
QSO:  7000 PH 2015-10-25 1924 IK8JDH        59  15     C4A           59  20
QSO:  7000 PH 2015-10-25 1925 IK8JDH        59  15     RK4FD         59  16
QSO:  7000 PH 2015-10-25 1930 IK8JDH        59  15     US1I          59  16
QSO:  7000 PH 2015-10-25 1931 IK8JDH        59  15     A73A          59  21
QSO:  7000 PH 2015-10-25 1936 IK8JDH        59  15     OK4K          59  15
QSO:  7000 PH 2015-10-25 1936 IK8JDH        59  15     9K2HN         59  21
QSO:  7000 PH 2015-10-25 1939 IK8JDH        59  15     IK3UNA/1      59  15
QSO:  7000 PH 2015-10-25 1942 IK8JDH        59  15     HG2TU         59  15
QSO:  7000 PH 2015-10-25 1947 IK8JDH        59  15     UP2L          59  17
QSO:  7000 PH 2015-10-25 1948 IK8JDH        59  15     F4ERS         59  14
QSO:  3500 PH 2015-10-25 1953 IK8JDH        59  15     YP7P          59  20
QSO:  3500 PH 2015-10-25 1955 IK8JDH        59  15     LZ7A          59  20
QSO:  3500 PH 2015-10-25 1957 IK8JDH        59  15     DF0HQ         59  14
QSO:  3500 PH 2015-10-25 2002 IK8JDH        59  15     YT2AAA        59  15
QSO:  3500 PH 2015-10-25 2007 IK8JDH        59  15     SP9KDA        59  15
QSO:  3500 PH 2015-10-25 2008 IK8JDH        59  15     S58MU         59  15
QSO:  3500 PH 2015-10-25 2009 IK8JDH        59  15     E74O          59  15
QSO:  3500 PH 2015-10-25 2010 IK8JDH        59  15     HG1S          59  15
QSO:  3500 PH 2015-10-25 2011 IK8JDH        59  15     OM7RU         59  15
QSO:  3500 PH 2015-10-25 2016 IK8JDH        59  15     IK6GPZ        59  15
END-OF-LOG:
