START-OF-LOG: 3.0
CALLSIGN: WA2BFW
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 705741
NAME: Marv Shelton
LOCATION: WWA
OPERATORS: WA2BFW
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5264.0
SOAPBOX: Great condx. All bands  were wide open and really hopping.
QSO: 28385 PH 2015-10-24 0031 WA2BFW        59  03     JJ1LBJ        59  25
QSO: 28522 PH 2015-10-24 0034 WA2BFW        59  03     VK4KW         59  30
QSO: 28533 PH 2015-10-24 0036 WA2BFW        59  03     AH0K          59  27
QSO: 28532 PH 2015-10-24 0038 WA2BFW        59  03     VK4NM         59  30
QSO: 28550 PH 2015-10-24 0039 WA2BFW        59  03     VK8NSB        59  29
QSO: 28545 PH 2015-10-24 0039 WA2BFW        59  03     JR5YCE        59  25
QSO: 28392 PH 2015-10-24 0043 WA2BFW        59  03     RA0FF         59  19
QSO: 28434 PH 2015-10-24 0045 WA2BFW        59  03     ZL1X          59  32
QSO: 28311 PH 2015-10-24 0047 WA2BFW        59  03     JA2AXB        59  25
QSO: 28330 PH 2015-10-24 0051 WA2BFW        59  03     JA3EGE        59  25
QSO: 28430 PH 2015-10-24 0057 WA2BFW        59  03     AH6U          59  31
QSO: 28432 PH 2015-10-24 0057 WA2BFW        59  03     JE1ZWT        59  25
QSO: 28452 PH 2015-10-24 0059 WA2BFW        59  03     VK2AU         59  30
QSO: 28454 PH 2015-10-24 0100 WA2BFW        59  03     DU3BC         59  27
QSO: 28466 PH 2015-10-24 0103 WA2BFW        59  03     KH7M          59  31
QSO: 28480 PH 2015-10-24 0106 WA2BFW        59  03     YB1FWO        59  28
QSO: 28482 PH 2015-10-24 0108 WA2BFW        59  03     V84O          59  28
QSO: 28483 PH 2015-10-24 0110 WA2BFW        59  03     VK2IR         59  30
QSO: 28491 PH 2015-10-24 0111 WA2BFW        59  03     VK6NC         59  29
QSO: 28493 PH 2015-10-24 0112 WA2BFW        59  03     YE2A          59  28
QSO: 28505 PH 2015-10-24 0113 WA2BFW        59  03     JH1AGU        59  25
QSO: 28404 PH 2015-10-24 0119 WA2BFW        59  03     AH2R          59  27
QSO: 28525 PH 2015-10-24 0124 WA2BFW        59  03     V73D          59  31
QSO: 28540 PH 2015-10-24 0126 WA2BFW        59  03     VK2XZ         59  30
QSO: 28547 PH 2015-10-24 0127 WA2BFW        59  03     JJ0KRD        59  25
QSO: 28428 PH 2015-10-24 0133 WA2BFW        59  03     JA7OWD        59  25
QSO: 28435 PH 2015-10-24 0134 WA2BFW        59  03     ZM2IO         59  32
QSO: 28447 PH 2015-10-24 0135 WA2BFW        59  03     VK4VI         59  30
QSO: 28497 PH 2015-10-24 0137 WA2BFW        59  03     KH6J          59  31
QSO: 21223 PH 2015-10-24 0154 WA2BFW        59  03     7K4XNN        59  25
QSO: 21224 PH 2015-10-24 0154 WA2BFW        59  03     JH1FNU        59  25
QSO: 21245 PH 2015-10-24 0158 WA2BFW        59  03     9M2YAA        59  28
QSO: 21248 PH 2015-10-24 0159 WA2BFW        59  03     JM1LPN        59  25
QSO: 21255 PH 2015-10-24 0201 WA2BFW        59  03     BA4DL         59  24
QSO: 21257 PH 2015-10-24 0203 WA2BFW        59  03     T88ZO         59  27
QSO: 21265 PH 2015-10-24 0205 WA2BFW        59  03     BY5CD         59  24
QSO: 21267 PH 2015-10-24 0206 WA2BFW        59  03     9Y4W          59  09
QSO: 21277 PH 2015-10-24 0210 WA2BFW        59  03     KH6/AA4V      59  31
QSO: 21284 PH 2015-10-24 0212 WA2BFW        59  03     JF1SEK        59  25
QSO: 21289 PH 2015-10-24 0214 WA2BFW        59  03     KH7CW         59  31
QSO: 21300 PH 2015-10-24 0215 WA2BFW        59  03     JA1NVF        59  25
QSO: 21347 PH 2015-10-24 0216 WA2BFW        59  03     JA5FDJ        59  25
