START-OF-LOG: 3.0
CALLSIGN: VA3TIC
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 438240
NAME: TIM GREGORY
LOCATION: ON
OPERATORS: VA3TIC
CLUB:
CERTIFICATE: YES
CREATED-BY: N3FJP's CQ WW DX Contest Log 4.8
SOAPBOX: Had a great time in the 15hrs that I have worked
QSO: 28391 PH 2015-10-24 1421 VA3TIC        59  04     EE5T          59  14     0
QSO: 28445 PH 2015-10-24 1428 VA3TIC        59  04     E7DX          59  15     0
QSO: 28458 PH 2015-10-24 1429 VA3TIC        59  04     9A1P          59  15     0
QSO: 28468 PH 2015-10-24 1430 VA3TIC        59  04     EA7AAF        59  14     0
QSO: 28471 PH 2015-10-24 1432 VA3TIC        59  04     PJ4Q          59  09     0
QSO: 28486 PH 2015-10-24 1433 VA3TIC        59  04     CR6K          59  14     0
QSO: 28490 PH 2015-10-24 1433 VA3TIC        59  04     XE2JS         59  06     0
QSO: 28493 PH 2015-10-24 1434 VA3TIC        59  04     WP4SD         59  08     0
QSO: 28500 PH 2015-10-24 1435 VA3TIC        59  04     ZF2AH         59  08     0
QSO: 28503 PH 2015-10-24 1436 VA3TIC        59  04     IR4X          59  15     0
QSO: 28515 PH 2015-10-24 1436 VA3TIC        59  04     SN8B          59  15     0
QSO: 28526 PH 2015-10-24 1437 VA3TIC        59  04     IW2HAJ        59  15     0
QSO: 28548 PH 2015-10-24 1438 VA3TIC        59  04     HK1NA         59  09     0
QSO: 28580 PH 2015-10-24 1440 VA3TIC        59  04     KP3Z          59  08     0
QSO: 28591 PH 2015-10-24 1441 VA3TIC        59  04     IB9T          59  15     0
QSO: 28617 PH 2015-10-24 1442 VA3TIC        59  04     C5YK          59  35     0
QSO: 28623 PH 2015-10-24 1443 VA3TIC        59  04     HA8JV         59  15     0
QSO: 28650 PH 2015-10-24 1444 VA3TIC        59  04     LZ9W          59  20     0
QSO: 28368 PH 2015-10-24 1446 VA3TIC        59  04     TO4K          59  08     0
QSO: 28377 PH 2015-10-24 1447 VA3TIC        59  04     CN2AA         59  33     0
QSO: 28384 PH 2015-10-24 1448 VA3TIC        59  04     P33W          59  20     0
QSO: 28387 PH 2015-10-24 1448 VA3TIC        59  04     EA5DFV        59  14     0
QSO: 28406 PH 2015-10-24 1450 VA3TIC        59  04     P49Y          59  09     0
QSO: 28427 PH 2015-10-24 1451 VA3TIC        59  04     9A7A          59  15     0
QSO: 28479 PH 2015-10-24 1454 VA3TIC        59  04     I8QJU         59  15     0
QSO: 21150 PH 2015-10-24 1456 VA3TIC        59  04     EA5FIV        59  14     0
QSO: 21167 PH 2015-10-24 1457 VA3TIC        59  04     VP5DX         59  08     0
QSO: 21171 PH 2015-10-24 1458 VA3TIC        59  04     F6FLU         59  14     0
QSO: 21171 PH 2015-10-24 1500 VA3TIC        59  04     SM6MVE        59  14     0
QSO: 21171 PH 2015-10-24 1501 VA3TIC        59  04     SN7C          59  15     0
QSO: 21171 PH 2015-10-24 1501 VA3TIC        59  04     OZ4VW         59  14     0
QSO: 21171 PH 2015-10-24 1502 VA3TIC        59  04     IK1BPL        59  15     0
QSO: 21171 PH 2015-10-24 1502 VA3TIC        59  04     EE1B          59  14     0
QSO: 21171 PH 2015-10-24 1502 VA3TIC        59  04     DK0L          59  14     0
QSO: 21171 PH 2015-10-24 1503 VA3TIC        59  04     ES2MC         59  15     0
QSO: 21171 PH 2015-10-24 1503 VA3TIC        59  04     R3BA          59  16     0
QSO: 21171 PH 2015-10-24 1504 VA3TIC        59  04     OH2BV         59  15     0
QSO: 21171 PH 2015-10-24 1505 VA3TIC        59  04     LY6A          59  15     0
QSO: 21171 PH 2015-10-24 1506 VA3TIC        59  04     G3NIC         59  14     0
QSO: 21171 PH 2015-10-24 1506 VA3TIC        59  04     DL1NUB        59  14     0
QSO: 21171 PH 2015-10-24 1506 VA3TIC        59  04     SM5NQB        59  14     0
QSO: 21171 PH 2015-10-24 1507 VA3TIC        59  04     F4AYI         59  14     0
QSO: 21171 PH 2015-10-24 1507 VA3TIC        59  04     PE2HLA        59  14     0
QSO: 21171 PH 2015-10-24 1509 VA3TIC        59  04     SP6ZT         59  15     0
QSO: 21171 PH 2015-10-24 1510 VA3TIC        59  04     9A6KZH        59  15     0
QSO: 21171 PH 2015-10-24 1510 VA3TIC        59  04     DK4VW         59  14     0
QSO: 21171 PH 2015-10-24 1510 VA3TIC        59  04     DL1TRK        59  14     0
QSO: 21171 PH 2015-10-24 1510 VA3TIC        59  04     SQ3R          59  15     0
QSO: 21171 PH 2015-10-24 1511 VA3TIC        59  04     SP8IMG        59  15     0
QSO: 21171 PH 2015-10-24 1511 VA3TIC        59  04     YO9GDN        59  20     0
QSO: 21171 PH 2015-10-24 1513 VA3TIC        59  04     IZ2ODM        59  15     0
QSO: 21171 PH 2015-10-24 1514 VA3TIC        59  04     OH6NEQ        59  15     0
QSO: 21171 PH 2015-10-24 1515 VA3TIC        59  04     DL5DTG        59  14     0
QSO: 21171 PH 2015-10-24 1516 VA3TIC        59  04     DK0EE         59  14     0
QSO: 21171 PH 2015-10-24 1517 VA3TIC        59  04     OH3D          59  15     0
QSO: 21171 PH 2015-10-24 1517 VA3TIC        59  04     OZ1DJJ        59  14     0
QSO: 21171 PH 2015-10-24 1518 VA3TIC        59  04     PA3DBS        59  14     0
QSO: 21171 PH 2015-10-24 1519 VA3TIC        59  04     RK3VWA        59  16     0
QSO: 21171 PH 2015-10-24 1519 VA3TIC        59  04     RZ3F          59  16     0
QSO: 21171 PH 2015-10-24 1520 VA3TIC        59  04     SK6AW         59  14     0
QSO: 21171 PH 2015-10-24 1520 VA3TIC        59  04     DK2AY         59  14     0
QSO: 21171 PH 2015-10-24 1521 VA3TIC        59  04     IK3ORD        59  15     0
QSO: 21171 PH 2015-10-24 1521 VA3TIC        59  04     EI1A          59  14     0
QSO: 21171 PH 2015-10-24 1521 VA3TIC        59  04     GJ3YHU        59  14     0
QSO: 21171 PH 2015-10-24 1523 VA3TIC        59  04     OH9GGY        59  15     0
QSO: 21171 PH 2015-10-24 1527 VA3TIC        59  04     TW4W          59  16     0
QSO: 21171 PH 2015-10-24 1527 VA3TIC        59  04     OG3I          59  15     0
QSO: 21171 PH 2015-10-24 1527 VA3TIC        59  04     ON7NT         59  14     0
QSO: 21171 PH 2015-10-24 1527 VA3TIC        59  04     YL2TQ         59  15     0
QSO: 21171 PH 2015-10-24 1527 VA3TIC        59  04     DJ9ZB         59  14     0
QSO: 21171 PH 2015-10-24 1528 VA3TIC        59  04     SP6RLK        59  15     0
QSO: 21171 PH 2015-10-24 1529 VA3TIC        59  04     I2NKX         59  15     0
QSO: 21171 PH 2015-10-24 1529 VA3TIC        59  04     R6AF          59  16     0
QSO: 21171 PH 2015-10-24 1531 VA3TIC        59  04     DF3IS         59  14     0
QSO: 21171 PH 2015-10-24 1532 VA3TIC        59  04     YL0A          59  15     0
QSO: 21141 PH 2015-10-24 1535 VA3TIC        59  04     Z32AJA        59  15     0
QSO: 21447 PH 2015-10-24 1538 VA3TIC        59  04     IO4W          59  15     0
QSO: 21443 PH 2015-10-24 1538 VA3TIC        59  04     OH5Z          59  15     0
QSO: 21439 PH 2015-10-24 1539 VA3TIC        59  04     S56Y          59  15     0
QSO: 21435 PH 2015-10-24 1540 VA3TIC        59  04     SP9LJD        59  15     0
QSO: 21425 PH 2015-10-24 1541 VA3TIC        59  04     HG1S          59  15     0
QSO: 21418 PH 2015-10-24 1541 VA3TIC        59  04     DR5N          59  14     0
QSO: 21416 PH 2015-10-24 1542 VA3TIC        59  04     CR6K          59  14     0
QSO: 21412 PH 2015-10-24 1543 VA3TIC        59  04     S59A          59  15     0
QSO: 21408 PH 2015-10-24 1544 VA3TIC        59  04     YV4NN         59  09     0
QSO: 21402 PH 2015-10-24 1545 VA3TIC        59  04     ES6RW         59  15     0
QSO: 21395 PH 2015-10-24 1545 VA3TIC        59  04     RG6G          59  16     0
QSO: 21393 PH 2015-10-24 1546 VA3TIC        59  04     RU1A          59  16     0
QSO: 21389 PH 2015-10-24 1547 VA3TIC        59  04     SO2O          59  15     0
QSO: 21388 PH 2015-10-24 1548 VA3TIC        59  04     OE6Z          59  15     0
QSO: 21384 PH 2015-10-24 1549 VA3TIC        59  04     DF9XV         59  14     0
QSO: 21378 PH 2015-10-24 1550 VA3TIC        59  04     LY2W          59  15     0
QSO: 21374 PH 2015-10-24 1550 VA3TIC        59  04     LX1NO         59  14     0
QSO: 21371 PH 2015-10-24 1551 VA3TIC        59  04     S52ZW         59  15     0
QSO: 21369 PH 2015-10-24 1552 VA3TIC        59  04     LY7A          59  15     0
QSO: 21366 PH 2015-10-24 1553 VA3TIC        59  04     F4FFH         59  14     0
QSO: 21361 PH 2015-10-24 1553 VA3TIC        59  04     EF7X          59  14     0
QSO: 21147 PH 2015-10-24 1635 VA3TIC        59  04     ED4P          59  14     0
QSO: 21172 PH 2015-10-24 1636 VA3TIC        59  04     HA8RT         59  15     0
QSO: 21197 PH 2015-10-24 1638 VA3TIC        59  04     LZ9W          59  20     0
QSO: 21198 PH 2015-10-24 1638 VA3TIC        59  04     OK1KQH        59  15     0
QSO: 21209 PH 2015-10-24 1639 VA3TIC        59  04     EA2RCP        59  14     0
QSO: 21212 PH 2015-10-24 1640 VA3TIC        59  04     PJ4X          59  09     0
QSO: 21215 PH 2015-10-24 1641 VA3TIC        59  04     K5YYA         59  04     0
QSO: 21218 PH 2015-10-24 1641 VA3TIC        59  04     LB8IB         59  14     0
QSO: 21224 PH 2015-10-24 1642 VA3TIC        59  04     W4LT          59  05     0
QSO: 21234 PH 2015-10-24 1643 VA3TIC        59  04     G5W           59  14     0
QSO: 28520 PH 2015-10-24 1645 VA3TIC        59  04     N7AT          59  03     0
QSO: 28528 PH 2015-10-24 1646 VA3TIC        59  04     W6RKE         59  03     0
QSO: 28568 PH 2015-10-24 1648 VA3TIC        59  04     EG2ATH        59  14     0
QSO: 28309 PH 2015-10-24 1651 VA3TIC        59  04     YN5Z          59  07     0
QSO: 28315 PH 2015-10-24 1652 VA3TIC        59  04     EA6XQ         59  14     0
QSO: 28335 PH 2015-10-24 1653 VA3TIC        59  04     EA7ZY         59  14     0
QSO: 28340 PH 2015-10-24 1654 VA3TIC        59  04     EF2A          59  14     0
QSO: 28344 PH 2015-10-24 1655 VA3TIC        59  04     ED3X          59  14     0
QSO: 28374 PH 2015-10-24 1656 VA3TIC        59  04     EA3CCN        59  14     0
QSO: 14168 PH 2015-10-24 1702 VA3TIC        59  04     NE2I          59  04     0
QSO: 14168 PH 2015-10-24 1704 VA3TIC        59  04     8P6CH         59  08     0
QSO: 14168 PH 2015-10-24 1705 VA3TIC        59  04     G3Y           59  14     0
QSO: 14168 PH 2015-10-24 1707 VA3TIC        59  04     K4VRP         59  05     0
QSO: 14168 PH 2015-10-24 1707 VA3TIC        59  04     W4RRE         59  04     0
QSO: 14168 PH 2015-10-24 1710 VA3TIC        59  04     WA4PAM        59  01     0
QSO: 14168 PH 2015-10-24 1710 VA3TIC        59  04     W5KAL         59  04     0
QSO: 21449 PH 2015-10-24 1714 VA3TIC        59  04     M0NKR         59  14     0
QSO: 21435 PH 2015-10-24 1715 VA3TIC        59  04     EA3CCN        59  14     0
QSO: 21428 PH 2015-10-24 1716 VA3TIC        59  04     S53EA         59  15     0
QSO: 21403 PH 2015-10-24 1717 VA3TIC        59  04     CR6P          59  14     0
QSO: 21400 PH 2015-10-24 1718 VA3TIC        59  04     SN5X          59  15     0
QSO: 21397 PH 2015-10-24 1718 VA3TIC        59  04     DL1A          59  14     0
QSO: 21392 PH 2015-10-24 1719 VA3TIC        59  04     HB9H          59  14     0
QSO: 21384 PH 2015-10-24 1719 VA3TIC        59  04     SN8B          59  15     0
QSO: 21381 PH 2015-10-24 1720 VA3TIC        59  04     HG0ITU        59  15     0
QSO: 21378 PH 2015-10-24 1721 VA3TIC        59  04     P33W          59  20     0
QSO: 21376 PH 2015-10-24 1721 VA3TIC        59  04     CR6T          59  14     0
QSO: 21370 PH 2015-10-24 1722 VA3TIC        59  04     EI7M          59  14     0
QSO: 21367 PH 2015-10-24 1723 VA3TIC        59  04     EA1BLI        59  14     0
QSO: 21363 PH 2015-10-24 1724 VA3TIC        59  04     K5TR          59  04     0
QSO: 21350 PH 2015-10-24 1725 VA3TIC        59  04     LX7I          59  14     0
QSO: 21343 PH 2015-10-24 1726 VA3TIC        59  04     IZ4ORO        59  15     0
QSO: 21340 PH 2015-10-24 1727 VA3TIC        59  04     S54ZZ         59  15     0
QSO: 21338 PH 2015-10-24 1727 VA3TIC        59  04     YT5A          59  15     0
QSO: 21336 PH 2015-10-24 1729 VA3TIC        59  04     9A5D          59  15     0
QSO: 21322 PH 2015-10-24 1731 VA3TIC        59  04     DL2ARD        59  14     0
QSO: 21317 PH 2015-10-24 1731 VA3TIC        59  04     EB5GC         59  14     0
QSO: 21309 PH 2015-10-24 1732 VA3TIC        59  04     S57AL         59  15     0
QSO: 21306 PH 2015-10-24 1733 VA3TIC        59  04     S50K          59  15     0
QSO: 21285 PH 2015-10-24 1738 VA3TIC        59  04     ED1R          59  14     0
QSO: 21277 PH 2015-10-24 1740 VA3TIC        59  04     F6DZU         59  14     0
QSO: 21272 PH 2015-10-24 1741 VA3TIC        59  04     IB9T          59  15     0
QSO: 21269 PH 2015-10-24 1742 VA3TIC        59  04     OK7M          59  15     0
QSO: 21262 PH 2015-10-24 1743 VA3TIC        59  04     N5DX          59  04     0
QSO: 21251 PH 2015-10-24 1744 VA3TIC        59  04     9A8M          59  15     0
QSO: 21245 PH 2015-10-24 1744 VA3TIC        59  04     CN3A          59  33     0
QSO: 21241 PH 2015-10-24 1745 VA3TIC        59  04     EF1W          59  14     0
QSO: 21236 PH 2015-10-24 1746 VA3TIC        59  04     EC1DBO        59  14     0
QSO: 21227 PH 2015-10-24 1747 VA3TIC        59  04     GM0OQV        59  14     0
QSO: 21213 PH 2015-10-24 1750 VA3TIC        59  04     LZ5A          59  20     0
QSO: 21210 PH 2015-10-24 1750 VA3TIC        59  04     N6TV          59  03     0
QSO: 21167 PH 2015-10-24 1752 VA3TIC        59  04     EE2K          59  14     0
QSO: 28579 PH 2015-10-24 1755 VA3TIC        59  04     CX2DK         59  13     0
QSO: 28523 PH 2015-10-24 1758 VA3TIC        59  04     CE3CT         59  12     0
QSO: 28520 PH 2015-10-24 1759 VA3TIC        59  04     YV5EAH        59  09     0
QSO: 28514 PH 2015-10-24 1800 VA3TIC        59  04     EF8R          59  33     0
QSO: 28511 PH 2015-10-24 1800 VA3TIC        59  04     CU4DX         59  14     0
QSO: 28507 PH 2015-10-24 1802 VA3TIC        59  04     J62DX         59  08     0
QSO: 28500 PH 2015-10-24 1804 VA3TIC        59  04     K7RL          59  03     0
QSO: 28500 PH 2015-10-24 1804 VA3TIC        59  04     KC7RKU        59  03     0
QSO: 28500 PH 2015-10-24 1806 VA3TIC        59  04     KB6UNC        59  03     0
QSO: 28500 PH 2015-10-24 1806 VA3TIC        59  04     VA7RI/W7      59  03     0
QSO: 28500 PH 2015-10-24 1807 VA3TIC        59  04     KF5JUH        59  04     0
QSO: 28481 PH 2015-10-24 1814 VA3TIC        59  04     D4Z           59  35     0
QSO: 28410 PH 2015-10-24 1817 VA3TIC        59  04     XE1B          59  06     0
QSO: 28408 PH 2015-10-24 1818 VA3TIC        59  04     KP2M          59  08     0
QSO: 28368 PH 2015-10-24 1821 VA3TIC        59  04     WO7R          59  03     0
QSO: 28360 PH 2015-10-24 1822 VA3TIC        59  04     PQ5B          59  11     0
QSO: 21245 PH 2015-10-24 1823 VA3TIC        59  04     K4PV          59  05     0
QSO: 14334 PH 2015-10-24 1832 VA3TIC        59  04     M6T           59  14     0
QSO: 14273 PH 2015-10-24 1834 VA3TIC        59  04     G9W           59  14     0
QSO: 14267 PH 2015-10-24 1834 VA3TIC        59  04     OL9A          59  15     0
QSO: 14240 PH 2015-10-24 1836 VA3TIC        59  04     PI4DX         59  14     0
QSO: 14237 PH 2015-10-24 1836 VA3TIC        59  04     RT6A          59  16     0
QSO: 14213 PH 2015-10-24 1839 VA3TIC        59  04     EA3JE         59  14     0
QSO: 28371 PH 2015-10-24 1950 VA3TIC        59  04     VP5S          59  08     0
QSO: 28375 PH 2015-10-24 1951 VA3TIC        59  04     LU1ALF        59  13     0
QSO: 28382 PH 2015-10-24 1953 VA3TIC        59  04     PU2UA         59  11     0
QSO: 28406 PH 2015-10-24 1955 VA3TIC        59  04     CW5W          59  13     0
QSO: 28441 PH 2015-10-24 1956 VA3TIC        59  04     HI3TEJ        59  08     0
QSO: 28458 PH 2015-10-24 1957 VA3TIC        59  04     PY3MU         59  11     0
QSO: 28477 PH 2015-10-24 1958 VA3TIC        59  04     HI3K          59  08     0
QSO: 28500 PH 2015-10-24 2001 VA3TIC        59  04     ZY2B          59  11     0
QSO: 28508 PH 2015-10-24 2002 VA3TIC        59  04     KP2XX         59  08     0
QSO: 21209 PH 2015-10-24 2006 VA3TIC        59  04     KV0Q          59  04     0
QSO: 21215 PH 2015-10-24 2007 VA3TIC        59  04     K3EST         59  03     0
QSO: 21218 PH 2015-10-24 2007 VA3TIC        59  04     CN2R          59  33     0
QSO: 21238 PH 2015-10-24 2009 VA3TIC        59  04     W4MLB         59  05     0
QSO: 21238 PH 2015-10-24 2009 VA3TIC        59  04     NP2X          59  08     0
QSO: 21238 PH 2015-10-24 2009 VA3TIC        59  04     ND4G          59  05     0
QSO: 21274 PH 2015-10-24 2017 VA3TIC        59  04     KP4BD         59  08     0
QSO: 21283 PH 2015-10-24 2022 VA3TIC        59  04     V26B          59  08     0
QSO: 21287 PH 2015-10-24 2024 VA3TIC        59  04     NP2N          59  08     0
QSO: 21301 PH 2015-10-24 2026 VA3TIC        59  04     AI0L          59  04     0
QSO: 21307 PH 2015-10-24 2027 VA3TIC        59  04     NR5M          59  04     0
QSO: 21307 PH 2015-10-24 2028 VA3TIC        59  04     N4SKW         59  05     0
QSO: 21315 PH 2015-10-24 2030 VA3TIC        59  04     PJ2T          59  09     0
QSO: 21318 PH 2015-10-24 2030 VA3TIC        59  04     VE6SV         59  04     0
QSO: 21320 PH 2015-10-24 2031 VA3TIC        59  04     VE6FI         59  04     0
QSO: 21331 PH 2015-10-24 2035 VA3TIC        59  04     PY2TO         59  11     0
QSO: 21336 PH 2015-10-24 2035 VA3TIC        59  04     TO2A          59  09     0
QSO: 21343 PH 2015-10-24 2038 VA3TIC        59  04     PT2CM         59  11     0
QSO: 21289 PH 2015-10-24 2039 VA3TIC        59  04     T42US         59  08     0
QSO: 21364 PH 2015-10-24 2040 VA3TIC        59  04     J62DX         59  08     0
QSO: 21368 PH 2015-10-24 2041 VA3TIC        59  04     KL7AIR        59  01     0
QSO: 21372 PH 2015-10-24 2042 VA3TIC        59  04     YV4YC         59  09     0
QSO: 21376 PH 2015-10-24 2043 VA3TIC        59  04     VE4VT         59  04     0
QSO: 21379 PH 2015-10-24 2045 VA3TIC        59  04     TI2KAC        59  07     0
QSO: 21387 PH 2015-10-24 2045 VA3TIC        59  04     OG6N          59  15     0
QSO: 21392 PH 2015-10-24 2046 VA3TIC        59  04     ZW5B          59  11     0
QSO: 21428 PH 2015-10-24 2048 VA3TIC        59  04     HC0E          59  10     0
QSO: 21188 PH 2015-10-24 2049 VA3TIC        59  04     PY2HT         59  11     0
QSO: 21200 PH 2015-10-24 2050 VA3TIC        59  04     W3LPL         59  05     0
QSO: 21214 PH 2015-10-24 2051 VA3TIC        59  04     PY2MC         59  11     0
QSO: 14140 PH 2015-10-24 2054 VA3TIC        59  04     VP5S          59  08     0
QSO: 14138 PH 2015-10-24 2056 VA3TIC        59  04     PR7AA         59  11     0
QSO: 14138 PH 2015-10-24 2056 VA3TIC        59  04     F5HX          59  14     0
QSO: 14138 PH 2015-10-24 2056 VA3TIC        59  04     I1POR         59  15     0
QSO: 14141 PH 2015-10-24 2156 VA3TIC        59  04     VP5DX         59  08     0
QSO: 21375 PH 2015-10-24 2200 VA3TIC        59  04     JH7AFR        59  25     0
QSO: 21381 PH 2015-10-24 2200 VA3TIC        59  04     HI3TT         59  08     0
QSO: 21221 PH 2015-10-24 2203 VA3TIC        59  04     AD4AS         59  05     0
QSO: 21236 PH 2015-10-24 2204 VA3TIC        59  04     CB1H          59  12     0
QSO: 21239 PH 2015-10-24 2204 VA3TIC        59  04     N5ZC          59  04     0
QSO: 21243 PH 2015-10-24 2205 VA3TIC        59  04     PX2A          59  11     0
QSO: 21254 PH 2015-10-24 2206 VA3TIC        59  04     6Y9X          59  08     0
QSO: 21287 PH 2015-10-24 2212 VA3TIC        59  04     YS1YS         59  07     0
QSO: 21290 PH 2015-10-24 2213 VA3TIC        59  04     HI8JSG        59  08     0
QSO: 21301 PH 2015-10-24 2216 VA3TIC        59  04     JH8JYV        59  25     0
QSO: 21301 PH 2015-10-24 2216 VA3TIC        59  04     WW2NC         59  05     0
QSO: 21301 PH 2015-10-24 2217 VA3TIC        59  04     JL1RUC        59  25     0
