START-OF-LOG: 3.0
CATEGORY: Single operator, mixed, low power
CONTEST: WAG
SPECIFIC: R09
CALLSIGN: DL7ED
LOCATION: DL
CLAIMED-SCORE: 13524
CREATED-BY: HAM OFFICE 5  REL. 9.7D HTTP://WWW.HAMOFFICE.DE, modified by DXHF upload.
CLUB: DARC
OPERATORS: DL7ED
QSO: 21000 PH  2021-10-16 1543 DL7ED 599 R09               DG1E       599 R24
QSO: 21000 PH  2021-10-16 1547 DL7ED 599 R09               DL2DS      599 R14
QSO: 21000 PH  2021-10-16 1548 DL7ED 59  R09               DO7OT      59  R14
QSO: 21000 PH  2021-10-16 1555 DL7ED 59  R09               DL1EHR     59  R01
QSO: 21000 PH  2021-10-16 1557 DL7ED 59  R09               DL2ARD     57  Z88
QSO: 21000 PH  2021-10-16 1603 DL7ED 59  R09               CR3W       59  237
QSO: 14000 PH  2021-10-16 1624 DL7ED 59  R09               YU3AWA     59  038
QSO: 14000 PH  2021-10-16 1626 DL7ED 59  R09               IZ8CCW     59  169
QSO: 14000 PH  2021-10-16 1628 DL7ED 59  R09               IT9FRX     59  132
QSO: 14000 PH  2021-10-16 1629 DL7ED 59  R09               DL7NV      59  L16
QSO: 14000 PH  2021-10-16 1629 DL7ED 59  R09               DJ5KW      59  R25
QSO: 14000 PH  2021-10-16 1631 DL7ED 59  R09               SV2HJW     59  075
QSO: 14000 PH  2021-10-16 1632 DL7ED 59  R09               IZ1NBX     59  123
QSO: 7000  PH  2021-10-16 1638 DL7ED 59  R09               IZ2KXC     59  158
QSO: 7000  PH  2021-10-16 1642 DL7ED 59  R09               OH2PQ      59  209
QSO: 7000  PH  2021-10-16 1644 DL7ED 59  R09               SP6YG      59  103
QSO: 7000  PH  2021-10-16 1648 DL7ED 59  R09               F5OHM      59  150
QSO: 7000  PH  2021-10-16 1650 DL7ED 59  R09               E73AA      59  063
QSO: 3500  PH  2021-10-16 1700 DL7ED 59  R09               DL2IAC     59  A12
