START-OF-LOG: 3.0
CATEGORY: Single operator, CW, high power
CONTEST: WAG
SPECIFIC: V22
CALLSIGN: DL8QS
CLAIMED-SCORE: 766764
CREATED-BY: UcxLog 8.16, modified by DXHF upload.
OPERATORS: DL8QS
GRID-LOCATOR: JO43KH
QSO: 14000 CW 2021-10-16 1501 DL8QS         599 V22    RZ9L          599 1
QSO: 14000 CW 2021-10-16 1503 DL8QS         599 V22    R7MC          599 3
QSO: 14000 CW 2021-10-16 1503 DL8QS         599 V22    RA3AN         599 3
QSO: 14000 CW 2021-10-16 1504 DL8QS         599 V22    UR7MZ         599 7
QSO: 14000 CW 2021-10-16 1504 DL8QS         599 V22    HG4I          599 3
QSO: 14000 CW 2021-10-16 1505 DL8QS         599 V22    EW8DX         599 6
QSO: 14000 CW 2021-10-16 1505 DL8QS         599 V22    SP3FSM        599 2
QSO: 14000 CW 2021-10-16 1506 DL8QS         599 V22    RL3T          599 4
QSO: 14000 CW 2021-10-16 1506 DL8QS         599 V22    YU5T          599 5
QSO: 14000 CW 2021-10-16 1507 DL8QS         599 V22    9M2U          599 1
QSO: 14000 CW 2021-10-16 1507 DL8QS         599 V22    UF5A          599 7
QSO: 14000 CW 2021-10-16 1508 DL8QS         599 V22    YO3LW         599 7
QSO: 14000 CW 2021-10-16 1508 DL8QS         599 V22    BI8CZM        599 1
QSO: 14000 CW 2021-10-16 1509 DL8QS         599 V22    UA6GO         599 5
QSO: 14000 CW 2021-10-16 1509 DL8QS         599 V22    YU1ML         599 3
QSO: 14000 CW 2021-10-16 1509 DL8QS         599 V22    UG4A          599 9
QSO: 14000 CW 2021-10-16 1509 DL8QS         599 V22    EU8U          599 16
QSO: 14000 CW 2021-10-16 1510 DL8QS         599 V22    YU5R          599 11
QSO: 14000 CW 2021-10-16 1510 DL8QS         599 V22    YL1ZX         599 1
QSO: 14000 CW 2021-10-16 1511 DL8QS         599 V22    UT8AQ         599 4
QSO: 14000 CW 2021-10-16 1511 DL8QS         599 V22    RT5Q          599 3
QSO: 14000 CW 2021-10-16 1512 DL8QS         599 V22    EW8G          599 5
QSO: 14000 CW 2021-10-16 1513 DL8QS         599 V22    UA6CC         599 11
QSO: 14000 CW 2021-10-16 1513 DL8QS         599 V22    RT2C          599 15
QSO: 14000 CW 2021-10-16 1513 DL8QS         599 V22    LZ3V          599 10
QSO: 14000 CW 2021-10-16 1513 DL8QS         599 V22    R6DJM         599 11
QSO: 14000 CW 2021-10-16 1514 DL8QS         599 V22    YO4AR         599 9
QSO: 14000 CW 2021-10-16 1514 DL8QS         599 V22    UD4W          599 3
QSO: 14000 CW 2021-10-16 1514 DL8QS         599 V22    UA6Y          599 11
QSO: 14000 CW 2021-10-16 1515 DL8QS         599 V22    UW6E          599 19
QSO: 14000 CW 2021-10-16 1515 DL8QS         599 V22    R3VL          599 19
QSO: 14000 CW 2021-10-16 1516 DL8QS         599 V22    EX8MJ         599 12
QSO: 14000 CW 2021-10-16 1516 DL8QS         599 V22    UA3YDI        599 8
QSO: 14000 CW 2021-10-16 1517 DL8QS         599 V22    RD3FT         599 6
QSO: 14000 CW 2021-10-16 1517 DL8QS         599 V22    UA1AJ         599 5
QSO: 14000 CW 2021-10-16 1518 DL8QS         599 V22    UP5B          599 3
QSO: 14000 CW 2021-10-16 1518 DL8QS         599 V22    LZ2PL         599 20
QSO: 14000 CW 2021-10-16 1518 DL8QS         599 V22    YO9GR         599 3
QSO: 14000 CW 2021-10-16 1519 DL8QS         599 V22    UR7HY         599 8
QSO: 14000 CW 2021-10-16 1519 DL8QS         599 V22    RV3ZN         599 9
QSO: 14000 CW 2021-10-16 1520 DL8QS         599 V22    RA4CL         599 3
QSO: 14000 CW 2021-10-16 1520 DL8QS         599 V22    UW2U          599 17
QSO: 14000 CW 2021-10-16 1521 DL8QS         599 V22    CR5O          599 24
QSO: 14000 CW 2021-10-16 1521 DL8QS         599 V22    LZ5Y          599 27
