START-OF-LOG: 3.0
CATEGORY: Multi operator
CONTEST: WAG
SPECIFIC: B41
LOCATION: DX
CALLSIGN: DM4L
CLUB: DARC B41
CLAIMED-SCORE: 1521666
OPERATORS: DL1PAN DL4JLM DL2NBW
ADDRESS-CITY: Eichst?tt
ADDRESS-STATE-PROVINCE: DL
ADDRESS-POSTALCODE: 85072
ADDRESS-COUNTRY: FED. REP. OF GERMANY
GRID-LOCATOR: JN58OV
CREATED-BY: N1MM Logger+ 1.0.9310.0, modified by DXHF upload.
QSO: 21013 CW 2021-10-16 1500 DM4L          599 B41  4Z4DX         599 001
QSO: 21013 CW 2021-10-16 1502 DM4L          599 B41  SM5IMO        599 002
QSO: 21013 CW 2021-10-16 1502 DM4L          599 B41  N4RV          599 5
QSO: 21013 CW 2021-10-16 1504 DM4L          599 B41  KB4CG         599 03
QSO: 21013 CW 2021-10-16 1505 DM4L          599 B41  LZ3QE         599 003
QSO: 21013 CW 2021-10-16 1505 DM4L          599 B41  LZ5R          599 013
QSO: 21013 CW 2021-10-16 1506 DM4L          599 B41  DL4XU         599 E02
QSO: 21013 CW 2021-10-16 1506 DM4L          599 B41  N7AT          599 11
QSO: 21013 CW 2021-10-16 1507 DM4L          599 B41  W3YQ          599 7
QSO: 21013 CW 2021-10-16 1508 DM4L          599 B41  K1GQ          599 009
QSO: 21013 CW 2021-10-16 1508 DM4L          599 B41  K1ZZ          599 017
QSO: 21013 CW 2021-10-16 1512 DM4L          599 B41  VA1RST        599 10
QSO: 21013 CW 2021-10-16 1512 DM4L          599 B41  NM5M          599 14
QSO: 21013 CW 2021-10-16 1513 DM4L          599 B41  VE9AA         599 26
QSO: 21013 CW 2021-10-16 1515 DM4L          599 B41  NP2X          599 20
QSO: 21013 CW 2021-10-16 1515 DM4L          599 B41  AA3B          599 38
QSO: 21013 CW 2021-10-16 1517 DM4L          599 B41  E7CW          599 9
QSO: 21013 CW 2021-10-16 1518 DM4L          599 B41  N8UM          599 32
QSO: 21013 CW 2021-10-16 1518 DM4L          599 B41  N4AF          599 5
QSO: 21013 CW 2021-10-16 1518 DM4L          599 B41  K0EA          599 16
QSO: 21013 CW 2021-10-16 1519 DM4L          599 B41  VE9ML         599 13
QSO: 21013 CW 2021-10-16 1520 DM4L          599 B41  KC4D          599 01
QSO: 21013 CW 2021-10-16 1520 DM4L          599 B41  W5GN          599 35
QSO: 21013 CW 2021-10-16 1521 DM4L          599 B41  SN7Q          599 028
QSO: 21013 CW 2021-10-16 1521 DM4L          599 B41  N4JVP         599 003
QSO: 21013 CW 2021-10-16 1521 DM4L          599 B41  KY7M          599 8
QSO: 21013 CW 2021-10-16 1524 DM4L          599 B41  K4DY          599 002
QSO: 21013 CW 2021-10-16 1525 DM4L          599 B41  SM2M          599 33
QSO: 21013 CW 2021-10-16 1526 DM4L          599 B41  W2CDO         599 29
QSO: 21032 CW 2021-10-16 1529 DM4L          599 B41  K9NW          599 25
QSO: 21007 CW 2021-10-16 1530 DM4L          599 B41  N1RR          599 53
QSO: 14047 CW 2021-10-16 1531 DM4L          599 B41  UX1AA         599 063
QSO: 14047 CW 2021-10-16 1531 DM4L          599 B41  UA6AA         599 028
