START-OF-LOG: 3.0
CATEGORY: Single operator, SSB, low power
CONTEST: WAG
CALLSIGN: SP9ODM
LOCATION: DX
CLUB:
CLAIMED-SCORE:
OPERATORS: SP9ODM
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR, modified by DXHF upload.
QSO:  7000 PH 2021-10-16 1507 SP9ODM        59          001 DL1NKS          59          B24
QSO:  3500 PH 2021-10-16 1555 SP9ODM        59          002 DK0NA           59          B23
QSO: 14000 PH 2021-10-16 1602 SP9ODM        59          003 DG1IU           59          A36
QSO: 14000 PH 2021-10-16 1603 SP9ODM        59          004 DK0FR           59          A05
QSO:  7000 PH 2021-10-16 1608 SP9ODM        59          005 DJ9HX           59          P50
QSO:  7000 PH 2021-10-16 1611 SP9ODM        59          006 DA0T            59          E38
QSO:  3500 PH 2021-10-16 1615 SP9ODM        59          007 DL1SWB          59          V28
QSO:  3500 PH 2021-10-16 1619 SP9ODM        59          008 DG1UHS          59          S22
QSO:  3500 PH 2021-10-16 1620 SP9ODM        59          009 DK2TG           59          Y11
QSO:  3500 PH 2021-10-16 1622 SP9ODM        59          010 DL6MIG          59          W10
QSO:  3500 PH 2021-10-16 1629 SP9ODM        59          011 DM5M            59          X08
QSO:  3500 PH 2021-10-16 1634 SP9ODM        59          012 DK5OY           59          H05
QSO:  3500 PH 2021-10-16 1636 SP9ODM        59          013 DK6HS           59          K14
QSO:  7000 PH 2021-10-16 1640 SP9ODM        59          014 DL5PIA          59          P18
QSO:  7000 PH 2021-10-16 1643 SP9ODM        59          015 DK1OM           59          H02
QSO:  7000 PH 2021-10-16 1645 SP9ODM        59          016 DK0DI           59          F74
QSO:  3500 PH 2021-10-16 1655 SP9ODM        59          017 DG1HP           59          K14
QSO:  3500 PH 2021-10-16 1658 SP9ODM        59          018 DO1GPP          59          Y26
QSO:  3500 PH 2021-10-16 1709 SP9ODM        59          019 DF0GDX          59         GDXF
QSO:  3500 PH 2021-10-16 1711 SP9ODM        59          020 DO5DGH          59          119
QSO:  3500 PH 2021-10-16 1722 SP9ODM        59          021 DL4RCE          59          U14
QSO:  3500 PH 2021-10-16 1723 SP9ODM        59          022 DK1OM           59          H02
QSO:  3500 PH 2021-10-16 1726 SP9ODM        59          023 DL4MA           59          X21
QSO:  3500 PH 2021-10-16 1839 SP9ODM        59          024 DL5D            59          S22
QSO:  3500 PH 2021-10-16 1846 SP9ODM        59          025 DJ4MX           59          C26
QSO:  3500 PH 2021-10-16 1907 SP9ODM        59          026 DL3LAB          59          M15
QSO:  3500 PH 2021-10-16 1941 SP9ODM        59          027 DA0T            59          E38
QSO:  3500 PH 2021-10-16 1951 SP9ODM        59          028 DL5L            59          X23
QSO:  3500 PH 2021-10-16 1956 SP9ODM        59          029 DM5TI           59          C15
QSO:  3500 PH 2021-10-16 1957 SP9ODM        59          030 DL0XAX          59          C27
QSO:  3500 PH 2021-10-16 2001 SP9ODM        59          031 DL1ATZ          59          X23
QSO:  3500 PH 2021-10-16 2003 SP9ODM        59          032 DM5B            59          Y26
QSO:  3500 PH 2021-10-16 2012 SP9ODM        59          033 DL0MCM          59          MCM
QSO:  3500 PH 2021-10-17 0517 SP9ODM        59          034 DL9NDW          59          B09
QSO:  3500 PH 2021-10-17 0519 SP9ODM        59          035 DK0DI           59          F74
QSO:  3500 PH 2021-10-17 0528 SP9ODM        59          036 DL1NKS          59          B24
QSO:  3500 PH 2021-10-17 0531 SP9ODM        59          037 DK2YL           59          Q05
QSO:  3500 PH 2021-10-17 0535 SP9ODM        59          038 DK0IW           59          C07
QSO:  3500 PH 2021-10-17 0542 SP9ODM        59          039 DL0ABT          59          D25
QSO:  3500 PH 2021-10-17 0543 SP9ODM        59          040 DK3T            59          N61
QSO:  7000 PH 2021-10-17 0545 SP9ODM        59          041 DL0XS           59          H29
QSO:  7000 PH 2021-10-17 0546 SP9ODM        59          042 DL4MA           59          X21
QSO:  7000 PH 2021-10-17 0552 SP9ODM        59          043 DL5DTG          59          S07
QSO:  7000 PH 2021-10-17 0553 SP9ODM        59          044 DL7A            59          E33
QSO:  7000 PH 2021-10-17 0554 SP9ODM        59          045 DL0LK           59          E03
QSO:  7000 PH 2021-10-17 0557 SP9ODM        59          046 DK6PW           59          Y06
QSO:  7000 PH 2021-10-17 0558 SP9ODM        59          047 DG1E            59          R24
QSO:  7000 PH 2021-10-17 0559 SP9ODM        59          048 DM5RC           59          Y26
QSO:  7000 PH 2021-10-17 0600 SP9ODM        59          049 DL3ON           59          P05
QSO:  7000 PH 2021-10-17 0601 SP9ODM        59          050 DM5B            59          Y26
QSO:  7000 PH 2021-10-17 0601 SP9ODM        59          051 DK3T            59          N61
QSO:  7000 PH 2021-10-17 0603 SP9ODM        59          052 DL3LAB          59          M15
QSO:  7000 PH 2021-10-17 0604 SP9ODM        59          053 DL9UP           59          Q05
QSO:  3500 PH 2021-10-17 0608 SP9ODM        59          054 DM4ET           59          H24
QSO:  7000 PH 2021-10-17 0612 SP9ODM        59          055 DD5A            59          V10
QSO:  7000 PH 2021-10-17 0613 SP9ODM        59          056 DL5D            59          S22
QSO:  7000 PH 2021-10-17 0632 SP9ODM        59          057 DP6T            59          F49
QSO:  7000 PH 2021-10-17 0633 SP9ODM        59          058 DQ1A            59          L03
QSO:  7000 PH 2021-10-17 0634 SP9ODM        59          059 DJ5KW           59          R25
QSO:  7000 PH 2021-10-17 0637 SP9ODM        59          060 DL4VDA          59          U01
QSO:  7000 PH 2021-10-17 0646 SP9ODM        59          061 DF8XC           59          N01
QSO:  7000 PH 2021-10-17 0718 SP9ODM        59          062 DK2YL           59          Q05
QSO:  7000 PH 2021-10-17 0720 SP9ODM        59          063 DG1IU           59          A36
QSO:  7000 PH 2021-10-17 0722 SP9ODM        59          064 DL1SWB          59          V28
QSO:  7000 PH 2021-10-17 1048 SP9ODM        59          065 DL5L            59          X23
QSO:  7000 PH 2021-10-17 1050 SP9ODM        59          066 DF2QZ           59          N20
QSO: 14000 PH 2021-10-17 1055 SP9ODM        59          067 DL6MI           59          T02
QSO: 14000 PH 2021-10-17 1057 SP9ODM        59          068 DL4VDA          59          U01
QSO: 14000 PH 2021-10-17 1058 SP9ODM        59          069 DL0WJ           59          K11
QSO: 14000 PH 2021-10-17 1059 SP9ODM        59          070 DF8XC           59          N01
QSO: 14000 PH 2021-10-17 1100 SP9ODM        59          071 DK8MZ           59          C30
QSO: 14000 PH 2021-10-17 1101 SP9ODM        59          072 DG5MLA          59          T08
QSO: 21000 PH 2021-10-17 1103 SP9ODM        59          073 DG1ATN          59          X34
QSO: 21000 PH 2021-10-17 1106 SP9ODM        59          074 DO1RWM          59          N29
QSO: 21000 PH 2021-10-17 1107 SP9ODM        59          075 DH1TT           59           NM
QSO: 21000 PH 2021-10-17 1110 SP9ODM        59          076 DK1OM           59          H02
QSO: 21000 PH 2021-10-17 1112 SP9ODM        59          077 DG1IU           59          A36
QSO: 21000 PH 2021-10-17 1113 SP9ODM        59          078 DR0W            59          T13
QSO: 14000 PH 2021-10-17 1117 SP9ODM        59          079 DL3ON           59          P05
QSO: 14000 PH 2021-10-17 1118 SP9ODM        59          080 DA2R            59          U14
QSO: 14000 PH 2021-10-17 1118 SP9ODM        59          081 DK3T            59          N61
