START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2020
CALLSIGN: KB1DK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KB1DK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2020 OK_OM_DX_Contest/2020/SSB.
QSO: 14260 PH 2020-04-11 1218 KB1DK         59 001 OK2ZA         59 GTR
QSO: 14225 PH 2020-04-11 1220 KB1DK         59 003 OM4MM         59 PAR
QSO: 14000 PH 2020-04-11 1223 KB1DK         59 004 UY3U          59 010
QSO: 14285 PH 2020-04-11 1236 KB1DK         59 011 OK2KG         59 GBL
QSO: 14214 PH 2020-04-11 1240 KB1DK         59 013 OM5ZW         59 BAN
QSO: 14227 PH 2020-04-11 1242 KB1DK         59 15 SP9N          59 010
QSO: 14263 PH 2020-04-11 1410 KB1DK         59 021 OM0R          59 LEV
QSO: 14259 PH 2020-04-11 1413 KB1DK         59 023 OM2VL         59 DST
QSO: 14200 PH 2020-04-11 1416 KB1DK         59 025 OL7P          59 DDO
QSO: 14213 PH 2020-04-11 1712 KB1DK         59 027 HG7T          59 124
QSO: 14207 PH 2020-04-11 1824 KB1DK         59 029 GI5NI         59 252
QSO: 14302 PH 2020-04-11 1838 KB1DK         59 031 EA8DO         59 335
QSO: 14246 PH 2020-04-11 1850 KB1DK         59 35 SV9FBG        59 521
QSO: 14000 PH 2020-04-11 1913 KB1DK         59 037 IZ8GNR        59 0116
QSO: 14000 PH 2020-04-11 1915 KB1DK         59 039 IZ8CCW        59 0393
QSO:  7144 PH 2020-04-11 2148 KB1DK         59 41 HB9NE         59 441
QSO:  7000 PH 2020-04-11 2149 KB1DK         59 42 S51CK         59 362
QSO:  7160 PH 2020-04-11 2152 KB1DK         59 043 EA3AQ         59 226
QSO:  7000 PH 2020-04-11 2153 KB1DK         59 045 OL9Z          59 HKA
QSO:  7132 PH 2020-04-11 2247 KB1DK         59 047 SQ2PHG        59 212
QSO:  7161 PH 2020-04-11 2252 KB1DK         59 051 OM4MM         59 PAR
QSO:  7187 PH 2020-04-11 2308 KB1DK         59 053 IU8HOZ        59 0172
QSO:  7000 PH 2020-04-11 2317 KB1DK         59 055 MW0YVK        59 368
QSO:  3771 PH 2020-04-12 0152 KB1DK         59 063 OK2ZA         59 GTR
QSO:  3500 PH 2020-04-12 0258 KB1DK         59 065 OK3D          59 HOS
QSO:  3784 PH 2020-04-12 0307 KB1DK         59 067 OM0R          59 LEV
QSO:  3745 PH 2020-04-12 0330 KB1DK         59 069 OM4MM         59 PAR
QSO:  3775 PH 2020-04-12 0349 KB1DK         59 073 OL7P          59 DDO
END-OF-LOG:
