START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2020
CALLSIGN: DJ0BS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DJ0BS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2020 OK_OM_DX_Contest/2020/SSB.
QSO: 14144 PH 2020-04-11 1202 DJ0BS         59 001 UA3BL         59 003
QSO: 14159 PH 2020-04-11 1203 DJ0BS         59 2 IZ8FWN        59 013
QSO: 14171 PH 2020-04-11 1206 DJ0BS         59 3 RQ7M          59 11
QSO: 14222 PH 2020-04-11 1209 DJ0BS         59 004 IT9FRX        59 0012
QSO: 14000 PH 2020-04-11 1212 DJ0BS         59 005 TA4Q          59 009
QSO:  7000 PH 2020-04-11 1219 DJ0BS         59 6 S51CK         59 23
QSO:  7000 PH 2020-04-11 1220 DJ0BS         59 007 IZ2FOS        59 0016
QSO:  7151 PH 2020-04-11 1235 DJ0BS         59 009 OM3PA         59 PAR
QSO:  7000 PH 2020-04-11 1238 DJ0BS         59 010 OL9Z          59 HKA
QSO: 14000 PH 2020-04-11 1250 DJ0BS         59 012 IZ8CCW        59 0052
QSO: 14279 PH 2020-04-11 1257 DJ0BS         59 13 RZ3Z          59 052
QSO: 14287 PH 2020-04-11 1259 DJ0BS         59 14 SV3RPQ        59 056
QSO: 14250 PH 2020-04-11 1334 DJ0BS         59 016 EC1KR         59 185
QSO: 14270 PH 2020-04-11 1337 DJ0BS         59 017 IT9BYS        59 0041
QSO:  7131 PH 2020-04-11 1344 DJ0BS         59 019 OM5ZW         59 BAN
QSO:  7163 PH 2020-04-12 0724 DJ0BS         59 30 8S0C          59 513
QSO:  7113 PH 2020-04-12 0730 DJ0BS         59 022 OM4MM         59 PAR
QSO:  7144 PH 2020-04-12 0730 DJ0BS         59 21 HB9NE         59 586
QSO: 14225 PH 2020-04-12 0821 DJ0BS         59 23 SV9FBG        59 688
QSO: 14222 PH 2020-04-12 0822 DJ0BS         59 24 SV3SFK        59 175
END-OF-LOG:
