START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2020
CALLSIGN: ON3AHA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: ON3AHA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2020 OK_OM_DX_Contest/2020/SSB.
QSO:  7158 PH 2020-04-11 1534 ON3AHA        59 001 OL8R          59 BPZ
QSO:  7171 PH 2020-04-11 1700 ON3AHA        59 003 IT9FRX        59 0246
QSO:  7174 PH 2020-04-11 1700 ON3AHA        59 002 OK4K          59 APF
QSO:  7000 PH 2020-04-11 1701 ON3AHA        59 004 OL9Z          59 HKA
QSO: 14302 PH 2020-04-11 1937 ON3AHA        59 005 EA8DO         59 452
QSO:  7164 PH 2020-04-11 2000 ON3AHA        59 006 9A3LG         59 085
QSO:  7000 PH 2020-04-11 2001 ON3AHA        59 7 S51CK         59 288
QSO:  7135 PH 2020-04-11 2004 ON3AHA        59 009 F6IRA         59 166
QSO:  7133 PH 2020-04-11 2006 ON3AHA        59 10 SQ9V          59 184
QSO:  7000 PH 2020-04-11 2007 ON3AHA        59 011 F6GPT         59 078
QSO:  7087 PH 2020-04-11 2008 ON3AHA        59 012 YP0C          59 621
QSO:  3755 PH 2020-04-11 2017 ON3AHA        59 13 OK7W          59 FRK
QSO:  3752 PH 2020-04-11 2019 ON3AHA        59 014 OM4MM         59 PAR
QSO:  3500 PH 2020-04-11 2157 ON3AHA        59 015 OK1GTH        59 DPM
QSO:  3500 PH 2020-04-11 2158 ON3AHA        59 013 OK3D          59 HOS
QSO: 14200 PH 2020-04-12 0711 ON3AHA        59 16 SV9FBG        59 658
QSO: 14198 PH 2020-04-12 0813 ON3AHA        59 017 UA3BL         59 396
QSO: 14206 PH 2020-04-12 0825 ON3AHA        59 019 HG7T          59 219
END-OF-LOG:
