START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2020
CALLSIGN: OO4P
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OO4P
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2020 OK_OM_DX_Contest/2020/SSB.
QSO:  7165 PH 2020-04-11 1910 OO4P          59 001 F4HJO         59 198
QSO:  7154 PH 2020-04-11 1913 OO4P          59 002 OK2ZA         59 GTR
QSO:  7146 PH 2020-04-11 1914 OO4P          59 003 IU1LCU        59 0161
QSO:  7139 PH 2020-04-11 1916 OO4P          59 004 IZ7FLP        59 0250
QSO:  7122 PH 2020-04-11 1919 OO4P          59 005 EA7LL         59 244
QSO:  7117 PH 2020-04-11 1920 OO4P          59 006 IT9FRX        59 0350
QSO:  7087 PH 2020-04-11 1932 OO4P          59 007 YP0C          59 580
QSO:  3710 PH 2020-04-11 1934 OO4P          59 008 OL725PLZ      59 DPM
QSO:  3500 PH 2020-04-11 1937 OO4P          59 009 OK1GTH        59 DPM
QSO:  3500 PH 2020-04-11 1942 OO4P          59 010 DL7VEE        59 136
QSO:  7000 PH 2020-04-11 1947 OO4P          59 011 OL9Z          59 HKA
QSO:  7000 PH 2020-04-11 1952 OO4P          59 013 F6GPT         59 060
QSO:  7133 PH 2020-04-11 1954 OO4P          59 14 SQ9V          59 170
QSO:  7153 PH 2020-04-11 1957 OO4P          59 015 OM1AVL        59 BAC
QSO:  7164 PH 2020-04-11 1959 OO4P          59 016 9A3LG         59 084
QSO:  7174 PH 2020-04-11 2001 OO4P          59 017 IK6QON        59 0209
QSO:  7199 PH 2020-04-11 2007 OO4P          59 020 EC1KR         59 683
QSO: 14000 PH 2020-04-12 0809 OO4P          59 021 UT3EV         59 029
QSO:  7000 PH 2020-04-12 0816 OO4P          59 023 IV3UHL        59 0170
QSO: 14198 PH 2020-04-12 0823 OO4P          59 025 UA3BL         59 403
QSO: 14245 PH 2020-04-12 0825 OO4P          59 026 R1CAM         59 375
QSO: 14263 PH 2020-04-12 0829 OO4P          59 27 RZ3Z          59 568
END-OF-LOG:
