START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2020
CALLSIGN: SA6P
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: SA6P
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2020 OK_OM_DX_Contest/2020/SSB.
QSO: 14000 PH 2020-04-11 1746 SA6P          59 001 IZ8CCW        59 0304
QSO:  3755 PH 2020-04-11 1753 SA6P          59 1 OK7W          59 FRK
QSO:  3769 PH 2020-04-11 1755 SA6P          59 002 OK1AY         59 DDO
QSO:  3743 PH 2020-04-11 1757 SA6P          59 003 OL725PLZ      59 DPM
QSO:  3741 PH 2020-04-11 1758 SA6P          59 4 OK2VV         59 GBV
QSO:  3500 PH 2020-04-11 1759 SA6P          59 005 OK1P          59 FRK
QSO:  3500 PH 2020-04-11 1806 SA6P          59 006 OK3D          59 HOS
QSO:  3729 PH 2020-04-11 1822 SA6P          59 008 OK6Y          59 GVY
QSO:  3500 PH 2020-04-11 1827 SA6P          59 009 OK1GTH        59 DPM
QSO:  3500 PH 2020-04-11 1829 SA6P          59 10 OK1DOL        59 DPS
QSO:  3766 PH 2020-04-11 1832 SA6P          59 011 OM0R          59 LEV
QSO:  3751 PH 2020-04-11 1952 SA6P          59 012 OM4MM         59 PAR
QSO:  3500 PH 2020-04-11 1955 SA6P          59 013 OM4M          59 NMV
QSO:  3500 PH 2020-04-11 1956 SA6P          59 014 OK1YM         59 BKH
QSO:  3774 PH 2020-04-11 1958 SA6P          59 015 OM4AZF        59 PAR
QSO:  3780 PH 2020-04-11 2000 SA6P          59 016 OM3PA         59 PAR
QSO:  3784 PH 2020-04-11 2001 SA6P          59 017 OK7R          59 BPV
QSO:  3600 PH 2020-04-11 2002 SA6P          59 018 OK2VK         59 HPR
QSO:  3740 PH 2020-04-11 2008 SA6P          59 020 OM3RM         59 DST
QSO:  3737 PH 2020-04-11 2009 SA6P          59 021 OL8R          59 BPZ
QSO:  3500 PH 2020-04-11 2015 SA6P          59 23 OK2CSU        59 GPR
QSO:  3710 PH 2020-04-11 2017 SA6P          59 024 OL5M          59 FUO
QSO:  3775 PH 2020-04-12 0332 SA6P          59 025 OL7P          59 DDO
QSO:  3757 PH 2020-04-12 0339 SA6P          59 026 OM5CD         59 BAB
QSO:  3500 PH 2020-04-12 0347 SA6P          59 27 OM5WW         59 LVC
QSO:  3746 PH 2020-04-12 0413 SA6P          59 28 OM7KW         59 ZVO
QSO:  3500 PH 2020-04-12 0553 SA6P          59 021 OK2EQ         59 HOP
END-OF-LOG:
