START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DX-CW
CALLSIGN: G6AY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: G6AY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DX-CW ARRL/arrl_international_dx_cw_contest/2023.
QSO: 28008 CW 2023-02-18 1823 G6AY          599 400 K0VBU         599 KS
QSO: 28009 CW 2023-02-18 1824 G6AY          599 400 K2LE          599 VT
QSO: 28059 CW 2023-02-18 1826 G6AY          599 400 VE5MX         599 SK
QSO: 28063 CW 2023-02-18 1827 G6AY          599 400 VE3NZ         599 ON
QSO: 28065 CW 2023-02-18 1828 G6AY          599 4TT KK9V          599 IN
QSO: 28065 CW 2023-02-18 1830 G6AY          599 4TT N4OX          599 FL
QSO: 28068 CW 2023-02-18 1831 G6AY          599 400 N6SS          599 AZ
QSO: 28078 CW 2023-02-18 1832 G6AY          599 400 K1JB          599 ME
QSO: 28090 CW 2023-02-18 1833 G6AY          599 400 N2IC          599 NM
QSO: 28096 CW 2023-02-18 1833 G6AY          599 400 ND7K          599 AZ
QSO: 28104 CW 2023-02-18 1834 G6AY          599 400 N4QS          599 KY
QSO: 28120 CW 2023-02-18 1839 G6AY          599 400 W9XT          599 WI
QSO: 28000 CW 2023-02-18 1841 G6AY          599 400 W2LC          599 NY
QSO: 28072 CW 2023-02-18 1842 G6AY          599 400 K4ZW          599 VA
QSO: 28035 CW 2023-02-18 1846 G6AY          599 400 N1RR          599 MA
QSO: 28031 CW 2023-02-18 1848 G6AY          599 400 W9ILY         599 IL
QSO: 28017 CW 2023-02-18 1850 G6AY          599 400 K3LR          599 PA
QSO: 28015 CW 2023-02-18 1851 G6AY          599 400 W3LPL         599 MD
QSO: 28016 CW 2023-02-18 1851 G6AY          599 400 VA2EBI        599 QC
QSO: 28011 CW 2023-02-18 1852 G6AY          599 400 N7DX          599 WA
QSO: 28012 CW 2023-02-18 1852 G6AY          599 400 W7RN          599 NV
QSO: 28034 CW 2023-02-18 1859 G6AY          599 400 W8MJ          599 MI
QSO: 28035 CW 2023-02-18 1859 G6AY          599 400 K6RC          599 CA
QSO: 28043 CW 2023-02-18 1900 G6AY          599 400 W6YX          599 CA
QSO: 28070 CW 2023-02-18 1902 G6AY          599 400 K7QA          599 MT
QSO: 28021 CW 2023-02-18 1906 G6AY          599 400 NG7M          599 UT
QSO: 28013 CW 2023-02-18 1907 G6AY          599 400 K6KM          599 CA
QSO: 28052 CW 2023-02-18 1910 G6AY          599 400 AI1TT         599 RI
QSO: 28063 CW 2023-02-18 1911 G6AY          599 400 NX5M          599 TX
QSO: 28034 CW 2023-02-18 1914 G6AY          599 400 K1RX          599 NH
QSO: 28006 CW 2023-02-19 1208 G6AY          599 400 N2SR          599 NJ
QSO: 28014 CW 2023-02-19 1312 G6AY          599 400 N4AF          599 NC
QSO: 28099 CW 2023-02-19 1325 G6AY          599 400 K4AB          599 AL
QSO: 28002 CW 2023-02-19 1330 G6AY          599 400 K1RM          599 CT
QSO: 28060 CW 2023-02-19 1338 G6AY          599 400 VO2AC         599 LB
QSO: 28125 CW 2023-02-19 1352 G6AY          599 400 NN4NN         599 FL
QSO: 28128 CW 2023-02-19 1353 G6AY          599 400 N5NU          599 TX
QSO: 28055 CW 2023-02-19 1358 G6AY          599 400 K3STX         599 MD
QSO: 28088 CW 2023-02-19 1424 G6AY          599 400 NG7A          599 IA
QSO: 28123 CW 2023-02-19 1444 G6AY          599 400 VA1MM         599 NS
QSO: 28130 CW 2023-02-19 1445 G6AY          599 400 N0AV          599 IA
QSO: 28011 CW 2023-02-19 1453 G6AY          599 400 K4BAI         599 GA
QSO: 28000 CW 2023-02-19 1503 G6AY          599 400 N8II          599 WV
QSO: 28082 CW 2023-02-19 1506 G6AY          599 400 K4PI          599 GA
QSO: 28105 CW 2023-02-19 1510 G6AY          599 400 W5RZ          599 AR
QSO: 28139 CW 2023-02-19 1516 G6AY          599 400 N0AT          599 MN
QSO: 28089 CW 2023-02-19 1613 G6AY          599 400 K6NA          599 CA
QSO: 28161 CW 2023-02-19 1623 G6AY          599 4TT K1LZ          599 ME
QSO: 28067 CW 2023-02-19 1626 G6AY          599 400 NX6T          599 CA
QSO: 28114 CW 2023-02-19 1632 G6AY          599 400 N4WW          599 FL
QSO: 28114 CW 2023-02-19 1632 G6AY          599 400 W2FU          599 NY
QSO: 28114 CW 2023-02-19 1633 G6AY          599 400 N4ZZ          599 TN
QSO: 28114 CW 2023-02-19 1633 G6AY          599 400 NF3R          599 PA
QSO: 28114 CW 2023-02-19 1634 G6AY          599 400 W1PR          599 CA
QSO: 28114 CW 2023-02-19 1636 G6AY          599 400 K3PH          599 PA
QSO: 28114 CW 2023-02-19 1636 G6AY          599 400 N3RS          599 PA
QSO: 28114 CW 2023-02-19 1637 G6AY          599 400 KD8JDC        599 MI
QSO: 28114 CW 2023-02-19 1640 G6AY          599 400 W2KA          599 NY
QSO: 28114 CW 2023-02-19 1641 G6AY          599 400 N4ZR          599 MD
QSO: 28114 CW 2023-02-19 1642 G6AY          599 400 W3MA          599 PA
QSO: 28114 CW 2023-02-19 1643 G6AY          599 400 AA7A          599 AZ
QSO: 28000 CW 2023-02-19 1649 G6AY          599 400 W1JQ          599 CT
QSO: 28162 CW 2023-02-19 1650 G6AY          599 400 WF3H          599 TX
QSO: 28163 CW 2023-02-19 1650 G6AY          599 400 K9CT          599 IL
QSO: 28162 CW 2023-02-19 1652 G6AY          599 400 N5KD          599 TX
QSO: 28163 CW 2023-02-19 1652 G6AY          599 400 K1SM          599 MA
QSO: 28162 CW 2023-02-19 1653 G6AY          599 400 W0BM          599 MN
QSO: 28162 CW 2023-02-19 1655 G6AY          599 400 K9PW          599 IL
QSO: 28162 CW 2023-02-19 1656 G6AY          599 400 K2LNS         599 PA
QSO: 28163 CW 2023-02-19 1656 G6AY          599 400 NY3C          599 DE
QSO: 28162 CW 2023-02-19 1657 G6AY          599 400 AB2E          599 NJ
QSO: 28163 CW 2023-02-19 1657 G6AY          599 400 W8TK          599 AZ
QSO: 28162 CW 2023-02-19 1658 G6AY          599 400 K2YAZ         599 MI
QSO: 28162 CW 2023-02-19 1658 G6AY          599 400 K7UT          599 UT
QSO: 28002 CW 2023-02-19 1702 G6AY          599 400 KU1CW         599 OR
QSO: 28023 CW 2023-02-19 1709 G6AY          599 400 WZ0W          599 MO
QSO: 28052 CW 2023-02-19 1714 G6AY          599 400 N6TV          599 CA
QSO: 28071 CW 2023-02-19 1717 G6AY          599 400 K9RS          599 DE
QSO: 28085 CW 2023-02-19 1718 G6AY          599 400 N9RV          599 MT
QSO: 28000 CW 2023-02-19 1722 G6AY          599 400 N6KN          599 CA
QSO: 28123 CW 2023-02-19 1731 G6AY          599 400 KG7CW         599 ID
QSO: 28129 CW 2023-02-19 1732 G6AY          599 400 KO6M          599 CA
QSO: 28047 CW 2023-02-19 1735 G6AY          599 400 N4DW          599 TN
QSO: 28003 CW 2023-02-19 1747 G6AY          599 400 AA1K          599 DE
QSO: 28000 CW 2023-02-19 1800 G6AY          599 400 KS7T          599 MT
QSO: 28000 CW 2023-02-19 1803 G6AY          599 400 K7RAT         599 OR
QSO: 28008 CW 2023-02-19 1828 G6AY          599 400 N0GN          599 NE
QSO: 28018 CW 2023-02-19 1830 G6AY          599 400 VA7ST         599 BC
QSO: 14054 CW 2023-02-19 2211 G6AY          599 99 KC3FQF        599 DE
END-OF-LOG:
