START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2023
CALLSIGN: F4JTP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F4JTP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2023 OK_OM_DX_Contest/2023/SSB.
QSO: 14000 PH 2023-04-08 1415 F4JTP         59 001 YO5OHB        59 075
QSO: 14000 PH 2023-04-08 1416 F4JTP         59 002 9A0BR         59 048
QSO: 14256 PH 2023-04-08 1426 F4JTP         59 003 HG4I          59 084
QSO: 14164 PH 2023-04-08 1437 F4JTP         59 4 TK4TH         59 105
QSO: 14266 PH 2023-04-08 1540 F4JTP         59 9 SV3RPQ        59 166
QSO: 14215 PH 2023-04-08 1550 F4JTP         59 010 IT9FRX        59 0057
QSO: 14254 PH 2023-04-08 1553 F4JTP         59 011 IU0OVB        59 0065
QSO: 14000 PH 2023-04-08 1555 F4JTP         59 12 OM8JP         59 KED
QSO: 14238 PH 2023-04-08 1557 F4JTP         59 13 E70Y          59 072
QSO: 14203 PH 2023-04-08 1602 F4JTP         59 014 IZ0PAU        59 0120
QSO: 14174 PH 2023-04-08 1607 F4JTP         59 015 MI7DGO        59 113
QSO: 14272 PH 2023-04-08 1617 F4JTP         59 107 IT9IMJ        59 166
QSO: 14200 PH 2023-04-08 1621 F4JTP         59 018 LZ1DM         59 104
QSO: 14295 PH 2023-04-08 1649 F4JTP         59 19 EA4AOC        59 100
QSO: 14000 PH 2023-04-08 1655 F4JTP         59 020 IZ0VXY        59 0045
QSO: 14170 PH 2023-04-08 1658 F4JTP         59 21 EA2AOO/P      59 048
QSO: 14000 PH 2023-04-08 1759 F4JTP         59 022 OK2MBP        59 HNJ
QSO: 14223 PH 2023-04-08 1802 F4JTP         59 023 LC1R          59 090
QSO: 14252 PH 2023-04-08 1806 F4JTP         59 024 HG3TAD        59 044
QSO: 14000 PH 2023-04-08 1814 F4JTP         59 026 IV3KKW        59 0247
QSO:  7000 PH 2023-04-08 1819 F4JTP         59 027 TM9C          59 269
QSO:  7161 PH 2023-04-08 1823 F4JTP         59 29 OM5M          59 BAD
QSO:  7119 PH 2023-04-08 1827 F4JTP         59 030 OK6RP         59 DKV
QSO:  7182 PH 2023-04-08 1830 F4JTP         59 031 OK1KDO        59 DDO
QSO:  7157 PH 2023-04-08 1859 F4JTP         59 033 9A5Y          59 134
QSO:  7000 PH 2023-04-08 1907 F4JTP         59 035 IZ2BVC        59 0229
QSO: 14227 PH 2023-04-08 1919 F4JTP         59 36 CR3DX         59 588
QSO: 14000 PH 2023-04-08 1921 F4JTP         59 037 SQ4CTS        59 030
QSO: 14253 PH 2023-04-08 1927 F4JTP         59 038 EA8/OM5RW     59 010
END-OF-LOG:
