START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA3CUU
CLUB: 
CONTEST: EA-CNCW
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 96681
OPERATORS: EA3CUU
NAME: PERE ESPUÑA CRESPO
CREATED-BY: WinURECon 3.13 (Windows 7)
QSO: 14000 CW 2017-07-15 1403 EA3CUU        599 GI     EA4BQ/EA8     599 GC
QSO: 14000 CW 2017-07-15 1405 EA3CUU        599 GI     EA5WU         599 CS
QSO: 14000 CW 2017-07-15 1406 EA3CUU        599 GI     EA5VN         599 MU
QSO: 14000 CW 2017-07-15 1407 EA3CUU        599 GI     EA4ALU        599 CC
QSO: 28000 CW 2017-07-15 1414 EA3CUU        599 GI     EA3AR         599 B
QSO: 21000 CW 2017-07-15 1419 EA3CUU        599 GI     EA5BWR        599 A
QSO: 21000 CW 2017-07-15 1423 EA3CUU        599 GI     EA7ESF        599 AL
QSO: 21000 CW 2017-07-15 1428 EA3CUU        599 GI     EF8DA         599 GC
QSO: 14000 CW 2017-07-15 1442 EA3CUU        599 GI     EA8BBJ        599 GC
QSO: 14000 CW 2017-07-15 1446 EA3CUU        599 GI     EA8URL        599 GC
QSO: 14000 CW 2017-07-15 1447 EA3CUU        599 GI     EA5HT         599 MU
QSO: 14000 CW 2017-07-15 1448 EA3CUU        599 GI     EA2NN/EA4     599 CC
QSO: 14000 CW 2017-07-15 1450 EA3CUU        599 GI     EA8QP         599 TF
QSO: 14000 CW 2017-07-15 1451 EA3CUU        599 GI     EA5YU         599 MU
QSO: 14000 CW 2017-07-15 1452 EA3CUU        599 GI     EA5FR         599 A
QSO: 14000 CW 2017-07-15 1454 EA3CUU        599 GI     EA5FJD        599 MU
QSO: 14000 CW 2017-07-15 1502 EA3CUU        599 GI     EB7KA         599 AL
QSO: 14000 CW 2017-07-15 1504 EA3CUU        599 GI     EA1CCM        599 PO
QSO: 14000 CW 2017-07-15 1504 EA3CUU        599 GI     EA7AZA        599 CA
QSO: 14000 CW 2017-07-15 1507 EA3CUU        599 GI     EA1XT         599 C
QSO: 14000 CW 2017-07-15 1510 EA3CUU        599 GI     EA1VT         599 C
QSO: 14000 CW 2017-07-15 1511 EA3CUU        599 GI     EA3GM         599 GI
QSO: 14000 CW 2017-07-15 1512 EA3CUU        599 GI     EA8BFY        599 TF
QSO: 14000 CW 2017-07-15 1513 EA3CUU        599 GI     EA8AQV        599 GC
QSO: 14000 CW 2017-07-15 1517 EA3CUU        599 GI     EA7BUU        599 SE
QSO: 21000 CW 2017-07-15 1521 EA3CUU        599 GI     EA8URL        599 GC
QSO: 14000 CW 2017-07-15 1529 EA3CUU        599 GI     EA7ESF        599 AL
QSO: 14000 CW 2017-07-15 1533 EA3CUU        599 GI     EA5BWR        599 A
QSO: 14000 CW 2017-07-15 1534 EA3CUU        599 GI     EA7MT         599 GR
QSO: 14000 CW 2017-07-15 1538 EA3CUU        599 GI     EA4UB         599 TO
QSO: 14000 CW 2017-07-15 1540 EA3CUU        599 GI     EA4URE        599 HQ
QSO: 14000 CW 2017-07-15 1542 EA3CUU        599 GI     EA3NO         599 B
QSO: 14000 CW 2017-07-15 1546 EA3CUU        599 GI     EA5GFX        599 A
QSO: 14000 CW 2017-07-15 1547 EA3CUU        599 GI     EA7IZ         599 MA
QSO: 14000 CW 2017-07-15 1549 EA3CUU        599 GI     EA5YI         599 V
QSO: 14000 CW 2017-07-15 1549 EA3CUU        599 GI     EC7AT         599 AL
QSO: 14000 CW 2017-07-15 1551 EA3CUU        599 GI     EA7KB         599 H
QSO: 14000 CW 2017-07-15 1557 EA3CUU        599 GI     EA8CMY        599 TF
QSO: 21000 CW 2017-07-15 1601 EA3CUU        599 GI     EA1XT         599 C
QSO: 21000 CW 2017-07-15 1603 EA3CUU        599 GI     EA7KB         599 H
QSO: 21000 CW 2017-07-15 1607 EA3CUU        599 GI     EA8QP         599 TF
QSO: 21000 CW 2017-07-15 1617 EA3CUU        599 GI     EA7BUU        599 SE
QSO: 21000 CW 2017-07-15 1621 EA3CUU        599 GI     EA3NO         599 B
QSO: 21000 CW 2017-07-15 1626 EA3CUU        599 GI     EC7AT         599 AL
QSO: 21000 CW 2017-07-15 1629 EA3CUU        599 GI     EB7KA         599 AL
QSO: 21000 CW 2017-07-15 1631 EA3CUU        599 GI     EA7HAB        599 GR
QSO: 21000 CW 2017-07-15 1639 EA3CUU        599 GI     EA1ND         599 PO
QSO: 21000 CW 2017-07-15 1639 EA3CUU        599 GI     EA7MT         599 GR
QSO: 21000 CW 2017-07-15 1649 EA3CUU        599 GI     EA5YU         599 MU
QSO: 21000 CW 2017-07-15 1650 EA3CUU        599 GI     EA4CRP        599 BA
QSO: 21000 CW 2017-07-15 1651 EA3CUU        599 GI     EA7RU         599 MA
QSO: 21000 CW 2017-07-15 1651 EA3CUU        599 GI     EA5CP         599 MU
QSO: 28000 CW 2017-07-15 1656 EA3CUU        599 GI     EA5DF         599 V
QSO: 28000 CW 2017-07-15 1657 EA3CUU        599 GI     EA6URA        599 IB
QSO: 28000 CW 2017-07-15 1702 EA3CUU        599 GI     EA1XT         599 C
QSO: 28000 CW 2017-07-15 1708 EA3CUU        599 GI     EA1GT         599 C
QSO: 28000 CW 2017-07-15 1709 EA3CUU        599 GI     EA1EXE        599 O
QSO: 28000 CW 2017-07-15 1714 EA3CUU        599 GI     EA7AZA        599 CA
QSO: 28000 CW 2017-07-15 1716 EA3CUU        599 GI     EA2GM/1       599 O
QSO: 28000 CW 2017-07-15 1717 EA3CUU        599 GI     EA4KB         599 CR
QSO: 28000 CW 2017-07-15 1718 EA3CUU        599 GI     EA5BWR        599 A
QSO: 28000 CW 2017-07-15 1718 EA3CUU        599 GI     EA7AHA        599 CA
QSO: 28000 CW 2017-07-15 1723 EA3CUU        599 GI     EA7GV         599 GR
QSO: 28000 CW 2017-07-15 1725 EA3CUU        599 GI     AM725BJ       599 MA
QSO: 28000 CW 2017-07-15 1727 EA3CUU        599 GI     EA4SV         599 BA
QSO: 28000 CW 2017-07-15 1729 EA3CUU        599 GI     EA8CMY        599 TF
QSO: 28000 CW 2017-07-15 1731 EA3CUU        599 GI     EA7RU         599 MA
QSO: 28000 CW 2017-07-15 1731 EA3CUU        599 GI     EA7BUU        599 SE
QSO: 28000 CW 2017-07-15 1732 EA3CUU        599 GI     EA4BNQ        599 TO
QSO: 28000 CW 2017-07-15 1733 EA3CUU        599 GI     EA5FR         599 A
