START-OF-LOG: 3.0
CALLSIGN: OK1AXB
CLUB:
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 298537
OPERATORS: OK1AXB
NAME: ING. JOSEF CERNY
CREATED-BY: N1MM Logger V6.9.0
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 14003 CW 2007-11-24 0915 OK1AXB        599 15     SV1BJW        599 20
QSO: 14049 CW 2007-11-24 0921 OK1AXB        599 15     PS2T          599 11
QSO: 14085 CW 2007-11-24 0949 OK1AXB        599 15     YO4CAH        599 20
QSO: 14085 CW 2007-11-24 0950 OK1AXB        599 15     UA1CEC        599 16
QSO: 14087 CW 2007-11-24 0955 OK1AXB        599 15     TM6X          599 14
QSO: 14086 CW 2007-11-24 0958 OK1AXB        599 15     SV2BDF        599 20
QSO: 14084 CW 2007-11-24 0959 OK1AXB        599 15     RK3ER         599 16
QSO: 14084 CW 2007-11-24 1000 OK1AXB        599 15     RU3RM         599 16
QSO: 14084 CW 2007-11-24 1001 OK1AXB        599 15     LZ7H          599 20
QSO: 14084 CW 2007-11-24 1003 OK1AXB        599 15     GM0OGN        599 14
QSO: 14084 CW 2007-11-24 1004 OK1AXB        599 15     RU4SS         599 16
QSO: 14080 CW 2007-11-24 1026 OK1AXB        599 15     Z33A          599 15
QSO: 14079 CW 2007-11-24 1032 OK1AXB        599 15     RA9AP         599 17
QSO: 14082 CW 2007-11-24 1034 OK1AXB        599 15     DF3CB         599 14
QSO: 14084 CW 2007-11-24 1035 OK1AXB        599 15     UX7Q          599 16
QSO: 14087 CW 2007-11-24 1037 OK1AXB        599 15     G3MKC         599 14
QSO: 14084 CW 2007-11-24 1055 OK1AXB        599 15     EE2W          599 14
QSO: 14083 CW 2007-11-24 1056 OK1AXB        599 15     RU3XB         599 16
QSO: 14083 CW 2007-11-24 1057 OK1AXB        599 15     RZ1OK         599 16
QSO: 14083 CW 2007-11-24 1059 OK1AXB        599 15     DL1RR         599 14
QSO: 14083 CW 2007-11-24 1059 OK1AXB        599 15     RT4ZY         599 16
QSO: 21042 CW 2007-11-24 1110 OK1AXB        599 15     OK5W          599 15
QSO: 21038 CW 2007-11-24 1112 OK1AXB        599 15     4K9W          599 21
QSO: 21002 CW 2007-11-24 1121 OK1AXB        599 15     EF8M          599 33
QSO: 21003 CW 2007-11-24 1121 OK1AXB        599 15     9K2HB         599 21
QSO: 21013 CW 2007-11-24 1123 OK1AXB        599 15     EA2AZ         599 14
QSO: 21012 CW 2007-11-24 1126 OK1AXB        599 15     CT3NT         599 33
QSO: 21015 CW 2007-11-24 1128 OK1AXB        599 15     4L8A          599 21
QSO: 21016 CW 2007-11-24 1137 OK1AXB        599 15     UA9QQ         599 17
QSO: 21042 CW 2007-11-24 1148 OK1AXB        599 15     AO5W          599 14
QSO: 21044 CW 2007-11-24 1153 OK1AXB        599 15     ZS1FZ         599 38
QSO: 21049 CW 2007-11-24 1201 OK1AXB        599 15     V26K          599 08
QSO: 21056 CW 2007-11-24 1214 OK1AXB        599 15     CT3KN         599 33
QSO: 21058 CW 2007-11-24 1217 OK1AXB        599 15     C91KDJ        599 37
QSO: 21067 CW 2007-11-24 1222 OK1AXB        599 15     DL3YM         599 14
QSO: 21075 CW 2007-11-24 1240 OK1AXB        599 15     LS1D          599 13
QSO: 21075 CW 2007-11-24 1242 OK1AXB        599 15     YU1OJ         599 15
QSO: 21076 CW 2007-11-24 1244 OK1AXB        599 15     IR8M          599 15
QSO: 21076 CW 2007-11-24 1248 OK1AXB        599 15     PP1CZ         599 11
QSO: 21021 CW 2007-11-24 1252 OK1AXB        599 15     CT9L          599 33
QSO: 21027 CW 2007-11-24 1256 OK1AXB        599 15     4X6O          599 20
QSO: 21029 CW 2007-11-24 1301 OK1AXB        599 15     A71EM         599 21
QSO: 21029 CW 2007-11-24 1302 OK1AXB        599 15     CN3A          599 33
QSO: 21037 CW 2007-11-24 1304 OK1AXB        599 15     CU2A          599 14
QSO: 21031 CW 2007-11-24 1312 OK1AXB        599 15     ZF1A          599 08
QSO: 21031 CW 2007-11-24 1313 OK1AXB        599 15     PJ2T          599 09
QSO: 21039 CW 2007-11-24 1319 OK1AXB        599 15     LU7HN         599 13
QSO: 21045 CW 2007-11-24 1321 OK1AXB        599 15     PS2T          599 11
QSO: 21046 CW 2007-11-24 1323 OK1AXB        599 15     IH9U          599 33
QSO: 21066 CW 2007-11-24 1328 OK1AXB        599 15     9A5D          599 15
QSO: 21010 CW 2007-11-24 1331 OK1AXB        599 15     EA8CN         599 33
QSO: 21010 CW 2007-11-24 1332 OK1AXB        599 15     9H3HH         599 15
QSO: 21011 CW 2007-11-24 1333 OK1AXB        599 15     ZY7C          599 11
QSO: 21001 CW 2007-11-24 1350 OK1AXB        599 15     K2NG          599 05
QSO: 21004 CW 2007-11-24 1353 OK1AXB        599 15     K1AR    599 05
QSO: 21008 CW 2007-11-24 1355 OK1AXB        599 15     KC1XX         599 05
QSO: 21039 CW 2007-11-24 1402 OK1AXB        599 15     LT1F          599 13
QSO: 21044 CW 2007-11-24 1404 OK1AXB        599 15     ZX3S          599 11
QSO: 21045 CW 2007-11-24 1405 OK1AXB        599 15     K1TTT         599 05
QSO: 21052 CW 2007-11-24 1406 OK1AXB        599 15     EA8FT         599 33
QSO: 21060 CW 2007-11-24 1407 OK1AXB        599 15     P3F           599 20
QSO: 14041 CW 2007-11-24 1422 OK1AXB        599 15     OL1C          599 15
QSO: 14042 CW 2007-11-24 1422 OK1AXB        599 15     TM2S          599 14
QSO: 14044 CW 2007-11-24 1424 OK1AXB        599 15     VY2ZM         599 05
QSO: 14045 CW 2007-11-24 1425 OK1AXB        599 15     VE3NE         599 04
QSO: 14046 CW 2007-11-24 1426 OK1AXB        599 15     M6T           599 14
QSO: 14048 CW 2007-11-24 1427 OK1AXB        599 15     KQ3F          599 05
QSO: 14049 CW 2007-11-24 1428 OK1AXB        599 15     9A7A          599 15
QSO: 14051 CW 2007-11-24 1429 OK1AXB        599 15     W2LC          599 05
QSO: 14052 CW 2007-11-24 1429 OK1AXB        599 15     CT8T          599 14
QSO: 14054 CW 2007-11-24 1432 OK1AXB        599 15     HP3WW         599 14
QSO: 14061 CW 2007-11-24 1434 OK1AXB        599 15     OM7M          599 15
QSO: 14074 CW 2007-11-24 1435 OK1AXB        599 15     W2ZQ          599 05
