START-OF-LOG: 3.0
CREATED-BY:    CT Version 10.03.002
CALLSIGN:      ZL2AGY
NAME:          TONY H MARR
CLUB:
CLAIMED-SCORE: 633360
CONTEST:       CQ-WW-CW
OPERATORS:     Tony ZL2AGY
OPERATORS:     Les ZL2JU
SOAPBOX:       Grateful thanks to Les for the use of his QTH for the weekend.Very
SOAPBOX:       poor condx for the first 12 hours or so, then much improved, but
SOAPBOX:       deteriorating again towards the end. Never a dull moment!! As part
SOAPBOX:       of the ZL6QH gang we had to be there come hell or high water!!
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
QSO: 21000 CW 2007-11-24 0001 ZL2AGY        599 32     JA3YBK        599 25     1
QSO: 21000 CW 2007-11-24 0003 ZL2AGY        599 32     JA1ERB        599 25     1
QSO: 21000 CW 2007-11-24 0004 ZL2AGY        599 32     K6RB          599 03     1
QSO: 21000 CW 2007-11-24 0005 ZL2AGY        599 32     W6ZL          599 03     1
QSO: 21000 CW 2007-11-24 0005 ZL2AGY        599 32     NQ7R          599 03     1
QSO: 21000 CW 2007-11-24 0006 ZL2AGY        599 32     K7SS          599 03     1
QSO: 21000 CW 2007-11-24 0007 ZL2AGY        599 32     KB4SXT/6      599 03     1
QSO: 21000 CW 2007-11-24 0019 ZL2AGY        599 32     NK6A          599 03     1
QSO: 21000 CW 2007-11-24 0020 ZL2AGY        599 32     N2IC          599 04     1
QSO: 21000 CW 2007-11-24 0022 ZL2AGY        599 32     W7RN          599 03     1
QSO: 21000 CW 2007-11-24 0023 ZL2AGY        599 32     W6UM          599 03     1
QSO: 21000 CW 2007-11-24 0025 ZL2AGY        599 32     N7RK          599 03     1
QSO: 21000 CW 2007-11-24 0026 ZL2AGY        599 32     KC6X          599 03     1
QSO: 21000 CW 2007-11-24 0027 ZL2AGY        599 32     JA6JNF        599 25     1
QSO: 21000 CW 2007-11-24 0028 ZL2AGY        599 32     JR3EOI        599 25     1
QSO: 21000 CW 2007-11-24 0029 ZL2AGY        599 32     W6SL          599 03     1
QSO: 21000 CW 2007-11-24 0033 ZL2AGY        599 32     AH6KFC/7      599 31     1
QSO: 21000 CW 2007-11-24 0035 ZL2AGY        599 32     N5AU          599 04     1
QSO: 21000 CW 2007-11-24 0040 ZL2AGY        599 32     W6YA          599 03     1
QSO: 21000 CW 2007-11-24 0042 ZL2AGY        599 32     K0RF          599 04     1
QSO: 21000 CW 2007-11-24 0044 ZL2AGY        599 32     K6NR          599 03     1
QSO: 21000 CW 2007-11-24 0051 ZL2AGY        599 32     JA5FDJ        599 25     1
QSO: 21000 CW 2007-11-24 0052 ZL2AGY        599 32     JA1AUD        599 25     1
QSO: 21000 CW 2007-11-24 0107 ZL2AGY        599 32     W6RFF         599 03     1
QSO: 21000 CW 2007-11-24 0107 ZL2AGY        599 32     K6XM          599 03     1
QSO: 21000 CW 2007-11-24 0114 ZL2AGY        599 32     W6OAT         599 03     1
QSO: 21000 CW 2007-11-24 0115 ZL2AGY        599 32     AE9F          599 04     1
QSO: 21000 CW 2007-11-24 0116 ZL2AGY        599 32     KA7C          599 03     1
QSO: 21000 CW 2007-11-24 0117 ZL2AGY        599 32     JA1WHG        599 25     1
QSO: 21000 CW 2007-11-24 0118 ZL2AGY        599 32     W6NKR         599 03     1
QSO: 21000 CW 2007-11-24 0119 ZL2AGY        599 32     JR1BTG        599 25     1
QSO: 21000 CW 2007-11-24 0122 ZL2AGY        599 32     JA8RWU        599 25     1
QSO: 21000 CW 2007-11-24 0125 ZL2AGY        599 32     JA1BNW        599 25     1
QSO: 21000 CW 2007-11-24 0126 ZL2AGY        599 32     JA1XPU        599 25     1
QSO: 21000 CW 2007-11-24 0127 ZL2AGY        599 32     BA4RF         599 24     1
QSO: 21000 CW 2007-11-24 0127 ZL2AGY        599 32     7K1PTT        599 25     1
QSO: 21000 CW 2007-11-24 0129 ZL2AGY        599 32     JP1QDH        599 25     1
QSO: 21000 CW 2007-11-24 0135 ZL2AGY        599 32     JE1GWO        599 25     1
QSO: 21000 CW 2007-11-24 0141 ZL2AGY        599 32     JA2BJW        599 25     1
