START-OF-LOG: 3.0
CREATED-BY: ua9qcq-ham-spirit-ubn-downloader
CONTEST: HAM-SPIRIT
CALLSIGN: DF5EN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: DF5EN
QSO: 28032 CW 2025-11-15 1220 DF5EN         599 28JO   IZ8FWN        599 28JM  
QSO: 28013 CW 2025-11-15 1221 DF5EN         599 28JO   R7LV          599 29KN  
QSO: 28018 CW 2025-11-15 1221 DF5EN         599 28JO   RJ6D          599 29LN  
QSO: 28026 CW 2025-11-15 1222 DF5EN         599 28JO   RC3U          599 29LO  
QSO: 28024 CW 2025-11-15 1222 DF5EN         599 28JO   RA9MX         599 30MO  
QSO: 28017 CW 2025-11-15 1223 DF5EN         599 28JO   CT1DRB        599 37IM  
QSO: 28029 CW 2025-11-15 1225 DF5EN         599 28JO   VA1EET        599 09FN  
QSO: 28036 CW 2025-11-15 1226 DF5EN         599 28JO   RW4W          599 30LO  
QSO: 28036 CW 2025-11-15 1228 DF5EN         599 28JO   R3DDP         599 29KO  
QSO: 28036 CW 2025-11-15 1228 DF5EN         599 28JO   UA9UR         599 31NO  
QSO: 28036 CW 2025-11-15 1228 DF5EN         599 28JO   DL1NKS        599 28JN  
QSO: 28036 CW 2025-11-15 1229 DF5EN         599 28JO   UA6HFI        599 29LN  
QSO: 28036 CW 2025-11-15 1229 DF5EN         599 28JO   R7TD          599 29LN  
QSO: 28036 CW 2025-11-15 1230 DF5EN         599 28JO   RK4FM         599 29LO  
QSO: 28036 CW 2025-11-15 1231 DF5EN         599 28JO   RC6U          599 29LN  
QSO: 28036 CW 2025-11-15 1231 DF5EN         599 28JO   UA3X          599 29KO  
QSO: 28036 CW 2025-11-15 1234 DF5EN         599 28JO   R4BD          599 29LN  
QSO: 28034 CW 2025-11-15 1236 DF5EN         599 28JO   RX3N          599 29LO  
QSO: 28036 CW 2025-11-15 1236 DF5EN         599 28JO   R8TT          599 30LO  
QSO: 28036 CW 2025-11-15 1237 DF5EN         599 28JO   UF5A          599 29KO  
QSO: 28036 CW 2025-11-15 1237 DF5EN         599 28JO   R6CW          599 29KN  
QSO: 28036 CW 2025-11-15 1237 DF5EN         599 28JO   RM4W          599 30LO  
QSO: 28036 CW 2025-11-15 1237 DF5EN         599 28JO   RL5A          599 29KO  
QSO: 28036 CW 2025-11-15 1238 DF5EN         599 28JO   RN3TT         599 29LO  
QSO: 28016 CW 2025-11-15 1239 DF5EN         599 28JO   HG1G          599 28JN  
QSO: 28036 CW 2025-11-15 1240 DF5EN         599 28JO   RX3Q          599 29KO  
QSO: 28036 CW 2025-11-15 1240 DF5EN         599 28JO   I2IFT         599 28JN  
QSO: 28036 CW 2025-11-15 1241 DF5EN         599 28JO   RD3FI         599 29KO  
QSO: 28036 CW 2025-11-15 1242 DF5EN         599 28JO   UN5G          599 31MN  
QSO: 28036 CW 2025-11-15 1243 DF5EN         599 28JO   F6IFY         599 27JN  
QSO: 28036 CW 2025-11-15 1244 DF5EN         599 28JO   9A3YT         599 28JN  
QSO: 28036 CW 2025-11-15 1245 DF5EN         599 28JO   RT9C          599 30MO  
QSO: 28036 CW 2025-11-15 1245 DF5EN         599 28JO   R6OF          599 29KN  
QSO: 28018 CW 2025-11-15 1250 DF5EN         599 28JO   H25A          599 39KM  
QSO: 28026 CW 2025-11-15 1252 DF5EN         599 28JO   AA2A          599 08FN  
QSO: 28036 CW 2025-11-15 1253 DF5EN         599 28JO   RT4M          599 29LO  
QSO: 28028 CW 2025-11-15 1253 DF5EN         599 28JO   K1RX          599 08FN  
QSO: 28014 CW 2025-11-15 1255 DF5EN         599 28JO   PY2XL         599 15GG  
QSO: 28027 CW 2025-11-15 1256 DF5EN         599 28JO   UA5R          599 29LO  
QSO: 28025 CW 2025-11-15 1258 DF5EN         599 28JO   HG6O          599 28JN  
QSO: 28034 CW 2025-11-15 1300 DF5EN         599 28JO   S58M          599 28JN  
QSO: 28025 CW 2025-11-15 1302 DF5EN         599 28JO   VU2TMP        599 41MK  
QSO: 28036 CW 2025-11-15 1304 DF5EN         599 28JO   UN8PT         599 30MN  
QSO: 28036 CW 2025-11-15 1304 DF5EN         599 28JO   RN7A          599 29KN  
