START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RUSSIAN-DX
CALLSIGN: RT2F
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RT2F
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RUSSIAN-DX RussianDXContest/2020.
QSO: 14000 PH 2020-03-21 1245 RT2F          59 KA IQ0WV         59 0007
QSO: 14122 PH 2020-03-21 1245 RT2F          59 KA C4W           59 0120
QSO: 14121 PH 2020-03-21 1251 RT2F          59 KA IZ0COG        59 0022
QSO: 14000 PH 2020-03-21 1252 RT2F          59 KA EA1T          59 0018
QSO: 14121 PH 2020-03-21 1252 RT2F          59 KA EA1L          59 0049
QSO: 14000 PH 2020-03-21 1253 RT2F          59 KA EA1DHB        59 0013
QSO: 14121 PH 2020-03-21 1253 RT2F          59 KA 5B4AIF        59 0035
QSO: 14121 PH 2020-03-21 1253 RT2F          59 KA IZ8IEV        59 0021
QSO: 14000 PH 2020-03-21 1255 RT2F          59 KA IK2TDM        59 0060
QSO: 14121 PH 2020-03-21 1256 RT2F          59 KA EA8DO         59 0065
QSO: 14121 PH 2020-03-21 1256 RT2F          59 KA YP7P          59 0038
QSO: 14121 PH 2020-03-21 1257 RT2F          59 KA F4BKV         59 0081
QSO: 14121 PH 2020-03-21 1258 RT2F          59 KA 9A6DJX        59 0020
QSO: 14121 PH 2020-03-21 1258 RT2F          59 KA EA5GI         59 0035
QSO: 14000 PH 2020-03-21 1259 RT2F          59 KA EC2AHS        59 0006
QSO: 14000 PH 2020-03-21 1259 RT2F          59 KA IU5FJB        59 0012
QSO: 14121 PH 2020-03-21 1259 RT2F          59 KA YO9HP         59 0119
QSO: 14121 PH 2020-03-21 1303 RT2F          59 KA F1PNJ         59 0006
QSO: 14000 PH 2020-03-21 1306 RT2F          59 KA IT9JGX        59 0010
QSO: 14121 PH 2020-03-21 1307 RT2F          59 KA IT9IDR        59 0005
QSO: 14000 PH 2020-03-21 1308 RT2F          59 KA IT9FRX        59 0034
QSO: 14000 PH 2020-03-21 1312 RT2F          59 KA YT1T          59 0097
QSO: 14000 PH 2020-03-21 1313 RT2F          59 KA IZ8GUQ        59 0033
QSO: 14174 PH 2020-03-21 1313 RT2F          59 KA IK8CNT        59 0119
QSO: 14173 PH 2020-03-21 1314 RT2F          59 KA SV2DSJ        59 0048
QSO: 14190 PH 2020-03-21 1315 RT2F          59 KA HG7T          59 0108
QSO: 14006 CW 2020-03-21 1328 RT2F          599 KA K3WW          599 0234
QSO: 14011 CW 2020-03-21 1329 RT2F          599 KA EA8RM         599 0175
QSO: 14011 CW 2020-03-21 1331 RT2F          599 KA N8BJQ         599 0075
QSO: 14011 CW 2020-03-21 1331 RT2F          599 KA UT1AA         599 0142
QSO: 14011 CW 2020-03-21 1332 RT2F          599 KA OE3KAB        599 0048
QSO: 14000 CW 2020-03-21 1333 RT2F          599 KA HG0Y          599 0025
QSO: 14011 CW 2020-03-21 1334 RT2F          599 KA 2E0CVN        599 0050
QSO: 14011 CW 2020-03-21 1335 RT2F          599 KA EA2GM         599 0016
QSO: 14011 CW 2020-03-21 1335 RT2F          599 KA HA8VV         599 0054
QSO: 14011 CW 2020-03-21 1335 RT2F          599 KA OE1TKW        599 0030
QSO: 14011 CW 2020-03-21 1335 RT2F          599 KA YT6W          599 0136
QSO: 14006 CW 2020-03-21 1336 RT2F          599 KA K3UL          599 0066
QSO: 14011 CW 2020-03-21 1337 RT2F          599 KA IK1YRA        599 0027
QSO: 14011 CW 2020-03-21 1337 RT2F          599 KA IT9RZU        599 0050
QSO: 14011 CW 2020-03-21 1338 RT2F          599 KA MU2K          599 0139
QSO: 14011 CW 2020-03-21 1338 RT2F          599 KA VO1HP         599 0049
QSO: 14011 CW 2020-03-21 1340 RT2F          599 KA W1RM          599 0010
QSO: 14000 CW 2020-03-21 1341 RT2F          599 KA F5JU          599 0025
QSO: 14011 CW 2020-03-21 1342 RT2F          599 KA UT1DX         599 0032
QSO: 14011 CW 2020-03-21 1343 RT2F          599 KA DJ5MW         599 0194
QSO: 14011 CW 2020-03-21 1343 RT2F          599 KA IK4VET        599 0119
QSO: 14011 CW 2020-03-21 1343 RT2F          599 KA N5DO          599 0039
QSO: 14000 CW 2020-03-21 1345 RT2F          599 KA K2VV          599 0027
QSO: 14011 CW 2020-03-21 1345 RT2F          599 KA W1GD          599 0031
QSO: 14011 CW 2020-03-21 1346 RT2F          599 KA KR2AA         599 0055
QSO: 14011 CW 2020-03-21 1347 RT2F          599 KA S52W          599 0075
QSO: 14000 CW 2020-03-21 1348 RT2F          599 KA F5KLE         599 0001
QSO: 14011 CW 2020-03-21 1348 RT2F          599 KA OM5ZW         599 0192
QSO: 14011 CW 2020-03-21 1348 RT2F          599 KA OM7LW         599 0099
QSO: 14011 CW 2020-03-21 1348 RT2F          599 KA W4NZ          599 0026
QSO: 14011 CW 2020-03-21 1351 RT2F          599 KA DJ8QP         599 0085
QSO: 14011 CW 2020-03-21 1352 RT2F          599 KA 9K2HN         599 0051
QSO: 14011 CW 2020-03-21 1352 RT2F          599 KA ED5N          599 0261
QSO: 14000 CW 2020-03-21 1353 RT2F          599 KA IZ5FDD        599 0016
QSO: 14011 CW 2020-03-21 1353 RT2F          599 KA OH2PM         599 0131
QSO: 14000 CW 2020-03-21 1354 RT2F          599 KA TM5Y          599 0071
QSO: 14011 CW 2020-03-21 1354 RT2F          599 KA 9A2NO         599 0148
QSO: 14011 CW 2020-03-21 1354 RT2F          599 KA OK3X          599 0093
QSO: 14011 CW 2020-03-21 1354 RT2F          599 KA W5GN          599 0023
QSO: 14011 CW 2020-03-21 1355 RT2F          599 KA HA8IB         599 0080
QSO: 14011 CW 2020-03-21 1356 RT2F          599 KA K3IE          599 0025
QSO: 14011 CW 2020-03-21 1357 RT2F          599 KA S53V          599 0141
QSO: 14011 CW 2020-03-21 1357 RT2F          599 KA W8CAR         599 0077
QSO: 14011 CW 2020-03-21 1358 RT2F          599 KA WX8C          599 0061
QSO: 14011 CW 2020-03-21 1359 RT2F          599 KA F4VSQ         599 0128
QSO: 14011 CW 2020-03-21 1359 RT2F          599 KA K1DJ          599 0020
QSO: 14011 CW 2020-03-21 1359 RT2F          599 KA N3OC          599 0050
QSO: 14011 CW 2020-03-21 1400 RT2F          599 KA F5NZY         599 0042
QSO: 14011 CW 2020-03-21 1400 RT2F          599 KA HG4I          599 0167
QSO: 14011 CW 2020-03-21 1400 RT2F          599 KA K4WW          599 0071
QSO: 14011 CW 2020-03-21 1400 RT2F          599 KA W1FJ          599 0059
QSO: 14011 CW 2020-03-21 1401 RT2F          599 KA S57Q          599 0122
QSO: 14000 CW 2020-03-21 1402 RT2F          599 KA IK1BPL        599 0025
QSO: 14011 CW 2020-03-21 1402 RT2F          599 KA NA3M          599 0114
QSO: 14011 CW 2020-03-21 1402 RT2F          599 KA UZ3A          599 0195
QSO: 14011 CW 2020-03-21 1403 RT2F          599 KA KJ5Y          599 0073
QSO: 14011 CW 2020-03-21 1403 RT2F          599 KA S52GP         599 0063
