START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RUSSIAN-DX
CALLSIGN: RA3AN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RA3AN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RUSSIAN-DX RussianDXContest/2020.
QSO: 14002 CW 2020-03-21 1200 RA3AN         599 MA DM3MM         599 0001
QSO: 14047 CW 2020-03-21 1314 RA3AN         599 MA LZ1UQ         599 0031
QSO: 14046 CW 2020-03-21 1315 RA3AN         599 MA S57K          599 0087
QSO: 14047 CW 2020-03-21 1315 RA3AN         599 MA YU3A          599 0063
QSO: 14000 CW 2020-03-21 1316 RA3AN         599 MA K3ZO          599 0086
QSO: 14045 CW 2020-03-21 1316 RA3AN         599 MA DJ9AO         599 0082
QSO: 14046 CW 2020-03-21 1316 RA3AN         599 MA 9A2AJ         599 0165
QSO: 14042 CW 2020-03-21 1317 RA3AN         599 MA GM4AFF        599 0065
QSO: 14039 CW 2020-03-21 1319 RA3AN         599 MA HB9ON         599 0093
QSO: 14042 CW 2020-03-21 1319 RA3AN         599 MA K0EJ          599 0107
QSO: 14000 CW 2020-03-21 1320 RA3AN         599 MA IK0YVV        599 0166
QSO: 14036 CW 2020-03-21 1321 RA3AN         599 MA DL0MFL        599 0107
QSO: 14036 CW 2020-03-21 1321 RA3AN         599 MA GM0ELP        599 0138
QSO: 14033 CW 2020-03-21 1322 RA3AN         599 MA YT3X          599 0171
QSO: 21016 CW 2020-03-21 1322 RA3AN         599 MA 9A7A          599 0040
QSO: 14031 CW 2020-03-21 1323 RA3AN         599 MA K4BAI         599 0089
QSO: 14026 CW 2020-03-21 1325 RA3AN         599 MA DJ5MW         599 0159
QSO: 14027 CW 2020-03-21 1325 RA3AN         599 MA KO8SCA        599 0075
QSO: 14023 CW 2020-03-21 1327 RA3AN         599 MA US1Q          599 0301
QSO: 14022 CW 2020-03-21 1328 RA3AN         599 MA DK3YD         599 0052
QSO: 14022 CW 2020-03-21 1328 RA3AN         599 MA N4BP          599 0132
QSO: 14020 CW 2020-03-21 1329 RA3AN         599 MA I3FIY         599 0084
QSO: 14000 CW 2020-03-21 1333 RA3AN         599 MA DD7CW         599 0044
QSO: 14012 CW 2020-03-21 1333 RA3AN         599 MA YT4W          599 0150
QSO: 14010 CW 2020-03-21 1334 RA3AN         599 MA N5DX          599 0151
QSO: 14009 CW 2020-03-21 1335 RA3AN         599 MA IK1JJM        599 0036
QSO: 21034 CW 2020-03-21 1337 RA3AN         599 MA ES5RR         599 0206
QSO: 21043 CW 2020-03-21 1337 RA3AN         599 MA PY1VOY        599 0093
QSO: 14004 CW 2020-03-21 1338 RA3AN         599 MA KC1XX         599 0270
QSO: 21027 CW 2020-03-21 1338 RA3AN         599 MA EA1WH         599 0078
QSO: 14003 CW 2020-03-21 1339 RA3AN         599 MA NC1CC         599 0044
QSO: 14000 CW 2020-03-21 1341 RA3AN         599 MA VA2EW         599 0164
QSO: 14009 CW 2020-03-21 1343 RA3AN         599 MA DH7TNO        599 0040
QSO: 14013 CW 2020-03-21 1344 RA3AN         599 MA PC3T          599 0099
QSO: 14016 CW 2020-03-21 1350 RA3AN         599 MA YT0Z          599 0199
QSO: 21025 CW 2020-03-21 1351 RA3AN         599 MA EA1G          599 0032
QSO: 21024 CW 2020-03-21 1352 RA3AN         599 MA EF1A          599 0284
QSO: 14020 CW 2020-03-21 1353 RA3AN         599 MA S57Q          599 0117
QSO: 14000 CW 2020-03-21 1354 RA3AN         599 MA YT2ISM        599 0175
QSO: 14024 CW 2020-03-21 1354 RA3AN         599 MA HA8A          599 0283
QSO: 14026 CW 2020-03-21 1355 RA3AN         599 MA I2WIJ         599 0264
QSO: 14027 CW 2020-03-21 1356 RA3AN         599 MA DL7CX         599 0037
QSO: 14028 CW 2020-03-21 1357 RA3AN         599 MA OL8M          599 0214
QSO: 14030 CW 2020-03-21 1358 RA3AN         599 MA HA8DU         599 0117
QSO: 14043 CW 2020-03-21 1402 RA3AN         599 MA DJ2QV         599 0165
QSO: 14046 CW 2020-03-21 1403 RA3AN         599 MA HA8VV         599 0087
QSO: 14053 CW 2020-03-21 1405 RA3AN         599 MA TA5FA         599 0071
QSO: 14054 CW 2020-03-21 1406 RA3AN         599 MA K1ZZ          599 0224
QSO: 14054 CW 2020-03-21 1406 RA3AN         599 MA LX1NO         599 0159
QSO: 14000 CW 2020-03-21 1407 RA3AN         599 MA DL0RD         599 0073
QSO: 14060 CW 2020-03-21 1408 RA3AN         599 MA LZ1ZJ         599 0143
QSO: 14000 CW 2020-03-21 1409 RA3AN         599 MA OK1CRM        599 0053
QSO: 14061 CW 2020-03-21 1409 RA3AN         599 MA IK8CNT        599 0230
QSO: 14066 CW 2020-03-21 1412 RA3AN         599 MA 4O4A          599 0051
QSO: 14069 CW 2020-03-21 1412 RA3AN         599 MA LZ4A          599 0190
QSO: 14064 CW 2020-03-21 1414 RA3AN         599 MA DK1FT         599 0118
QSO: 14065 CW 2020-03-21 1415 RA3AN         599 MA VO1HP         599 0066
QSO: 14065 CW 2020-03-21 1415 RA3AN         599 MA VO1HP         599 0067
QSO: 14065 CW 2020-03-21 1416 RA3AN         599 MA F8NAN         599 0047
QSO: 14065 CW 2020-03-21 1416 RA3AN         599 MA PA3BFH        599 0050
QSO: 14000 CW 2020-03-21 1417 RA3AN         599 MA IZ3QCH        599 0032
QSO: 14064 CW 2020-03-21 1417 RA3AN         599 MA M3D           599 0140
QSO: 14064 CW 2020-03-21 1418 RA3AN         599 MA DJ8QP         599 0113
QSO: 14064 CW 2020-03-21 1418 RA3AN         599 MA G3RFH         599 0036
QSO: 14064 CW 2020-03-21 1419 RA3AN         599 MA DL1WA         599 0137
QSO: 14064 CW 2020-03-21 1419 RA3AN         599 MA LX1ER         599 0110
QSO: 14065 CW 2020-03-21 1420 RA3AN         599 MA G4PVM         599 0094
QSO: 14063 CW 2020-03-21 1421 RA3AN         599 MA IK4ZHH        599 0018
QSO: 14059 CW 2020-03-21 1422 RA3AN         599 MA ON4LDP        599 0069
QSO: 14058 CW 2020-03-21 1423 RA3AN         599 MA IZ2DII        599 0116
QSO:  7003 CW 2020-03-21 1423 RA3AN         599 MA UW5Y          599 0226
QSO:  7000 CW 2020-03-21 1424 RA3AN         599 MA UN7LDR        599 0076
QSO:  7008 CW 2020-03-21 1426 RA3AN         599 MA OH0X          599 0311
QSO: 14051 CW 2020-03-21 1427 RA3AN         599 MA I1NVU         599 0058
QSO:  7000 CW 2020-03-21 1427 RA3AN         599 MA 4O4T          599 0200
QSO:  7000 CW 2020-03-21 1428 RA3AN         599 MA E74X          599 0091
QSO:  7002 CW 2020-03-21 1429 RA3AN         599 MA LZ1EV         599 0019
QSO:  7000 CW 2020-03-21 1430 RA3AN         599 MA LY2J          599 0140
QSO:  7013 CW 2020-03-21 1430 RA3AN         599 MA OH2KW         599 0145
QSO: 14045 CW 2020-03-21 1432 RA3AN         599 MA G3TXF         599 0122
QSO:  7015 CW 2020-03-21 1432 RA3AN         599 MA JA6GCE        599 0255
QSO:  7016 CW 2020-03-21 1433 RA3AN         599 MA LY7T          599 0203
QSO: 14044 CW 2020-03-21 1434 RA3AN         599 MA MI5I          599 0158
QSO: 14042 CW 2020-03-21 1437 RA3AN         599 MA 4Z5LY         599 0244
QSO:  7019 CW 2020-03-21 1437 RA3AN         599 MA LA8HGA        599 0157
QSO:  7021 CW 2020-03-21 1438 RA3AN         599 MA SM2U          599 0168
QSO:  7022 CW 2020-03-21 1439 RA3AN         599 MA 9A7A          599 0243
QSO:  7025 CW 2020-03-21 1441 RA3AN         599 MA IK2WAD        599 0109
QSO:  7025 CW 2020-03-21 1443 RA3AN         599 MA OM7JG         599 0266
QSO: 14031 CW 2020-03-21 1444 RA3AN         599 MA OS0S          599 0099
QSO:  7027 CW 2020-03-21 1444 RA3AN         599 MA DK9IP         599 0166
QSO:  7027 CW 2020-03-21 1444 RA3AN         599 MA YP5A          599 0174
QSO:  7029 CW 2020-03-21 1447 RA3AN         599 MA JH1EAQ        599 0098
QSO:  7032 CW 2020-03-21 1451 RA3AN         599 MA HA3NU         599 0288
QSO: 14028 CW 2020-03-21 1452 RA3AN         599 MA IQ2CJ         599 0397
QSO:  7033 CW 2020-03-21 1453 RA3AN         599 MA SP2LNW        599 0203
QSO:  7033 CW 2020-03-21 1453 RA3AN         599 MA UW2M          599 0457
QSO:  7034 CW 2020-03-21 1454 RA3AN         599 MA OH3FM         599 0127
QSO:  7034 CW 2020-03-21 1455 RA3AN         599 MA SE5E          599 0271
QSO:  7035 CW 2020-03-21 1456 RA3AN         599 MA 9A3JB         599 0235
QSO:  7035 CW 2020-03-21 1456 RA3AN         599 MA EV1R          599 0232
QSO:  7036 CW 2020-03-21 1456 RA3AN         599 MA OK6Y          599 0091
QSO: 14022 CW 2020-03-21 1457 RA3AN         599 MA DL6DH         599 0080
QSO:  7036 CW 2020-03-21 1457 RA3AN         599 MA UR7MZ         599 0147
QSO: 14021 CW 2020-03-21 1458 RA3AN         599 MA IZ2FLX        599 0094
QSO:  7037 CW 2020-03-21 1458 RA3AN         599 MA PE3T          599 0068
QSO:  7038 CW 2020-03-21 1459 RA3AN         599 MA ON4CT         599 0130
QSO:  7038 CW 2020-03-21 1500 RA3AN         599 MA JH4UTP        599 0200
QSO:  7041 CW 2020-03-21 1501 RA3AN         599 MA LZ3FN         599 0324
QSO: 14018 CW 2020-03-21 1504 RA3AN         599 MA 9A5D          599 0488
QSO: 14018 CW 2020-03-21 1504 RA3AN         599 MA ON6NL         599 0157
QSO:  7037 CW 2020-03-21 1509 RA3AN         599 MA HA2KMR        599 0119
QSO: 14000 CW 2020-03-21 1510 RA3AN         599 MA YT1A          599 0053
QSO:  7035 CW 2020-03-21 1511 RA3AN         599 MA PA3DBS        599 0035
QSO:  7036 CW 2020-03-21 1511 RA3AN         599 MA HA6NL         599 0121
QSO:  7034 CW 2020-03-21 1512 RA3AN         599 MA OM3CW         599 0158
QSO:  7031 CW 2020-03-21 1514 RA3AN         599 MA ZM1A          599 0306
QSO:  7030 CW 2020-03-21 1515 RA3AN         599 MA JA2XYO        599 0108
QSO:  7029 CW 2020-03-21 1516 RA3AN         599 MA UR7QC         599 0168
QSO:  7030 CW 2020-03-21 1516 RA3AN         599 MA T6AA          599 0497
QSO: 14012 CW 2020-03-21 1517 RA3AN         599 MA IZ8VYU        599 0215
QSO:  7028 CW 2020-03-21 1517 RA3AN         599 MA LY4L          599 0271
QSO:  7000 CW 2020-03-21 1518 RA3AN         599 MA OK1DM         599 0034
QSO:  7026 CW 2020-03-21 1518 RA3AN         599 MA HG2DX         599 0054
QSO: 14010 CW 2020-03-21 1519 RA3AN         599 MA GM2V          599 0082
QSO:  7025 CW 2020-03-21 1519 RA3AN         599 MA HA8A          599 0400
QSO: 14010 CW 2020-03-21 1520 RA3AN         599 MA PA8AD         599 0294
QSO:  7023 CW 2020-03-21 1521 RA3AN         599 MA SM0HRP        599 0207
QSO: 14004 CW 2020-03-21 1522 RA3AN         599 MA S53M          599 0407
QSO:  7022 CW 2020-03-21 1522 RA3AN         599 MA PA4O          599 0266
QSO:  7022 CW 2020-03-21 1522 RA3AN         599 MA UT5C          599 0401
QSO:  7020 CW 2020-03-21 1523 RA3AN         599 MA M7K           599 0317
QSO: 14002 CW 2020-03-21 1524 RA3AN         599 MA EA2W          599 0352
QSO:  7018 CW 2020-03-21 1526 RA3AN         599 MA OZ2TF         599 0214
QSO:  7013 CW 2020-03-21 1527 RA3AN         599 MA SP3VT         599 0098
QSO:  7012 CW 2020-03-21 1528 RA3AN         599 MA G4IIY         599 0224
QSO: 14004 CW 2020-03-21 1529 RA3AN         599 MA IZ4DYX        599 0053
QSO:  7009 CW 2020-03-21 1529 RA3AN         599 MA UW4E          599 0323
QSO: 14007 CW 2020-03-21 1531 RA3AN         599 MA K1LZ          599 0387
QSO: 14010 CW 2020-03-21 1531 RA3AN         599 MA K1RM          599 0170
QSO:  7007 CW 2020-03-21 1531 RA3AN         599 MA UW5ZM         599 0349
QSO: 14008 CW 2020-03-21 1532 RA3AN         599 MA KR2AA         599 0106
QSO:  7006 CW 2020-03-21 1533 RA3AN         599 MA LN5O          599 0210
QSO: 14015 CW 2020-03-21 1536 RA3AN         599 MA SV2DSJ        599 0301
QSO: 14017 CW 2020-03-21 1537 RA3AN         599 MA PA1FP         599 0027
QSO: 14018 CW 2020-03-21 1539 RA3AN         599 MA IZ2WTZ        599 0054
QSO:  7014 CW 2020-03-21 1539 RA3AN         599 MA YL7X          599 0332
QSO:  7015 CW 2020-03-21 1540 RA3AN         599 MA SP7JLH        599 0092
QSO:  7016 CW 2020-03-21 1540 RA3AN         599 MA LZ5R          599 0735
QSO:  7028 CW 2020-03-21 1542 RA3AN         599 MA YU7KW         599 0203
QSO:  7025 CW 2020-03-21 1544 RA3AN         599 MA HA3OU         599 0184
QSO: 14026 CW 2020-03-21 1548 RA3AN         599 MA GW4J          599 0108
QSO: 14026 CW 2020-03-21 1550 RA3AN         599 MA EA7Q          599 0149
QSO:  7021 CW 2020-03-21 1550 RA3AN         599 MA UW5Q          599 0058
QSO:  7019 CW 2020-03-21 1551 RA3AN         599 MA SP3PWL        599 0107
QSO:  7021 CW 2020-03-21 1551 RA3AN         599 MA SM0T          599 0179
QSO: 14030 CW 2020-03-21 1552 RA3AN         599 MA EA8KW         599 0084
QSO:  7029 CW 2020-03-21 1553 RA3AN         599 MA HA7UI         599 0166
QSO:  7030 CW 2020-03-21 1553 RA3AN         599 MA S52W          599 0161
QSO:  7032 CW 2020-03-21 1554 RA3AN         599 MA HB7X          599 0316
QSO:  7039 CW 2020-03-21 1604 RA3AN         599 MA UP2L          599 0290
QSO:  7038 CW 2020-03-21 1606 RA3AN         599 MA CR5E          599 0580
QSO:  7038 CW 2020-03-21 1606 RA3AN         599 MA SO3O          599 0082
QSO: 14000 CW 2020-03-21 1608 RA3AN         599 MA IZ8EFD        599 0161
QSO:  7035 CW 2020-03-21 1608 RA3AN         599 MA OL9Z          599 0452
QSO:  7033 CW 2020-03-21 1609 RA3AN         599 MA SP2QG         599 0264
QSO:  7034 CW 2020-03-21 1609 RA3AN         599 MA YO9HP         599 0369
QSO: 14004 CW 2020-03-21 1610 RA3AN         599 MA 4X6FR         599 0500
QSO: 14005 CW 2020-03-21 1610 RA3AN         599 MA MM3N          599 0148
QSO: 14009 CW 2020-03-21 1611 RA3AN         599 MA 4X4DZ         599 0406
QSO:  7030 CW 2020-03-21 1611 RA3AN         599 MA HA8TP         599 0189
QSO: 14016 CW 2020-03-21 1613 RA3AN         599 MA UT5C          599 0490
QSO:  7027 CW 2020-03-21 1615 RA3AN         599 MA DL3DW         599 0178
QSO:  7024 CW 2020-03-21 1616 RA3AN         599 MA OH1TM         599 0229
QSO: 14018 CW 2020-03-21 1617 RA3AN         599 MA HB9DQL        599 0138
QSO: 14019 CW 2020-03-21 1617 RA3AN         599 MA PA5WT         599 0226
QSO:  7024 CW 2020-03-21 1617 RA3AN         599 MA LA8OM         599 0195
QSO: 14025 CW 2020-03-21 1621 RA3AN         599 MA N2MM          599 0007
QSO:  7022 CW 2020-03-21 1621 RA3AN         599 MA 4Z5LY         599 0372
QSO: 14026 CW 2020-03-21 1624 RA3AN         599 MA IK2AOO        599 0146
QSO:  7021 CW 2020-03-21 1624 RA3AN         599 MA HG5D          599 0209
QSO:  7021 CW 2020-03-21 1624 RA3AN         599 MA UR7GO         599 0432
QSO:  7020 CW 2020-03-21 1626 RA3AN         599 MA SP4G          599 0075
QSO:  7012 CW 2020-03-21 1630 RA3AN         599 MA OM3BH         599 0513
QSO:  7013 CW 2020-03-21 1630 RA3AN         599 MA DL0XM         599 0082
QSO:  7014 CW 2020-03-21 1630 RA3AN         599 MA S51YI         599 0393
QSO: 14040 CW 2020-03-21 1631 RA3AN         599 MA F4VSQ         599 0253
QSO:  7011 CW 2020-03-21 1631 RA3AN         599 MA DL0MFL        599 0297
QSO: 14041 CW 2020-03-21 1632 RA3AN         599 MA S51DX         599 0482
QSO:  7010 CW 2020-03-21 1632 RA3AN         599 MA YO4RDW        599 0081
QSO:  7009 CW 2020-03-21 1633 RA3AN         599 MA SN5N          599 0214
QSO:  7005 CW 2020-03-21 1636 RA3AN         599 MA 4U1A          599 0491
QSO:  7003 CW 2020-03-21 1637 RA3AN         599 MA Z35Y          599 0314
QSO: 14050 CW 2020-03-21 1640 RA3AN         599 MA G4IIY         599 0309
QSO: 14051 CW 2020-03-21 1640 RA3AN         599 MA EC4C          599 0071
QSO: 14052 CW 2020-03-21 1641 RA3AN         599 MA 7Z1SJ         599 0299
QSO: 14053 CW 2020-03-21 1642 RA3AN         599 MA ON5JT         599 0166
QSO:  7003 CW 2020-03-21 1642 RA3AN         599 MA SE0X          599 0105
QSO:  7002 CW 2020-03-21 1644 RA3AN         599 MA HG6N          599 0778
QSO: 14061 CW 2020-03-21 1645 RA3AN         599 MA IK2UEX        599 0138
QSO:  7002 CW 2020-03-21 1646 RA3AN         599 MA YU1RA         599 0071
QSO: 14067 CW 2020-03-21 1648 RA3AN         599 MA CX6VM         599 0055
QSO:  7003 CW 2020-03-21 1649 RA3AN         599 MA YR8D          599 0323
QSO: 14057 CW 2020-03-21 1652 RA3AN         599 MA 9H1PI         599 0175
QSO:  7008 CW 2020-03-21 1652 RA3AN         599 MA DJ2QV         599 0348
QSO:  7010 CW 2020-03-21 1653 RA3AN         599 MA GM0ELP        599 0412
QSO:  7013 CW 2020-03-21 1653 RA3AN         599 MA DL6RDE        599 0313
QSO:  7015 CW 2020-03-21 1657 RA3AN         599 MA 9A0BB         599 0452
QSO:  3506 CW 2020-03-21 1659 RA3AN         599 MA US1VM         599 0241
QSO:  7016 CW 2020-03-21 1659 RA3AN         599 MA LY7Z          599 0666
QSO:  3515 CW 2020-03-21 1701 RA3AN         599 MA LY4L          599 0406
QSO:  3519 CW 2020-03-21 1702 RA3AN         599 MA UW5Y          599 0510
QSO:  3520 CW 2020-03-21 1702 RA3AN         599 MA 3Z0X          599 0032
QSO:  3521 CW 2020-03-21 1703 RA3AN         599 MA UR7MZ         599 0314
QSO:  3522 CW 2020-03-21 1703 RA3AN         599 MA OG4A          599 0080
QSO:  3526 CW 2020-03-21 1705 RA3AN         599 MA SE5E          599 0508
QSO:  7017 CW 2020-03-21 1706 RA3AN         599 MA SN5T          599 0241
QSO:  7000 CW 2020-03-21 1707 RA3AN         599 MA YU1EFG        599 0064
QSO:  3533 CW 2020-03-21 1710 RA3AN         599 MA HA3NU         599 0505
QSO:  7020 CW 2020-03-21 1710 RA3AN         599 MA YT1HA         599 0174
QSO:  7021 CW 2020-03-21 1711 RA3AN         599 MA ED5N          599 0654
QSO:  7023 CW 2020-03-21 1713 RA3AN         599 MA DL7CX         599 0171
QSO:  7023 CW 2020-03-21 1713 RA3AN         599 MA SP8R          599 0275
QSO:  3540 CW 2020-03-21 1715 RA3AN         599 MA ES1BH         599 0103
QSO:  3543 CW 2020-03-21 1716 RA3AN         599 MA HG8Z          599 0130
QSO:  3550 CW 2020-03-21 1718 RA3AN         599 MA E79D          599 0064
QSO:  3539 CW 2020-03-21 1719 RA3AN         599 MA OM0WR         599 0115
QSO:  3541 CW 2020-03-21 1719 RA3AN         599 MA S53O          599 0164
QSO:  3536 CW 2020-03-21 1720 RA3AN         599 MA OE8TED        599 0254
QSO:  7028 CW 2020-03-21 1720 RA3AN         599 MA DL6KVA        599 0333
QSO:  3535 CW 2020-03-21 1721 RA3AN         599 MA HA1A          599 0003
