START-OF-LOG: 3.0
CREATED-BY: HMRA public YU DX downloader
CONTEST: YU-DX-CONTEST
CALLSIGN: OK6OK
OPERATORS: OK6OK
CATEGORY: A. (SO-AB CW QRP <= 5 W) (Out of Serbia)
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: QRP
SOAPBOX: Recreated from YU DX public QSO table for 2019.
SOAPBOX: Public Error Summary rows are ignored; QSO rows include adjudication status.
SOAPBOX: Source: https://yudx.yu1srs.org.rs/results?year=2019
SOAPBOX: Published final score: 20720.
QSO:  7000 CW 2019-04-20 0724 OK6OK         599 1          RK3AW         599 32        
QSO:  7000 CW 2019-04-20 0726 OK6OK         599 2          RM6AA         599 24        
QSO:  7000 CW 2019-04-20 0728 OK6OK         599 3          LZ1ND         599 24        
QSO:  7000 CW 2019-04-20 0728 OK6OK         599 4          DK2FG         599 33        
QSO:  7000 CW 2019-04-20 0730 OK6OK         599 5          PA3AAV        599 35        
QSO:  7000 CW 2019-04-20 0733 OK6OK         599 6          LZ2FL         599 26        
QSO:  7000 CW 2019-04-20 0736 OK6OK         599 7          ES9A          599 299       
QSO:  7000 CW 2019-04-20 0739 OK6OK         599 8          IK3UNA        599 37        
QSO:  7000 CW 2019-04-20 0740 OK6OK         599 9          YT5R          599 ZAJ       
QSO:  7000 CW 2019-04-20 0744 OK6OK         599 10         UT5NR         599 14        
QSO:  7000 CW 2019-04-20 0751 OK6OK         599 11         YU1AU         599 BRA       
QSO:  7000 CW 2019-04-20 0753 OK6OK         599 12         E74X          599 40        
QSO:  7000 CW 2019-04-20 0757 OK6OK         599 13         S51DX         599 15        
QSO:  7000 CW 2019-04-20 0804 OK6OK         599 14         ES5G          599 398       
QSO:  7000 CW 2019-04-20 0816 OK6OK         599 15         PB7Z          599 28        
QSO:  7000 CW 2019-04-20 0818 OK6OK         599 16         E77W          599 75        
QSO:  7000 CW 2019-04-20 0822 OK6OK         599 17         YP5A          599 21        
QSO: 14000 CW 2019-04-20 0857 OK6OK         599 18         RK3AW         599 122       
QSO: 14000 CW 2019-04-20 0922 OK6OK         599 19         F5IN          599 118       
QSO: 14000 CW 2019-04-20 0944 OK6OK         599 20         RC9J          599 52        
QSO: 14000 CW 2019-04-20 0955 OK6OK         599 21         M3I           599 37        
QSO: 14000 CW 2019-04-20 1051 OK6OK         599 22         UA4S          599 21        
QSO: 14000 CW 2019-04-20 1125 OK6OK         599 23         M0VKY         599 27        
QSO:  7000 CW 2019-04-20 1145 OK6OK         599 24         YT3E          599 ZAJ       
QSO:  7000 CW 2019-04-20 1225 OK6OK         599 25         DL0WW         599 76        
QSO: 14000 CW 2019-04-20 1312 OK6OK         599 26         MM3N          599 49        
QSO:  7000 CW 2019-04-20 1327 OK6OK         599 27         EU8U          599 216       
QSO:  7000 CW 2019-04-20 1410 OK6OK         599 28         YU1LA         599 BGD       
QSO:  7000 CW 2019-04-20 1419 OK6OK         599 29         LZ1RW         599 58        
QSO:  7000 CW 2019-04-20 1435 OK6OK         599 30         YO9FYP        599 21        
QSO:  7000 CW 2019-04-20 1439 OK6OK         599 31         RA4AR         599 10        
QSO:  7000 CW 2019-04-20 1439 OK6OK         599 32         LZ3R          599 139       
QSO:  7000 CW 2019-04-20 1441 OK6OK         599 33         PA5N          599 16        
QSO:  7000 CW 2019-04-20 1444 OK6OK         599 34         YU5T          599 JAB       
QSO:  7000 CW 2019-04-20 1503 OK6OK         599 35         DF8AE         599 6         
QSO:  7000 CW 2019-04-20 1507 OK6OK         599 36         IV3AZV        599 26        
QSO:  7000 CW 2019-04-20 1511 OK6OK         599 37         YU1A          599 BGD       
QSO:  7000 CW 2019-04-20 1512 OK6OK         599 38         UA4S          599 145       
QSO:  7000 CW 2019-04-20 1516 OK6OK         599 39         SV1JG         599 124       
QSO:  7000 CW 2019-04-20 1521 OK6OK         599 40         EU8F          599 29        
QSO:  7000 CW 2019-04-20 1522 OK6OK         599 41         OK2MBP        599 85        
QSO:  7000 CW 2019-04-20 1525 OK6OK         599 42         YU5M          599 MOR       
QSO:  7000 CW 2019-04-20 1528 OK6OK         599 43         YO6FGZ        599 19        
QSO:  7000 CW 2019-04-20 1533 OK6OK         599 44         LZ1VQ         599 15        
QSO:  7000 CW 2019-04-20 1540 OK6OK         599 45         UR7MZ         599 37        
QSO:  7000 CW 2019-04-20 1542 OK6OK         599 46         SE4E          599 123       
QSO:  7000 CW 2019-04-20 1549 OK6OK         599 47         YL3GQ         599 67        
