START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, low power, assisted
CONTEST: FD CW
SPECIFIC: S41
CREATED-BY: Win-Test 4.27.0, modified by DXHF upload.
CALLSIGN: DL0XM/P
CLAIMED-SCORE: 803700
OPERATORS: DG0LFG DL1LRM DL4WG DL5LYM DL5WS DL9WVM DO7OH
CLUB: Bavarian Contest Club
QSO: 14014 CW 2018-06-02 1500 DL0XM/P       599 0001   UW1GZ         599 001
QSO: 14015 CW 2018-06-02 1501 DL0XM/P       599 0002   R3LA          599 004
QSO: 14012 CW 2018-06-02 1501 DL0XM/P       599 0003   R38M/P        599 003
QSO: 14016 CW 2018-06-02 1502 DL0XM/P       599 0004   RT9A          599 006
QSO: 14017 CW 2018-06-02 1504 DL0XM/P       599 0005   EK0W/P        599 005
QSO: 21006 CW 2018-06-02 1506 DL0XM/P       599 0006   HZ1FI/P       599 008
QSO: 21012 CW 2018-06-02 1508 DL0XM/P       599 0007   LZ2KSB/P      599 019
QSO: 21018 CW 2018-06-02 1509 DL0XM/P       599 0008   IK7MIY        599 028
QSO: 21018 CW 2018-06-02 1510 DL0XM/P       599 0009   G0FBB/P       599 010
QSO: 21018 CW 2018-06-02 1513 DL0XM/P       599 0010   DR7B/P        599 002
QSO: 21018 CW 2018-06-02 1515 DL0XM/P       599 0011   R7AO/P        599 007
QSO: 21018 CW 2018-06-02 1515 DL0XM/P       599 0012   G3ULT/P       599 006
QSO: 21018 CW 2018-06-02 1517 DL0XM/P       599 0013   G4FNL/P       599 012
QSO: 21014 CW 2018-06-02 1519 DL0XM/P       599 0014   IT9CKA        599 013
QSO: 21017 CW 2018-06-02 1522 DL0XM/P       599 0015   AO18FWC       599 000
QSO: 21024 CW 2018-06-02 1524 DL0XM/P       599 0016   G4BCA         599 005
QSO: 21024 CW 2018-06-02 1525 DL0XM/P       599 0017   LZ7R          599 007
QSO: 21024 CW 2018-06-02 1525 DL0XM/P       599 0018   DM7A/P        599 013
QSO: 21024 CW 2018-06-02 1526 DL0XM/P       599 0019   GU4CHY        599 006
QSO: 21024 CW 2018-06-02 1527 DL0XM/P       599 0020   RA6DT         599 003
QSO: 21024 CW 2018-06-02 1527 DL0XM/P       599 0021   G9F           599 021
QSO: 21024 CW 2018-06-02 1528 DL0XM/P       599 0022   RA7RA/P       599 004
QSO: 21024 CW 2018-06-02 1530 DL0XM/P       599 0023   G3L           599 019
QSO: 21024 CW 2018-06-02 1531 DL0XM/P       599 0024   DL9CW         599 003
QSO: 14037 CW 2018-06-02 1536 DL0XM/P       599 0025   R1AT/M        599 008
QSO: 14037 CW 2018-06-02 1537 DL0XM/P       599 0026   UA1AJ         599 015
QSO: 14037 CW 2018-06-02 1537 DL0XM/P       599 0027   UC5D/P        599 014
QSO: 14037 CW 2018-06-02 1538 DL0XM/P       599 0028   G0UJA         599 004
QSO: 14037 CW 2018-06-02 1539 DL0XM/P       599 0029   R3QA          599 037
QSO: 14037 CW 2018-06-02 1539 DL0XM/P       599 0030   UA3QPA        599 023
QSO: 14037 CW 2018-06-02 1540 DL0XM/P       599 0031   R9PA/P        599 039
QSO: 14037 CW 2018-06-02 1542 DL0XM/P       599 0032   KC1XX         599 037
QSO: 14037 CW 2018-06-02 1543 DL0XM/P       599 0033   RA3AN         599 051
QSO: 14037 CW 2018-06-02 1543 DL0XM/P       599 0034   RA0LQ/MM      599 030
QSO: 14037 CW 2018-06-02 1544 DL0XM/P       599 0035   G9F           599 035
QSO: 14037 CW 2018-06-02 1545 DL0XM/P       599 0036   GM4FYH/P      599 003
QSO: 14037 CW 2018-06-02 1545 DL0XM/P       599 0037   ON4MNS/P      599 018
QSO: 14037 CW 2018-06-02 1546 DL0XM/P       599 0038   G7TWC         599 014
QSO: 14037 CW 2018-06-02 1546 DL0XM/P       599 0039   G4ARN/P       599 050
QSO: 14037 CW 2018-06-02 1546 DL0XM/P       599 0040   G4YBU         599 012
QSO: 14037 CW 2018-06-02 1547 DL0XM/P       599 0041   DL9CW         599 007
QSO: 14037 CW 2018-06-02 1547 DL0XM/P       599 0042   F6DZS         599 007
QSO: 14005 CW 2018-06-02 1549 DL0XM/P       599 0043   SM9A/P        599 027
QSO: 14046 CW 2018-06-02 1549 DL0XM/P       599 0044   UA9LDD/P      599 023
QSO: 14011 CW 2018-06-02 1550 DL0XM/P       599 0045   R5RT/P        599 014
QSO: 14014 CW 2018-06-02 1551 DL0XM/P       599 0046   RK3AW/P       599 064
QSO: 14015 CW 2018-06-02 1551 DL0XM/P       599 0047   R38U/P        599 063
QSO: 14015 CW 2018-06-02 1552 DL0XM/P       599 0048   G4EKT/P       599 043
QSO: 14018 CW 2018-06-02 1553 DL0XM/P       599 0049   LZ2AU/P       599 039
QSO: 14041 CW 2018-06-02 1553 DL0XM/P       599 0050   OG0C/P        599 040
QSO: 14040 CW 2018-06-02 1554 DL0XM/P       599 0051   S53Q/P        599 038
QSO: 14012 CW 2018-06-02 1555 DL0XM/P       599 0052   UN8PT         599 027
QSO: 14026 CW 2018-06-02 1555 DL0XM/P       599 0053   HG8C          599 090
QSO: 14036 CW 2018-06-02 1556 DL0XM/P       599 0054   EU8U          599 065
QSO: 14026 CW 2018-06-02 1558 DL0XM/P       599 0055   UN9L          599 056
QSO: 14015 CW 2018-06-02 1559 DL0XM/P       599 0056   RN9T          599 081
QSO: 14003 CW 2018-06-02 1559 DL0XM/P       599 0057   RX9SN/P       599 054
QSO: 14052 CW 2018-06-02 1600 DL0XM/P       599 0058   RT9S/P        599 087
QSO: 14008 CW 2018-06-02 1600 DL0XM/P       599 0059   UX1UX/P       599 077
QSO: 14019 CW 2018-06-02 1601 DL0XM/P       599 0060   DR7B/P        599 039
QSO: 14035 CW 2018-06-02 1602 DL0XM/P       599 0061   ER3R/P        599 082
QSO: 14006 CW 2018-06-02 1602 DL0XM/P       599 0062   P3N           599 093
QSO: 14042 CW 2018-06-02 1603 DL0XM/P       599 0063   EA4FL/P       599 058
QSO: 14021 CW 2018-06-02 1604 DL0XM/P       599 0064   IZ4OSH        599 040
QSO: 14007 CW 2018-06-02 1606 DL0XM/P       599 0065   R38D/P        599 030
QSO: 28018 CW 2018-06-02 1607 DL0XM/P       599 0066   SW8WW         599 077
QSO: 28016 CW 2018-06-02 1608 DL0XM/P       599 0067   G5O/P         599 087
QSO: 28019 CW 2018-06-02 1609 DL0XM/P       599 0068   LZ1ND         599 079
QSO: 28020 CW 2018-06-02 1612 DL0XM/P       599 0069   OK1OPT/P      599 019
QSO: 28024 CW 2018-06-02 1614 DL0XM/P       599 0070   HZ1FI/P       599 089
QSO: 28015 CW 2018-06-02 1615 DL0XM/P       599 0071   SV5/DL3DRN    599 017
QSO: 28022 CW 2018-06-02 1617 DL0XM/P       599 0072   LZ2AU/P       599 056
QSO:  7001 CW 2018-06-02 1622 DL0XM/P       599 0073   4U1A          599 000
QSO: 21014 CW 2018-06-02 1623 DL0XM/P       599 0074   GM2MP/P       599 120
QSO: 21011 CW 2018-06-02 1625 DL0XM/P       599 0075   RT9A          599 145
QSO: 21009 CW 2018-06-02 1626 DL0XM/P       599 0076   KC1XX         599 074
QSO: 21033 CW 2018-06-02 1628 DL0XM/P       599 0077   YU5R          599 111
QSO: 21018 CW 2018-06-02 1630 DL0XM/P       599 0078   UT4U          599 114
QSO: 14018 CW 2018-06-02 1633 DL0XM/P       599 0079   GI5I/P        599 042
QSO: 14010 CW 2018-06-02 1635 DL0XM/P       599 0080   PA3EZC/P      599 115
QSO: 14013 CW 2018-06-02 1636 DL0XM/P       599 0081   M0B           599 043
QSO: 14018 CW 2018-06-02 1637 DL0XM/P       599 0082   G3UES/P       599 103
QSO: 28025 CW 2018-06-02 1638 DL0XM/P       599 0083   DR7B/P        599 060
QSO: 28015 CW 2018-06-02 1639 DL0XM/P       599 0084   R9LM          599 003
QSO: 28017 CW 2018-06-02 1639 DL0XM/P       599 0085   GM2MP/P       599 141
QSO: 21016 CW 2018-06-02 1644 DL0XM/P       599 0086   M3I/P         599 074
QSO: 21016 CW 2018-06-02 1647 DL0XM/P       599 0087   GM0ADX/P      599 069
QSO: 21021 CW 2018-06-02 1649 DL0XM/P       599 0088   GW4J/P        599 105
QSO: 21027 CW 2018-06-02 1650 DL0XM/P       599 0089   G2DX/P        599 071
QSO: 21027 CW 2018-06-02 1651 DL0XM/P       599 0090   G4C/P         599 084
QSO: 21027 CW 2018-06-02 1652 DL0XM/P       599 0091   EI/W5GN       599 014
QSO: 21027 CW 2018-06-02 1652 DL0XM/P       599 0092   G5O/P         599 155
QSO: 21027 CW 2018-06-02 1653 DL0XM/P       599 0093   RM2D          599 073
QSO: 21027 CW 2018-06-02 1653 DL0XM/P       599 0094   DO4DXA        599 031
QSO: 21027 CW 2018-06-02 1654 DL0XM/P       599 0095   Z35M/P        599 014
QSO: 21027 CW 2018-06-02 1655 DL0XM/P       599 0096   MM3JFM        599 016
QSO: 21027 CW 2018-06-02 1657 DL0XM/P       599 0097   G7PVZ/P       599 002
QSO: 14018 CW 2018-06-02 1702 DL0XM/P       599 0098   UA1ZZ         599 049
QSO: 14018 CW 2018-06-02 1703 DL0XM/P       599 0099   RN4SS         599 075
QSO: 14018 CW 2018-06-02 1703 DL0XM/P       599 0100   OH3GZ         599 036
QSO: 14018 CW 2018-06-02 1704 DL0XM/P       599 0101   RA4HBS        599 053
QSO: 14016 CW 2018-06-02 1706 DL0XM/P       599 0102   UA2FL         599 128
QSO: 14022 CW 2018-06-02 1707 DL0XM/P       599 0103   R7KZA/P       599 056
QSO: 14014 CW 2018-06-02 1708 DL0XM/P       599 0104   R38W/P        599 227
QSO: 21013 CW 2018-06-02 1709 DL0XM/P       599 0105   SM9A/P        599 133
QSO: 21010 CW 2018-06-02 1709 DL0XM/P       599 0106   R38U/P        599 213
QSO: 21014 CW 2018-06-02 1710 DL0XM/P       599 0107   G5XV/P        599 128
QSO: 21021 CW 2018-06-02 1710 DL0XM/P       599 0108   LZ2AU/P       599 098
QSO: 21020 CW 2018-06-02 1711 DL0XM/P       599 0109   TM7Q          599 148
QSO: 21040 CW 2018-06-02 1713 DL0XM/P       599 0110   EW1TO         599 031
QSO: 21009 CW 2018-06-02 1713 DL0XM/P       599 0111   P3N           599 141
