START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD CW
CREATED-BY: Win-Test 4.27.0, modified by DXHF upload.
CALLSIGN: G4IRN/P
CLAIMED-SCORE: 628422
OPERATORS: G2NF G3WPH G4ERW G4IRN
QSO: 14032 CW 2018-06-02 1500 G4IRN/P       599 0001   RX9SN/P       599 001
QSO: 14031 CW 2018-06-02 1501 G4IRN/P       599 0002   R5DC/P        599 004
QSO: 14016 CW 2018-06-02 1502 G4IRN/P       599 0003   RT9A          599 004
QSO: 14015 CW 2018-06-02 1503 G4IRN/P       599 0004   EW5C/P        599 003
QSO: 14014 CW 2018-06-02 1504 G4IRN/P       599 0005   G2DX/P        599 003
QSO: 14033 CW 2018-06-02 1505 G4IRN/P       599 0006   DL8MAS/P      599 004
QSO: 14013 CW 2018-06-02 1506 G4IRN/P       599 0007   UW1GZ         599 017
QSO: 14013 CW 2018-06-02 1507 G4IRN/P       599 0008   SN5O/P        599 004
QSO: 14003 CW 2018-06-02 1509 G4IRN/P       599 0009   DF0TX/P       599 011
QSO: 14019 CW 2018-06-02 1509 G4IRN/P       599 0010   P3N           599 015
QSO: 14029 CW 2018-06-02 1510 G4IRN/P       599 0011   DL0HN/P       599 015
QSO: 14035 CW 2018-06-02 1511 G4IRN/P       599 0012   RK9AX         599 020
QSO: 14036 CW 2018-06-02 1519 G4IRN/P       599 0013   S50BCC/P      599 029
QSO: 14035 CW 2018-06-02 1519 G4IRN/P       599 0014   OG0C/P        599 020
QSO: 14028 CW 2018-06-02 1520 G4IRN/P       599 0015   AA2A          599 017
QSO: 14037 CW 2018-06-02 1521 G4IRN/P       599 0016   R3QA          599 020
QSO: 14030 CW 2018-06-02 1522 G4IRN/P       599 0017   DL4A/P        599 032
QSO: 14018 CW 2018-06-02 1523 G4IRN/P       599 0018   G3UES/P       599 022
QSO: 14011 CW 2018-06-02 1524 G4IRN/P       599 0019   YL5X          599 032
QSO: 14012 CW 2018-06-02 1524 G4IRN/P       599 0020   YU5R          599 023
QSO: 14004 CW 2018-06-02 1526 G4IRN/P       599 0021   RC6A          599 035
QSO: 14021 CW 2018-06-02 1528 G4IRN/P       599 0022   UA2FL         599 022
QSO: 28019 CW 2018-06-02 1536 G4IRN/P       599 0023   DK0ED/P       599 026
QSO: 28021 CW 2018-06-02 1538 G4IRN/P       599 0024   DM7A/P        599 023
QSO: 21005 CW 2018-06-02 1546 G4IRN/P       599 0025   HZ1FI/P       599 060
QSO: 21010 CW 2018-06-02 1547 G4IRN/P       599 0026   P3N           599 081
QSO: 21007 CW 2018-06-02 1549 G4IRN/P       599 0027   LZ2KSB/P      599 097
QSO: 21019 CW 2018-06-02 1549 G4IRN/P       599 0028   UW1GZ         599 090
QSO: 21024 CW 2018-06-02 1549 G4IRN/P       599 0029   YP5A          599 051
QSO: 21026 CW 2018-06-02 1551 G4IRN/P       599 0030   DL0MW/P       599 047
QSO: 21020 CW 2018-06-02 1551 G4IRN/P       599 0031   DM7A/P        599 031
QSO: 21029 CW 2018-06-02 1552 G4IRN/P       599 0032   RK9AX         599 107
QSO: 21034 CW 2018-06-02 1552 G4IRN/P       599 0033   DK0V/P        599 040
QSO: 21029 CW 2018-06-02 1554 G4IRN/P       599 0034   9A5Y          599 003
QSO: 21029 CW 2018-06-02 1556 G4IRN/P       599 0035   UA9CDC/P      599 083
QSO: 21029 CW 2018-06-02 1556 G4IRN/P       599 0036   DL7AU         599 012
QSO: 21029 CW 2018-06-02 1557 G4IRN/P       599 0037   DR3XX/P       599 033
QSO: 21029 CW 2018-06-02 1558 G4IRN/P       599 0038   YU5R          599 070
QSO: 21016 CW 2018-06-02 1600 G4IRN/P       599 0039   R9AE          599 040
QSO: 21018 CW 2018-06-02 1600 G4IRN/P       599 0040   UT4U          599 074
QSO: 21009 CW 2018-06-02 1603 G4IRN/P       599 0041   AO18FWC       599 000
QSO: 21017 CW 2018-06-02 1604 G4IRN/P       599 0042   DL8MAS/P      599 056
QSO: 21022 CW 2018-06-02 1605 G4IRN/P       599 0043   LZ7R          599 065
QSO: 21031 CW 2018-06-02 1606 G4IRN/P       599 0044   DL9W/P        599 052
QSO: 21014 CW 2018-06-02 1610 G4IRN/P       599 0045   RC6U          599 097
QSO: 21014 CW 2018-06-02 1610 G4IRN/P       599 0046   IZ4JMA        599 029
QSO: 21025 CW 2018-06-02 1613 G4IRN/P       599 0047   EA5IHK        599 032
QSO: 21015 CW 2018-06-02 1617 G4IRN/P       599 0048   SN50/P        599 117
QSO: 21013 CW 2018-06-02 1619 G4IRN/P       599 0049   R38N/P        599 059
QSO: 21019 CW 2018-06-02 1623 G4IRN/P       599 0050   DL0SWN/P      599 010
QSO: 21019 CW 2018-06-02 1624 G4IRN/P       599 0051   DL0PDM/P      599 024
QSO: 21019 CW 2018-06-02 1624 G4IRN/P       599 0052   DL0LA/P       599 097
QSO: 21020 CW 2018-06-02 1625 G4IRN/P       599 0053   HG8C          599 119
QSO: 21011 CW 2018-06-02 1627 G4IRN/P       599 0054   RT9A          599 151
QSO: 21023 CW 2018-06-02 1629 G4IRN/P       599 0055   UB8QAA        599 029
QSO: 21023 CW 2018-06-02 1629 G4IRN/P       599 0056   YO9AGI        599 065
QSO: 21023 CW 2018-06-02 1630 G4IRN/P       599 0057   DK0N/P        599 030
QSO: 21025 CW 2018-06-02 1633 G4IRN/P       599 0058   IK2UJF        599 028
QSO: 21025 CW 2018-06-02 1634 G4IRN/P       599 0059   DL0FA/P       599 060
QSO: 21025 CW 2018-06-02 1635 G4IRN/P       599 0060   G4FNL/P       599 125
QSO: 21025 CW 2018-06-02 1636 G4IRN/P       599 0061   DL0GT/P       599 033
QSO: 21038 CW 2018-06-02 1638 G4IRN/P       599 0062   EW1TO         599 010
QSO: 21026 CW 2018-06-02 1639 G4IRN/P       599 0063   IT9CKA        599 058
QSO: 21026 CW 2018-06-02 1640 G4IRN/P       599 0064   S50BCC/P      599 160
QSO: 21022 CW 2018-06-02 1641 G4IRN/P       599 0065   DL0FU/P       599 118
QSO: 21015 CW 2018-06-02 1642 G4IRN/P       599 0066   HB9DND/P      599 052
QSO: 21019 CW 2018-06-02 1643 G4IRN/P       599 0067   RN9T          599 139
QSO: 21014 CW 2018-06-02 1644 G4IRN/P       599 0068   DL1NKS        599 058
QSO: 21014 CW 2018-06-02 1644 G4IRN/P       599 0069   EW8OM         599 071
QSO: 14021 CW 2018-06-02 1647 G4IRN/P       599 0070   W2RZ          599 002
QSO: 14021 CW 2018-06-02 1648 G4IRN/P       599 0071   K3UL          599 047
QSO: 14021 CW 2018-06-02 1648 G4IRN/P       599 0072   UR0HQ         599 057
QSO: 14021 CW 2018-06-02 1650 G4IRN/P       599 0073   RC6R          599 020
QSO: 14021 CW 2018-06-02 1650 G4IRN/P       599 0074   HB9DDE        599 027
QSO: 14021 CW 2018-06-02 1651 G4IRN/P       599 0075   DL9ZOG        599 020
QSO: 14021 CW 2018-06-02 1651 G4IRN/P       599 0076   DK4CU/P       599 018
QSO: 14021 CW 2018-06-02 1652 G4IRN/P       599 0077   OE1TKW        599 022
