START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD CW
SPECIFIC: E34
CALLSIGN: DK0IU/P
CLAIMED-SCORE: 416808
CREATED-BY: UcxLog 7.41, modified by DXHF upload.
OPERATORS: DJ6TK, DG3HAN, DK9HE
CLUB: DARC
QSO: 14000 CW 2018-06-02 1500 DK0IU/P       599 001    RT9A          599 001
QSO: 14000 CW 2018-06-02 1506 DK0IU/P       599 002    EK0W/P        599 006
QSO: 14000 CW 2018-06-02 1514 DK0IU/P       599 003    G0IVR/P       599 010
QSO: 14000 CW 2018-06-02 1516 DK0IU/P       599 004    P3N           599 028
QSO: 14000 CW 2018-06-02 1518 DK0IU/P       599 005    M3I/P         599 011
QSO: 14000 CW 2018-06-02 1519 DK0IU/P       599 006    GM2MP/P       599 020
QSO: 14000 CW 2018-06-02 1520 DK0IU/P       599 007    RM4W          599 029
QSO: 14000 CW 2018-06-02 1521 DK0IU/P       599 008    RC7A/P        599 041
QSO: 14000 CW 2018-06-02 1523 DK0IU/P       599 009    SW8WW         599 024
QSO: 14000 CW 2018-06-02 1524 DK0IU/P       599 010    GW4J/P        599 016
QSO: 14000 CW 2018-06-02 1526 DK0IU/P       599 011    F5IN          599 029
QSO: 14000 CW 2018-06-02 1528 DK0IU/P       599 012    RC6U          599 039
QSO: 14000 CW 2018-06-02 1530 DK0IU/P       599 013    UA4FER        599 028
QSO: 14000 CW 2018-06-02 1530 DK0IU/P       599 014    RT3T          599 039
QSO: 14000 CW 2018-06-02 1531 DK0IU/P       599 015    RA0LQ/MM      599 019
QSO: 14000 CW 2018-06-02 1532 DK0IU/P       599 016    G5P/P         599 044
QSO: 14000 CW 2018-06-02 1532 DK0IU/P       599 017    M0B           599 010
QSO: 14000 CW 2018-06-02 1532 DK0IU/P       599 018    RA3AN         599 037
QSO: 14000 CW 2018-06-02 1534 DK0IU/P       599 019    S52LX/P       599 024
QSO: 14000 CW 2018-06-02 1534 DK0IU/P       599 020    I0ZUT         599 003
QSO: 14000 CW 2018-06-02 1535 DK0IU/P       599 021    F6DZS         599 002
QSO: 14000 CW 2018-06-02 1535 DK0IU/P       599 022    EW5C/P        599 038
QSO: 14000 CW 2018-06-02 1536 DK0IU/P       599 023    RA3NC         599 038
QSO: 14000 CW 2018-06-02 1537 DK0IU/P       599 024    R1QE          599 023
QSO: 14000 CW 2018-06-02 1538 DK0IU/P       599 025    G9F           599 029
QSO: 14000 CW 2018-06-02 1539 DK0IU/P       599 026    S57KM         599 027
QSO: 14000 CW 2018-06-02 1539 DK0IU/P       599 027    G8FC/P        599 009
QSO: 14000 CW 2018-06-02 1540 DK0IU/P       599 028    R3LA          599 072
QSO: 14000 CW 2018-06-02 1541 DK0IU/P       599 029    G3TBK         599 046
QSO: 14000 CW 2018-06-02 1542 DK0IU/P       599 030    G3SAD/P       599 018
QSO: 14000 CW 2018-06-02 1542 DK0IU/P       599 031    G3ULT/P       599 014
QSO: 14000 CW 2018-06-02 1542 DK0IU/P       599 032    HB9IRF/P      599 005
QSO: 14000 CW 2018-06-02 1544 DK0IU/P       599 033    G0FBB/P       599 048
QSO: 14000 CW 2018-06-02 1546 DK0IU/P       599 034    GM3BSQ/P      599 053
QSO: 14000 CW 2018-06-02 1546 DK0IU/P       599 035    R5RT/P        599 098
QSO: 14000 CW 2018-06-02 1549 DK0IU/P       599 036    HB9FG/P       599 023
QSO: 14000 CW 2018-06-02 1550 DK0IU/P       599 037    UT4U          599 062
QSO: 14000 CW 2018-06-02 1551 DK0IU/P       599 038    RN9T          599 089
QSO: 14000 CW 2018-06-02 1553 DK0IU/P       599 039    G3UES/P       599 066
QSO: 14000 CW 2018-06-02 1555 DK0IU/P       599 040    RW9DX         599 075
QSO: 14000 CW 2018-06-02 1557 DK0IU/P       599 041    G4FNL/P       599 075
QSO: 14000 CW 2018-06-02 1558 DK0IU/P       599 042    DL1HBT/P      599 049
QSO: 14000 CW 2018-06-02 1559 DK0IU/P       599 043    HG8C          599 095
QSO: 14000 CW 2018-06-02 1600 DK0IU/P       599 044    RA1TU         599 038
QSO: 14000 CW 2018-06-02 1600 DK0IU/P       599 045    G5X/P         599 061
QSO: 14000 CW 2018-06-02 1601 DK0IU/P       599 046    F6HKA         599 041
QSO: 14000 CW 2018-06-02 1603 DK0IU/P       599 047    R5DC/P        599 102
