START-OF-LOG: 3.0
CONTEST: SAC-SSB
CALLSIGN: R4DI
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CLAIMED-SCORE: 9800
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: NONE
CATEGORY-MODE: SSB
NAME: Ivliev Dmitriy Vladimirovich
SOAPBOX: thanks for a nice contest! i will be back next year.
QSO:  7128 PH 2021-10-09 1721 R4DI          59       1 SG0M          59     268 0
QSO:  7158 PH 2021-10-09 1726 R4DI          59       2 SI9YL         59     301 0
QSO:  7166 PH 2021-10-09 1727 R4DI          59       3 OH0V          59     723 0
QSO:  7183 PH 2021-10-09 1730 R4DI          59       4 OF1RX         59     155 0
QSO:  7147 PH 2021-10-09 1735 R4DI          59       5 SE0X          59     343 0
QSO:  7142 PH 2021-10-09 1737 R4DI          59       6 LA7AK         59     234 0
QSO:  7133 PH 2021-10-09 1738 R4DI          59       7 SG0X          59     448 0
QSO:  7152 PH 2021-10-09 1746 R4DI          59       8 SC3A          59     428 0
QSO:  7174 PH 2021-10-09 1749 R4DI          59       9 SM2U          59     379 0
QSO:  7178 PH 2021-10-09 1751 R4DI          59      10 OG5A          59     577 0
QSO:  7172 PH 2021-10-09 1754 R4DI          59      11 OH6DX         59     582 0
QSO:  7170 PH 2021-10-09 1800 R4DI          59      12 OH2OA         59     379 0
QSO:  7181 PH 2021-10-09 1804 R4DI          59      13 SB7S          59     254 0
QSO:  7191 PH 2021-10-09 1806 R4DI          59      14 LN1B          59     354 0
QSO:  7149 PH 2021-10-09 1808 R4DI          59      15 OH2BAH        59     464 0
QSO:  7140 PH 2021-10-09 1809 R4DI          59      16 OF1F          59     655 0
QSO:  3767 PH 2021-10-09 1820 R4DI          59      17 OF100SRAL     59     327 0
QSO:  3782 PH 2021-10-09 1821 R4DI          59      18 OF9W          59     522 0
QSO:  3789 PH 2021-10-09 1823 R4DI          59      19 LN8W          59      91 0
QSO:  7145 PH 2021-10-09 1833 R4DI          59      20 OI3V          59     376 0
QSO:  7176 PH 2021-10-09 1851 R4DI          59      21 SK4AO         59     310 0
QSO:  7189 PH 2021-10-09 1852 R4DI          59      22 OG7A          59     391 0
QSO:  3737 PH 2021-10-09 1917 R4DI          59      23 OF2R          59     684 0
QSO:  3721 PH 2021-10-09 1919 R4DI          59      24 OH0V          59     955 0
QSO:  3705 PH 2021-10-09 1920 R4DI          59      25 OH2OA         59     452 0
QSO:  3722 PH 2021-10-09 1921 R4DI          59      26 LA7AK         59     218 0
QSO:  3725 PH 2021-10-09 1923 R4DI          59      27 OH6OS         59     396 0
