START-OF-LOG: 3.0
CONTEST: SAC-SSB
CALLSIGN: SB7S
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
OPERATORS: SB7S
CLAIMED-SCORE: 119700
CATEGORY-OVERLAY: WIRE-ONLY
CATEGORY-MODE: SSB
NAME: Örjan Johansson
QSO: 14184 PH 2021-10-09 1204 SB7S          59       1 RA3Y          59       5 0
QSO: 14184 PH 2021-10-09 1205 SB7S          59       2 HA3DX         59       7 0
QSO: 21232 PH 2021-10-09 1210 SB7S          59       3 IT9OPR        59      12 0
QSO: 21232 PH 2021-10-09 1210 SB7S          59       4 PY2KKY        59      10 0
QSO: 21232 PH 2021-10-09 1211 SB7S          59       5 ON3GEO        59       1 0
QSO: 21232 PH 2021-10-09 1211 SB7S          59       6 PY2ZEA        59      10 0
QSO: 21232 PH 2021-10-09 1215 SB7S          59       7 5B4AHN        59       1 0
QSO: 21232 PH 2021-10-09 1218 SB7S          59       8 UN6LN         59      14 0
QSO: 14137 PH 2021-10-09 1224 SB7S          59       9 F6HHR         59       7 0
QSO: 14137 PH 2021-10-09 1225 SB7S          59      10 IK7RVY        59      18 0
QSO: 14143 PH 2021-10-09 1239 SB7S          59      11 IZ5TJX        59       1 0
QSO: 14143 PH 2021-10-09 1240 SB7S          59      12 IN3HUY        59       7 0
QSO: 14143 PH 2021-10-09 1242 SB7S          59      13 LZ1RW         59      33 0
QSO: 14143 PH 2021-10-09 1243 SB7S          59      14 E70AW         59      18 0
QSO: 14143 PH 2021-10-09 1244 SB7S          59      15 ON5GM         59      34 0
QSO: 14143 PH 2021-10-09 1245 SB7S          59      16 F5AAR         59       9 0
QSO: 14143 PH 2021-10-09 1246 SB7S          59      17 F1JGJ         59      17 0
QSO: 14143 PH 2021-10-09 1247 SB7S          59      18 G0ATG         59       2 0
QSO: 14143 PH 2021-10-09 1247 SB7S          59      19 S57F          59       7 0
QSO: 14143 PH 2021-10-09 1247 SB7S          59      20 UP5B          59      26 0
QSO: 14143 PH 2021-10-09 1248 SB7S          59      21 YO8RZJ        59      23 0
QSO: 14143 PH 2021-10-09 1248 SB7S          59      22 LZ6DX         59      23 0
QSO: 14143 PH 2021-10-09 1250 SB7S          59      23 IV3KKW        59      22 0
QSO: 14143 PH 2021-10-09 1251 SB7S          59      24 GW4BKG        59      10 0
QSO: 14143 PH 2021-10-09 1252 SB7S          59      25 RL4A          59      13 0
QSO: 14143 PH 2021-10-09 1252 SB7S          59      26 IZ8GNR        59      55 0
QSO: 14143 PH 2021-10-09 1253 SB7S          59      27 F1GRH         59       5 0
