START-OF-LOG: 3.0
CONTEST: SAC-SSB
CALLSIGN: SK0QO
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
OPERATORS: SM0DCD SM0BYO SM0NUE SM0DSF SA0SOA
CLUB: SK0QO
CLAIMED-SCORE: 119944
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: NONE
CATEGORY-MODE: SSB
NAME: Sodertorns Radioamatorer
QSO: 21279 PH 2021-10-09 1204 SK0QO         59       1 YP0C          59       2 0
QSO: 21212 PH 2021-10-09 1208 SK0QO         59       2 YB1DMK        59       4 0
QSO: 14195 PH 2021-10-09 1211 SK0QO         59       3 LZ1RW         59       8 0
QSO: 14195 PH 2021-10-09 1215 SK0QO         59       4 HA8QB         59      10 0
QSO: 21336 PH 2021-10-09 1216 SK0QO         59       5 5B4WN         59      19 0
QSO: 21322 PH 2021-10-09 1219 SK0QO         59       6 EA8DED        59      20 0
QSO: 21238 PH 2021-10-09 1221 SK0QO         59       7 PV2K          59      19 0
QSO: 14160 PH 2021-10-09 1235 SK0QO         59       8 LZ6E          59      36 0
QSO: 14160 PH 2021-10-09 1238 SK0QO         59       9 ON4BHQ        59      36 0
QSO: 14160 PH 2021-10-09 1239 SK0QO         59      10 IQ0HV         59      32 0
QSO: 14160 PH 2021-10-09 1241 SK0QO         59      11 UW7EF         59      16 0
QSO: 14160 PH 2021-10-09 1249 SK0QO         59      12 RA3DGH        59      15 0
QSO: 14160 PH 2021-10-09 1254 SK0QO         59      13 UR4QFP        59      33 0
QSO: 14160 PH 2021-10-09 1257 SK0QO         59      14 F6HJO         59      26 0
QSO: 14160 PH 2021-10-09 1300 SK0QO         59      15 9A1CVG        59       6 0
QSO: 14160 PH 2021-10-09 1300 SK0QO         59      16 G8GFF         59      12 0
QSO: 14160 PH 2021-10-09 1303 SK0QO         59      17 F4CHK         59       9 0
QSO: 14160 PH 2021-10-09 1304 SK0QO         59      18 9A3GX         59       6 0
QSO: 14160 PH 2021-10-09 1307 SK0QO         59      19 HA2EAV        59      31 0
QSO: 21323 PH 2021-10-09 1313 SK0QO         59      20 N9NC          59      27 0
QSO: 14160 PH 2021-10-09 1315 SK0QO         59      21 OE8GMK        59       3 0
QSO: 21252 PH 2021-10-09 1319 SK0QO         59      22 IT9FRX        59      35 0
QSO: 14161 PH 2021-10-09 1321 SK0QO         59      23 HA3DX         59      72 0
QSO: 14156 PH 2021-10-09 1322 SK0QO         59      24 F5OHM         59     101 0
QSO: 14165 PH 2021-10-09 1329 SK0QO         59      25 IV3KKW        59      38 0
QSO: 14150 PH 2021-10-09 1337 SK0QO         59      26 PA3GVQ        59      32 0
QSO: 14150 PH 2021-10-09 1338 SK0QO         59      27 PD0ARI        59      33 0
QSO: 14150 PH 2021-10-09 1340 SK0QO         59      28 YO5CTS        59      37 0
QSO: 14160 PH 2021-10-09 1345 SK0QO         59      29 DJ6DO         59      30 0
QSO: 14160 PH 2021-10-09 1355 SK0QO         59      30 K0EA          59      18 0
QSO: 14160 PH 2021-10-09 1356 SK0QO         59      31 PA5JD         59      33 0
QSO: 14161 PH 2021-10-09 1358 SK0QO         59      32 IX1HPN        59      60 0
QSO: 21237 PH 2021-10-09 1401 SK0QO         59      33 K3ZO          59      55 0
QSO: 21259 PH 2021-10-09 1404 SK0QO         59      34 EC5SP         59      45 0
QSO: 21238 PH 2021-10-09 1407 SK0QO         59      35 EA8/OG60BBM   59      60 0
QSO: 21269 PH 2021-10-09 1409 SK0QO         59      35 PY2ZEA        59      88 0
QSO: 21269 PH 2021-10-09 1411 SK0QO         59      37 EA2SN         59       7 0
QSO: 14176 PH 2021-10-09 1418 SK0QO         59      38 IK3UNA        59      67 0
QSO: 14266 PH 2021-10-09 1421 SK0QO         59      39 YP0C          59     108 0
QSO: 14294 PH 2021-10-09 1426 SK0QO         59      40 9A2T          59      33 0
QSO: 14294 PH 2021-10-09 1426 SK0QO         59      41 9A2EY         59      25 0
QSO: 14294 PH 2021-10-09 1427 SK0QO         59      42 G0NIF         59       5 0
QSO: 14294 PH 2021-10-09 1428 SK0QO         59      43 DL0BQ         59      27 0
QSO: 14294 PH 2021-10-09 1430 SK0QO         59      44 HG5KID        59      37 0
QSO: 14294 PH 2021-10-09 1430 SK0QO         59      45 DG1IU         59      22 0
QSO: 14294 PH 2021-10-09 1431 SK0QO         59      46 G8DQP         59      37 0
QSO: 14294 PH 2021-10-09 1432 SK0QO         59      47 S5230WW       59       4 0
QSO: 14294 PH 2021-10-09 1433 SK0QO         59      48 LZ1DQ         59      55 0
QSO: 14294 PH 2021-10-09 1433 SK0QO         59      49 YM1KE         59      78 0
QSO: 14294 PH 2021-10-09 1434 SK0QO         59      50 EA2AOO/P      59      61 0
