START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2014
CALLSIGN: OK1GTH
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK1GTH
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2014 OK_OM_DX_Contest/2014/SSB.
QSO: 21260 PH 2014-04-12 1644 OK1GTH        59 CST 5B4AIF        59 318
QSO: 14176 PH 2014-04-12 1653 OK1GTH        59 CST EA3FP         59 020
QSO: 14200 PH 2014-04-12 1659 OK1GTH        59 CST OL1C          59 ETE
QSO:  3500 PH 2014-04-12 1704 OK1GTH        59 CST OK1CDS        59 DKL
QSO:  7083 PH 2014-04-12 1707 OK1GTH        59 CST OL4W          59 ELI
QSO:  3776 PH 2014-04-12 1708 OK1GTH        59 CST OK6Y          59 GVY
QSO:  3500 PH 2014-04-12 1709 OK1GTH        59 CST OK2HBR        59 HOL
QSO:  3500 PH 2014-04-12 1710 OK1GTH        59 CST OK2ILD        59 HOL
QSO:  3500 PH 2014-04-12 1712 OK1GTH        59 CST OM7AB         59 ZVO
QSO:  3500 PH 2014-04-12 1713 OK1GTH        59 CST OK1MJA        59 ECH
QSO:  3500 PH 2014-04-12 1714 OK1GTH        59 CST OK1MSP        59 FHB
QSO:  3745 PH 2014-04-12 1715 OK1GTH        59 CST OM8API        59 KEB
QSO:  3500 PH 2014-04-12 1717 OK1GTH        59 CST SQ9CXC        59 066
QSO:  3500 PH 2014-04-12 1717 OK1GTH        59 CST YO8PN         59 0080
QSO:  3729 PH 2014-04-12 1721 OK1GTH        59 CST OK2ZI         59 GTR
QSO: 14290 PH 2014-04-12 1730 OK1GTH        59 CST EI1NC         59 193
QSO: 14222 PH 2014-04-12 1818 OK1GTH        59 CST EC1DBO        59 019
QSO:  7195 PH 2014-04-12 1827 OK1GTH        59 CST OK2APY        59 GBM
QSO:  7185 PH 2014-04-12 1829 OK1GTH        59 CST OK5T          59 ELT
QSO:  7172 PH 2014-04-12 1830 OK1GTH        59 CST RF9C          59 211
QSO: 21340 PH 2014-04-12 1832 OK1GTH        59 CST ES5G          59 068
QSO:  7000 PH 2014-04-12 1832 OK1GTH        59 CST SP7VTQ        59 038
QSO:  7158 PH 2014-04-12 1833 OK1GTH        59 CST OM4O          59 TNC
QSO:  7146 PH 2014-04-12 1834 OK1GTH        59 CST OK2ZI         59 GTR
QSO:  7147 PH 2014-04-12 1835 OK1GTH        59 CST OM6AL         59 MAR
QSO:  7127 PH 2014-04-12 1840 OK1GTH        59 CST OK7T          59 ECL
QSO:  3500 PH 2014-04-12 1845 OK1GTH        59 CST OM3PA         59 PAR
QSO:  3753 PH 2014-04-12 1847 OK1GTH        59 CST OL1Z          59 GZN
QSO:  3758 PH 2014-04-12 1847 OK1GTH        59 CST OK1AY         59 DDO
QSO:  3500 PH 2014-04-12 1848 OK1GTH        59 CST OM3CPF        59 NIT
QSO:  3500 PH 2014-04-12 1849 OK1GTH        59 CST OK2PYA        59 GJI
QSO:  3772 PH 2014-04-12 1849 OK1GTH        59 CST ES5G          59 015
QSO:  3500 PH 2014-04-12 1850 OK1GTH        59 CST OM5WW         59 LVC
QSO:  3700 PH 2014-04-12 1850 OK1GTH        59 CST OL1C          59 ETE
QSO:  7104 PH 2014-04-13 0806 OK1GTH        59 CST OK6Y          59 GVY
QSO: 28465 PH 2014-04-13 0811 OK1GTH        59 CST OL4A          59 CJH
QSO: 28000 PH 2014-04-13 0818 OK1GTH        59 CST RT9TM         59 144
QSO: 14236 PH 2014-04-13 0823 OK1GTH        59 CST RC3W          59 341
QSO: 14278 PH 2014-04-13 0826 OK1GTH        59 CST SV3QUP        59 068
QSO: 14287 PH 2014-04-13 0827 OK1GTH        59 CST OH6ECM        59 221
QSO: 14298 PH 2014-04-13 0829 OK1GTH        59 CST OH2BLV        59 033
QSO: 14000 PH 2014-04-13 0832 OK1GTH        59 CST UR5EAF        59 38
QSO:  7189 PH 2014-04-13 0841 OK1GTH        59 CST PA3T          59 089
QSO:  7000 PH 2014-04-13 0903 OK1GTH        59 CST OK1HFP        59 DTA
QSO: 21249 PH 2014-04-13 1157 OK1GTH        59 CST RU4SO         59 110
END-OF-LOG:
