START-OF-LOG: 3.0
CALLSIGN: DL2FQ
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 387720
NAME: Tsvetomir Tishevishki
LOCATION: DX
OPERATORS: LZ2FQ
CLUB:
CERTIFICATE: NO
CREATED-BY: UcxLog 7.84
SOAPBOX: Had a lot of fun with my all band wire anntena.
QSO: 14000 CW 2018-05-26 0730 DL2FQ         599 076    SN8N          599 374    0
QSO: 14000 CW 2018-05-26 0730 DL2FQ         599 077    E77A          599 545    0
QSO: 14000 CW 2018-05-26 0731 DL2FQ         599 078    RC6U          599 553    0
QSO: 14000 CW 2018-05-26 0732 DL2FQ         599 079    R8TT          599 547    0
QSO: 14000 CW 2018-05-26 0734 DL2FQ         599 080    EA3NN         599 300    0
QSO: 14000 CW 2018-05-26 0734 DL2FQ         599 081    SP4G          599 044    0
QSO: 14000 CW 2018-05-26 0735 DL2FQ         599 082    RT8O          599 320    0
QSO: 14000 CW 2018-05-26 0737 DL2FQ         599 083    UA1AFT        599 291    0
QSO: 14000 CW 2018-05-26 0739 DL2FQ         599 084    IZ8GCB        599 216    0
QSO: 14000 CW 2018-05-26 0741 DL2FQ         599 085    OM8DD         599 363    0
QSO: 14000 CW 2018-05-26 0743 DL2FQ         599 086    EC2DX         599 423    0
QSO: 14000 CW 2018-05-26 0745 DL2FQ         599 087    OH9W          599 546    0
QSO: 14000 CW 2018-05-26 0746 DL2FQ         599 088    RM4F          599 980    0
QSO: 14000 CW 2018-05-26 0747 DL2FQ         599 089    EA6AF         599 526    0
QSO: 14000 CW 2018-05-26 0748 DL2FQ         599 090    UT5C          599 286    0
QSO: 14000 CW 2018-05-26 0753 DL2FQ         599 091    RM5A          599 454    0
QSO:  7000 CW 2018-05-26 0755 DL2FQ         599 092    YT5A          599 701    0
QSO:  7000 CW 2018-05-26 0756 DL2FQ         599 093    ES2MC         599 543    0
QSO:  7000 CW 2018-05-26 0757 DL2FQ         599 094    F5ROX         599 042    0
QSO:  7000 CW 2018-05-26 0759 DL2FQ         599 095    OM8AA         599 108    0
QSO:  7000 CW 2018-05-26 0759 DL2FQ         599 096    SP3DOF        599 090    0
QSO:  7000 CW 2018-05-26 0801 DL2FQ         599 097    F5OHM         599 219    0
QSO:  7000 CW 2018-05-26 0802 DL2FQ         599 098    SP1AEN        599 446    0
QSO: 28000 CW 2018-05-26 0813 DL2FQ         599 099    LZ7J          599 225    0
QSO: 28000 CW 2018-05-26 0814 DL2FQ         599 100    OH5Z          599 85     0
QSO: 21000 CW 2018-05-26 0817 DL2FQ         599 101    LZ5R          599 1148   0
QSO: 21000 CW 2018-05-26 0820 DL2FQ         599 102    EC2DX         599 135    0
QSO: 21000 CW 2018-05-26 0821 DL2FQ         599 103    UN4L          599 617    0
QSO: 21000 CW 2018-05-26 0822 DL2FQ         599 104    LZ9V          599 112    0
QSO: 14000 CW 2018-05-26 0824 DL2FQ         599 105    HG1A          599 336    0
QSO: 14000 CW 2018-05-26 0825 DL2FQ         599 106    EW5Z          599 705    0
QSO: 14000 CW 2018-05-26 0830 DL2FQ         599 107    RK4FF         599 544    0
QSO: 14000 CW 2018-05-26 0831 DL2FQ         599 108    YL2QN         599 439    0
QSO: 14000 CW 2018-05-26 0833 DL2FQ         599 109    R4RR          599 610    0
QSO: 14000 CW 2018-05-26 0835 DL2FQ         599 110    S50R          599 403    0
QSO: 14000 CW 2018-05-26 0839 DL2FQ         599 111    RT9A          599 617    0
QSO: 14000 CW 2018-05-26 0839 DL2FQ         599 112    LY4A          599 413    0
QSO: 14000 CW 2018-05-26 0840 DL2FQ         599 113    9A5B          599 521    0
QSO: 14000 CW 2018-05-26 0842 DL2FQ         599 114    UA9LDD        599 305    0
QSO: 14000 CW 2018-05-26 0843 DL2FQ         599 115    RK8I          599 179    0
QSO: 14000 CW 2018-05-26 0844 DL2FQ         599 116    YT5A          599 565    0
QSO: 14000 CW 2018-05-26 0844 DL2FQ         599 117    LY9Y          599 622    0
QSO: 14000 CW 2018-05-26 0846 DL2FQ         599 118    R7CD          599 374    0
QSO: 14000 CW 2018-05-26 0848 DL2FQ         599 119    US0SZ         599 482    0
QSO: 14000 CW 2018-05-26 0850 DL2FQ         599 120    EF8A          599 9      0
QSO: 21000 CW 2018-05-26 1059 DL2FQ         599 121    SJ0X          599 267    0
QSO: 21000 CW 2018-05-26 1100 DL2FQ         599 122    UT5C          599 558    0
QSO: 21000 CW 2018-05-26 1102 DL2FQ         599 123    EF5Y          599 764    0
QSO: 21000 CW 2018-05-26 1103 DL2FQ         599 124    UA5L          599 094    0
QSO: 14000 CW 2018-05-26 1108 DL2FQ         599 125    EA4OR         599 179    0
QSO: 14000 CW 2018-05-26 1110 DL2FQ         599 126    YL5X          599 273    0
QSO: 14000 CW 2018-05-26 1112 DL2FQ         599 127    VY2TT         599 937    0
QSO: 14000 CW 2018-05-26 1115 DL2FQ         599 128    NW7R          599 747    0
QSO: 14000 CW 2018-05-26 1116 DL2FQ         599 129    HG7T          599 659    0
QSO: 14000 CW 2018-05-26 1120 DL2FQ         599 130    LZ7DX         599 557    0
QSO: 14000 CW 2018-05-26 1122 DL2FQ         599 131    CN3A          599 552    0
QSO: 14000 CW 2018-05-26 1123 DL2FQ         599 132    YR33A         599 231    0
QSO: 14000 CW 2018-05-26 1124 DL2FQ         599 133    M0BEW         599 269    0
QSO: 14000 CW 2018-05-26 1125 DL2FQ         599 134    LY2SA         599 063    0
QSO: 14000 CW 2018-05-26 1127 DL2FQ         599 135    CR3W          599 545    0
QSO: 14000 CW 2018-05-26 1128 DL2FQ         599 136    SN5N          599 186    0
QSO: 14000 CW 2018-05-26 1130 DL2FQ         599 137    LZ25TRC       599 460    0
QSO: 14000 CW 2018-05-26 1131 DL2FQ         599 138    YL3CW         599 214    0
QSO: 14000 CW 2018-05-26 1133 DL2FQ         599 139    SD6M          599 167    0
QSO: 14000 CW 2018-05-26 1134 DL2FQ         599 140    YL6W          599 744    0
QSO: 14000 CW 2018-05-26 1135 DL2FQ         599 141    UW2M          599 1063   0
QSO: 14000 CW 2018-05-26 1136 DL2FQ         599 142    OH5Z          599 958    0
QSO: 14000 CW 2018-05-26 1140 DL2FQ         599 143    UA9TF         599 204    0
QSO: 21000 CW 2018-05-26 1146 DL2FQ         599 144    YL2SM         599 536    0
QSO: 21000 CW 2018-05-26 1149 DL2FQ         599 145    EA1FA         599 088    0
QSO: 21000 CW 2018-05-26 1150 DL2FQ         599 146    LY4A          599 227    0
QSO: 21000 CW 2018-05-26 1151 DL2FQ         599 147    UF1F          599 1571   0
QSO: 21000 CW 2018-05-26 1153 DL2FQ         599 148    IZ8EPX        599 420    0
QSO: 14000 CW 2018-05-26 1217 DL2FQ         599 149    KQ2M          599 1195   0
QSO: 14000 CW 2018-05-26 1219 DL2FQ         599 150    EU5C          599 255    0
QSO: 14000 CW 2018-05-26 1220 DL2FQ         599 151    WC1M          599 1087   0
QSO: 14000 CW 2018-05-26 1228 DL2FQ         599 152    UV5U          599 521    0
QSO: 14000 CW 2018-05-26 1229 DL2FQ         599 153    LZ7A          599 952    0
QSO: 14000 CW 2018-05-26 1231 DL2FQ         599 154    VC2A          599 1010   0
QSO: 14000 CW 2018-05-26 1232 DL2FQ         599 155    G4R           599 826    0
QSO: 14000 CW 2018-05-26 1233 DL2FQ         599 156    UT4U          599 918    0
QSO: 14000 CW 2018-05-26 1235 DL2FQ         599 157    OG7A          599 1239   0
QSO: 14000 CW 2018-05-26 1243 DL2FQ         599 158    SM5IMO        599 323    0
QSO: 14000 CW 2018-05-26 1244 DL2FQ         599 159    OH6NJ         599 592    0
QSO: 14000 CW 2018-05-26 1245 DL2FQ         599 160    OG60F         599 1282   0
QSO: 14000 CW 2018-05-26 1245 DL2FQ         599 161    LY2XW         599 907    0
QSO: 14000 CW 2018-05-26 1246 DL2FQ         599 162    LY5E          599 1092   0
QSO: 14000 CW 2018-05-26 1247 DL2FQ         599 163    YL9T          599 344    0
QSO: 14000 CW 2018-05-26 1250 DL2FQ         599 164    PX2MTV        599 264    0
QSO: 14000 CW 2018-05-26 1251 DL2FQ         599 165    UY0ZG         599 125    0
QSO: 14000 CW 2018-05-26 1252 DL2FQ         599 166    OG6N          599 563    0
QSO: 14000 CW 2018-05-26 1253 DL2FQ         599 167    YU5R          599 945    0
QSO: 14000 CW 2018-05-26 1257 DL2FQ         599 168    EF5F          599 820    0
QSO: 14000 CW 2018-05-26 1300 DL2FQ         599 169    SF6DX         599 094    0
QSO: 14000 CW 2018-05-26 1303 DL2FQ         599 170    UZ0U          599 231    0
QSO: 14000 CW 2018-05-26 1305 DL2FQ         599 171    VA2EW         599 702    0
QSO: 14000 CW 2018-05-26 1311 DL2FQ         599 172    UA4M          599 1461   0
QSO: 14000 CW 2018-05-26 1314 DL2FQ         599 173    EF5Y          599 971    0
QSO: 14000 CW 2018-05-26 1314 DL2FQ         599 174    YQ6A          599 918    0
QSO: 14000 CW 2018-05-26 1316 DL2FQ         599 175    ES4RD         599 563    0
QSO: 14000 CW 2018-05-26 1320 DL2FQ         599 176    UF4M          599 024    0
QSO: 14000 CW 2018-05-26 1321 DL2FQ         599 177    RW9OW         599 671    0
QSO: 14000 CW 2018-05-26 1323 DL2FQ         599 178    UN4L          599 828    0
QSO: 14000 CW 2018-05-26 1324 DL2FQ         599 179    RA6MQ         599 241    0
QSO:  7000 CW 2018-05-26 1350 DL2FQ         599 180    LY4A          599 503    0
QSO:  7000 CW 2018-05-26 1353 DL2FQ         599 181    SJ0X          599 354    0
QSO: 14000 CW 2018-05-26 1400 DL2FQ         599 182    OH8X          599 1316   0
QSO: 14000 CW 2018-05-26 1402 DL2FQ         599 183    UP0L          599 1176   0
QSO: 14000 CW 2018-05-26 1404 DL2FQ         599 184    UA9MA         599 579    0
QSO: 14000 CW 2018-05-26 1405 DL2FQ         599 185    LA0CX         599 034    0
QSO: 14000 CW 2018-05-26 1411 DL2FQ         599 186    YL2KO         599 724    0
QSO: 14000 CW 2018-05-26 1413 DL2FQ         599 187    IF9A          599 533    0
QSO: 14000 CW 2018-05-26 1414 DL2FQ         599 188    RT3T          599 996    0
QSO: 14000 CW 2018-05-26 1415 DL2FQ         599 189    UZ3A          599 984    0
QSO: 14000 CW 2018-05-26 1417 DL2FQ         599 190    UC8U          599 294    0
QSO: 14000 CW 2018-05-26 1422 DL2FQ         599 191    LZ7J          599 531    0
QSO: 14000 CW 2018-05-26 1424 DL2FQ         599 192    RA9AP         599 413    0
QSO: 21000 CW 2018-05-26 1503 DL2FQ         599 193    ED8K          599 339    0
QSO:  7000 CW 2018-05-26 1506 DL2FQ         599 194    OH5Z          599 512    0
QSO:  7000 CW 2018-05-26 1507 DL2FQ         599 195    OM0R          599 365    0
QSO:  7000 CW 2018-05-26 1508 DL2FQ         599 196    YL2SM         599 821    0
QSO:  7000 CW 2018-05-26 1511 DL2FQ         599 197    S52AW         599 692    0
QSO:  7000 CW 2018-05-26 1512 DL2FQ         599 198    E77W          599 804    0
QSO:  7000 CW 2018-05-26 1514 DL2FQ         599 199    SP5ELA        599 416    0
QSO:  7000 CW 2018-05-26 1514 DL2FQ         599 200    9A1A          599 817    0
QSO:  7000 CW 2018-05-26 1515 DL2FQ         599 201    OK1P          599 040    0
QSO:  7000 CW 2018-05-26 1516 DL2FQ         599 202    IZ4BOY        599 134    0
QSO:  7000 CW 2018-05-26 1519 DL2FQ         599 203    S57K          599 1057   0
QSO: 14000 CW 2018-05-26 1523 DL2FQ         599 204    UR7GO         599 1011   0
QSO: 14000 CW 2018-05-26 1526 DL2FQ         599 205    YT3X          599 1081   0
QSO: 14000 CW 2018-05-26 1527 DL2FQ         599 206    K3WJV         599 373    0
QSO: 14000 CW 2018-05-26 1531 DL2FQ         599 207    SM0T          599 558    0
QSO: 14000 CW 2018-05-26 1535 DL2FQ         599 208    ER4A          599 1793   0
QSO: 14000 CW 2018-05-26 1544 DL2FQ         599 209    JA3YBK        599 825    0
QSO: 14000 CW 2018-05-26 1548 DL2FQ         599 210    OH3OJ         599 1018   0
QSO: 14000 CW 2018-05-26 1552 DL2FQ         599 211    JT5DX         599 1299   0
QSO: 14000 CW 2018-05-26 1607 DL2FQ         599 212    E79D          599 242    0
QSO: 14000 CW 2018-05-26 1608 DL2FQ         599 213    YT2ISM        599 259    0
QSO: 21000 CW 2018-05-26 1610 DL2FQ         599 214    GM7V          599 208    0
QSO: 21000 CW 2018-05-26 1613 DL2FQ         599 215    EF7X          599 1348   0
QSO: 21000 CW 2018-05-26 1614 DL2FQ         599 216    9H6A          599 2108   0
QSO: 21000 CW 2018-05-26 1614 DL2FQ         599 217    G5W           599 326    0
QSO: 14000 CW 2018-05-26 1618 DL2FQ         599 218    CN2DD         599 585    0
QSO: 14000 CW 2018-05-26 1619 DL2FQ         599 219    NN5J          599 1658   0
QSO: 14000 CW 2018-05-26 1620 DL2FQ         599 220    DJ5MW         599 630    0
QSO: 14000 CW 2018-05-26 1621 DL2FQ         599 221    HF80TG        599 47     0
QSO: 14000 CW 2018-05-26 1622 DL2FQ         599 222    S52ZW         599 653    0
QSO: 14000 CW 2018-05-26 1623 DL2FQ         599 223    J42L          599 1285   0
QSO: 14000 CW 2018-05-26 1709 DL2FQ         599 224    YL2SM         599 979    0
QSO: 14000 CW 2018-05-26 1711 DL2FQ         599 225    M6T           599 986    0
QSO: 14000 CW 2018-05-26 1712 DL2FQ         599 226    OM4Q          599 1106   0
QSO: 14000 CW 2018-05-26 1714 DL2FQ         599 227    F4GBW         599 271    0
QSO: 14000 CW 2018-05-26 1715 DL2FQ         599 228    OP4K          599 1038   0
QSO: 14000 CW 2018-05-26 1718 DL2FQ         599 229    HA8M          599 834    0
QSO: 14000 CW 2018-05-26 1720 DL2FQ         599 230    MI5I          599 535    0
QSO: 14000 CW 2018-05-26 1721 DL2FQ         599 231    SN8B          599 1530   0
QSO: 14000 CW 2018-05-26 1721 DL2FQ         599 232    SN8Q          599 1336   0
QSO: 14000 CW 2018-05-26 1724 DL2FQ         599 233    HG3R          599 1817   0
QSO: 14000 CW 2018-05-26 1725 DL2FQ         599 234    LY4L          599 625    0
QSO: 14000 CW 2018-05-26 1727 DL2FQ         599 235    SX1T          599 970    0
QSO: 14000 CW 2018-05-26 1729 DL2FQ         599 236    F4VSQ         599 719    0
QSO: 14000 CW 2018-05-26 1729 DL2FQ         599 237    K3WU          599 317    0
QSO: 28000 CW 2018-05-26 1733 DL2FQ         599 238    M0ORD         599 198    0
QSO: 28000 CW 2018-05-26 1734 DL2FQ         599 239    EA4ZK         599 130    0
QSO: 28000 CW 2018-05-26 1736 DL2FQ         599 240    EI6JK         599 111    0
QSO: 28000 CW 2018-05-26 1737 DL2FQ         599 241    LN8W          599 1304   0
QSO:  7000 CW 2018-05-26 1738 DL2FQ         599 242    R2AA          599 1669   0
QSO:  7000 CW 2018-05-26 1740 DL2FQ         599 243    IZ4DYX        599 272    0
QSO:  7000 CW 2018-05-26 1742 DL2FQ         599 244    SP3CW         599 435    0
QSO:  7000 CW 2018-05-26 1744 DL2FQ         599 245    HB9DDO        599 692    0
QSO:  7000 CW 2018-05-26 1746 DL2FQ         599 246    UP0L          599 1589   0
QSO:  7000 CW 2018-05-26 1747 DL2FQ         599 247    US1I          599 814    0
QSO:  7000 CW 2018-05-26 1749 DL2FQ         599 248    HG6Y          599 079    0
QSO:  7000 CW 2018-05-26 1751 DL2FQ         599 249    HB9CRV        599 155    0
QSO:  7000 CW 2018-05-26 1752 DL2FQ         599 250    RL5A          599 690    0
QSO:  7000 CW 2018-05-26 1753 DL2FQ         599 251    OM4Q          599 1142   0
QSO:  7000 CW 2018-05-26 1756 DL2FQ         599 252    SM0HRP        599 773    0
QSO:  7000 CW 2018-05-26 1758 DL2FQ         599 253    HG6O          599 1021   0
QSO:  7000 CW 2018-05-26 1800 DL2FQ         599 254    YR100R        599 307    0
QSO:  7000 CW 2018-05-26 1801 DL2FQ         599 255    DA0WRTC       599 527    0
QSO:  7000 CW 2018-05-26 1802 DL2FQ         599 256    OL1M          599 427    0
QSO:  7000 CW 2018-05-26 1803 DL2FQ         599 257    9A3JH         599 488    0
QSO:  7000 CW 2018-05-26 1804 DL2FQ         599 258    OE3MWS        599 332    0
QSO: 28000 CW 2018-05-26 1805 DL2FQ         599 259    EC2DX         599 166    0
QSO: 21000 CW 2018-05-26 1807 DL2FQ         599 260    ZY5T          599 368    0
QSO: 21000 CW 2018-05-26 1808 DL2FQ         599 261    OM7M          599 598    0
QSO: 21000 CW 2018-05-26 1810 DL2FQ         599 262    LZ6C          599 247    0
QSO: 21000 CW 2018-05-26 1811 DL2FQ         599 263    YT5A          599 575    0
QSO: 21000 CW 2018-05-26 1812 DL2FQ         599 264    LA5UF         599 354    0
QSO: 14000 CW 2018-05-26 1815 DL2FQ         599 265    R5WW          599 699    0
QSO: 14000 CW 2018-05-26 1849 DL2FQ         599 266    YT1A          599 878    0
QSO: 14000 CW 2018-05-26 1852 DL2FQ         599 267    CR3DX         599 1632   0
QSO: 14000 CW 2018-05-26 1853 DL2FQ         599 268    UA3A          599 771    0
QSO: 14000 CW 2018-05-26 1853 DL2FQ         599 269    RN1ON         599 279    0
QSO: 14000 CW 2018-05-26 1855 DL2FQ         599 270    RW9QA         599 894    0
QSO: 14000 CW 2018-05-26 1856 DL2FQ         599 271    R2AA          599 1822   0
QSO: 14000 CW 2018-05-26 1858 DL2FQ         599 272    IQ8LR         599 022    0
QSO: 14000 CW 2018-05-26 1859 DL2FQ         599 273    S56M          599 1135   0
QSO: 14000 CW 2018-05-26 1900 DL2FQ         599 274    YR9F          599 847    0
QSO: 14000 CW 2018-05-26 1901 DL2FQ         599 275    S51YI         599 1114   0
QSO: 14000 CW 2018-05-26 1902 DL2FQ         599 276    R7NW          599 1155   0
QSO: 14000 CW 2018-05-26 1903 DL2FQ         599 277    OM7M          599 1308   0
QSO: 14000 CW 2018-05-26 1904 DL2FQ         599 278    LZ5XQ         599 687    0
QSO: 14000 CW 2018-05-26 1906 DL2FQ         599 279    WF1OC         599 266    0
QSO: 14000 CW 2018-05-26 1906 DL2FQ         599 280    LZ1QN         599 101    0
QSO: 14000 CW 2018-05-26 1907 DL2FQ         599 281    S57K          599 1342   0
QSO: 14000 CW 2018-05-26 1907 DL2FQ         599 282    KM7W          599 2232   0
QSO: 14000 CW 2018-05-26 1910 DL2FQ         599 283    MU0FAL        599 165    0
QSO: 14000 CW 2018-05-26 1911 DL2FQ         599 284    UN9L          599 357    0
QSO: 14000 CW 2018-05-26 1911 DL2FQ         599 285    S50K          599 28     0
QSO: 14000 CW 2018-05-26 1913 DL2FQ         599 286    S57DX         599 921    0
QSO: 14000 CW 2018-05-26 1924 DL2FQ         599 287    LZ1FH         599 252    0
QSO: 14000 CW 2018-05-26 1927 DL2FQ         599 288    LZ7Y          599 194    0
QSO: 14000 CW 2018-05-26 1929 DL2FQ         599 289    IQ1LA         599 687    0
QSO: 14000 CW 2018-05-26 1931 DL2FQ         599 290    4U29MAY       599 604    0
QSO: 14000 CW 2018-05-26 1935 DL2FQ         599 291    4X6FR         599 1679   0
QSO: 14000 CW 2018-05-26 1939 DL2FQ         599 292    KP2M          599 1872   0
QSO: 14000 CW 2018-05-26 1940 DL2FQ         599 293    UT5NR         599 422    0
QSO: 14000 CW 2018-05-26 1942 DL2FQ         599 294    EA1CH         599 239    0
QSO: 14000 CW 2018-05-26 1943 DL2FQ         599 295    3V8SS         599 1060   0
QSO: 14000 CW 2018-05-26 1945 DL2FQ         599 296    YO3RP         599 183    0
QSO: 14000 CW 2018-05-26 2046 DL2FQ         599 297    R3AP          599 1202   0
QSO: 14000 CW 2018-05-26 2048 DL2FQ         599 298    P33W          599 1963   0
QSO: 14000 CW 2018-05-26 2051 DL2FQ         599 299    UA1F          599 258    0
QSO: 14000 CW 2018-05-26 2053 DL2FQ         599 300    UY1HY         599 239    0
QSO: 14000 CW 2018-05-26 2057 DL2FQ         599 301    IT9SSI        599 510    0
QSO:  7000 CW 2018-05-26 2101 DL2FQ         599 302    LY4L          599 438    0
QSO:  7000 CW 2018-05-26 2102 DL2FQ         599 303    LZ5XQ         599 765    0
QSO:  7000 CW 2018-05-26 2103 DL2FQ         599 304    OK7Y          599 690    0
QSO:  7000 CW 2018-05-26 2104 DL2FQ         599 305    HB9FKK        599 199    0
