START-OF-LOG: 3.0
CALLSIGN: G4DDL
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 213150
NAME: Mike Pemberton
LOCATION: DX
OPERATORS: G4DDL
CLUB: Bracknell Amateur Radio Club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7177.0
SOAPBOX: Bad Thunderstorms on both nights made LF bands hard work
QSO:  7004 CW 2018-05-26 0745 G4DDL         599 0001   EF2A          599 0753
QSO:  7009 CW 2018-05-26 0746 G4DDL         599 0002   ES2MC         599 0526
QSO:  7018 CW 2018-05-26 0746 G4DDL         599 0003   DL5JS         599 0410
QSO:  7024 CW 2018-05-26 0747 G4DDL         599 0004   EA1DAV        599 0158
QSO:  7027 CW 2018-05-26 0748 G4DDL         599 0005   LY7Z          599 0628
QSO:  7035 CW 2018-05-26 0749 G4DDL         599 0006   DL1NEO        599 0141
QSO:  7045 CW 2018-05-26 0750 G4DDL         599 0007   LZ9W          599 0655
QSO:  7003 CW 2018-05-26 0752 G4DDL         599 0008   YT5A          599 0696
QSO:  7004 CW 2018-05-26 0754 G4DDL         599 0009   OL9R          599 0482
QSO:  7006 CW 2018-05-26 0757 G4DDL         599 0010   SP3CW         599 0282
QSO:  7007 CW 2018-05-26 0758 G4DDL         599 0011   GD4EIP        599 0163
QSO:  7008 CW 2018-05-26 0758 G4DDL         599 0012   SD6M          599 0043
QSO:  7010 CW 2018-05-26 0759 G4DDL         599 0013   S56X          599 0571
QSO:  7013 CW 2018-05-26 0800 G4DDL         599 0014   F5ROX         599 0045
QSO:  7014 CW 2018-05-26 0801 G4DDL         599 0015   CN3A          599 0818
QSO:  7015 CW 2018-05-26 0802 G4DDL         599 0016   OR1Z          599 0102
QSO:  7021 CW 2018-05-26 0803 G4DDL         599 0017   GM4X          599 0197
QSO:  7024 CW 2018-05-26 0804 G4DDL         599 0018   HB9CRV        599 0048
QSO:  7026 CW 2018-05-26 0805 G4DDL         599 0019   F5OHM         599 0230
QSO:  7027 CW 2018-05-26 0806 G4DDL         599 0020   DF80FOC       599 0045
QSO:  7030 CW 2018-05-26 0807 G4DDL         599 0021   DJ9MH         599 0095
QSO:  7032 CW 2018-05-26 0808 G4DDL         599 0022   9A1A          599 0604
QSO:  7034 CW 2018-05-26 0809 G4DDL         599 0023   OK6K          599 0119
QSO: 14002 CW 2018-05-26 0811 G4DDL         599 0024   EW5Z          599 0667
QSO: 14003 CW 2018-05-26 0812 G4DDL         599 0025   HG1A          599 0320
QSO: 14004 CW 2018-05-26 0813 G4DDL         599 0026   HG4I          599 0267
QSO: 14005 CW 2018-05-26 0813 G4DDL         599 0027   EF5F          599 0559
QSO: 14005 CW 2018-05-26 0814 G4DDL         599 0028   RK4FF         599 0517
QSO: 14007 CW 2018-05-26 0815 G4DDL         599 0029   E77A          599 0607
QSO: 14010 CW 2018-05-26 0815 G4DDL         599 0030   LY5W          599 0420
QSO: 14018 CW 2018-05-26 0818 G4DDL         599 0031   UP4L          599 0768
QSO: 14019 CW 2018-05-26 0900 G4DDL         599 0032   SM0T          599 0246
QSO: 14021 CW 2018-05-26 0902 G4DDL         599 0033   YT3X          599 0746
QSO: 14022 CW 2018-05-26 0902 G4DDL         599 0034   9A1A          599 0692
QSO: 14023 CW 2018-05-26 0903 G4DDL         599 0035   SB0A          599 0214
QSO: 14024 CW 2018-05-26 0904 G4DDL         599 0036   IZ8GCB        599 0302
QSO: 14026 CW 2018-05-26 0906 G4DDL         599 0037   RX9WN         599 0314
QSO: 14027 CW 2018-05-26 0906 G4DDL         599 0038   EA3NN         599 0349
QSO: 14030 CW 2018-05-26 0907 G4DDL         599 0039   LY2XW         599 0631
QSO: 14031 CW 2018-05-26 0907 G4DDL         599 0040   9A5D          599 0563
QSO: 14032 CW 2018-05-26 0908 G4DDL         599 0041   J42L          599 0675
QSO: 14032 CW 2018-05-26 0909 G4DDL         599 0042   RT5G          599 0419
QSO: 14034 CW 2018-05-26 0909 G4DDL         599 0043   OG73X         599 0781
QSO: 14037 CW 2018-05-26 0910 G4DDL         599 0044   OM0R          599 0301
QSO: 14037 CW 2018-05-26 0910 G4DDL         599 0045   LN8W          599 0755
QSO: 14038 CW 2018-05-26 0911 G4DDL         599 0046   LZ9W          599 0689
QSO: 14042 CW 2018-05-26 0912 G4DDL         599 0047   UZ0U          599 0130
QSO: 14043 CW 2018-05-26 0913 G4DDL         599 0048   S51B          599 0025
QSO: 14045 CW 2018-05-26 0914 G4DDL         599 0049   LY9Y          599 0690
QSO: 14046 CW 2018-05-26 0915 G4DDL         599 0050   OG60F         599 0908
QSO: 14047 CW 2018-05-26 0916 G4DDL         599 0051   HA8M          599 0270
QSO: 14049 CW 2018-05-26 0917 G4DDL         599 0052   RM9I          599 0922
QSO: 14050 CW 2018-05-26 0917 G4DDL         599 0053   EA4URE        599 0221
QSO: 14050 CW 2018-05-26 0918 G4DDL         599 0054   UT5C          599 0405
QSO: 14050 CW 2018-05-26 0918 G4DDL         599 0055   LZ7A          599 0691
QSO: 14053 CW 2018-05-26 0919 G4DDL         599 0056   4U1ITU        599 0614
QSO: 14055 CW 2018-05-26 0921 G4DDL         599 0057   P33W          599 0864
QSO: 14061 CW 2018-05-26 0921 G4DDL         599 0058   YL5W          599 0258
QSO: 14063 CW 2018-05-26 0922 G4DDL         599 0059   UR7GO         599 0547
QSO: 14066 CW 2018-05-26 0922 G4DDL         599 0060   OH5Z          599 0793
QSO: 14069 CW 2018-05-26 0923 G4DDL         599 0061   RM5A          599 0556
QSO: 14000 CW 2018-05-26 0924 G4DDL         599 0062   RN85KN        599 0301
QSO: 14004 CW 2018-05-26 0926 G4DDL         599 0063   EC2DX         599 0478
QSO: 14004 CW 2018-05-26 0927 G4DDL         599 0064   AC1U          599 0589
QSO: 14006 CW 2018-05-26 0927 G4DDL         599 0065   YL2QN         599 0512
QSO: 14010 CW 2018-05-26 0930 G4DDL         599 0066   UA3ABJ        599 0226
QSO: 14013 CW 2018-05-26 0931 G4DDL         599 0067   S50R          599 0464
QSO: 14014 CW 2018-05-26 0932 G4DDL         599 0068   OM8DD         599 0546
QSO: 14018 CW 2018-05-26 0933 G4DDL         599 0069   W3LL          599 0660
QSO: 14020 CW 2018-05-26 0934 G4DDL         599 0070   IZ8EFD        599 0211
QSO: 14020 CW 2018-05-26 0935 G4DDL         599 0071   MM3N          599 0332
QSO: 14025 CW 2018-05-26 0936 G4DDL         599 0072   OL3Z          599 0953
QSO: 14026 CW 2018-05-26 0937 G4DDL         599 0073   EF7X          599 0853
QSO: 14028 CW 2018-05-26 0938 G4DDL         599 0074   HB9DQL        599 0101
QSO: 14036 CW 2018-05-26 0942 G4DDL         599 0075   DL1WA         599 0663
QSO: 14039 CW 2018-05-26 0943 G4DDL         599 0076   OM7M          599 0564
QSO: 14040 CW 2018-05-26 0944 G4DDL         599 0077   E70T          599 0706
QSO: 14040 CW 2018-05-26 0944 G4DDL         599 0078   UP0L          599 0706
QSO: 14044 CW 2018-05-26 0945 G4DDL         599 0079   YT5A          599 0648
QSO: 14047 CW 2018-05-26 0945 G4DDL         599 0080   EF5Y          599 0600
QSO: 14052 CW 2018-05-26 0948 G4DDL         599 0081   OL90ITALIA    599 0663
QSO: 14063 CW 2018-05-26 0951 G4DDL         599 0082   RK3T          599 0563
QSO: 21004 CW 2018-05-26 0953 G4DDL         599 0083   CN3A          599 0182
QSO: 21015 CW 2018-05-26 0953 G4DDL         599 0084   HG1S          599 0932
QSO: 21014 CW 2018-05-26 0954 G4DDL         599 0085   SN8D          599 0991
QSO: 21027 CW 2018-05-26 0956 G4DDL         599 0086   EW5Z          599 0865
QSO: 21029 CW 2018-05-26 0957 G4DDL         599 0087   HG7T          599 0216
QSO: 21028 CW 2018-05-26 0958 G4DDL         599 0088   OM7M          599 0221
QSO: 21017 CW 2018-05-26 1001 G4DDL         599 0089   EC7WA         599 0078
QSO: 21009 CW 2018-05-26 1003 G4DDL         599 0090   CT1DRB        599 0094
QSO: 21037 CW 2018-05-26 1008 G4DDL         599 0091   CR140AA       599 0035
QSO: 21048 CW 2018-05-26 1009 G4DDL         599 0092   S52ZW         599 0188
QSO: 21019 CW 2018-05-26 1016 G4DDL         599 0093   EC7CW         599 0015
QSO: 21021 CW 2018-05-26 1016 G4DDL         599 0094   CR3DX         599 1193
QSO: 21031 CW 2018-05-26 1017 G4DDL         599 0095   IB9T          599 0542
QSO: 21034 CW 2018-05-26 1019 G4DDL         599 0096   LZ9W          599 0278
QSO: 21035 CW 2018-05-26 1019 G4DDL         599 0097   EF5Y          599 0675
QSO: 28021 CW 2018-05-26 1022 G4DDL         599 0098   EF5T          599 0010
QSO:  7018 CW 2018-05-26 1024 G4DDL         599 0099   DK2FG         599 0217
QSO: 14000 CW 2018-05-26 1026 G4DDL         599 0100   S57DX         599 0445
QSO: 14004 CW 2018-05-26 1027 G4DDL         599 0101   OH0R          599 0928
QSO: 14005 CW 2018-05-26 1028 G4DDL         599 0102   SN8N          599 0554
QSO: 14007 CW 2018-05-26 1029 G4DDL         599 0103   S56M          599 0689
QSO: 14008 CW 2018-05-26 1031 G4DDL         599 0104   NR4M          599 0513
QSO: 14009 CW 2018-05-26 1032 G4DDL         599 0105   HG7T          599 0597
QSO: 14010 CW 2018-05-26 1033 G4DDL         599 0106   KN1DX         599 0851
QSO: 14018 CW 2018-05-26 1036 G4DDL         599 0107   R2AA          599 1181
QSO: 14024 CW 2018-05-26 1038 G4DDL         599 0108   VC3J          599 0505
QSO: 14025 CW 2018-05-26 1041 G4DDL         599 0109   SJ0X          599 0566
QSO: 14026 CW 2018-05-26 1043 G4DDL         599 0110   CR3W          599 0473
QSO: 14027 CW 2018-05-26 1043 G4DDL         599 0111   SN2B          599 1031
QSO: 14028 CW 2018-05-26 1044 G4DDL         599 0112   S51YI         599 0599
QSO: 14029 CW 2018-05-26 1045 G4DDL         599 0113   OL6P          599 0593
QSO: 14031 CW 2018-05-26 1046 G4DDL         599 0114   SF3A          599 0252
QSO: 14035 CW 2018-05-26 1047 G4DDL         599 0115   OG7A          599 1045
QSO: 14036 CW 2018-05-26 1048 G4DDL         599 0116   HG5A          599 0347
QSO: 14040 CW 2018-05-26 1050 G4DDL         599 0117   SP9M          599 0075
QSO: 14049 CW 2018-05-26 1054 G4DDL         599 0118   SN7Q          599 0728
QSO: 14052 CW 2018-05-26 1055 G4DDL         599 0119   UW2M          599 0981
QSO: 14052 CW 2018-05-26 1056 G4DDL         599 0120   US2YW         599 0846
QSO: 14055 CW 2018-05-26 1058 G4DDL         599 0121   OH6NJ         599 0442
QSO: 14059 CW 2018-05-26 1059 G4DDL         599 0122   RQ4C          599 0004
QSO: 14059 CW 2018-05-26 1104 G4DDL         599 0123   OZ80FOC       599 0711
QSO: 14061 CW 2018-05-26 1104 G4DDL         599 0124   S53EO         599 0285
QSO: 14064 CW 2018-05-26 1105 G4DDL         599 0125   LY5O          599 0072
QSO: 21039 CW 2018-05-26 1107 G4DDL         599 0126   EF5T          599 0064
QSO: 21036 CW 2018-05-26 1108 G4DDL         599 0127   YU1UN         599 0243
QSO: 21017 CW 2018-05-26 1114 G4DDL         599 0128   EF7X          599 1005
QSO: 21007 CW 2018-05-26 1115 G4DDL         599 0129   9A1A          599 0468
QSO: 21014 CW 2018-05-26 1116 G4DDL         599 0130   E77C          599 0350
QSO: 21030 CW 2018-05-26 1118 G4DDL         599 0131   YT5A          599 0312
QSO: 14081 CW 2018-05-26 1125 G4DDL         599 0132   PX2MTV        599 0228
QSO: 14079 CW 2018-05-26 1126 G4DDL         599 0133   VY2TT         599 0962
QSO: 14070 CW 2018-05-26 1127 G4DDL         599 0134   RW9OW         599 0521
QSO: 14066 CW 2018-05-26 1131 G4DDL         599 0135   Z31NA         599 0264
QSO: 14066 CW 2018-05-26 1134 G4DDL         599 0136   OH3OJ         599 0683
QSO: 14065 CW 2018-05-26 1134 G4DDL         599 0137   RA6MQ         599 0133
QSO: 14063 CW 2018-05-26 1135 G4DDL         599 0138   LY4A          599 0659
QSO: 14062 CW 2018-05-26 1136 G4DDL         599 0139   YL2IP         599 0064
QSO: 14060 CW 2018-05-26 1137 G4DDL         599 0140   Z37M          599 0735
QSO: 14059 CW 2018-05-26 1139 G4DDL         599 0141   Z3Y           599 0688
QSO: 14054 CW 2018-05-26 1141 G4DDL         599 0142   OL1C          599 0750
QSO: 14051 CW 2018-05-26 1143 G4DDL         599 0143   SX80FOC       599 0042
QSO: 14046 CW 2018-05-26 1145 G4DDL         599 0144   OM4Q          599 0791
QSO: 14045 CW 2018-05-26 1146 G4DDL         599 0145   DJ5MW         599 0092
QSO: 14045 CW 2018-05-26 1147 G4DDL         599 0146   OK1FGD        599 0124
QSO: 14045 CW 2018-05-26 1148 G4DDL         599 0147   K3LR          599 1176
QSO: 14044 CW 2018-05-26 1149 G4DDL         599 0148   ES7A          599 0949
QSO: 14042 CW 2018-05-26 1151 G4DDL         599 0149   CN3A          599 0597
QSO: 14040 CW 2018-05-26 1151 G4DDL         599 0150   9A5Y          599 1169
QSO: 14039 CW 2018-05-26 1153 G4DDL         599 0151   ER4A          599 1424
QSO: 14037 CW 2018-05-26 1154 G4DDL         599 0152   OK7Y          599 0496
QSO: 14028 CW 2018-05-26 1155 G4DDL         599 0153   IZ3SQW        599 0527
QSO: 14028 CW 2018-05-26 1156 G4DDL         599 0154   RM2U          599 0528
QSO: 14023 CW 2018-05-26 1158 G4DDL         599 0155   VC2A          599 0927
QSO: 14021 CW 2018-05-26 1200 G4DDL         599 0156   K3WW          599 0765
QSO: 14014 CW 2018-05-26 1202 G4DDL         599 0157   YR33A         599 0285
QSO: 14012 CW 2018-05-26 1203 G4DDL         599 0158   LZ5R          599 1647
QSO: 14007 CW 2018-05-26 1408 G4DDL         599 0159   HG4F          599 0591
